# Created by WEAP: 5/10/2021 8:49:25 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-CM3_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 5.074, 195.1
2006, 2, 2.907, 504
2006, 3, 6.127, 284
2006, 4, 7.321, 284.5
2006, 5, 11.73, 51.88
2006, 6, 19.23, 15.88
2006, 7, 22.41, 0.1028
2006, 8, 22.73, 0.09145
2006, 9, 18.4, 0.6572
2006, 10, 14.43, 121.9
2006, 11, 9.336, 119.5
2006, 12, 4.883, 839.6
2007, 1, 2.085, 370.3
2007, 2, 1.701, 363
2007, 3, 4.068, 255.3
2007, 4, 10.51, 9.947
2007, 5, 13.64, 88.29
2007, 6, 18.11, 5.254
2007, 7, 23.28, 0.09895
2007, 8, 22.14, 0
2007, 9, 20.7, 30.13
2007, 10, 14.76, 46.75
2007, 11, 6.082, 345.5
2007, 12, 6.079, 296.2
2008, 1, 3.314, 761
2008, 2, 7.165, 301.5
2008, 3, 8.044, 12.99
2008, 4, 8.21, 98.18
2008, 5, 17, 45.02
2008, 6, 21.98, 14.63
2008, 7, 21.89, 0.00973
2008, 8, 20.44, 0.7049
2008, 9, 19.93, 3.355E-5
2008, 10, 17.66, 74.09
2008, 11, 9.524, 411.5
2008, 12, 7.796, 170.3
2009, 1, 1.465, 576.3
2009, 2, 3.766, 244
2009, 3, 4.266, 200.4
2009, 4, 6.135, 355.2
2009, 5, 14.06, 84.24
2009, 6, 20.22, 50.78
2009, 7, 21.96, 1.059
2009, 8, 22.96, 0.1634
2009, 9, 20.14, 24.65
2009, 10, 14.84, 42.8
2009, 11, 6.277, 672.3
2009, 12, 6.331, 396
2010, 1, 3.689, 57.59
2010, 2, 0.9214, 93.21
2010, 3, 5.669, 51.41
2010, 4, 10.68, 195
2010, 5, 14.23, 101.1
2010, 6, 20.15, 1.875
2010, 7, 22.52, 0
2010, 8, 20.42, 100
2010, 9, 21.4, 1.782
2010, 10, 18.12, 3.297
2010, 11, 7.183, 380.2
2010, 12, 3.242, 761
2011, 1, 3.822, 124
2011, 2, 4.379, 178.7
