# Created by WEAP: 5/10/2021 8:48:45 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-CM3_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: ID_S_OR_E_Lower Snake (6,017,267 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (988,269 ha),  1000 - 2000 m (4,776,086 ha),  2000 - 3000 m (252,767 ha),  3000 - 4000 m (145 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, 0.6559, -0.4014, -3.793, -5.56, 18, 20.52, 42.29, 41.32
2006, 2, 4.473, 1.888, -2.075, -4.519, 27.95, 36.26, 78.82, 126.3
2006, 3, 9.891, 6.446, 2.618, 0.1451, 51.16, 70.76, 112.8, 144.9
2006, 4, 11.12, 7.425, 3.463, 0.6286, 29.56, 42.16, 86.19, 123.6
2006, 5, 14.2, 10.41, 6.388, 3.668, 38.74, 46.25, 84.28, 120.7
2006, 6, 22.06, 18.45, 14.24, 11.82, 28.23, 36.14, 58.27, 73
2006, 7, 26.29, 23, 19.36, 17.78, 1.87, 1.635, 3.257, 1.107
2006, 8, 25.67, 22.53, 18.84, 16.71, 2.296, 2.824, 4.3, 3.696
2006, 9, 18.31, 15.2, 11.54, 9.408, 6.525, 7.155, 11.62, 3.077
2006, 10, 12.35, 10.1, 6.972, 5.365, 20.68, 28.32, 60.16, 94.28
2006, 11, 4.316, 2.323, -0.5362, -2.136, 20.29, 28.35, 60.72, 83.39
2006, 12, 1.962, -0.3652, -3.687, -5.812, 71.73, 97.34, 183, 242.7
