# Created by WEAP: 5/10/2021 8:50:21 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-CM3_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 14.92, 58.41
2006, 2, 14.35, 105.3
2006, 3, 15.33, 82.44
2006, 4, 15.82, 47.77
2006, 5, 17.49, 0
2006, 6, 19.77, 0.1497
2006, 7, 23.89, 0.0002774
2006, 8, 24.08, 0.005125
2006, 9, 21.85, 0
2006, 10, 20.65, 9.921
2006, 11, 16.76, 47.68
2006, 12, 15.19, 108.7
2007, 1, 13.83, 112.3
2007, 2, 13.37, 202.5
2007, 3, 14.8, 23.12
2007, 4, 16.96, 4.748
2007, 5, 17.35, 32.62
2007, 6, 21.86, 0
2007, 7, 22.86, 0.1153
2007, 8, 24.49, 0.01855
2007, 9, 23.32, 0.002162
2007, 10, 21.53, 0
2007, 11, 16.71, 47.5
2007, 12, 14.59, 70.75
2008, 1, 14.78, 88.89
2008, 2, 15.28, 195.4
2008, 3, 15.34, 5.112
2008, 4, 18.03, 0.005446
2008, 5, 17.97, 59.45
2008, 6, 21.96, 0.08269
2008, 7, 22.57, 0.01244
2008, 8, 22.62, 1.944
2008, 9, 22.15, 0
2008, 10, 19.68, 16.32
2008, 11, 17.01, 96.18
2008, 12, 15.94, 158.5
2009, 1, 13.68, 187.6
2009, 2, 15.58, 151
2009, 3, 14.4, 80.7
2009, 4, 16.54, 37.31
2009, 5, 17.54, 27.61
2009, 6, 21.65, 0.523
2009, 7, 22.21, 0.03448
2009, 8, 24.46, 0.032
2009, 9, 23.86, 0
2009, 10, 23.03, 0
2009, 11, 16.64, 130.5
2009, 12, 16.01, 17.7
2010, 1, 12.32, 2.243
2010, 2, 11.83, 37.53
2010, 3, 14.79, 27.64
2010, 4, 19.36, 8.18
2010, 5, 19.25, 0.118
2010, 6, 20.6, 0.01735
2010, 7, 22.87, 0.04928
2010, 8, 23.48, 0
2010, 9, 24.88, 0.04689
2010, 10, 22.55, 0.1346
2010, 11, 18.17, 90.96
2010, 12, 14.79, 60.08
2011, 1, 14.35, 5.661
2011, 2, 15.55, 105.1
2011, 3, 18.59, 1.432
2011, 4, 17.67, 18.09
2011, 5, 18.42, 33.85
2011, 6, 22.8, 0
2011, 7, 22.98, 0.04469
2011, 8, 23.55, 0
2011, 9, 22.03, 0.5973
2011, 10, 21.58, 2.526
2011, 11, 18.24, 29.47
2011, 12, 14.31, 22.34
2012, 1, 15.81, 213.1
2012, 2, 14.62, 35.39
2012, 3, 15.58, 67.43
2012, 4, 17.59, 0.6139
2012, 5, 19.58, 0.1455
2012, 6, 21.38, 0.1744
2012, 7, 22.8, 0
2012, 8, 24.26, 0.1122
2012, 9, 22.67, 0.2601
2012, 10, 19.73, 60.79
2012, 11, 16.54, 78.57
2012, 12, 15.42, 64.18
2013, 1, 14.37, 176.4
2013, 2, 13.72, 128.2
2013, 3, 14.56, 102.7
2013, 4, 15.03, 63.77
2013, 5, 17.64, 4.108
2013, 6, 20.47, 0.1006
2013, 7, 23.76, 0.04163
2013, 8, 25.66, 1.096
2013, 9, 23.55, 1.365
2013, 10, 23.98, 0.8642
2013, 11, 18, 10.91
2013, 12, 17.74, 8.429
2014, 1, 15.71, 27.26
2014, 2, 17.57, 1.329
2014, 3, 18.49, 0.11
2014, 4, 20.53, 0.6958
2014, 5, 18.32, 2.03
2014, 6, 21.6, 0.003028
2014, 7, 23.54, 0.2378
2014, 8, 23.3, 0
2014, 9, 24.06, 0
2014, 10, 24.21, 35.87
2014, 11, 17.76, 22.99
2014, 12, 14.41, 43.69
2015, 1, 17.02, 1.732
2015, 2, 17.55, 52.33
2015, 3, 21.51, 8.473
2015, 4, 21.66, 0.0008001
2015, 5, 21.67, 0.0002811
2015, 6, 21.73, 0
2015, 7, 23.28, 0
2015, 8, 24.22, 0.09972
2015, 9, 22.82, 0.01327
2015, 10, 22.3, 0.001978
2015, 11, 17.57, 9.353
2015, 12, 16.12, 41.59
2016, 1, 15.61, 46.72
2016, 2, 15.65, 55.76
2016, 3, 15.34, 179.5
2016, 4, 15.69, 8.027
2016, 5, 19.84, 6.22
2016, 6, 20, 0.0332
2016, 7, 23.06, 0.02072
2016, 8, 23.73, 0
2016, 9, 23.8, 0
2016, 10, 22.96, 0.07063
2016, 11, 16.7, 97.19
2016, 12, 15.31, 41.51
2017, 1, 14.68, 371.5
2017, 2, 14.35, 78.75
2017, 3, 16.15, 55.01
2017, 4, 18.28, 0.4795
2017, 5, 19.34, 21.91
2017, 6, 20.46, 0.02171
2017, 7, 23.63, 0.05546
2017, 8, 24.07, 1.212
2017, 9, 22.33, 0.1226
2017, 10, 22.09, 39.75
2017, 11, 17.21, 27.85
2017, 12, 16.56, 5.863
2018, 1, 16.05, 89.08
2018, 2, 18.05, 66.44
2018, 3, 16.35, 34.39
2018, 4, 20.08, 0.01072
2018, 5, 18.88, 9.152
2018, 6, 22.33, 0.04176
2018, 7, 22.43, 0.0449
2018, 8, 23.1, 0
2018, 9, 22.55, 12.96
2018, 10, 24.82, 0.188
2018, 11, 22.02, 16.34
2018, 12, 19.66, 0.2365
2019, 1, 17.61, 0.7432
2019, 2, 16.9, 169
2019, 3, 17.76, 33.37
2019, 4, 18.18, 32.38
2019, 5, 18.46, 3.951
2019, 6, 21.69, 0.02246
2019, 7, 23.17, 0.04395
2019, 8, 24.99, 0.0007296
2019, 9, 23.83, 0.491
2019, 10, 20.73, 37.88
2019, 11, 18.93, 0.7745
2019, 12, 14.64, 119.8
2020, 1, 15.46, 155.2
2020, 2, 15.08, 98.2
2020, 3, 16.36, 130.5
2020, 4, 19.54, 0
2020, 5, 19.87, 0.5965
2020, 6, 22.01, 0.1425
2020, 7, 23.01, 0
2020, 8, 23.99, 0.01658
2020, 9, 22.23, 0.295
2020, 10, 24.4, 0
2020, 11, 19.05, 17.68
2020, 12, 17.54, 174.7
2021, 1, 18.1, 13.97
2021, 2, 20.36, 5.71
2021, 3, 20.61, 2.465
2021, 4, 20.52, 1.562
2021, 5, 22.46, 0.0004662
2021, 6, 21.04, 0.06147
2021, 7, 22.75, 0.01371
2021, 8, 25.31, 0.02952
2021, 9, 25.11, 6.19
2021, 10, 20.65, 32.79
2021, 11, 17.89, 50.52
2021, 12, 17.17, 0.7848
2022, 1, 15.71, 94.2
2022, 2, 16.36, 59.92
2022, 3, 17.29, 58.48
2022, 4, 18.46, 7.768
2022, 5, 20.58, 0.05211
2022, 6, 21.25, 0.1344
2022, 7, 22.61, 0.1312
2022, 8, 23.07, 0
2022, 9, 22.72, 0
2022, 10, 22.85, 2.604
2022, 11, 20.1, 14.16
2022, 12, 15.58, 111.7
2023, 1, 14.77, 273.5
2023, 2, 14.89, 108.8
2023, 3, 15.86, 27.36
2023, 4, 16.03, 31.43
2023, 5, 20.06, 1.132
2023, 6, 21.29, 0.08198
2023, 7, 24.28, 0.01833
2023, 8, 24.21, 0.6523
2023, 9, 24.41, 0.2133
2023, 10, 24.59, 7.172
2023, 11, 20.01, 20.92
2023, 12, 19.23, 0.2699
2024, 1, 17.05, 33.51
2024, 2, 15.37, 149.8
2024, 3, 18.39, 16.48
2024, 4, 18.37, 0.05245
2024, 5, 20.21, 0.02069
2024, 6, 20.84, 0
2024, 7, 22.38, 0.2556
2024, 8, 24.68, 0.444
2024, 9, 24.22, 1.16
2024, 10, 23.29, 0.3315
2024, 11, 20.8, 10.51
2024, 12, 15.13, 28.39
2025, 1, 18.85, 10.41
2025, 2, 17.92, 25.22
2025, 3, 15.63, 115
2025, 4, 18.9, 6.719
2025, 5, 19.33, 6.545
2025, 6, 22.17, 0.0882
2025, 7, 24.2, 0.01966
2025, 8, 25.95, 0
2025, 9, 24.08, 0.2883
2025, 10, 21.01, 0.07256
2025, 11, 17.7, 35.39
2025, 12, 14.78, 180.1
2026, 1, 15.56, 487.4
2026, 2, 15.22, 68.29
2026, 3, 17.09, 157.9
2026, 4, 18.57, 9.241
2026, 5, 18.23, 48.9
2026, 6, 20.72, 0.1355
2026, 7, 23.31, 2.275
2026, 8, 24.09, 0
2026, 9, 23.73, 0
2026, 10, 21.9, 9.212
2026, 11, 16.34, 55.68
2026, 12, 15.64, 132.4
2027, 1, 15.06, 275.7
2027, 2, 15.24, 144.8
2027, 3, 16.84, 96.77
2027, 4, 16.91, 90.28
2027, 5, 18, 6.255
2027, 6, 20.62, 0.06421
2027, 7, 23.94, 0.0005458
2027, 8, 23.96, 0
2027, 9, 23.78, 0
2027, 10, 23.59, 22.94
2027, 11, 20.49, 0.009501
2027, 12, 14.96, 100.1
2028, 1, 18.85, 15.27
2028, 2, 18.07, 5.033
2028, 3, 21.68, 0
2028, 4, 20.18, 2.428
2028, 5, 21.34, 0.01686
2028, 6, 24.71, 0
2028, 7, 23.88, 0
2028, 8, 25.99, 2.471
2028, 9, 24.13, 0
2028, 10, 21.66, 18.36
2028, 11, 18.98, 54.67
2028, 12, 18.69, 1.244
2029, 1, 16.05, 46.78
2029, 2, 19.69, 181.5
2029, 3, 17.77, 139.9
2029, 4, 18.61, 2.884
2029, 5, 20.84, 0.4902
2029, 6, 21.74, 0.618
2029, 7, 24.81, 0.009217
2029, 8, 24.22, 0
2029, 9, 24.45, 4.785
2029, 10, 23.7, 0
2029, 11, 19.26, 34.29
2029, 12, 18.9, 61.58
2030, 1, 15.74, 170.1
2030, 2, 15.61, 149.2
2030, 3, 15.39, 311.2
2030, 4, 15.5, 35.83
2030, 5, 19, 0.456
2030, 6, 21.56, 1.629
2030, 7, 22.38, 0.03736
2030, 8, 24.57, 0.6086
2030, 9, 22.81, 7.099
2030, 10, 22.59, 8.444
2030, 11, 19.39, 10.39
2030, 12, 19.2, 0.3706
2031, 1, 15.93, 42.19
2031, 2, 19.83, 166
2031, 3, 16.61, 8.889
2031, 4, 19.92, 1.213
2031, 5, 21, 0
2031, 6, 21.25, 0.1083
2031, 7, 23.04, 0.0204
2031, 8, 25.64, 0.0001451
2031, 9, 22.73, 0.7643
2031, 10, 23.1, 22.12
2031, 11, 18.02, 48.82
2031, 12, 16.82, 38.9
