# Created by WEAP: 5/10/2021 8:48:34 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-CM3_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: MT_SW_Upper Clark Fork (3,140,745 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (115,488 ha),  1000 - 2000 m (2,400,158 ha),  2000 - 3000 m (624,726 ha),  3000 - 4000 m (373 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, -1.417, -4.219, -6.807, -8.125, 17.24, 25.71, 38.94, 39.46
2006, 2, 2.289, -0.8613, -3.616, -5.681, 52.34, 72.53, 102.6, 101.2
2006, 3, 6.901, 4.217, 1.737, 0.009292, 62.78, 82.68, 132.9, 159.1
2006, 4, 9.141, 6.571, 3.982, 2.046, 35.6, 38.21, 53.51, 64.51
2006, 5, 11.88, 9.24, 6.463, 4.388, 107.1, 134.9, 196.2, 233.6
2006, 6, 17.37, 14.35, 11.61, 9.969, 26.98, 49.35, 84.13, 147.6
2006, 7, 20.98, 18.44, 15.75, 14.25, 15.99, 21.26, 22.9, 26.97
2006, 8, 21.9, 18.95, 16.14, 14.56, 15.03, 20.35, 28.41, 35.74
2006, 9, 13.63, 10.87, 8.229, 6.577, 38.41, 34.01, 31.48, 35.4
2006, 10, 8.727, 6.863, 4.643, 3.348, 46.94, 44.79, 46.23, 47.64
2006, 11, 0.006177, -2.137, -4.351, -5.444, 42.22, 45.7, 58.1, 44.27
2006, 12, 0.003951, -2.217, -4.504, -6.151, 88.51, 108.1, 157.4, 101.8
2007, 1, -2.482, -5.71, -8.664, -10.51, 85.7, 107.9, 147.6, 75.39
2007, 2, 0.3011, -2.359, -5.053, -7.101, 30.73, 37.04, 52.59, 67.2
2007, 3, 3.077, 0.2532, -2.484, -5.051, 42.11, 48.11, 65.39, 86.5
2007, 4, 10.67, 7.682, 4.525, 2.456, 19.45, 23.67, 29.56, 39.91
2007, 5, 14.23, 11.87, 9.257, 7.392, 27.52, 37.97, 56.88, 84.19
2007, 6, 14.63, 12.22, 9.686, 7.978, 106.7, 122.3, 152, 176.1
2007, 7, 19.31, 16.7, 13.98, 12.35, 21.46, 30.23, 40.1, 59.29
2007, 8, 20.32, 17.65, 15.01, 13.29, 16.58, 23.31, 30.9, 27.9
2007, 9, 15.79, 12.67, 9.754, 8.241, 12.82, 13.26, 13.16, 17.81
2007, 10, 7.585, 5.079, 2.516, 0.9028, 55.64, 58.35, 75.41, 84.8
2007, 11, 1.232, -1.391, -3.943, -5.676, 60.13, 58.62, 67.9, 56.11
2007, 12, -6.126, -8.813, -11.26, -12.38, 24.66, 39.1, 71.76, 46.98
2008, 1, -3.804, -6.324, -8.515, -9.851, 62.6, 87.05, 126.3, 100.7
2008, 2, 1.346, -1.219, -3.913, -6.202, 41.24, 50.64, 68.78, 75.22
2008, 3, 1.927, -1.715, -4.974, -7.288, 2.919, 7.466, 18.6, 38.51
2008, 4, 9.435, 6.279, 3.092, 0.3373, 42.47, 72.51, 112.8, 118.3
2008, 5, 15.82, 12.96, 10.22, 8.136, 18.24, 27.24, 43.74, 57.72
2008, 6, 18.19, 15.32, 12.63, 11.1, 49.48, 70.39, 97.5, 129.7
2008, 7, 21.55, 18.87, 16.2, 14.67, 28.4, 34.3, 37.15, 39.67
2008, 8, 20.14, 17.42, 14.82, 13.26, 37.27, 39.32, 45.81, 47.28
2008, 9, 16.17, 12.93, 9.948, 7.994, 24.48, 35.38, 46.71, 46.78
2008, 10, 8.092, 5.802, 3.483, 2.475, 19.59, 41.92, 75.93, 140
2008, 11, 0.8348, -1.673, -4.189, -5.704, 21.4, 24.3, 30.07, 35.61
2008, 12, 0.5287, -1.561, -3.647, -4.852, 47.2, 57.55, 82.33, 58.89
2009, 1, -2.299, -5.109, -7.703, -9.645, 47.2, 54.63, 64.92, 46.8
2009, 2, -0.7295, -3.425, -6.272, -8.001, 16.1, 20.99, 30.7, 24.09
2009, 3, 4.89, 1.901, -1.025, -3.355, 8.858, 10.71, 18.06, 36.17
