# Created by WEAP: 5/10/2021 8:49:58 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_GFDL-CM3_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 3.215, 249.6
2006, 2, 2.857, 521.1
2006, 3, 5.718, 390.3
2006, 4, 7.064, 303.8
2006, 5, 10.92, 50.72
2006, 6, 18.05, 11.98
2006, 7, 20.78, 0.014
2006, 8, 21.13, 0
2006, 9, 16.86, 7.831
2006, 10, 12.2, 104.6
2006, 11, 7.754, 125.6
2006, 12, 3.111, 832.5
2007, 1, 0.3682, 418.4
2007, 2, 0.9951, 317.3
2007, 3, 3.465, 250.6
2007, 4, 9.909, 13.53
2007, 5, 12.63, 63.08
2007, 6, 16.62, 2.996
2007, 7, 21.62, 1.121
2007, 8, 20.6, 0
2007, 9, 19, 8.435
2007, 10, 12.19, 72.71
2007, 11, 4.99, 332.6
2007, 12, 3.695, 234.7
2008, 1, 1.668, 823.8
2008, 2, 5.457, 287.1
2008, 3, 6.58, 12.09
2008, 4, 7.402, 104
2008, 5, 15.38, 37.43
2008, 6, 20.06, 19.7
2008, 7, 20.42, 0.2566
2008, 8, 19.43, 0.2256
2008, 9, 18.32, 0
2008, 10, 15.59, 83.21
2008, 11, 7.726, 452.3
2008, 12, 6.222, 176.5
2009, 1, 0.2338, 596.7
2009, 2, 3.25, 263.7
2009, 3, 3.508, 221.1
2009, 4, 6.737, 362.9
2009, 5, 13.19, 77.53
2009, 6, 18.68, 69.01
2009, 7, 20.53, 3.324
2009, 8, 21.73, 0.006494
2009, 9, 18.54, 21.88
2009, 10, 12.9, 59.96
2009, 11, 5.41, 735.2
2009, 12, 4.565, 463.3
2010, 1, 1.059, 41.16
2010, 2, -0.8372, 118.5
2010, 3, 4.673, 51.69
2010, 4, 10.13, 200.8
2010, 5, 13.36, 82.23
2010, 6, 18.94, 2.529
2010, 7, 21.12, 0.5608
2010, 8, 19.15, 117.3
2010, 9, 19.47, 0.2974
2010, 10, 16, 14.6
2010, 11, 6.087, 469.1
2010, 12, 2.117, 806.6
