# Created by WEAP: 1/5/2021 2:52:39 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_MPI-ESM-MR_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_McCloud (110,591 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,589 ha),  1000 - 2000 m (95,260 ha),  2000 - 3000 m (7,726 ha),  3000 - 4000 m (920 ha),  4000 - 5000 m (97 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 2.38, -0.3286, -5.696, -9.199, -12.25, 383.6, 356, 325.1, 395, 455.5
1950, 2, 4.782, 2.1, -2.979, -6.357, -9.288, 168.6, 159.3, 145, 163.2, 177.3
1950, 3, 6.472, 4.235, -0.9184, -4.391, -7.271, 155.3, 143.5, 145.2, 185.1, 214.2
1950, 4, 9.546, 6.889, 1.869, -1.534, -4.423, 47.18, 46.99, 54.87, 73.16, 88.08
1950, 5, 12.98, 10.57, 5.513, 2.124, -0.7698, 45.35, 45.64, 48.63, 65.22, 83.6
1950, 6, 18.98, 16.4, 11.25, 7.768, 4.755, 32.45, 39.48, 30.3, 31.2, 39.56
1950, 7, 21.99, 19.4, 14.31, 10.82, 7.866, 2.288, 2.008, 2.463, 2.933, 3.741
1950, 8, 21.24, 18.67, 13.63, 10.2, 7.31, 0.2681, 0.2624, 0.575, 0.7535, 0.896
1950, 9, 20.06, 17.32, 12.01, 8.593, 5.617, 51.72, 51.76, 54.61, 65.72, 81.44
1950, 10, 12.94, 10.22, 4.913, 1.467, -1.533, 38.12, 38.72, 37.26, 46.64, 53.37
1950, 11, 9.507, 6.589, 1.133, -2.297, -5.381, 3.485, 3.51, 2.762, 2.884, 3.148
1950, 12, 4.785, 2.184, -2.924, -6.449, -9.404, 377.7, 349.4, 314.2, 377.2, 431.2
1951, 1, 1.005, -1.777, -7.014, -10.38, -13.36, 307.4, 282.7, 228.7, 270, 299.6
1951, 2, 2.826, 0.2012, -5.124, -8.573, -11.54, 44.33, 35.54, 29.4, 35.59, 35.94
1951, 3, 8.364, 5.723, 0.5563, -2.893, -5.838, 248.9, 212.9, 220.4, 279.1, 330.7
1951, 4, 11.01, 8.659, 3.542, 0.03968, -2.925, 106.4, 94.79, 98.44, 127.5, 153.1
1951, 5, 14.56, 12.08, 6.93, 3.526, 0.6117, 4.027, 3.234, 2.074, 2.702, 3.425
1951, 6, 17.47, 14.77, 9.466, 6.039, 3.078, 7.659, 10.45, 7.799, 9.541, 13.37
1951, 7, 21.81, 19.21, 13.9, 10.45, 7.465, 11.01, 8.001, 12.82, 15.4, 17.41
1951, 8, 19.97, 17.42, 12.24, 8.802, 5.899, 6.642, 9.419, 21.39, 22.62, 28.82
1951, 9, 17.23, 14.51, 9.099, 5.619, 2.599, 159.2, 151.9, 157.5, 195.9, 237.8
1951, 10, 12.88, 10.36, 5.033, 1.499, -1.484, 117.9, 106.7, 92.1, 117.7, 143.4
1951, 11, 4.845, 2.303, -3.007, -6.521, -9.525, 237.8, 224.2, 226.9, 272, 333.2
1951, 12, 2.83, 0.03486, -5.272, -8.691, -11.73, 74.34, 71.82, 73.17, 90.27, 108.6
1952, 1, 2.606, -0.08067, -5.357, -8.841, -11.88, 293.9, 277.6, 213.9, 254.2, 282
1952, 2, 1.641, -0.792, -5.801, -9.207, -12.06, 270.8, 260.2, 203.6, 242, 252.9
1952, 3, 8.678, 6.445, 1.284, -2.219, -5.115, 132.3, 112.5, 107.7, 122, 133.4
1952, 4, 11.23, 8.825, 3.678, 0.1838, -2.727, 43.88, 33.8, 33.07, 43.31, 48.16
1952, 5, 14.2, 11.79, 6.624, 3.174, 0.2401, 12, 18.04, 24.18, 33, 45.8
1952, 6, 17.46, 14.93, 9.647, 6.159, 3.194, 12.54, 12.28, 10.83, 11.17, 13.14
1952, 7, 21.59, 19.09, 13.85, 10.36, 7.426, 2.099, 2.15, 2.415, 2.594, 2.924
1952, 8, 20.39, 18.06, 12.92, 9.432, 6.491, 32.62, 30.71, 51.61, 67.15, 86.21
1952, 9, 14, 11.55, 6.192, 2.624, -0.3878, 47.1, 46.63, 37.1, 44.72, 55.13
1952, 10, 11.01, 8.541, 3.327, -0.2314, -3.204, 291.2, 261.4, 233.9, 287, 337.8
1952, 11, 5.922, 3.466, -1.745, -5.241, -8.172, 228.8, 187.9, 161.8, 189.7, 213.2
1952, 12, 3.087, 0.0729, -5.355, -8.78, -11.78, 131.2, 114.2, 101.3, 119.8, 131.2
1953, 1, 5.183, 2.474, -2.518, -5.977, -8.952, 118.7, 114.1, 110.3, 126.9, 140
1953, 2, 4.12, 1.499, -3.489, -6.919, -9.781, 308, 280.5, 261.7, 322.7, 372.2
1953, 3, 7.984, 5.719, 0.7655, -2.702, -5.591, 312.1, 265.8, 273.6, 346.3, 393.6
1953, 4, 10.53, 7.985, 2.944, -0.5443, -3.474, 114.6, 101.6, 104.9, 135.6, 157
1953, 5, 12.87, 10.38, 5.179, 1.767, -1.178, 7.492, 13.08, 12.27, 14.34, 19.65
1953, 6, 16.04, 13.54, 8.222, 4.702, 1.7, 42.43, 44.94, 47.06, 51.2, 61.61
1953, 7, 20.79, 18.4, 13.45, 9.989, 7.099, 1.626, 1.539, 2.739, 3.484, 4.5
1953, 8, 21.4, 18.94, 13.79, 10.31, 7.357, 9.717, 8.318, 18.44, 23.81, 28.27
1953, 9, 17.41, 14.78, 9.604, 6.183, 3.2, 17.66, 18.55, 17.02, 21.32, 27.55
1953, 10, 13.59, 10.72, 5.438, 2.039, -0.9906, 62.5, 63.32, 58.32, 76.2, 104.9
1953, 11, 7.331, 4.71, -0.4837, -3.922, -6.896, 172.6, 150.9, 132.4, 160.4, 191.1
1953, 12, 1.843, -0.868, -5.898, -9.295, -12.17, 396.2, 400.6, 340.8, 401.6, 462.4
1954, 1, 4.613, 1.936, -3.637, -7.134, -10.22, 55.86, 42.59, 40.42, 46.73, 52.08
1954, 2, 5.747, 2.979, -2.356, -5.778, -8.747, 218.2, 199.1, 157.5, 191.5, 211.6
1954, 3, 2.987, 0.6514, -4.365, -7.754, -10.6, 162, 141.3, 151.1, 196.1, 232.5
1954, 4, 8.303, 5.736, 0.6558, -2.764, -5.638, 125.2, 116.9, 128, 166, 188.8
1954, 5, 13.4, 10.96, 5.645, 2.169, -0.7748, 19.92, 20.37, 29.17, 37.5, 50.53
1954, 6, 20.38, 17.74, 12.37, 8.843, 5.824, 10.03, 9.55, 9.795, 12.17, 14.77
1954, 7, 20.92, 18.56, 13.38, 9.901, 6.924, 21.11, 22, 25.4, 27.51, 34.6
1954, 8, 20.18, 17.73, 12.63, 9.157, 6.201, 2.104, 2.349, 3.957, 4.801, 5.846
1954, 9, 18.8, 16.29, 10.86, 7.344, 4.33, 19.72, 19.94, 17.31, 21.19, 25.7
1954, 10, 12.19, 9.605, 4.215, 0.7854, -2.196, 10.59, 12.13, 11.06, 13.6, 14.84
1954, 11, 4.423, 2.05, -2.949, -6.43, -9.258, 316.7, 319.2, 318.2, 375.5, 438.1
1954, 12, 4.858, 2.318, -2.695, -6.204, -9.119, 237, 230.2, 205.2, 239.6, 276.4
1955, 1, 4.42, 1.855, -3.542, -7.048, -10.07, 230.5, 205.2, 162.4, 191.4, 217.8
1955, 2, 6.579, 3.848, -1.264, -4.74, -7.701, 242.6, 233.2, 230.7, 278.8, 320.3
1955, 3, 7.184, 4.967, 0.01334, -3.53, -6.407, 431.4, 364.4, 405.4, 532.9, 623
1955, 4, 8.846, 6.623, 1.603, -1.955, -4.866, 201.8, 181.3, 204.6, 264.8, 301.9
1955, 5, 13.22, 10.52, 5.113, 1.683, -1.32, 66.83, 58.86, 63.59, 78.45, 89.19
1955, 6, 16.65, 14.16, 8.9, 5.437, 2.487, 60.9, 61.92, 69.05, 83.26, 107.3
1955, 7, 20.2, 17.81, 12.64, 9.113, 6.176, 17.69, 16.09, 17.22, 19.7, 22.72
1955, 8, 19.56, 16.99, 11.86, 8.406, 5.453, 1.261, 1.71, 2.326, 2.335, 2.896
