# Created by WEAP: 1/5/2021 2:50:54 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_MPI-ESM-MR_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Carbon (73,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (55,196 ha),  1000 - 2000 m (16,317 ha),  2000 - 3000 m (1,117 ha),  3000 - 4000 m (294 ha),  4000 - 5000 m (88 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 1.013, -4.392, -9.757, -12.29, -15.95, 215.8, 301.3, 455.5, 457.6, 457
1950, 2, 3.569, -1.353, -6.069, -8.44, -11.86, 72.06, 113.1, 155.9, 160.1, 165.3
1950, 3, 6.385, 1.111, -4.002, -6.511, -10.13, 106.8, 160.3, 220.6, 229.2, 240.5
1950, 4, 6.645, 1.149, -4.175, -6.747, -10.46, 120, 175.4, 223.3, 230.4, 239.8
1950, 5, 10.7, 5.209, -0.001773, -2.581, -6.306, 79.79, 109.1, 115.3, 113.6, 111.2
1950, 6, 16.72, 11.94, 7.614, 5.148, 1.581, 36.9, 71.04, 91.34, 81.79, 67.25
1950, 7, 17.34, 12.3, 8.094, 5.731, 2.312, 51.99, 92.79, 97.7, 85.69, 67.58
1950, 8, 18.07, 13.35, 9.053, 6.659, 3.201, 34.87, 50.48, 76.82, 71.55, 63.19
1950, 9, 16.05, 11.59, 7.846, 5.62, 2.401, 33.84, 49.41, 62.57, 64.3, 66.84
1950, 10, 9.837, 5.214, 1.024, -1.279, -4.607, 39.82, 66.85, 82.99, 80.77, 77.41
1950, 11, 8.17, 3.04, -2.024, -4.53, -8.145, 145.1, 244, 372.7, 380.7, 390.5
1950, 12, 5.83, 0.4595, -4.93, -7.464, -11.12, 227.8, 338.8, 523.3, 530.9, 538.6
1951, 1, 2.734, -2.608, -8.111, -10.66, -14.34, 178.7, 281.6, 449.2, 459.1, 470.4
1951, 2, 2.803, -2.503, -7.592, -10.14, -13.83, 129.3, 222, 342.7, 350.5, 359.3
1951, 3, 6.859, 1.572, -3.307, -5.789, -9.374, 111.2, 178.7, 263, 271.8, 283.1
1951, 4, 11.53, 6.463, 1.653, -0.7919, -4.323, 99.79, 140.9, 177.7, 178.5, 178.6
1951, 5, 12.21, 6.908, 1.632, -0.9306, -4.63, 57.35, 95.55, 113.3, 109.4, 103.3
1951, 6, 13.42, 7.874, 3.036, 0.5448, -3.055, 89.56, 168.4, 179.7, 163.3, 138.5
1951, 7, 17.28, 12.23, 7.816, 5.389, 1.878, 73.24, 101.9, 107, 96.25, 79.86
1951, 8, 16.24, 11.13, 6.658, 4.226, 0.7102, 24.46, 43.46, 46.11, 44.16, 41.35
1951, 9, 14.89, 9.927, 5.645, 3.243, -0.2332, 28.3, 39.66, 44.12, 43.39, 42.29
1951, 10, 9.767, 4.473, -0.4309, -2.913, -6.498, 177.2, 279.1, 342.9, 347.1, 353.1
1951, 11, 4.515, -0.6921, -5.728, -8.281, -11.97, 180.8, 261.5, 357.7, 360.7, 363.8
1951, 12, 3.121, -2.247, -7.353, -9.877, -13.52, 151, 263.7, 422.3, 425.4, 427.1
1952, 1, 3.768, -1.587, -7.014, -9.544, -13.19, 257, 396.2, 644.1, 655.2, 666.3
1952, 2, 1.921, -3.614, -8.805, -11.31, -14.92, 129.8, 204.1, 333.6, 348.1, 367
1952, 3, 6.709, 1.202, -4.115, -6.673, -10.37, 196.5, 306.9, 432.8, 450.6, 474.6
1952, 4, 8.963, 3.734, -0.99, -3.482, -7.086, 52.01, 78.06, 77.84, 76.84, 75.39
1952, 5, 12.14, 7.014, 2.082, -0.4506, -4.109, 89.35, 153.6, 156.1, 145.6, 130.1
1952, 6, 14.06, 8.61, 3.569, 0.9897, -2.736, 135.5, 233.9, 251.9, 221.2, 174.8
1952, 7, 16.05, 10.88, 6.7, 4.316, 0.8645, 37.85, 66.65, 75.14, 65.94, 51.94
1952, 8, 16.65, 11.74, 7.549, 5.106, 1.568, 37.33, 61.71, 57, 54.64, 51.25
1952, 9, 13.1, 7.785, 3.052, 0.5713, -3.014, 102.4, 137.4, 128.2, 126.6, 124.6
1952, 10, 9.033, 3.594, -1.55, -4.103, -7.789, 264.5, 392.5, 512.9, 517, 522.2
1952, 11, 4.636, -0.6765, -5.955, -8.469, -12.09, 159.5, 250.4, 396.1, 406.8, 420.4
1952, 12, 2.958, -2.078, -6.74, -9.161, -12.66, 129.5, 230.1, 394.9, 402, 409.7
1953, 1, 5.99, 0.6039, -4.873, -7.365, -10.96, 125, 187.5, 301.3, 305.8, 309.7
1953, 2, 5.312, -0.08635, -5.301, -7.849, -11.52, 101, 153, 261.8, 263.8, 264.2
1953, 3, 6.915, 1.798, -3.193, -5.725, -9.383, 97.06, 144, 187.8, 195.9, 207.1
1953, 4, 10.67, 5.421, 0.5579, -1.932, -5.53, 69.89, 110.6, 130.1, 129.2, 127.7
1953, 5, 10.43, 4.647, -0.9316, -3.549, -7.327, 150.9, 249.8, 277.8, 267.9, 252.8
1953, 6, 14.44, 8.968, 3.954, 1.384, -2.331, 126.5, 201.6, 221.2, 201.9, 172.4
1953, 7, 17.45, 12.4, 7.845, 5.37, 1.793, 56.62, 90.62, 92.94, 83.52, 69.3
1953, 8, 18.14, 13.55, 9.6, 7.273, 3.908, 33.86, 63.1, 79, 76.19, 71.83
1953, 9, 13.95, 9.037, 4.787, 2.412, -1.023, 86.87, 128.1, 133.3, 132.8, 132.2
1953, 10, 10.74, 6.003, 1.857, -0.4792, -3.856, 78.57, 123.1, 155.9, 152.4, 147
1953, 11, 6.698, 1.346, -4.193, -6.806, -10.58, 174.8, 289.2, 445.9, 454.6, 465
1953, 12, 2.674, -2.519, -7.569, -10.06, -13.64, 198, 313.6, 541.7, 550.5, 559.1
1954, 1, 3.577, -1.458, -6.4, -8.811, -12.29, 114.5, 236.3, 403.9, 402.8, 398.3
1954, 2, 3.447, -1.656, -6.751, -9.254, -12.86, 74.97, 112.1, 188.9, 199.5, 213.6
1954, 3, 2.511, -3.248, -8.813, -11.38, -15.07, 220.2, 360.5, 529, 547.3, 571.3
1954, 4, 6.85, 1.258, -4.166, -6.808, -10.62, 137.3, 196.5, 243.5, 251.7, 262.8
1954, 5, 11.9, 6.706, 2.001, -0.4527, -3.998, 60.54, 102.9, 108.6, 104.4, 98.26
1954, 6, 15.32, 10.12, 5.735, 3.335, -0.134, 39.99, 69.98, 88.41, 85.71, 81.36
1954, 7, 16.58, 11.58, 7.445, 5.051, 1.585, 48.57, 55.3, 53, 48.76, 42.32
1954, 8, 17.09, 11.92, 7.605, 5.173, 1.65, 49.91, 74.13, 86.45, 85.15, 83.09
1954, 9, 13.93, 9.186, 4.997, 2.6, -0.8678, 85.99, 140.3, 158.3, 159.6, 161.6
1954, 10, 9.194, 4.386, -0.243, -2.668, -6.169, 70.32, 124.2, 156.7, 156.8, 156.7
1954, 11, 4.943, -0.7023, -6.099, -8.641, -12.31, 336.7, 529.7, 738.7, 743.8, 748.4
1954, 12, 5.407, 0.08588, -4.977, -7.498, -11.14, 186.4, 296.5, 482.3, 480.8, 475.1
1955, 1, 4.866, -0.4492, -5.431, -7.853, -11.35, 190.7, 322.2, 525.9, 528.8, 529.4
1955, 2, 6.361, 1.323, -3.342, -5.83, -9.425, 87.33, 126.3, 205.3, 212.6, 221.6
1955, 3, 6.802, 1.192, -4.02, -6.525, -10.14, 175.3, 267.8, 397.5, 414.4, 436.8
1955, 4, 9.265, 3.97, -1.292, -3.869, -7.588, 123.5, 168.2, 210.8, 215.2, 220.7
1955, 5, 11.26, 5.585, 0.4056, -2.201, -5.966, 139.4, 212.6, 231.6, 221.1, 205.3
1955, 6, 13.79, 8.569, 3.706, 1.14, -2.57, 76.37, 145.7, 140.4, 127.1, 107.4
1955, 7, 15.57, 10.39, 5.948, 3.518, 0.003253, 58.45, 85.55, 83.14, 72.7, 57.03
1955, 8, 15.37, 10.05, 5.682, 3.256, -0.2544, 63.32, 97.43, 88.16, 85.09, 80.77
1955, 9, 14.62, 9.832, 5.581, 3.209, -0.22, 60.26, 81.94, 74.97, 71.35, 66.24
1955, 10, 9.654, 4.61, -0.1258, -2.531, -6.003, 119.3, 167.8, 177.4, 176.7, 175.9
1955, 11, 4.562, -0.7434, -5.563, -8.011, -11.54, 168.1, 239.5, 330.4, 331.2, 331.1
1955, 12, 4.862, -0.5275, -5.643, -8.13, -11.72, 205.2, 286, 448.1, 457.2, 467.3
1956, 1, 4.121, -1.181, -6.521, -9.024, -12.63, 203.7, 274, 415.2, 422.1, 429.1
1956, 2, 4.392, -0.8011, -5.765, -8.266, -11.88, 95.96, 128.7, 226.9, 235.5, 246.2
1956, 3, 5.506, 0.5028, -4.28, -6.768, -10.36, 102.8, 159.9, 220.3, 229, 240.4
1956, 4, 9.184, 3.947, -0.9052, -3.416, -7.045, 49.58, 67.94, 89, 90.51, 92.43
1956, 5, 13.13, 7.721, 2.853, 0.3713, -3.212, 30.53, 49.27, 49.2, 45.27, 39.39
1956, 6, 15.37, 10.16, 5.687, 3.251, -0.2721, 90.44, 150, 130.1, 112.3, 85.82
1956, 7, 17.43, 12.61, 8.713, 6.349, 2.927, 14.33, 21.28, 19.4, 17.01, 13.43
1956, 8, 18.56, 13.8, 9.568, 7.161, 3.679, 5.083, 5.325, 7.446, 7.498, 7.553
1956, 9, 15.09, 10.2, 5.955, 3.558, 0.08955, 83.62, 127.5, 152.1, 152.9, 153.7
1956, 10, 9.828, 4.405, -0.7701, -3.301, -6.953, 201, 294.5, 397.4, 402, 407.9
1956, 11, 7.969, 2.942, -1.76, -4.149, -7.597, 60.75, 90.42, 131, 133.4, 136
1956, 12, 0.6843, -4.496, -9.397, -11.88, -15.46, 139.8, 237.2, 415.1, 422.2, 429.6
1957, 1, -0.3211, -5.585, -10.56, -13.08, -16.71, 212, 315.6, 533, 535.5, 534.6
1957, 2, 3.451, -1.972, -7.01, -9.553, -13.23, 113.5, 195.4, 300.4, 303.7, 306.3
1957, 3, 5.76, 0.2278, -4.99, -7.527, -11.19, 192.4, 282.9, 399.1, 410.5, 424.7
1957, 4, 9.836, 4.607, -0.6426, -3.185, -6.853, 104.7, 152.7, 190.7, 198.9, 210.2
1957, 5, 13.34, 8.023, 3.651, 1.209, -2.326, 51.31, 90.07, 85.59, 79.15, 69.62
1957, 6, 13.5, 8.087, 3.264, 0.8149, -2.724, 87.06, 131.5, 119.5, 104.9, 83.04
1957, 7, 16.9, 12.12, 7.965, 5.629, 2.249, 35.96, 49.27, 41.69, 35.55, 26.44
1957, 8, 17.89, 13.17, 9.279, 6.955, 3.59, 16.13, 20.06, 21.82, 21.7, 21.52
1957, 9, 14.81, 10.21, 6.334, 3.992, 0.5993, 27.65, 51.14, 61.23, 61.26, 61.41
1957, 10, 10.25, 5.34, 0.6494, -1.79, -5.312, 204, 289, 338.6, 336.2, 332.6
1957, 11, 5.162, 0.4629, -3.512, -5.804, -9.119, 128.9, 199.9, 294, 297.4, 301
1957, 12, 1.757, -3.169, -7.943, -10.42, -13.99, 129.4, 217.7, 354.2, 362.2, 372
1958, 1, -0.03712, -5.512, -10.75, -13.23, -16.8, 172.8, 256.5, 388.2, 400.8, 416.7
1958, 2, 4.823, -0.3106, -5.317, -7.855, -11.52, 81.07, 128.9, 181.2, 184.9, 189.2
1958, 3, 6.102, 0.5956, -4.431, -6.98, -10.67, 140.3, 209, 284.9, 290.6, 297.2
1958, 4, 6.938, 1.237, -4.225, -6.846, -10.63, 144, 223.3, 281.3, 284.4, 288.3
1958, 5, 8.708, 2.962, -2.511, -5.156, -8.974, 162.3, 248.1, 259.4, 241.2, 213.9
1958, 6, 13.72, 8.511, 3.801, 1.33, -2.24, 44.99, 83.45, 86.58, 77.25, 63.24
1958, 7, 16.72, 11.87, 7.918, 5.56, 2.147, 25.57, 39.31, 39.95, 34.54, 26.43
1958, 8, 17.54, 12.58, 8.461, 6.127, 2.75, 45.15, 81.32, 78.7, 76.78, 74.09
1958, 9, 13.18, 8.01, 3.29, 0.8499, -2.675, 177.5, 238.2, 262.4, 263.1, 264.3
1958, 10, 8.527, 3.466, -1.339, -3.768, -7.275, 135.9, 209.2, 259.5, 256, 250.3
1958, 11, 7.137, 1.848, -3.65, -6.171, -9.803, 220.7, 342.2, 467.1, 471.6, 476.3
1958, 12, 0.2667, -5.021, -9.974, -12.47, -16.07, 163, 274.2, 425.5, 426.5, 425.3
1959, 1, -0.5643, -5.798, -10.84, -13.3, -16.83, 98.07, 179, 283.3, 283.3, 281.3
1959, 2, 3.198, -2.048, -7.136, -9.604, -13.16, 150, 236.4, 355.1, 375.2, 402.5
1959, 3, 3.583, -1.804, -6.901, -9.433, -13.09, 109.8, 155.2, 227.9, 239.4, 254.8
1959, 4, 8.171, 2.638, -2.387, -4.943, -8.636, 103.9, 161.8, 214.5, 217.2, 220.3
1959, 5, 12.65, 7.266, 2.123, -0.3806, -3.992, 88.52, 145.3, 189.2, 189.1, 188.2
1959, 6, 15.88, 10.91, 6.209, 3.688, 0.04421, 56.87, 97.39, 99.97, 89.68, 74.07
1959, 7, 17.66, 12.85, 8.634, 6.27, 2.849, 24.07, 59.49, 74.01, 65.16, 51.65
1959, 8, 16.2, 11.28, 6.889, 4.44, 0.8955, 24.63, 37.93, 35.52, 34.33, 32.77
1959, 9, 16.03, 11.41, 7.588, 5.329, 2.06, 9.61, 13.47, 12.8, 12.56, 12.25
1959, 10, 12.18, 7.751, 3.795, 1.54, -1.718, 68.7, 103.2, 134.8, 135.8, 136.9
1959, 11, 1.114, -4.189, -9.486, -11.93, -15.46, 176.1, 288.2, 476.3, 495.4, 520.5
1959, 12, 2.223, -2.693, -7.313, -9.688, -13.12, 107.6, 169.1, 257.4, 259.2, 259.9
1960, 1, 5.921, 0.8389, -4.431, -6.864, -10.37, 236.5, 382.2, 692.8, 700.3, 704.7
1960, 2, 3.497, -1.727, -6.828, -9.39, -13.09, 222.2, 333.2, 539.5, 560.2, 586.4
1960, 3, 6.088, 0.4397, -5.077, -7.688, -11.46, 198.6, 280.1, 429.4, 447, 469.9
