$DateFormat=yyy-mm-dd
1901-10-01,1000
1901-10-02,1000
1901-10-03,1000
1901-10-04,1000
1901-10-05,1000
1901-10-06,1000
1901-10-07,1000
1901-10-08,1000
1901-10-09,1000
1901-10-10,1000
1901-10-11,1000
1901-10-12,1000
1901-10-13,1000
1901-10-14,1000
1901-10-15,1000
1901-10-16,1000
1901-10-17,1000
1901-10-18,1000
1901-10-19,1000
1901-10-20,1000
1901-10-21,1000
1901-10-22,1000
1901-10-23,1000
1901-10-24,1000
1901-10-25,1000
1901-10-26,1000
1901-10-27,1000
1901-10-28,1000
1901-10-29,1000
1901-10-30,1000
1901-10-31,1000
1901-11-01,1000
1901-11-02,1000
1901-11-03,1000
1901-11-04,1000
1901-11-05,1000
1901-11-06,1000
1901-11-07,1000
1901-11-08,1000
1901-11-09,1000
1901-11-10,1000
1901-11-11,1000
1901-11-12,1000
1901-11-13,1000
1901-11-14,1000
1901-11-15,1000
1901-11-16,1000
1901-11-17,1000
1901-11-18,1000
1901-11-19,1000
1901-11-20,1000
1901-11-21,1000
1901-11-22,1000
1901-11-23,1000
1901-11-24,1000
1901-11-25,1000
1901-11-26,1000
1901-11-27,1000
1901-11-28,1000
1901-11-29,1000
1901-11-30,1000
1901-12-01,950
1901-12-02,950
1901-12-03,950
1901-12-04,950
1901-12-05,950
1901-12-06,950
1901-12-07,950
1901-12-08,950
1901-12-09,950
1901-12-10,950
1901-12-11,950
1901-12-12,950
1901-12-13,950
1901-12-14,950
1901-12-15,950
1901-12-16,950
1901-12-17,950
1901-12-18,950
1901-12-19,950
1901-12-20,950
1901-12-21,950
1901-12-22,950
1901-12-23,950
1901-12-24,950
1901-12-25,950
1901-12-26,950
1901-12-27,950
1901-12-28,950
1901-12-29,950
1901-12-30,950
1901-12-31,950
1902-01-01,900
1902-01-02,900
1902-01-03,900
1902-01-04,900
1902-01-05,900
1902-01-06,900
1902-01-07,900
1902-01-08,900
1902-01-09,900
1902-01-10,900
1902-01-11,900
1902-01-12,900
1902-01-13,900
1902-01-14,900
1902-01-15,900
1902-01-16,900
1902-01-17,900
1902-01-18,900
1902-01-19,900
1902-01-20,900
1902-01-21,900
1902-01-22,900
1902-01-23,900
1902-01-24,900
1902-01-25,900
1902-01-26,900
1902-01-27,900
1902-01-28,900
1902-01-29,900
1902-01-30,900
1902-01-31,900
1902-02-01,900
1902-02-02,900
1902-02-03,900
1902-02-04,900
1902-02-05,900
1902-02-06,900
1902-02-07,900
1902-02-08,900
1902-02-09,900
1902-02-10,900
1902-02-11,900
1902-02-12,900
1902-02-13,900
1902-02-14,900
1902-02-15,900
1902-02-16,900
1902-02-17,900
1902-02-18,900
1902-02-19,900
1902-02-20,900
1902-02-21,900
1902-02-22,900
1902-02-23,900
1902-02-24,900
1902-02-25,900
1902-02-26,900
1902-02-27,900
1902-02-28,900
1902-03-01,850
1902-03-02,850
1902-03-03,850
1902-03-04,850
1902-03-05,850
1902-03-06,850
1902-03-07,850
1902-03-08,850
1902-03-09,850
1902-03-10,850
1902-03-11,850
1902-03-12,850
1902-03-13,850
1902-03-14,850
1902-03-15,850
1902-03-16,850
1902-03-17,850
1902-03-18,850
1902-03-19,850
1902-03-20,850
1902-03-21,850
1902-03-22,850
1902-03-23,850
1902-03-24,850
1902-03-25,850
1902-03-26,850
1902-03-27,850
1902-03-28,850
1902-03-29,850
1902-03-30,850
1902-03-31,850
1902-04-01,860
1902-04-02,860
1902-04-03,860
1902-04-04,910
1902-04-05,1000
1902-04-06,1080
1902-04-07,1110
1902-04-08,1220
1902-04-09,1330
1902-04-10,1370
1902-04-11,1540
1902-04-12,1620
1902-04-13,1720
1902-04-14,1910
1902-04-15,2010
1902-04-16,2180
1902-04-17,2450
1902-04-18,2750
1902-04-19,3150
1902-04-20,3420
1902-04-21,3560
1902-04-22,3790
1902-04-23,3350
1902-04-24,2750
1902-04-25,2450
1902-04-26,2400
1902-04-27,2400
1902-04-28,2400
1902-04-29,2810
1902-04-30,3220
1902-05-01,3620
1902-05-02,5420
1902-05-03,6530
1902-05-04,7370
1902-05-05,7060
1902-05-06,6740
1902-05-07,7260
1902-05-08,7580
1902-05-09,7260
1902-05-10,7370
1902-05-11,7910
1902-05-12,8350
1902-05-13,8130
1902-05-14,7690
1902-05-15,7260
1902-05-16,6840
1902-05-17,6840
1902-05-18,6420
1902-05-19,5720
1902-05-20,4570
1902-05-21,3700
1902-05-22,3320
1902-05-23,2880
1902-05-24,2650
1902-05-25,2580
1902-05-26,3320
1902-05-27,4570
1902-05-28,6840
1902-05-29,6420
1902-05-30,6120
1902-05-31,5420
1902-06-01,5920
1902-06-02,5720
1902-06-03,5040
1902-06-04,4760
