Hydropower Generation
Annual Total
Gigawatt-Hour
GFDL-CM3,186667,176152,174748,174435,174317,174308,173531,173418,172531,171593,171335,170761,168850,168720,167474,167211,166633,166310,165290,162519,162065,161395,161179,160378,158880,158747,157856,157343,157283,156451,156295,155040,154800,154007,153145,151971,151027,148974,146310,145442,145328,144129,143721,142089,141881,139913,138897,135289,131936,129009,121002,8048587,121002,186667,157815,158747,14006.7,158424
GFDL-ESM2M,190302,180873,178428,177828,174039,172091,169308,165706,165393,163932,160635,159764,158967,158141,158064,157366,155712,155546,154498,154089,153959,151237,150877,150269,149380,148446,148218,147775,147360,147153,146942,146680,143748,142965,142694,142089,141997,141829,141210,140712,138131,137868,137830,137170,136207,135512,134052,130265,129693,128970,123149,7705070,123149,190302,151080,148446,14543.2,151765
HadGEM2-CC,194383,192788,181675,179509,174971,172079,170811,169774,168670,168267,167860,165169,163709,162335,161440,158411,157841,155908,155444,154633,151832,151618,151363,150374,149402,149305,148413,147911,147495,147276,147167,146665,146296,145836,145204,144247,143211,142993,142652,142089,139137,138067,137755,131108,130869,130567,130156,129457,122917,121585,118427,7747067,118427,194383,151903,149305,17063.2,152840
HadGEM2-ES,174940,174681,174070,172628,170203,169552,166877,165554,163970,163635,162278,161622,161612,160676,158787,158295,158191,157323,157008,156577,156083,155668,155129,154510,153427,152606,152224,151951,151388,151138,148314,146630,146091,145682,144526,143867,142089,141311,141279,139471,134867,134534,133529,132230,126859,125559,124414,123082,121807,119752,113867,7652362,113867,174940,150046,152606,15546.1,150834
MIROC5,184969,182235,180435,180406,178679,178012,177148,176733,175368,175148,173269,171552,170426,170402,168154,168014,167901,167776,166445,166241,165923,165791,163689,163041,161841,159743,159337,158459,157568,155970,155688,155660,154598,153451,152699,150500,149811,149116,149109,146616,145842,145232,145167,143554,142089,141101,141050,140978,140768,136698,123207,8153607,123207,184969,159875,159743,14136.5,160486
MPI-ESM-LR,193884,191063,187319,185893,185852,184607,184302,184174,183894,179402,177583,176671,176104,174327,173574,173220,167993,166314,164353,163184,161578,161248,160784,160667,159523,157938,157794,157478,157436,156841,154543,154402,154094,151374,151056,151043,150589,149108,142668,142089,141589,141366,139426,138908,137104,135864,133133,132644,130552,128987,128286,8153824,128286,193884,159879,157938,18238,160896
RefLOCA,208890,204688,199888,198774,188985,188175,186811,185704,182563,180198,180102,179922,179595,176358,174676,172281,172036,171806,169968,168773,168657,168349,167404,166755,164346,163560,162438,162269,161061,158680,156872,156493,156109,155357,155178,153795,153192,150462,150456,150211,148386,148112,146178,145993,145845,145628,145000,142781,142089,141448,141192,8444485,141192,208890,165578,163560,17578.8,166490
Min,174940,170480,168542,168334,167859,167170,164275,162758,162280,158642,158037,157967,157489,157080,156366,155385,154087,154044,151717,148851,146786,146783,144386,143641,143345,142089,141608,141145,139272,138807,134304,133885,133171,132137,131828,131509,131142,130115,129568,128998,128949,128764,127605,126757,125397,124765,119719,118595,118432,114830,112512,0,0,0,0,0,0,0
Max,208890,204688,199888,198774,188985,188175,186811,185704,183894,180198,180102,179922,179595,176792,175419,175218,174342,173974,173935,173697,173570,173291,172838,171989,169217,168835,168280,167086,165694,164859,164087,163089,162122,161470,160696,160680,160526,160500,160244,158663,158608,157466,153644,151899,151225,150537,149183,148943,146561,146229,142089,0,0,0,0,0,0,0
Mean,190441,187041,182562,180687,178296,176921,175436,174273,173133,171764,170742,169790,168719,168021,166779,165948,164864,163930,162919,161860,160737,160103,159279,158536,157460,156725,156281,155638,154630,153714,152702,151858,151076,150144,149420,148683,147963,147158,146267,145269,144085,143415,142293,140850,139474,138045,136390,134926,132539,130678,126216,0,0,0,0,0,0,0
Median,191104,187454,182036,180943,178701,178169,176469,175658,174693,173805,172805,171157,169638,169561,167814,167613,167267,166312,164821,162852,161822,161321,160981,160462,159202,158179,157825,156956,155369,153329,152931,151394,150635,150125,149844,149254,148750,147952,144956,144390,143757,142235,142089,141778,141112,139000,136493,134832,130230,128998,124497,0,0,0,0,0,0,0
SD,8284.39,8790.15,7768.38,6942.94,5909.32,6059.99,6401.26,7007.96,6808.08,6683.63,6798.74,6906.02,6933.42,6751.35,6772.99,6934.88,6904.72,7025.76,7070.7,7254.15,7470.69,7491.95,7655.84,7665.15,7427.88,7505.47,7492.79,7420.42,7373.7,7269.04,7683.02,7627.5,7772.98,7443.3,7515.03,7523.97,7517.91,7545.87,7561.58,7406.93,7726.57,7554.66,6835.72,7256.42,7974.37,8152.51,9015.57,8927.94,9075.12,9220.66,9868.67,0,0,0,0,0,0,0
RMS,190610,187235,182717,180812,178388,177018,175545,174405,173258,171886,170869,169921,168853,168148,166908,166084,164999,164071,163062,162013,160899,160268,159451,158710,157624,156893,156449,155803,154795,153875,152883,152037,151264,150317,149597,148861,148142,147340,146450,145446,144280,143601,142447,141026,139687,138270,136669,135203,132830,130983,126577,0,0,0,0,0,0,0
