# Created by WEAP: 1/7/2021 1:45:38 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_CESM1-CAM5.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Carbon (73,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (55,196 ha),  1000 - 2000 m (16,317 ha),  2000 - 3000 m (1,117 ha),  3000 - 4000 m (294 ha),  4000 - 5000 m (88 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 5.301, 0.1201, -5.039, -7.509, -11.07, 179.2, 266.3, 424.6, 433.5, 443.3
1950, 2, 5.839, 0.6986, -4.743, -7.344, -11.1, 57.26, 83.91, 150.1, 152.1, 153.9
1950, 3, 7.097, 1.499, -3.597, -6.081, -9.665, 145.7, 217.5, 323.5, 338.8, 359.4
1950, 4, 7.526, 2.212, -2.847, -5.4, -9.088, 77.54, 121.7, 133.8, 132.3, 129.8
1950, 5, 12.67, 7.42, 2.659, 0.1962, -3.363, 147.6, 207, 234.4, 225.6, 211.9
1950, 6, 16.61, 11.76, 7.38, 4.901, 1.313, 39.1, 72.6, 80.05, 71.31, 58.02
1950, 7, 16.67, 11.72, 7.574, 5.198, 1.761, 61.69, 97.06, 102.6, 92.09, 76.09
1950, 8, 17.31, 12.33, 7.845, 5.44, 1.964, 45.63, 79.74, 101.8, 99.72, 96.49
1950, 9, 15.38, 10.8, 6.737, 4.332, 0.8515, 49.09, 78.95, 93, 92.79, 92.42
1950, 10, 9.939, 5.115, 0.6031, -1.754, -5.157, 149.2, 237.8, 309.6, 309.4, 308.6
1950, 11, 5.497, 0.7758, -3.71, -6.114, -9.588, 42.9, 78.02, 123, 125.9, 129.5
1950, 12, 2.495, -2.517, -7.431, -9.849, -13.34, 312.5, 478.9, 737.2, 746.6, 756.3
1951, 1, 2.292, -2.843, -8.046, -10.53, -14.11, 236.8, 378.4, 614.7, 615.7, 612.2
1951, 2, 4.761, -0.3069, -5.342, -7.859, -11.49, 138.8, 199.2, 301, 306.9, 313.7
1951, 3, 4.366, -1.201, -6.425, -8.994, -12.7, 164.3, 254.7, 351.9, 371.6, 399.2
1951, 4, 7.252, 1.519, -4.144, -6.806, -10.65, 146.1, 235.8, 335.6, 345.4, 357.9
1951, 5, 9.961, 4.331, -0.9584, -3.541, -7.268, 119.2, 198.6, 185.4, 176.4, 163.4
1951, 6, 13.62, 8.243, 3.221, 0.6805, -2.989, 47.74, 80.99, 91.22, 85.48, 76.51
1951, 7, 17.61, 12.6, 8.287, 5.796, 2.192, 69.31, 100.6, 108.2, 100.2, 88.12
1951, 8, 16.55, 11.38, 6.935, 4.515, 1.016, 25.08, 45.15, 52.73, 51.8, 50.47
1951, 9, 14.35, 9.572, 5.285, 2.905, -0.5359, 53.63, 74.35, 66.07, 64.25, 61.87
1951, 10, 10.67, 5.772, 1.272, -1.146, -4.642, 251, 338.5, 430.6, 437, 445.7
1951, 11, 4.889, -0.6686, -6.011, -8.593, -12.32, 295, 440.5, 654.6, 671.6, 693
1951, 12, 3.676, -1.733, -6.772, -9.25, -12.83, 160.2, 243.5, 405.5, 415.5, 427.5
1952, 1, 0.2989, -4.668, -9.437, -11.92, -15.51, 105.6, 167.2, 258, 261.4, 264.7
1952, 2, 4.78, -0.285, -5.261, -7.719, -11.27, 59.87, 106.4, 167.1, 170.6, 174.7
