# Created by WEAP: 1/2/2021 12:55:52 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_HadGEM2-ES_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CO_SW_Lwr Gunnison (1,115,151 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (294,947 ha),  2000 - 3000 m (658,718 ha),  3000 - 4000 m (161,028 ha),  4000 - 5000 m (457 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, -4.24, -8.868, -12.41, -12.47, 6.968, 22.03, 45.07, 49.82
1950, 2, 2.409, -2.482, -6.391, -7.501, 14.14, 34.97, 53.14, 51.93
1950, 3, 7.047, 1.819, -2.574, -4.675, 30.59, 75.59, 113.2, 92.17
1950, 4, 10.01, 4.94, 0.5286, -1.894, 15.05, 37.43, 58.91, 68.23
1950, 5, 17.93, 12.66, 8.16, 5.795, 10.4, 23.28, 43.12, 52.98
1950, 6, 20.9, 15.81, 11.19, 8.394, 78.92, 95.21, 106.2, 91.98
1950, 7, 23.73, 18.45, 13.81, 10.95, 29.1, 46.78, 60.59, 73.6
1950, 8, 22.98, 17.93, 13.23, 10.31, 21.31, 46, 76.81, 106.6
1950, 9, 16.86, 12.02, 7.799, 5.863, 31.3, 49.2, 65.28, 53.69
1950, 10, 13.5, 8.996, 5.183, 3.464, 26.09, 41.45, 60.57, 72.27
1950, 11, 5.383, 1.035, -2.803, -4.365, 24.31, 47.79, 80.4, 122.4
1950, 12, -3.341, -7.822, -11.55, -12.13, 32.76, 76.6, 145.1, 196.5
1951, 1, -4.08, -8.7, -12.56, -13.69, 14.9, 45.22, 82.37, 87.24
1951, 2, 2.179, -2.923, -7.142, -8.708, 23.49, 56.07, 90.09, 97.11
1951, 3, 5.274, 0.2864, -4.192, -6.551, 31.8, 76.85, 117.8, 156.9
1951, 4, 10.92, 5.745, 1.11, -1.433, 31.64, 69.02, 107.3, 123.1
1951, 5, 15.36, 10.24, 5.534, 2.837, 67, 115.1, 165.6, 165.5
1951, 6, 17.64, 12.62, 7.968, 5.157, 61.76, 86.89, 102.4, 89.78
1951, 7, 24.23, 18.87, 14.01, 11.04, 18.36, 29.24, 39.82, 48.19
1951, 8, 23.02, 17.97, 13.44, 10.75, 32.07, 60.27, 81.84, 87.02
1951, 9, 17.04, 12.25, 8.056, 6.069, 21.84, 31.84, 35.46, 39.37
1951, 10, 13.6, 9.113, 5.345, 3.402, 35.46, 56.45, 72.71, 68.78
1951, 11, 4.548, 0.1292, -3.708, -5.322, 15.37, 35.1, 52.84, 52.04
1951, 12, 0.08438, -4.637, -8.299, -8.746, 8.753, 21.7, 38.41, 38.23
1952, 1, -1.669, -6.449, -10.38, -11.29, 15.44, 52.05, 93.99, 140.3
1952, 2, 4.67, -0.5662, -5.055, -6.871, 11.48, 38.44, 62.23, 65.15
1952, 3, 6.513, 1.126, -3.613, -6.153, 38.22, 81.85, 132, 170
1952, 4, 7.925, 2.859, -1.714, -4.238, 36.74, 81.55, 106.4, 128.4
1952, 5, 15.07, 10.08, 5.741, 3.319, 10.16, 23.8, 31.68, 30.94
1952, 6, 22.28, 16.92, 12.13, 9.367, 6.746, 14.36, 24.24, 22.47
1952, 7, 25.69, 20.22, 15.54, 12.98, 3.73, 9.347, 19.46, 24.22
1952, 8, 21.72, 16.74, 12.06, 9.233, 44.58, 69.67, 84.89, 88.26
