# Created by WEAP: 1/2/2021 12:58:38 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_HadGEM2-ES_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

1950, 1, 13.98, 82.49
1950, 2, 17.02, 19.15
1950, 3, 15.54, 144.5
1950, 4, 16.92, 9.628
1950, 5, 19.16, 3.75
1950, 6, 19.63, 0.1199
1950, 7, 21.63, 0.01113
1950, 8, 22.53, 0.02433
1950, 9, 19.94, 0.153
1950, 10, 20.25, 38.63
1950, 11, 18, 13.6
1950, 12, 15.13, 0.5689
1951, 1, 14.3, 87.51
1951, 2, 17.53, 1.802
1951, 3, 16.64, 14.23
1951, 4, 17.51, 5.143
1951, 5, 17.74, 0.4785
1951, 6, 19.58, 0.02662
1951, 7, 22.2, 0.3871
1951, 8, 22.87, 0.2439
1951, 9, 20.95, 1.148
1951, 10, 20.88, 0.7649
1951, 11, 19.82, 0.5903
1951, 12, 19.21, 17.68
1952, 1, 14.56, 196.3
1952, 2, 17.21, 180.3
1952, 3, 16.7, 148.7
1952, 4, 17.23, 11.54
1952, 5, 16.74, 6.835
1952, 6, 20.09, 0.1403
1952, 7, 23.15, 0
1952, 8, 24.98, 4.548
1952, 9, 25.23, 1.566
1952, 10, 19.1, 41.21
1952, 11, 18.45, 14.01
1952, 12, 15.29, 53.21
1953, 1, 16.24, 11.24
1953, 2, 18.55, 28.42
1953, 3, 16.97, 338.1
1953, 4, 14.94, 152.4
1953, 5, 17.2, 47.89
1953, 6, 18.2, 8.415
1953, 7, 22.18, 0
1953, 8, 23.61, 2.881
1953, 9, 25.72, 0.1198
1953, 10, 20.45, 0
1953, 11, 17.08, 24.38
1953, 12, 16.81, 46.12
1954, 1, 16.28, 236.6
1954, 2, 14.97, 206.8
1954, 3, 15.4, 91.26
1954, 4, 16.99, 3.476
1954, 5, 17.24, 10.69
1954, 6, 20.47, 0.02165
1954, 7, 23.02, 0.2201
1954, 8, 22.98, 0.1665
1954, 9, 20.95, 3.995
1954, 10, 19.09, 4.5
1954, 11, 16.63, 40.98
1954, 12, 15.35, 94.67
1955, 1, 13.69, 252.3
1955, 2, 14.49, 214.3
1955, 3, 16.27, 55.43
1955, 4, 16.7, 3.717
1955, 5, 17.45, 0.1546
1955, 6, 19.9, 0.007815
1955, 7, 21.54, 0.0284
1955, 8, 22.45, 0.05768
1955, 9, 22.04, 0.2672
1955, 10, 19.79, 0
1955, 11, 16.49, 66.49
1955, 12, 14.97, 4.132
1956, 1, 14.98, 227.6
1956, 2, 16.37, 24.66
1956, 3, 14.48, 95.91
1956, 4, 18.19, 10.8
1956, 5, 18.95, 0.006714
1956, 6, 19.8, 0.05287
1956, 7, 22.42, 0
1956, 8, 22.9, 0.0149
1956, 9, 20.12, 0
1956, 10, 21.76, 0.2173
1956, 11, 19.29, 0.01899
1956, 12, 14.38, 157.1
1957, 1, 13.5, 109.1
1957, 2, 14.67, 24.13
1957, 3, 14.43, 101.2
1957, 4, 17.23, 1.037
1957, 5, 17.56, 0.0002555
1957, 6, 19.91, 0
1957, 7, 23.39, 0
1957, 8, 22.35, 2.343
1957, 9, 22.05, 0.1683
1957, 10, 20.27, 0.3018
1957, 11, 18.56, 0.6171
1957, 12, 16.23, 85.45
1958, 1, 15.67, 1.636
1958, 2, 13.84, 168.6
1958, 3, 14.54, 268.9
1958, 4, 17.22, 2.768
1958, 5, 19.3, 1.65
1958, 6, 21.05, 0
1958, 7, 22.45, 0
1958, 8, 22.79, 0.2902
1958, 9, 20.32, 14.34
1958, 10, 19.25, 1.609
1958, 11, 16.52, 0.633
1958, 12, 15.13, 0.8057
1959, 1, 14.28, 99.95
1959, 2, 12.88, 162.1
1959, 3, 14.97, 95.38
1959, 4, 17.21, 7.495
1959, 5, 17.4, 1.444
1959, 6, 20.95, 0.231
1959, 7, 21.42, 0.04275
1959, 8, 23.1, 0.1532
1959, 9, 22.84, 2.805
1959, 10, 19.13, 12.1
1959, 11, 15.34, 45.26
1959, 12, 14.27, 18.68
1960, 1, 15.51, 18.44
1960, 2, 17.59, 33.22
1960, 3, 15.94, 25.32
1960, 4, 16.19, 33.71
1960, 5, 19.34, 0.2921
1960, 6, 19.3, 0.007218
1960, 7, 23.5, 0.034
1960, 8, 23.58, 1.66
1960, 9, 23.16, 0.2416
1960, 10, 20.29, 0
1960, 11, 19.04, 21.36
1960, 12, 13.33, 17.43
1961, 1, 14.69, 290.7
1961, 2, 14.36, 8.13
1961, 3, 15.39, 0.1628
1961, 4, 18.84, 5.167
1961, 5, 18.79, 0.1389
1961, 6, 19.6, 0.07231
1961, 7, 21.53, 0.05038
1961, 8, 22.72, 0
1961, 9, 24.5, 1.867
1961, 10, 19.45, 0.8441
1961, 11, 15.81, 144.1
1961, 12, 13.5, 82.65
1962, 1, 14.19, 159.3
1962, 2, 15.13, 21.06
1962, 3, 14.64, 187.7
1962, 4, 17.77, 8.545
1962, 5, 18.49, 6.264
1962, 6, 20.27, 0.02434
1962, 7, 22.53, 0
1962, 8, 22.41, 0.05024
1962, 9, 19.99, 0.1872
1962, 10, 21.44, 2.028
1962, 11, 18.22, 38.21
1962, 12, 12.1, 117.8
1963, 1, 12.18, 14.52
1963, 2, 15.56, 8.273
1963, 3, 15.38, 11.93
1963, 4, 14.14, 50.77
1963, 5, 17.86, 0.1032
1963, 6, 18.64, 0.1128
1963, 7, 22.73, 0.08411
