# Created by WEAP: 1/2/2021 12:50:52 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_HadGEM2-ES_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Middle Skagit (338,425 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (136,161 ha),  1000 - 2000 m (191,953 ha),  2000 - 3000 m (10,254 ha),  3000 - 4000 m (57 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

1950, 1, -1.359, -4.888, -8.774, -11.31, 325.2, 338.4, 317.7, 367.3
1950, 2, 2.177, -1.13, -4.559, -6.963, 318.6, 330.9, 313.1, 348
1950, 3, 2.263, -1.11, -4.722, -7.241, 245.8, 249.9, 236.8, 254.1
1950, 4, 5.523, 2.403, -0.7426, -3.303, 217.7, 217.4, 190.5, 204.7
1950, 5, 7.758, 4.847, 2.111, -0.3486, 188.7, 192.9, 177.2, 193.3
1950, 6, 14.8, 12.24, 9.946, 7.404, 30.06, 29.13, 22.52, 21.56
1950, 7, 16.5, 14.09, 12, 9.503, 38.25, 40.44, 42.12, 51.81
1950, 8, 14.52, 12.07, 9.908, 7.487, 83.58, 79.03, 62.03, 69.46
1950, 9, 11.77, 8.845, 6.023, 3.549, 62.22, 68.39, 66.66, 79.61
1950, 10, 7.121, 4.16, 1.233, -1.244, 314.8, 326.9, 298.7, 314.9
1950, 11, 3.836, 0.4732, -3.152, -5.848, 222, 223.6, 185.7, 177.6
1950, 12, -0.7709, -4.149, -7.856, -10.33, 579.6, 611.4, 570.1, 616.3
1951, 1, -2.763, -6.248, -10.12, -12.63, 399.7, 407.6, 368, 378
1951, 2, 1.24, -2.127, -5.703, -8.14, 516.9, 567.2, 588, 662.8
1951, 3, 0.9104, -2.155, -5.184, -7.554, 247.8, 258.2, 247.8, 272.1
1951, 4, 6.513, 3.526, 0.4423, -2.184, 15.25, 15.23, 13.07, 19.23
1951, 5, 13.54, 10.66, 7.867, 5.309, 54.16, 57.36, 48.35, 50.52
1951, 6, 13.06, 10.57, 8.383, 5.85, 146.9, 148.4, 149.3, 183.2
1951, 7, 14.26, 11.65, 9.401, 7.31, 106, 106.1, 88.37, 103.8
1951, 8, 15.01, 12.54, 10.43, 8.092, 145.9, 150.7, 159.3, 201.1
1951, 9, 11.8, 8.934, 6.154, 3.611, 68.26, 67.29, 55.27, 52.31
1951, 10, 6.966, 3.953, 0.9322, -1.49, 481.4, 486.6, 435.3, 448.9
1951, 11, -0.9001, -4.444, -8.358, -11.34, 462.6, 489.4, 480.3, 526.8
1951, 12, -0.6246, -4.08, -7.937, -10.55, 289.1, 301.6, 285.3, 294.8
1952, 1, -4.019, -7.496, -11.39, -14.11, 256.9, 269.1, 255.2, 278.1
1952, 2, 0.254, -3.116, -6.694, -9.328, 326.6, 343.2, 339.2, 366.1
1952, 3, 4.719, 1.605, -1.515, -3.99, 273.4, 287.8, 280.6, 314.4
