# Created by WEAP: 1/2/2021 12:33:10 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_HadGEM2-ES_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: MT_SW_Upper Clark Fork (3,140,745 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (115,488 ha),  1000 - 2000 m (2,400,158 ha),  2000 - 3000 m (624,726 ha),  3000 - 4000 m (373 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

1950, 1, -5.619, -8.598, -11.3, -12.77, 61.63, 82.34, 133.3, 94.23
1950, 2, 1.821, -0.4805, -2.785, -4.282, 42.05, 50.88, 72.7, 49.99
1950, 3, 2.158, -1.083, -3.552, -5.633, 35.79, 38.97, 55.35, 57.85
1950, 4, 6.965, 4.763, 2.234, 0.3614, 43.56, 68.25, 119.3, 140.5
1950, 5, 11.19, 8.775, 6.096, 4.057, 30.81, 36.08, 47.48, 61.62
1950, 6, 18.78, 16.56, 14.03, 12.63, 68.75, 111.3, 168.6, 227
1950, 7, 19.19, 16.17, 13.25, 11.27, 42.44, 49.79, 65.79, 91.11
1950, 8, 20.13, 17.76, 15.22, 13.72, 34.99, 45.47, 58.35, 51.99
1950, 9, 10.23, 7.519, 4.754, 2.766, 31.13, 42.48, 57.27, 68.08
1950, 10, 8.526, 6.638, 4.583, 3.192, 65.96, 70.14, 89.31, 54.29
1950, 11, 1.978, 0.3503, -1.749, -2.561, 21.28, 25.83, 40.58, 41.5
1950, 12, -3.291, -6.295, -9.228, -10.93, 78.61, 97.26, 136, 97.93
1951, 1, -5.551, -8.489, -11.3, -12.7, 84.8, 114.2, 177.3, 130.1
1951, 2, -0.3638, -3.418, -6.166, -8.287, 88.58, 117.4, 188.7, 118.2
1951, 3, 1.593, -1.298, -3.993, -6.098, 37.18, 38.26, 43.62, 56.86
1951, 4, 8.626, 5.931, 3.281, 1.087, 9.086, 11.16, 19, 30.64
1951, 5, 15.98, 13.1, 10.26, 8.05, 44.5, 48.77, 75.84, 87.95
1951, 6, 17.99, 15.57, 12.91, 11.18, 91.31, 105.5, 139.3, 185.3
1951, 7, 17.1, 14.66, 12.15, 10.51, 43.54, 52.19, 60.96, 119.1
1951, 8, 17.76, 15.03, 12.23, 10.51, 82.42, 83.56, 83.72, 89.43
1951, 9, 9.304, 6.259, 3.421, 0.7642, 114.8, 112.4, 116.8, 152.8
1951, 10, 8.824, 6.362, 3.692, 1.763, 58.36, 68.12, 95.48, 86
1951, 11, -1.395, -3.734, -6.155, -7.568, 73.07, 89.63, 128.6, 100.2
1951, 12, -1.903, -3.725, -5.754, -6.916, 34.15, 44.05, 71.11, 34.79
1952, 1, -5.124, -7.209, -9.241, -9.981, 31.42, 38.07, 47.92, 40.33
1952, 2, -0.3195, -2.308, -4.37, -5.952, 58.83, 59.87, 67.57, 54.97
1952, 3, 5.923, 3.277, 0.7533, -1.657, 45.49, 50.44, 67.72, 59.41
1952, 4, 3.715, 0.7402, -2.239, -5.211, 70.35, 98.54, 154, 174
1952, 5, 9.471, 6.616, 3.697, 1.399, 72.85, 92.95, 131.1, 177
1952, 6, 17.59, 14.78, 12.07, 10.02, 41.18, 60.78, 87.63, 123.5
1952, 7, 18.42, 15.52, 12.7, 10.81, 20.93, 28.22, 34.41, 35.17
1952, 8, 19.59, 16.72, 13.65, 11.54, 49.29, 81.27, 108.1, 111.8
1952, 9, 13.86, 10.78, 7.773, 5.936, 30.58, 42.21, 68.22, 77.91
1952, 10, 3.865, 1.577, -0.8606, -2.489, 36, 46.89, 75, 80.07
1952, 11, 1.759, -0.2648, -2.736, -4.201, 25.68, 32.03, 47.18, 49.52
