# Created by WEAP: 1/2/2021 12:40:34 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_HadGEM2-ES_r1i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CO_SW_Delores (1,204,299 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (332,819 ha),  2000 - 3000 m (751,638 ha),  3000 - 4000 m (119,162 ha),  4000 - 5000 m (679 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, -3.552, -6.01, -9.505, -11.49, 9.75, 15.78, 41.16, 53.77
1950, 2, 2.177, -0.7375, -4.588, -6.634, 20.12, 28.3, 47.15, 58.26
1950, 3, 6.513, 2.707, -2.528, -4.835, 44.15, 71.75, 107.8, 112.1
1950, 4, 9.628, 5.553, -0.08991, -2.422, 26, 38.68, 73.06, 96.54
1950, 5, 17.58, 13.48, 7.79, 5.515, 12.15, 21.61, 39.66, 56.43
1950, 6, 20.95, 16.55, 10.31, 7.959, 54.2, 73.09, 99.6, 114.6
1950, 7, 23.59, 19.37, 13.19, 10.77, 30.5, 44.21, 74.16, 96.08
1950, 8, 22.77, 18.54, 12.29, 9.825, 34.65, 56.61, 101, 127.6
1950, 9, 17.06, 13.39, 8.167, 6.015, 27.54, 31.98, 45.23, 54.89
1950, 10, 13.13, 9.826, 5.463, 3.486, 27.14, 41.92, 72.49, 79.45
1950, 11, 5.238, 2.101, -2.01, -4.026, 31.51, 51.24, 85.89, 104.8
1950, 12, -2.64, -5.232, -8.546, -10.78, 30.56, 70.55, 142.1, 179.4
1951, 1, -4.281, -7.485, -11.38, -13.24, 17.71, 34.95, 66.36, 79.56
1951, 2, 1.759, -1.592, -6.101, -8.353, 34.34, 61.87, 113.2, 129.6
1951, 3, 4.918, 0.8823, -4.165, -6.421, 45.94, 84.35, 160.8, 194.2
1951, 4, 10.66, 6.49, 0.5363, -1.739, 36.6, 55.51, 104.3, 137.9
1951, 5, 15.3, 10.95, 5.031, 2.684, 71.95, 108.8, 173.5, 217.7
1951, 6, 17.33, 13.1, 7.073, 4.776, 64.36, 75.27, 96.64, 108
1951, 7, 24.3, 19.85, 13.3, 10.85, 11.42, 21.2, 44.96, 48.58
1951, 8, 22.92, 18.87, 12.84, 10.6, 30.01, 35.42, 55.81, 74.76
1951, 9, 16.82, 13.17, 7.835, 5.787, 38.44, 51.15, 55.78, 55.97
1951, 10, 12.89, 9.656, 5.419, 3.479, 27.24, 38.1, 51.08, 60.21
1951, 11, 4.344, 1.336, -2.664, -4.799, 23.39, 26.21, 32.14, 41.79
1951, 12, 0.3675, -1.929, -5.467, -7.689, 3.473, 7.782, 22.73, 38.49
1952, 1, -1.263, -4.408, -8.217, -10.25, 42.75, 73.28, 128.6, 154.3
1952, 2, 4.153, 0.5188, -4.367, -6.649, 27.64, 48.63, 85.2, 90.68
1952, 3, 5.665, 1.764, -3.741, -6.215, 46.03, 88.13, 163.3, 221.4
1952, 4, 7.319, 3.463, -2.078, -4.357, 66.93, 76.67, 117.1, 148.7
1952, 5, 14.03, 10.25, 4.913, 2.783, 28.33, 31.92, 44.74, 51.97
1952, 6, 22.21, 17.88, 11.53, 9.035, 5.301, 10.8, 27.12, 29.98
1952, 7, 25.73, 21.33, 14.8, 12.27, 4.528, 11.01, 34.37, 37.3
1952, 8, 21.58, 17.48, 11.5, 9.191, 50.63, 63.93, 96.56, 110.3
1952, 9, 17.59, 13.73, 8.22, 5.955, 51.78, 65.13, 100.9, 126.6
1952, 10, 10.65, 7.197, 2.536, 0.5549, 85.51, 112.8, 148.9, 178.1
1952, 11, 3.309, 0.04595, -4.259, -6.382, 36.79, 43.15, 74.87, 110.4
1952, 12, -3.072, -6.188, -10.08, -12.35, 34.81, 62.05, 114.9, 136.7
1953, 1, -2.451, -5.064, -8.44, -10.41, 15.71, 36.08, 73.76, 84.91
1953, 2, 0.3302, -2.962, -7.155, -9.107, 5.862, 18.18, 40, 37.03
1953, 3, 5.056, 1.05, -4.266, -6.604, 52.76, 91.76, 169.3, 202.3
1953, 4, 9.335, 5.24, -0.4374, -2.692, 45.39, 78.73, 143.8, 143.4
1953, 5, 15.75, 11.51, 5.725, 3.587, 28.21, 45.48, 65, 78.53
1953, 6, 18.04, 13.85, 8.294, 6.098, 55.14, 61.91, 72.06, 77.44
1953, 7, 23.42, 19.1, 12.75, 10.16, 59.48, 77.12, 106.3, 125.9
1953, 8, 21.47, 17.27, 11.32, 8.99, 47.74, 64.64, 108.7, 127.9
1953, 9, 20.11, 16.17, 10.29, 7.93, 14.65, 20.15, 36.64, 46.05
1953, 10, 12.01, 8.788, 4.172, 2.07, 3.314, 4.029, 7.84, 10.07
1953, 11, 2.923, -0.3645, -4.65, -6.734, 30.25, 40.16, 76.8, 99.19
1953, 12, 2.256, -0.5822, -4.624, -6.8, 20.31, 34.32, 55.47, 63.08
1954, 1, -0.1814, -3.025, -6.98, -9.167, 70.73, 104.8, 164.6, 183.2
1954, 2, 2.545, -0.7444, -5.142, -7.369, 48.76, 81.22, 148.7, 172
1954, 3, 6.03, 2.061, -3.695, -6.206, 42.16, 77.9, 131.1, 162.1
1954, 4, 11.47, 7.392, 1.588, -0.7492, 39.03, 77.71, 158.5, 176.8
