;DESCRIPTION: Contra Costa Water District Ops Timeseries,,,,,,,,,
";SOURCE: CalSimII LVE EIS Existing baseline (as of Feb 2017), 2004-2015 is a repeat of a similar WY sequence, 1956-64 followed by 1987-89.",,,,,,,,,
;COLUMN HEADINGS,,,,,,,,,
";UNITS: LV Storage in TAF. LV fill, LV release, Old River intake pumping, Rock Slough intake pumping, Victoria Canal pumping, and Mokelumne Intertie flow all in CFS.",,,,,,,,,
;DOCUMENTATION: See the Contra Costa Water District sub-section of the Ops section of the Other Assumptions chapter,,,,,,,,,
;year,month,LV storage,LV fill,LV release,Old River intake pumping,Rock Slough intake pumping,Victoria Canal pumping,Mokelumne Intertie flow,Mallard Slough
1962,8,130.8,174,0,44.2,114,250,0,0
1962,9,125.2,0,76.7,0,0,129.3,0,0
1962,10,118.5,0,100.4,0,0,77.2,0,0
1962,11,128.7,174,0,174,132.1,0,0,0
1962,12,128.7,0,0,0,117,0,0,0
1963,1,128.8,0,0,0,100.4,0,0,0
1963,2,128.7,0,0,0,95.2,0,0,0
1963,3,123.9,0,79.8,0,0,0,0,0
1963,4,123.4,0,0,0,106.2,0,0,0
1963,5,122.5,0,0,0,144.3,0,0,0
1963,6,121.4,0,0,0,191.6,0,0,0
1963,7,130.8,174,0,174,225.8,0,0,0
1963,8,140.2,174,0,0,234.5,174,0,0
1963,9,139.2,0,0,0,51.8,151.9,0,0
1963,10,149.4,174,0,174,173.2,0,0,0
1963,11,159.7,174,0,174,116.3,0,0,0
1963,12,160,0,1.1,0,82,0,0,0
1964,1,160,0,2.5,0,76,0,0,0
1964,2,160,0,1.4,0,85.7,0,0,0
1964,3,153.3,0,102.7,0,0,0,0,0
1964,4,152.6,0,0,0,150.6,0,0,0
1964,5,151.5,0,0,0,182.9,0,0,0
1964,6,150.2,0,0,0,214.2,0,0,0
1964,7,159.5,174,0,0,230.9,174,8.6,0
1964,8,158.1,0,0,0,0,223.6,9.1,0
1964,9,156.9,0,0,0,0,192.9,17.9,0
1964,10,154,0,37.5,0,0,125.1,17,0
1964,11,149.2,0,75,0,0,70.3,0,0
1964,12,145.7,0,57.4,0,0,69.9,0,0
1965,1,145.8,0,0,0,123.3,0,0,0
1965,2,145.7,0,0,0,121.1,0,0,0
1965,3,140.9,0,79.8,0,0,0,0,0
1965,4,150.7,174,0,174,106.2,0,0,0
1965,5,160,167.1,0,0,144.3,167.1,0,0
1965,6,158.8,0,0,0,191.6,0,0,0
1965,7,160,44.9,0,44.9,225.8,0,0,0
1965,8,160,22.8,0,0,234.5,22.8,0,0
1965,9,160,18.5,0,0,76.9,145.2,0,0
1965,10,160,8,0,8,173.2,0,0,0
1965,11,160,2,0,2,116.3,0,0,0
1965,12,160,0,6.7,0,76.5,0,0,0
1966,1,160,0,2.5,0,76,0,0,0
1966,2,160,0,1.5,0,88.8,0,0,0
1966,3,154.1,0,88.9,0,0,0,0,0
1966,4,160,108.7,0,108.7,129.2,0,0,0
1966,5,158.9,0,0,0,157.9,0,0,0
1966,6,157.6,0,0,0,207.8,0,0,0
1966,7,160,63.3,0,0,231.8,63.3,0,0
1966,8,160,22.8,0,0,135.1,121.8,0,0
1966,9,157.8,0,18.4,0,0,187.6,0,0
1966,10,151.9,0,86.1,0,0,91.6,0,0
1966,11,147.6,0,68.8,0,0,63.3,0,0
1966,12,142.4,0,84.5,0,0,32.5,0,0
1967,1,142.5,0,0,0,100.4,0,0,0
1967,2,142.5,0,0,0,95.2,0,0,0
1967,3,137.6,0,79.8,0,0,0,0,0
1967,4,147.4,174,0,174,106.2,0,0,0
1967,5,157.2,174,0,0,144.3,174,0,0
1967,6,155.9,0,0,0,191.6,0,0,0
1967,7,160,90.8,0,90.8,225.8,0,0,0
1967,8,160,22.8,0,22.8,234.5,0,0,0
1967,9,160,18.5,0,0,203.7,18.5,0,0
1967,10,160,8,0,8,173.2,0,0,0
1967,11,160,2,0,2,116.3,0,0,0
1967,12,160,0,6.7,0,76.5,0,0,0
1968,1,159.6,0,8.5,0,0,70,0,0
1968,2,159.7,0,0,0,87.2,0,0,0
1968,3,153.8,0,88.9,0,0,0,0,0
1968,4,153.2,0,0,0,129.2,0,0,0
1968,5,152.2,0,0,0,157.9,0,0,0
1968,6,150.9,0,0,0,207.8,0,0,0
1968,7,160,171.8,0,0,231.8,171.8,0,0
1968,8,160,22.8,0,0,234.1,22.8,0,0
1968,9,158.9,0,0,0,10.9,195.1,0,0
1968,10,154.4,0,63.2,0,0,114.4,0,0
1968,11,152.8,0,23.4,0,0,108.7,0,0
1968,12,147.8,0,81.5,0,0,35.5,0,0
1969,1,146.4,0,24.2,0,76.2,0,0,0
1969,2,146.3,0,0,62.1,33.1,0,0,0
1969,3,141.5,0,79.8,0,0,0,0,0
1969,4,151.3,174,0,0,106.2,174,0,0
1969,5,160,157.3,0,0,144.3,157.3,0,0
1969,6,158.8,0,0,0,191.6,0,0,0
1969,7,160,44.9,0,44.9,225.8,0,0,0
1969,8,160,22.8,0,22.8,234.5,0,0,0
1969,9,160,18.5,0,0,203.7,18.5,0,0
1969,10,160,8,0,8,173.2,0,0,0
1969,11,160,2,0,2,116.3,0,0,0
1969,12,160,0,6.7,0,76.5,0,0,0
1970,1,160,0,2.5,0,76,0,0,0
1970,2,160,0,1.5,0,88.8,0,0,0
1970,3,155.1,0,79.8,0,0,0,0,0
1970,4,160,91.1,0,0,106.2,91.1,0,0
1970,5,159,0,0,0,144.3,0,0,0
1970,6,157.8,0,0,0,191.6,0,0,0
1970,7,160,61.1,0,61.1,225.8,0,0,0
1970,8,160,22.8,0,0,234.5,22.8,0,0
1970,9,158.9,0,0,0,36.3,167.4,0,0
1970,10,160,25.9,0,25.9,173.2,0,0,0
1970,11,160,2,0,2,116.3,0,0,0
1970,12,160,0,6.7,0,76.5,0,0,0
1971,1,160,0,2.5,0,76,0,0,0
1971,2,160,0,1.5,0,88.8,0,0,0
1971,3,155.1,0,79.8,0,0,0,0,0
1971,4,160,91.1,0,91.1,106.2,0,0,0
1971,5,159,0,0,0,144.3,0,0,0
1971,6,157.8,0,0,0,191.6,0,0,0
1971,7,160,61.1,0,61.1,225.8,0,0,0
1971,8,160,22.8,0,0,234.5,22.8,0,0
1971,9,158.9,0,0,0,10.2,193.6,0,0
1971,10,160,25.9,0,25.9,173.2,0,0,0
1971,11,160,2,0,2,116.3,0,0,0
1971,12,160,0,6.7,0,76.5,0,0,0
1972,1,160,0,2.5,0,76,0,0,0
1972,2,160,0,1.4,0,85.7,0,0,0
1972,3,154.1,0,88.9,0,0,0,0,0
1972,4,153.5,0,0,0,129.2,0,0,0
1972,5,152.5,0,0,0,157.9,0,0,0
1972,6,151.2,0,0,0,207.8,0,0,0
1972,7,160,167.1,0,0,231.8,167.1,0,0
1972,8,160,22.8,0,0,122.2,134.7,0,0
1972,9,155.7,0,53.9,0,0,152.1,0,0
1972,10,150.7,0,71.3,0,0,106.4,0,0
1972,11,145.9,0,75.7,0,0,56.4,0,0
1972,12,146,0,0,0,117,0,0,0
1973,1,146.1,0,0,0,100.4,0,0,0
1973,2,146,0,0,0,95.2,0,0,0
1973,3,140.8,0,80.6,0,0,0,0,0
1973,4,150.6,174,0,174,117.1,0,0,0
1973,5,160,169.4,0,0,143.1,169.4,0,0
1973,6,158.7,0,0,0,207.2,0,0,0
1973,7,160,46.1,0,46.1,228.3,0,0,0
1973,8,160,22.7,0,0,236.3,22.7,0,0
1973,9,160,18.6,0,0,208.7,18.6,0,0
1973,10,160,10.6,0,10.6,178.8,0,0,0
1973,11,160,2,0,2,126.5,0,0,0
1973,12,160,0,3.8,0,111.7,0,0,0
1974,1,160,0,0.7,0,90.9,0,0,0
1974,2,160,0,0,0,85.5,0,0,0
1974,3,155.1,0,79.8,0,0,0,0,0
1974,4,160,91.1,0,0,106.2,91.1,0,0
1974,5,159,0,0,0,144.3,0,0,0
1974,6,157.8,0,0,0,191.6,0,0,0
1974,7,160,61.1,0,61.1,225.8,0,0,0
1974,8,160,22.8,0,0,234.5,22.8,0,0
1974,9,160,18.5,0,0,132.1,90.1,0,0
1974,10,160,8,0,8,173.2,0,0,0
1974,11,160,2,0,2,116.3,0,0,0
1974,12,160,0,6.7,0,76.5,0,0,0
1975,1,160,0,3.2,0,0,75.3,0,0
1975,2,160,0,0.6,0,89.6,0,0,0
1975,3,155.1,0,79.8,0,0,0,0,0
1975,4,160,91.1,0,0,106.2,91.1,0,0
1975,5,159,0,0,0,144.3,0,0,0
1975,6,157.8,0,0,0,191.6,0,0,0
1975,7,160,61.1,0,61.1,225.8,0,0,0
1975,8,160,22.8,0,0,234.5,22.8,0,0
1975,9,160,18.5,0,0,82,140.2,0,0
1975,10,160,8,0,8,173.2,0,0,0
1975,11,160,2,0,2,116.3,0,0,0
1975,12,160,0,6.7,0,76.5,0,0,0
1976,1,160,0,2.5,0,14.7,61.3,0,0
1976,2,160,0,1.4,0,85.7,0,0,0
1976,3,151.7,0,126.8,0,0,0,0,0
1976,4,151,0,0,0,163.2,0,0,0
1976,5,150,0,0,0,199.4,0,0,0
1976,6,148.7,0,0,0,228.8,0,0,0
1976,7,147.2,0,0,0,43.2,195.5,0,0
1976,8,145.9,0,0,0,0,219,12.8,0
1976,9,144.8,0,0,0,16.2,195.1,0,0
1976,10,144.1,0,0,0,0,172.5,6.1,0
1976,11,143.8,0,0,0,46.2,100.9,0,0
1976,12,143.8,0,0,0,0,128.1,6.5,0
1977,1,143.1,0,7.1,0,0,97.2,26.7,0
1977,2,140.4,0,46,0,98.4,0,0,0
1977,3,132.2,0,126.8,0,0,0,0,0
1977,4,134.7,53.8,0,0,163.2,0,53.8,0
1977,5,133.7,0,0,0,199.4,0,0,0
1977,6,132.5,0,0,0,228.8,0,0,0
1977,7,131.1,0,0,0,92.1,146.6,0,0
1977,8,129.8,0,0,0,49.6,182.2,0,0
1977,9,128.8,0,0,0,36.2,175.2,0,0
1977,10,126.2,0,32.9,0,0,145.6,0,0
1977,11,123.5,0,40.8,0,0,106.4,0,0
1977,12,118.7,0,77.4,0,0,57.2,0,0
1978,1,116.1,0,39.1,0,92,0,0,0
1978,2,115.9,0,0,0,144.4,0,0,0
1978,3,110.7,0,80.6,0,0,0,0,0
1978,4,120.6,174,0,174,117.1,0,0,0
1978,5,119.7,0,0,0,143.1,0,0,0
1978,6,118.5,0,0,0,207.2,0,0,0
1978,7,127.9,174,0,174,228.3,0,0,0
1978,8,137.4,174,0,0,236.3,174,0,0
1978,9,146.7,174,0,0,166.5,216.2,0,0
1978,10,156.8,174,0,174,178.8,0,0,0
1978,11,160,56.3,0,56.3,126.5,0,0,0
1978,12,160,0,3.8,0,111.7,0,0,0
1979,1,156.7,0,54.8,0,0,36.9,0,0
1979,2,156.7,0,0,0,85.5,0,0,0
1979,3,150.8,0,88.9,0,0,0,0,0
1979,4,160,164.3,0,0,129.2,164.3,0,0
1979,5,160,17.3,0,0,157.9,17.3,0,0
1979,6,158.7,0,0,0,207.8,0,0,0
1979,7,160,46.2,0,0,231.8,46.2,0,0
1979,8,160,22.8,0,0,95.4,161.5,0,0
1979,9,158.9,0,0,0,4,202,0,0
1979,10,155.3,0,48.3,0,0,129.3,0,0
1979,11,152.7,0,38.9,0,0,93.2,0,0
1979,12,147.1,0,92.5,0,0,24.4,0,0
1980,1,145.7,0,23.9,0,76.5,0,0,0
1980,2,146,6,0,0,91.9,6,0,0
1980,3,140.8,0,80.6,0,0,0,0,0
1980,4,150.6,174,0,0,117.1,174,0,0
1980,5,160,169.6,0,0,143.1,169.6,0,0
1980,6,158.7,0,0,0,207.2,0,0,0
1980,7,160,46.1,0,46.1,228.3,0,0,0
1980,8,160,22.7,0,0,236.3,22.7,0,0
1980,9,160,18.6,0,0,208.7,18.6,0,0
1980,10,160,10.6,0,10.6,178.8,0,0,0
1980,11,160,2,0,2,126.5,0,0,0
1980,12,160,0,3.8,0,111.7,0,0,0
1981,1,156.8,0,52.9,0,0,38.7,0,0
1981,2,156.8,0,0,0,85.5,0,0,0
1981,3,150.1,0,102.7,0,0,0,0,0
1981,4,149.4,0,0,0,150.6,0,0,0
1981,5,148.3,0,0,0,182.9,0,0,0
1981,6,147.1,0,0,0,214.2,0,0,0
1981,7,156.3,174,0,0,233.2,174,6.4,0
1981,8,154.9,0,0,0,4.2,228.5,0,0
1981,9,153.8,0,0,0,0,190.4,20.3,0
1981,10,153.2,0,0,0,0,163.9,15.7,0
1981,11,152.1,0,14.1,0,0,120.5,10.7,0
1981,12,152.1,0,0,0,127.3,0,0,0
1982,1,152.1,0,0,0,123.3,0,0,0
1982,2,152.1,0,0,0,121.1,0,0,0
1982,3,147.2,0,79.8,0,0,0,0,0
1982,4,157,174,0,174,106.2,0,0,0
1982,5,160,64.6,0,0,144.3,64.6,0,0
1982,6,158.8,0,0,0,191.6,0,0,0
1982,7,160,44.9,0,44.9,225.8,0,0,0
1982,8,160,22.8,0,22.8,234.5,0,0,0
1982,9,160,18.5,0,0,203.7,18.5,0,0
1982,10,160,8,0,8,173.2,0,0,0
1982,11,160,2,0,0,116.3,2,0,0
1982,12,160,0,6.7,0,76.5,0,0,0
1983,1,160,0,2.5,0,76,0,0,0
1983,2,160,0,1.5,0,88.8,0,0,0
1983,3,155.1,0,79.8,0,0,0,0,0
1983,4,160,91.1,0,0,106.2,91.1,0,0
1983,5,160,16.4,0,0,144.3,16.4,0,0
1983,6,158.8,0,0,0,191.6,0,0,0
1983,7,160,44.9,0,44.9,225.8,0,0,0
1983,8,160,22.8,0,0,234.5,22.8,0,0
1983,9,160,18.5,0,18.5,203.7,0,0,0
1983,10,160,8,0,8,173.2,0,0,0
1983,11,160,2,0,0,116.3,2,0,0
1983,12,160,0,6.7,0,76.5,0,0,0
1984,1,160,0,2.5,0,76,0,0,0
1984,2,160,0,1.4,0,85.7,0,0,0
1984,3,155.1,0,79.8,0,0,0,0,0
1984,4,160,91.1,0,0,106.2,91.1,0,0
1984,5,160,16.4,0,0,144.3,16.4,0,0
1984,6,158.8,0,0,0,191.6,0,0,0
1984,7,160,44.9,0,44.9,225.8,0,0,0
1984,8,160,22.8,0,0,234.5,22.8,0,0
1984,9,160,18.5,0,0,95.4,126.8,0,0
1984,10,160,8,0,8,173.2,0,0,0
1984,11,160,2,0,2,116.3,0,0,0
1984,12,160,0,6.7,0,76.5,0,0,0
1985,1,160,0,2.5,0,76,0,0,0
1985,2,160,0,1.5,0,88.8,0,0,0
1985,3,153.3,0,102.7,0,0,0,0,0
1985,4,152.6,0,0,0,150.6,0,0,0
1985,5,151.5,0,0,0,182.9,0,0,0
1985,6,150.2,0,0,0,214.2,0,0,0
1985,7,159.5,174,0,0,218.7,194.8,0,0
1985,8,158.1,0,0,0,0.6,232.1,0,0
1985,9,153.3,0,61.1,0,0,149.7,0,0
1985,10,150.2,0,39.8,0,0,139.8,0,0
1985,11,149.2,0,13.3,0,0,132.1,0,0
1985,12,143.2,0,96.9,0,0,30.4,0,0
1986,1,137.8,0,88.4,0,34.9,0,0,0
1986,2,136.6,0,20.7,0,100.4,0,0,0
1986,3,131.8,0,79.8,0,0,0,0,0
1986,4,141.6,174,0,0,106.2,174,0,0
1986,5,151.4,174,0,0,144.3,174,0,0
1986,6,150.2,0,0,0,191.6,0,0,0
1986,7,159.4,174,0,174,225.8,0,0,0
1986,8,160,32.7,0,0,234.5,32.7,0,0
1986,9,160,18.5,0,0,203.7,18.5,0,0
1986,10,160,8,0,8,173.2,0,0,0
1986,11,160,2,0,2,116.3,0,0,0
1986,12,160,0,6.7,0,76.5,0,0,0
1987,1,158.9,0,20.4,0,0,58.2,0,0
1987,2,159,0,0,0,90.3,0,0,0
1987,3,152.2,0,102.7,0,0,0,0,0
1987,4,151.6,0,0,0,150.6,0,0,0
1987,5,150.5,0,0,0,182.9,0,0,0
1987,6,149.2,0,0,0,214.2,0,0,0
1987,7,158.5,174,0,0,232.7,174,6.8,0
1987,8,157.1,0,0,0,15.5,217.2,0,0
1987,9,155.9,0,0,0,23.8,186.9,0,0
1987,10,155.3,0,0,0,0,165.1,14.5,0
1987,11,155,0,0,0,0,116.3,29,0
1987,12,150.4,0,75.3,0,0,49.4,2.6,0
1988,1,150.4,0,0,0,123.3,0,0,0
1988,2,150.4,0,0,0,116.9,0,0,0
1988,3,142.2,0,126.8,0,0,0,0,0
1988,4,144.7,53.8,0,0,163.2,0,53.8,0
1988,5,143.6,0,0,0,199.4,0,0,0
1988,6,142.4,0,0,0,228.8,0,0,0
1988,7,151.6,174,0,0,238.7,174,0,0
1988,8,150.3,0,0,0,41.9,190,0,0
1988,9,149.2,0,0,0,35.6,175.8,0,0
1988,10,148.5,0,0,0,3.2,175.4,0,0
1988,11,147.6,0,10.5,0,0,136.7,0,0
1988,12,144.8,0,44.9,0,0,89.7,0,0
1989,1,140.2,0,72,0,0,59.1,0,0
1989,2,136.7,0,59.9,0,84.5,0,0,0
1989,3,130,0,102.7,0,0,0,0,0
1989,4,132.5,53.8,0,0,150.6,0,53.8,0
1989,5,142.2,174,0,174,182.9,0,0,0
1989,6,141,0,0,0,214.2,0,0,0
1989,7,150.3,174,0,36.5,127,250,0,0
1989,8,143.6,0,86,0,0,146.8,0,0
1989,9,138.7,0,64.8,0,0,145.9,0,0
1989,10,135.1,0,49,0,0,130.6,0,0
1989,11,132.3,0,43.1,0,0,102.3,0,0
1989,12,128,0,69.8,0,0,57.5,0,0
1990,1,122,0,98.2,0,0,25.1,0,0
1990,2,121.9,0,0,0,121.1,0,0,0
1990,3,113.7,0,126.8,0,0,0,0,0
1990,4,116.3,53.8,0,0,163.2,0,53.8,0
1990,5,115.4,0,0,0,199.4,0,0,0
1990,6,114.3,0,0,0,228.8,0,0,0
1990,7,113,0,0,0,69.7,169,0,0
1990,8,105.3,0,105.2,0,0,126.6,0,0
1990,9,104.4,0,0,0,12.4,198.9,0,0
1990,10,103.1,0,11.3,0,0,167.2,0,0
1990,11,99,0,63.9,0,0,83.3,0,0
1990,12,97.2,0,28.8,0,0,105.8,0,0
1991,1,92.8,0,70.3,0,0,60.8,0,0
1991,2,90.8,0,32.3,0,112.1,0,0,0
1991,3,82.7,0,126.8,0,0,0,0,0
1991,4,85.4,53.8,0,0,163.2,0,53.8,0
1991,5,84.5,0,0,0,199.4,0,0,0
1991,6,83.6,0,0,0,228.8,0,0,0
1991,7,82.4,0,0,0,31.1,207.6,0,0
1991,8,74.7,0,108.8,0,0,123.1,0,0
1991,9,74,0,0,0,5.1,206.3,0,0
1991,10,70.5,0,47.9,0,0,130.6,0,0
1991,11,66.2,0,68.5,0,0,78.7,0,0
1991,12,62.7,0,58,0,0,76.6,0,0
1992,1,56.8,0,92.8,0,0,38.2,0,0
1992,2,53.3,0,59.4,0,80,0,0,0
1992,3,45.2,0,126.8,0,0,0,0,0
1992,4,56.7,200,0,146.2,163.2,0,53.8,0
1992,5,68.3,200,0,200,199.4,0,0,0
1992,6,67.5,0,0,0,228.8,0,0,0
1992,7,78.8,200,0,0,238.7,200,0,0
1992,8,86.1,135,0,27.6,89.3,250,0,0
1992,9,84.7,0,9.2,0,0,202.2,0,0
1992,10,79.7,0,72.6,0,0,106,0,0
1992,11,75.1,0,74.5,0,0,72.7,0,0
1992,12,70.6,0,71.9,0,0,62.7,0,0
1993,1,64.7,0,94.5,0,36.5,0,0,0
1993,2,64.5,0,0,0,144.4,0,0,0
1993,3,64.3,0,0,0,80.6,0,0,0
1993,4,64,0,0,0,117.1,0,0,0
1993,5,63.3,0,0,0,143.1,0,0,0
1993,6,62.5,0,0,0,207.2,0,0,0
1993,7,73.8,200,0,200,228.3,0,0,0
1993,8,84.9,196,0,0,236.3,196,0,0
1993,9,95.1,186.2,0,0,174.8,220.1,0,0
1993,10,105.5,177.2,0,177.2,178.8,0,0,0
1993,11,115.8,174,0,174,126.5,0,0,0
1993,12,126.7,174,0,0,115.5,174,0,0
1994,1,123.5,0,52.6,0,0,39,0,0
1994,2,123.5,0,0,0,85.5,0,0,0
1994,3,115.3,0,126.8,0,0,0,0,0
1994,4,114.7,0,0,0,163.2,0,0,0
1994,5,113.7,0,0,0,199.4,0,0,0
1994,6,112.6,0,0,0,228.8,0,0,0
1994,7,111.3,0,0,0,60.5,178.2,0,0
1994,8,110.1,0,0,0,0,208.6,23.3,0
1994,9,109.2,0,0,0,23,188.4,0,0
1994,10,108.6,0,0,0,0,165.6,12.9,0
1994,11,107,0,22,0,0,108.8,16.4,0
1994,12,103.7,0,53.7,0,0,81,0,0
1995,1,99.9,0,58.7,0,72.3,0,0,0
1995,2,99.8,0,0,0,144.4,0,0,0
1995,3,94.9,0,79.8,0,0,0,0,0
1995,4,105,177.3,0,0,106.2,177.3,0,0
1995,5,114.9,174,0,174,144.3,0,0,0
1995,6,113.8,0,0,0,191.6,0,0,0
1995,7,123.2,174,0,0,225.8,174,0,0
1995,8,132.7,174,0,174,234.5,0,0,0
1995,9,142.1,174,0,174,203.7,0,0,0
1995,10,152.3,174,0,174,173.2,0,0,0
1995,11,160,131.2,0,131.2,116.3,0,0,0
1995,12,160,0,6.7,0,76.5,0,0,0
1996,1,160,0,2.5,0,76,0,0,0
1996,2,160,0,1.4,0,85.7,0,0,0
1996,3,155.1,0,79.8,0,0,0,0,0
1996,4,154.6,0,0,0,106.2,0,0,0
1996,5,153.6,0,0,0,144.3,0,0,0
1996,6,152.4,0,0,0,191.6,0,0,0
1996,7,160,148.1,0,148.1,225.8,0,0,0
1996,8,160,22.8,0,0,234.5,22.8,0,0
1996,9,158.9,0,0,0,35.7,168.1,0,0
1996,10,160,25.9,0,25.9,173.2,0,0,0
1996,11,160,2,0,2,116.3,0,0,0
1996,12,160,0,6.7,0,76.5,0,0,0
1997,1,160,0,2.5,0,76,0,0,0
1997,2,160,0,1.5,0,88.8,0,0,0
1997,3,155.1,0,79.8,0,0,0,0,0
1997,4,160,91.1,0,0,106.2,91.1,0,0
1997,5,160,16.4,0,0,144.3,16.4,0,0
1997,6,158.8,0,0,0,191.6,0,0,0
1997,7,160,44.9,0,44.9,225.8,0,0,0
1997,8,160,22.8,0,0,234.5,22.8,0,0
1997,9,158.9,0,0,0,51.3,152.4,0,0
1997,10,160,25.9,0,25.9,173.2,0,0,0
1997,11,160,2,0,2,116.3,0,0,0
1997,12,160,0,6.7,0,76.5,0,0,0
1998,1,160,0,2.5,0,76,0,0,0
1998,2,157.5,0,46.5,0,0,43.7,0,0
1998,3,152.6,0,79.8,0,0,0,0,0
1998,4,160,133,0,0,106.2,133,0,0
1998,5,160,16.4,0,0,144.3,16.4,0,0
1998,6,158.8,0,0,0,191.6,0,0,0
1998,7,160,44.9,0,0,225.8,44.9,0,0
1998,8,160,22.8,0,22.8,234.5,0,0,0
1998,9,160,18.5,0,18.5,203.7,0,0,0
1998,10,160,8,0,8,173.2,0,0,0
1998,11,160,2,0,2,116.3,0,0,0
1998,12,160,0,6.7,0,76.5,0,0,0
1999,1,160,0,2.5,0,76,0,0,0
1999,2,160,0,1.5,0,88.8,0,0,0
1999,3,155.1,0,79.8,0,0,0,0,0
1999,4,160,91.1,0,91.1,106.2,0,0,0
1999,5,160,16.4,0,0,144.3,16.4,0,0
1999,6,158.8,0,0,0,191.6,0,0,0
1999,7,160,44.9,0,44.9,225.8,0,0,0
1999,8,160,22.8,0,0,234.5,22.8,0,0
1999,9,158.9,0,0,0,63.7,140,0,0
1999,10,160,25.9,0,25.9,173.2,0,0,0
1999,11,160,2,0,2,116.3,0,0,0
1999,12,160,0,6.7,0,76.5,0,0,0
2000,1,158.9,0,21.1,0,57.4,0,0,0
2000,2,158.9,0,0,0,87.2,0,0,0
2000,3,153.7,0,80.6,0,0,0,0,0
2000,4,160,116.1,0,0,117.1,116.1,0,0
2000,5,160,16.8,0,0,143.1,16.8,0,0
2000,6,158.7,0,0,0,207.2,0,0,0
2000,7,160,46.1,0,46.1,228.3,0,0,0
2000,8,160,22.7,0,0,236.3,22.7,0,0
2000,9,160,18.6,0,0,162.6,64.7,0,0
2000,10,160,10.6,0,10.6,178.8,0,0,0
2000,11,160,2,0,2,126.5,0,0,0
2000,12,160,0,3.8,0,111.7,0,0,0
2001,1,157.5,0,41.2,0,0,50.4,0,0
2001,2,157.5,0,0,0,85.5,0,0,0
2001,3,150.8,0,102.7,0,0,0,0,0
2001,4,150.1,0,0,0,150.6,0,0,0
2001,5,149,0,0,0,182.9,0,0,0
2001,6,147.8,0,0,0,214.2,0,0,0
2001,7,157,174,0,0,239.6,122,52,0
2001,8,155.6,0,0,0,24.8,207.9,0,0
2001,9,154.5,0,0,0,65.1,145.6,0,0
2001,10,153.8,0,0.6,0,0,179,0,0
2001,11,152.8,0,12.6,0,0,132.8,0,0
2001,12,148.9,0,64.4,0,0,62.9,0,0
2002,1,148.9,0,0,0,123.3,0,0,0
2002,2,148.9,0,0,0,121.1,0,0,0
2002,3,142.2,0,102.7,0,0,0,0,0
2002,4,141.5,0,0,0,150.6,0,0,0
2002,5,140.5,0,0,0,182.9,0,0,0
2002,6,139.2,0,0,0,214.2,0,0,0
2002,7,147.9,164.6,0,70,84.2,250,0,0
2002,8,143.4,0,52.5,0,0,180.2,0,0
2002,9,142.3,0,0,0,4.5,206.2,0,0
2002,10,137.5,0,68.6,0,0,111,0,0
2002,11,132.8,0,73.5,0,0,71.8,0,0
2002,12,132.9,0,0,0,127.3,0,0,0
2003,1,132.9,0,0,0,123.3,0,0,0
2003,2,132.9,0,0,0,121.1,0,0,0
2003,3,127.6,0,80.6,0,0,0,0,0
2003,4,127.1,0,0,0,117.1,0,0,0
2003,5,126.2,0,0,0,143.1,0,0,0
2003,6,125,0,0,0,207.2,0,0,0
2003,7,134.4,174,0,0,228.3,174,0,0
2003,8,143.8,174,0,0,236.3,174,0,0
2003,9,153.1,174,0,0,142.2,240.5,0,0
2003,10,151.8,0,59.7,0,0,119.9,0,0
2003,11,151.3,0,4.5,0,0,140.8,0,0
2003,12,146.8,0,73.2,0,0,54.1,0,0
2004,1,146.8,0,0,0,123.3,0,0,0
2004,2,146.8,0,0,0,116.9,0,0,0
2004,3,141.9,0,79.8,0,0,0,0,0
2004,4,151.8,174,0,0,106.2,174,0,0
2004,5,150.8,0,0,0,144.3,0,0,0
2004,6,149.6,0,0,0,191.6,0,0,0
2004,7,158.8,174,0,174,225.8,0,0,0
2004,8,160,42.1,0,0,234.5,42.1,0,0
2004,9,160,18.5,0,0,91.2,131,0,0
2004,10,160,8,0,8,173.2,0,0,0
2004,11,160,2,0,2,116.3,0,0,0
2004,12,160,0,6.7,0,76.5,0,0,0
2005,1,159.9,0,4.4,0,0,74.1,0,0
2005,2,160,0,0,0,90.3,0,0,0
2005,3,154.7,0,80.6,0,0,0,0,0
2005,4,160,98.8,0,98.8,117.1,0,0,0
2005,5,159,0,0,0,143.1,0,0,0
2005,6,157.7,0,0,0,207.2,0,0,0
2005,7,160,62.7,0,0,228.3,62.7,0,0
2005,8,160,22.7,0,0,236.3,22.7,0,0
2005,9,160,18.6,0,0,199.8,27.6,0,0
2005,10,160,10.6,0,0,178.8,10.6,0,0
2005,11,159.9,0,0,0,26.9,99.6,0,0
2005,12,160,0,1.8,0,113.7,0,0,0
2006,1,160,0,0.7,0,90.9,0,0,0
2006,2,160,0,0,0,85.5,0,0,0
2006,3,155.1,0,79.8,0,0,0,0,0
2006,4,160,91.1,0,91.1,106.2,0,0,0
2006,5,160,16.4,0,0,144.3,16.4,0,0
2006,6,158.8,0,0,0,191.6,0,0,0
2006,7,160,44.9,0,44.9,225.8,0,0,0
2006,8,160,22.8,0,0,234.5,22.8,0,0
2006,9,160,18.5,0,0,203.7,18.5,0,0
2006,10,160,8,0,8,173.2,0,0,0
2006,11,160,2,0,2,116.3,0,0,0
2006,12,160,0,6.7,0,76.5,0,0,0
