;DESCRIPTION: Top of Conservation volumes,,,,,
;SOURCE: CalSim II through 2003; CalSim 3 through 2015,,,,,
;COLUMN HEADINGS: Reservoir names and Ids,,,,,
;UNITS: AF,,,,,
;Column,0,1,2,3,4
1981,9,3400000,650000,3351000,317100
1981,10,3250000,720000,3163000,233200
1981,11,3252000,549000,2788000,152100
1981,12,3276000,370000,2788000,152100
1982,1,3616000,392000,2943000,160100
1982,2,3530000,338000,2987000,169100
1982,3,3953000,581000,2936000,178100
1982,4,4094000,800000,3303000,250100
1982,5,4552000,975000,3538000,312100
1982,6,4500000,975000,3538000,317100
1982,7,4150000,950000,3538000,317100
1982,8,3700000,800000,3538000,317100
1982,9,3400000,650000,3351000,317100
1982,10,3250000,720000,3149000,233200
1982,11,3252000,573000,2981000,152100
1982,12,3328000,573000,2930000,152100
1983,1,3371000,564000,2854000,160100
1983,2,3252000,551000,2788000,169100
1983,3,3417000,622000,2788000,178100
1983,4,4074000,800000,3208000,250100
1983,5,4552000,975000,3538000,312100
1983,6,4500000,975000,3538000,317100
1983,7,4150000,950000,3538000,317100
1983,8,3700000,800000,3538000,317100
1983,9,3400000,650000,3351000,317100
1983,10,3250000,720000,3163000,233200
1983,11,3252000,377000,2950000,152100
1983,12,3285000,329000,2788000,152100
1984,1,3650000,338000,3091000,160100
1984,2,4005000,360000,3078000,177100
1984,3,4246000,589000,3120000,202100
1984,4,4552000,800000,3459000,269100
1984,5,4552000,975000,3538000,315100
1984,6,4500000,975000,3538000,317100
1984,7,4150000,950000,3538000,317100
1984,8,3700000,800000,3538000,317100
1984,9,3400000,650000,3351000,317100
1984,10,3250000,720000,3163000,233200
1984,11,3252000,575000,2977000,152100
1984,12,3360000,575000,3133000,152100
1985,1,3833000,575000,3163000,165100
1985,2,4232000,575000,3163000,188100
1985,3,4552000,674000,3117000,211100
1985,4,4552000,800000,3459000,270100
1985,5,4552000,975000,3538000,315100
1985,6,4500000,975000,3538000,317100
1985,7,4150000,950000,3538000,317100
1985,8,3700000,800000,3538000,317100
1985,9,3400000,650000,3351000,317100
1985,10,3250000,720000,3163000,233200
1985,11,3252000,575000,3029000,152100
1985,12,3372000,575000,3125000,152100
1986,1,3658000,559000,2939000,160100
1986,2,3252000,357000,2788000,169100
1986,3,3534000,570000,2788000,178100
1986,4,4552000,800000,3381000,250100
1986,5,4552000,975000,3538000,312100
1986,6,4500000,975000,3538000,317100
1986,7,4150000,950000,3538000,317100
1986,8,3700000,800000,3538000,317100
1986,9,3400000,650000,3351000,317100
1986,10,3250000,720000,3163000,233200
1986,11,3252000,575000,3163000,152100
1986,12,3372000,575000,3163000,152100
1987,1,3835000,575000,3150000,165100
1987,2,4141000,575000,3098000,188100
1987,3,4298000,674000,3053000,211100
1987,4,4552000,800000,3459000,270100
1987,5,4552000,975000,3538000,315100
1987,6,4500000,975000,3538000,317100
1987,7,4150000,950000,3538000,317100
1987,8,3700000,800000,3538000,317100
1987,9,3400000,650000,3351000,317100
1987,10,3250000,720000,3163000,233200
1987,11,3252000,575000,3163000,152100
1987,12,3358000,575000,3009000,152100
1988,1,3727000,575000,3010000,165100
1988,2,4194000,573000,3160000,188100
1988,3,4552000,672000,3163000,211100
1988,4,4552000,800000,3447000,270100
1988,5,4552000,975000,3538000,315100
1988,6,4500000,975000,3538000,317100
1988,7,4150000,950000,3538000,317100
1988,8,3700000,800000,3538000,317100
1988,9,3400000,650000,3351000,317100
1988,10,3250000,720000,3163000,233200
1988,11,3252000,575000,2973000,152100
1988,12,3370000,575000,3021000,152100
1989,1,3835000,575000,3144000,165100
1989,2,4253000,574000,3163000,188100
1989,3,3841000,611000,2788000,211100
1989,4,4552000,800000,3335000,270100
1989,5,4552000,975000,3538000,315100
1989,6,4500000,975000,3538000,317100
1989,7,4150000,950000,3538000,317100
1989,8,3700000,800000,3538000,317100
1989,9,3400000,650000,3351000,317100
1989,10,3250000,720000,3102000,233200
1989,11,3252000,575000,3123000,152100
1989,12,3372000,575000,3163000,152100
1990,1,3822000,575000,3078000,165100
1990,2,4253000,575000,3108000,188100
1990,3,4552000,673000,3163000,211100
1990,4,4552000,800000,3451000,270100
1990,5,4552000,975000,3538000,315100
1990,6,4500000,975000,3538000,317100
1990,7,4150000,950000,3538000,317100
1990,8,3700000,800000,3538000,317100
1990,9,3400000,650000,3351000,317100
1990,10,3250000,720000,3163000,233200
1990,11,3252000,575000,3163000,152100
1990,12,3372000,575000,3163000,152100
1991,1,3835000,575000,3163000,165100
1991,2,4253000,575000,3163000,188100
1991,3,4552000,674000,2858000,211100
1991,4,4552000,800000,3393000,270100
1991,5,4552000,975000,3538000,315100
1991,6,4500000,975000,3538000,317100
1991,7,4150000,950000,3538000,317100
1991,8,3700000,800000,3538000,317100
1991,9,3400000,650000,3351000,317100
1991,10,3250000,720000,3163000,233200
1991,11,3252000,575000,3163000,152100
1991,12,3372000,575000,3163000,152100
1992,1,3835000,575000,3163000,165100
1992,2,4253000,575000,3163000,188100
1992,3,4552000,672000,2858000,211100
1992,4,4552000,800000,3393000,270100
1992,5,4552000,975000,3538000,315100
1992,6,4500000,975000,3538000,317100
1992,7,4150000,950000,3538000,317100
1992,8,3700000,800000,3538000,317100
1992,9,3400000,650000,3351000,317100
1992,10,3250000,720000,3157000,233200
1992,11,3252000,575000,2788000,152100
1992,12,3350000,575000,2788000,152100
1993,1,3321000,571000,2794000,160100
1993,2,3567000,555000,2856000,169100
1993,3,4000000,621000,2964000,178100
1993,4,4552000,800000,3456000,250100
1993,5,4552000,975000,3538000,312100
1993,6,4500000,975000,3538000,317100
1993,7,4150000,950000,3538000,317100
1993,8,3700000,800000,3538000,317100
1993,9,3400000,650000,3351000,317100
1993,10,3250000,720000,3163000,233200
1993,11,3252000,554000,3163000,152100
1993,12,3372000,564000,3156000,152100
1994,1,3835000,563000,3121000,165100
1994,2,4146000,562000,2985000,188100
1994,3,4552000,671000,3163000,211100
1994,4,4552000,800000,3459000,270100
1994,5,4552000,975000,3538000,315100
1994,6,4500000,975000,3538000,317100
1994,7,4150000,950000,3538000,317100
1994,8,3700000,800000,3538000,317100
1994,9,3400000,650000,3351000,317100
1994,10,3250000,720000,3149000,233200
1994,11,3252000,575000,2981000,152100
1994,12,3371600.098,575000,2930000,152100
1995,1,3252100.098,546000,2854000,162000
1995,2,3742500,498000,2788000,200700
1995,3,3416500,623000,2788000,206400
1995,4,4216799.805,800000,3208000,289900
1995,5,4552000,975000,3538000,317100
1995,6,4500000,975000,3538000,317100
1995,7,4150000,950000,3538000,317100
1995,8,3700000,800000,3538000,317100
1995,9,3400000,650000,3351000,317100
1995,10,3250000,720000,3163000,233200
1995,11,3252000,575000,3163000,152100
1995,12,3367600.098,575000,3139000,152100
1996,1,3722500,562000,2788000,176800
1996,2,3503100.098,478000,2788000,185100
1996,3,4009899.902,628000,2995000,239600
1996,4,4552100.098,800000,3352000,300900
1996,5,4552000,975000,3538000,317100
1996,6,4500000,975000,3538000,317100
1996,7,4150000,950000,3538000,317100
1996,8,3700000,800000,3538000,317100
1996,9,3400000,650000,3351000,317100
1996,10,3250000,720000,3163000,233200
1996,11,3252000,575000,3102000,152100
1996,12,3252100.098,500000,2788000,152100
1997,1,3252100.098,309000,2788000,158000
1997,2,3788800.049,342000,2952000,200700
1997,3,4462799.805,591000,3123000,239600
1997,4,4552100.098,800000,3459000,300900
1997,5,4552000,975000,3538000,317100
1997,6,4500000,975000,3538000,317100
1997,7,4150000,950000,3538000,317100
1997,8,3700000,800000,3538000,317100
1997,9,3400000,650000,3351000,317100
1997,10,3250000,720000,3163000,233200
1997,11,3252000,575000,3008000,152100
1997,12,3364399.902,575000,3107000,152100
1998,1,3338500,572000,2788000,166400
1998,2,3252100.098,538000,2788000,160700
1998,3,3503899.902,634000,2817000,202200
1998,4,4395000,800000,3298000,295900
1998,5,4552000,975000,3538000,317100
1998,6,4500000,975000,3538000,317100
1998,7,4150000,950000,3538000,317100
1998,8,3700000,800000,3538000,317100
1998,9,3400000,650000,3351000,317100
1998,10,3250000,720000,3163000,233200
1998,11,3252000,575000,3008000,152100
1998,12,3349000,575000,3107000,152100
1999,1,3640100.098,566000,2788000,179600
1999,2,3569600.098,526000,2788000,187000
1999,3,3980000,641000,2817000,239600
1999,4,4552100.098,800000,3298000,300900
1999,5,4552000,975000,3538000,317100
1999,6,4500000,975000,3538000,317100
1999,7,4150000,950000,3538000,317100
1999,8,3700000,800000,3538000,317100
1999,9,3400000,650000,3351000,317100
1999,10,3250000,720000,3157000,233200
1999,11,3252000,575000,2788000,152100
1999,12,3370300.049,575000,2788000,152100
2000,1,3614500,571000,2794000,165600
2000,2,3281500,538000,2856000,152200
2000,3,3975600.098,644000,2964000,237400
2000,4,4552100.098,800000,3456000,300900
2000,5,4552000,975000,3538000,317100
2000,6,4500000,975000,3538000,317100
2000,7,4150000,950000,3538000,317100
2000,8,3700000,800000,3538000,317100
2000,9,3400000,650000,3351000,317100
2000,10,3250000,720000,3163000,233200
2000,11,3252000,575000,2973000,152100
2000,12,3371600.098,575000,3021000,152100
2001,1,3834899.902,575000,3144000,177700
2001,2,4024500,575000,3163000,195100
2001,3,4437799.805,672000,2788000,239600
2001,4,4552100.098,800000,3335000,300900
2001,5,4552000,975000,3538000,317100
2001,6,4500000,975000,3538000,317100
2001,7,4150000,950000,3538000,317100
2001,8,3700000,800000,3538000,317100
2001,9,3400000,650000,3351000,317100
2001,10,3250000,720000,3163000,233200
2001,11,3252000,575000,2973000,152100
2001,12,3333800.049,575000,3021000,152100
2002,1,3678399.902,574000,3144000,177700
2002,2,4022000,563000,3163000,200700
2002,3,4462200.195,656000,2788000,239600
2002,4,4552100.098,800000,3335000,300900
2002,5,4552000,975000,3538000,317100
2002,6,4500000,975000,3538000,317100
2002,7,4150000,950000,3538000,317100
2002,8,3700000,800000,3538000,317100
2002,9,3400000,650000,3351000,317100
2002,10,3250000,720000,3157000,233200
2002,11,3252000,575000,2788000,152100
2002,12,3291300.049,575000,2788000,152100
2003,1,3515199.951,563000,2794000,177700
2003,2,4006399.902,539000,2856000,200700
2003,3,4346899.902,641000,2964000,239600
2003,4,4552100.098,800000,3456000,295000
2003,5,4552000,975000,3538000,317100
2003,6,4500000,975000,3538000,317100
2003,7,4150000,950000,3538000,317100
2003,8,3700000,800000,3538000,317100
2003,9,3400000,650000,3351000,317100
2003,10,3250000,720000,3163000,233200
2003,11,3252000,566799.9878,3163000,152100
2003,12,3343600.098,570000,2854000,152100
2004,1,3718699.951,577000,2959000,177300
2004,2,3401100.098,577000,2788000,189100
2004,3,4181399.902,661700.0122,3062000,239500
2004,4,4552100.098,800000,3410000,300800
2004,5,4552000,975000,3538000,317100
2004,6,4500000,975000,3538000,317100
2004,7,4150000,950000,3538000,317100
2004,8,3700000,800000,3538000,317100
2004,9,3400000,650000,3351000,317100
2004,10,3250000,720000,3132000,233200
2004,11,3252000,577000,3163000,152100
2004,12,3360899.902,575299.9878,2935000,152100
2005,1,3710199.951,564500,3035000,167100
2005,2,4063399.902,570099.9756,3090000,189600
2005,3,4253000,670099.9756,2956000,205100
2005,4,4552100.098,800000,3408000,300800
2005,5,4552000,975000,3538000,317100
2005,6,4500000,975000,3538000,317100
2005,7,4150000,950000,3538000,317100
2005,8,3700000,800000,3538000,317100
2005,9,3400000,650000,3530000,317100
2005,10,3250000,720000,3163000,233200
2005,11,3252100.098,575000,3140000,152100
2005,12,3273899.902,575000,2788000,152100
2006,1,3420600.098,575000,2788000,170700
2006,2,3759899.902,606299.9878,2803000,196900
2006,3,3733199.951,633299.9878,2788000,197600
2006,4,3879800.049,802400.0244,3115000,277800
2006,5,4552100.098,975000,3538000,317100
2006,6,3200000,975000,3538000,317100
2006,7,3200000,975000,3538000,317100
2006,8,3200000,975000,3538000,317100
2006,9,3200000,975000,3351000,317100
2006,10,3250000,720000,3163000,233200
2006,11,3252000,575000,3163000,152100
2006,12,3370000,575000,3163000,152100
2007,1,3828000,575000,3100000,177600
2007,2,4197000,575000,2916000,183900
2007,3,4552000,675000,3069000,239500
2007,4,4552000,800000,3425000,300800
2007,5,4552000,975000,3538000,317100
2007,6,4500000,975000,3538000,317100
2007,7,4150000,950000,3538000,317100
2007,8,3700000,800000,3538000,317100
2007,9,3400000,650000,3350000,317100
2007,10,3250000,720000,3163000,233200
2007,11,3252000,575000,3163000,152100
2007,12,3358000,575000,3009000,152100
2008,1,3727000,575000,3010000,168600
2008,2,4194000,573000,3160000,197400
2008,3,4552000,672000,3163000,239500
2008,4,4552000,800000,3447000,300800
2008,5,4552000,975000,3538000,317100
2008,6,4500000,975000,3538000,317100
2008,7,4150000,950000,3538000,317100
2008,8,3700000,800000,3538000,317100
2008,9,3400000,650000,3351000,317100
2008,10,3250000,720000,3163000,233200
2008,11,3252000,575000,3163000,152100
2008,12,3359000,575000,2788000,152100
2009,1,3818000,575000,2931000,177600
2009,2,4251000,575000,3120000,191100
2009,3,4439000,673000,3163000,239500
2009,4,4552000,800000,3433000,300800
2009,5,4552000,975000,3538000,317100
2009,6,4500000,975000,3538000,317100
2009,7,4150000,950000,3538000,317100
2009,8,3700000,800000,3538000,317100
2009,9,3400000,650000,3350000,317100
2009,10,3250000,720000,3163000,233200
2009,11,3252000,575000,3163000,152100
2009,12,3359000,575000,2788000,152100
2010,1,3818000,575000,2931000,168500
2010,2,4251000,575000,3120000,187600
2010,3,4439000,673000,3163000,239500
2010,4,4552000,800000,3433000,289400
2010,5,4552000,975000,3538000,317100
2010,6,4500000,975000,3538000,317100
2010,7,4150000,950000,3538000,317100
2010,8,3700000,800000,3538000,317100
2010,9,3400000,650000,3350000,317100
2010,10,3250000,720000,3163000,233200
2010,11,3252000,575000,3163000,152100
2010,12,3359000,575000,2788000,152100
2011,1,3818000,575000,2931000,176400
2011,2,4251000,575000,3120000,189800
2011,3,4439000,673000,3163000,187900
2011,4,4552000,800000,3433000,300800
2011,5,4552000,975000,3538000,317100
2011,6,4500000,975000,3538000,317100
2011,7,4150000,950000,3538000,317100
2011,8,3700000,800000,3538000,317100
2011,9,3400000,650000,3350000,317100
2011,10,3250000,720000,3163000,233200
2011,11,3252000,575000,3163000,152100
2011,12,3359000,575000,2788000,152100
2012,1,3818000,575000,2931000,177300
2012,2,4251000,575000,3120000,200800
2012,3,4439000,673000,3163000,221700
2012,4,4552000,800000,3433000,289700
2012,5,4552000,975000,3538000,317100
2012,6,4500000,975000,3538000,317100
2012,7,4150000,950000,3538000,317100
2012,8,3700000,800000,3538000,317100
2012,9,3400000,650000,3350000,317100
2012,10,3250000,720000,3163000,233200
2012,11,3252000,575000,3163000,152100
2012,12,3359000,575000,2788000,152100
2013,1,3818000,575000,2931000,177600
2013,2,4251000,575000,3120000,200600
2013,3,4439000,673000,3163000,239500
2013,4,4552000,800000,3433000,300800
2013,5,4552000,975000,3538000,317100
2013,6,4500000,975000,3538000,317100
2013,7,4150000,950000,3538000,317100
2013,8,3700000,800000,3538000,317100
2013,9,3400000,650000,3350000,317100
2013,10,3250000,720000,3163000,233200
2013,11,3252000,575000,3163000,152100
2013,12,3359000,575000,2788000,152100
2014,1,3818000,575000,2931000,177600
2014,2,4251000,575000,3120000,189700
2014,3,4439000,673000,3163000,228200
2014,4,4552000,800000,3433000,300800
2014,5,4552000,975000,3538000,317100
2014,6,4500000,975000,3538000,317100
2014,7,4150000,950000,3538000,317100
2014,8,3700000,800000,3538000,317100
2014,9,3400000,650000,3350000,317100
2014,10,3250000,720000,3163000,233200
2014,11,3252000,575000,3163000,152100
2014,12,3359000,575000,2788000,152100
2015,1,3818000,575000,2931000,177610
2015,2,4251000,575000,3120000,200640
2015,3,4439000,673000,3163000,239550
2015,4,4552000,800000,3433000,300770
2015,5,4552000,975000,3538000,317100
2015,6,4500000,975000,3538000,317100
2015,7,4150000,950000,3538000,317100
2015,8,3700000,800000,3538000,317100
2015,9,3400000,650000,3350000,317100
