;DESCRIPTION: Top of Conservation volumes,,,,,
;SOURCE: CalSim II through 2003; CalSim 3 through 2015,,,,,
;COLUMN HEADINGS: Reservoir names and Ids,,,,,
;UNITS: AF,,,,,
;Column,0,1,2,3,4
1935,7,4150000,950000,3538000,317100
1935,8,3700000,800000,3538000,317100
1935,9,3400000,650000,3350000,317100
1935,10,3250000,720000,3163000,233200
1935,11,3252000,575000,3163000,152100
1935,12,3370000,575000,3143000,152100
1936,1,3698000,575000,2950000,160100
1936,2,3588000,570000,2788000,177100
1936,3,4410000,667000,2954000,202100
1936,4,4552000,800000,3408000,269100
1936,5,4552000,975000,3538000,315100
1936,6,4500000,975000,3538000,317100
1936,7,4150000,950000,3538000,317100
1936,8,3700000,800000,3538000,317100
1936,9,3400000,650000,3350000,317100
1936,10,3250000,720000,3163000,233200
1936,11,3252000,575000,3163000,152100
1936,12,3370000,575000,3143000,152100
1937,1,3828000,575000,3013000,160100
1937,2,4256000,575000,2900000,169100
1937,3,4279000,675000,2904000,178100
1937,4,4552000,800000,3385000,250100
1937,5,4552000,975000,3538000,312100
1937,6,4500000,975000,3538000,317100
1937,7,4150000,950000,3538000,317100
1937,8,3700000,800000,3538000,317100
1937,9,3400000,650000,3350000,317100
1937,10,3250000,720000,3163000,233200
1937,11,3252000,575000,2865000,152100
1937,12,3310000,575000,2867000,152100
1938,1,3668000,575000,2924000,160100
1938,2,3560000,575000,2788000,169100
1938,3,3416000,674000,2788000,178100
1938,4,4058000,800000,3277000,250100
1938,5,4552000,975000,3538000,312100
1938,6,4500000,975000,3538000,317100
1938,7,4150000,950000,3538000,317100
1938,8,3700000,800000,3538000,317100
1938,9,3400000,650000,3350000,317100
1938,10,3250000,720000,3163000,233200
1938,11,3252000,575000,3163000,152100
1938,12,3370000,575000,3163000,152100
1939,1,3828000,575000,3134000,165100
1939,2,4256000,575000,3163000,188100
1939,3,4495000,675000,3133000,211100
1939,4,4552000,800000,3459000,270100
1939,5,4552000,975000,3538000,315100
1939,6,4500000,975000,3538000,317100
1939,7,4150000,950000,3538000,317100
1939,8,3700000,800000,3538000,317100
1939,9,3400000,650000,3350000,317100
1939,10,3250000,720000,3163000,233200
1939,11,3252000,575000,3163000,152100
1939,12,3370000,575000,3154000,152100
1940,1,3629000,572000,2870000,160100
1940,2,3252000,559000,2788000,177100
1940,3,3435000,618000,2788000,202100
1940,4,4534000,800000,3238000,269100
1940,5,4552000,975000,3538000,315100
1940,6,4500000,975000,3538000,317100
1940,7,4150000,950000,3538000,317100
1940,8,3700000,800000,3538000,317100
1940,9,3400000,650000,3350000,317100
1940,10,3250000,720000,3163000,233200
1940,11,3252000,575000,3163000,152100
1940,12,3293000,575000,2788000,152100
1941,1,3317000,575000,2788000,160100
1941,2,3423000,574000,2788000,169100
1941,3,3940000,672000,2918000,178100
1941,4,4456000,800000,3334000,250100
1941,5,4552000,975000,3538000,312100
1941,6,4500000,975000,3538000,317100
1941,7,4150000,950000,3538000,317100
1941,8,3700000,800000,3538000,317100
1941,9,3400000,650000,3350000,317100
1941,10,3250000,720000,3163000,233200
1941,11,3252000,575000,3163000,152100
1941,12,3316000,575000,2788000,152100
1942,1,3389000,572000,2788000,160100
1942,2,3516000,563000,2806000,169100
1942,3,4360000,665000,3058000,178100
1942,4,4552000,800000,3281000,250100
1942,5,4552000,975000,3538000,312100
1942,6,4500000,975000,3538000,317100
1942,7,4150000,950000,3538000,317100
1942,8,3700000,800000,3538000,317100
1942,9,3400000,650000,3350000,317100
1942,10,3250000,720000,3163000,233200
1942,11,3252000,575000,3085000,152100
1942,12,3356000,575000,2966000,152100
1943,1,3541000,565000,2788000,160100
1943,2,3848000,537000,2890000,169100
1943,3,4118000,618000,2937000,178100
1943,4,4552000,800000,3350000,250100
1943,5,4552000,975000,3538000,312100
1943,6,4500000,975000,3538000,317100
1943,7,4150000,950000,3538000,317100
1943,8,3700000,800000,3538000,317100
1943,9,3400000,650000,3350000,317100
1943,10,3250000,720000,3163000,233200
1943,11,3252000,575000,3163000,152100
1943,12,3370000,575000,3163000,152100
1944,1,3828000,575000,3100000,162100
1944,2,4197000,575000,2916000,181100
1944,3,4552000,675000,3069000,206100
1944,4,4552000,800000,3425000,268100
1944,5,4552000,975000,3538000,315100
1944,6,4500000,975000,3538000,317100
1944,7,4150000,950000,3538000,317100
1944,8,3700000,800000,3538000,317100
1944,9,3400000,650000,3350000,317100
1944,10,3250000,720000,3163000,233200
1944,11,3252000,575000,3032000,152100
1944,12,3352000,575000,2982000,152100
1945,1,3791000,575000,3116000,160100
1945,2,3948000,565000,2981000,177100
1945,3,4454000,672000,3022000,202100
1945,4,4552000,800000,3459000,269100
1945,5,4552000,975000,3538000,315100
1945,6,4500000,975000,3538000,317100
1945,7,4150000,950000,3538000,317100
1945,8,3700000,800000,3538000,317100
1945,9,3400000,650000,3350000,317100
1945,10,3250000,720000,3018000,233200
1945,11,3252000,575000,2947000,152100
1945,12,3265000,575000,2788000,152100
1946,1,3622000,571000,3007000,160100
1946,2,4073000,565000,3064000,177100
1946,3,4453000,663000,3063000,202100
1946,4,4552000,800000,3459000,269100
1946,5,4552000,975000,3538000,315100
1946,6,4500000,975000,3538000,317100
1946,7,4150000,950000,3538000,317100
1946,8,3700000,800000,3538000,317100
1946,9,3400000,650000,3350000,317100
1946,10,3250000,720000,3163000,233200
1946,11,3252000,575000,3007000,152100
1946,12,3370000,575000,3076000,152100
1947,1,3828000,575000,3163000,165100
1947,2,4188000,575000,3099000,188100
1947,3,4438000,674000,2982000,211100
1947,4,4552000,800000,3447000,270100
1947,5,4552000,975000,3538000,315100
1947,6,4500000,975000,3538000,317100
1947,7,4150000,950000,3538000,317100
1947,8,3700000,800000,3538000,317100
1947,9,3400000,650000,3350000,317100
1947,10,3250000,720000,3081000,233200
1947,11,3252000,575000,3163000,152100
1947,12,3370000,575000,3163000,152100
1948,1,3752000,569000,3140000,162100
1948,2,4254000,565000,3163000,181100
1948,3,4479000,673000,2963000,206100
1948,4,4422000,800000,3084000,268100
1948,5,4552000,975000,3538000,315100
1948,6,4500000,975000,3538000,317100
1948,7,4150000,950000,3538000,317100
1948,8,3700000,800000,3538000,317100
1948,9,3400000,650000,3350000,317100
1948,10,3250000,720000,3163000,233200
1948,11,3252000,575000,3163000,152100
1948,12,3370000,575000,3111000,152100
1949,1,3828000,575000,3163000,162100
1949,2,4194000,575000,3104000,181100
1949,3,4071000,675000,3004000,206100
1949,4,4552000,800000,3459000,268100
1949,5,4552000,975000,3538000,315100
1949,6,4500000,975000,3538000,317100
1949,7,4150000,950000,3538000,317100
1949,8,3700000,800000,3538000,317100
1949,9,3400000,650000,3350000,317100
1949,10,3250000,720000,3163000,233200
1949,11,3252000,575000,3163000,152100
1949,12,3370000,575000,3163000,152100
1950,1,3763000,575000,2882000,162100
1950,2,4054000,572000,2935000,181100
1950,3,4366000,672000,2940000,206100
1950,4,4552000,800000,3373000,268100
1950,5,4552000,975000,3538000,315100
1950,6,4500000,975000,3538000,317100
1950,7,4150000,950000,3538000,317100
1950,8,3700000,800000,3538000,317100
1950,9,3400000,650000,3350000,317100
1950,10,3250000,720000,2984000,233200
1950,11,3252000,382000,2788000,152100
1950,12,3322000,305000,2866000,152100
1951,1,3624000,320000,2846000,160100
1951,2,3794000,341000,2925000,177100
1951,3,4352000,587000,3105000,202100
1951,4,4552000,800000,3435000,269100
1951,5,4552000,975000,3538000,315100
1951,6,4500000,975000,3538000,317100
1951,7,4150000,950000,3538000,317100
1951,8,3700000,800000,3538000,317100
1951,9,3400000,650000,3350000,317100
1951,10,3250000,720000,3163000,233200
1951,11,3252000,575000,2998000,152100
1951,12,3306000,575000,2788000,152100
1952,1,3604000,575000,2788000,160100
1952,2,3739000,574000,2832000,169100
1952,3,4022000,674000,2988000,178100
1952,4,4290000,800000,3452000,250100
1952,5,4552000,975000,3538000,312100
1952,6,4500000,975000,3538000,317100
1952,7,4150000,950000,3538000,317100
1952,8,3700000,800000,3538000,317100
1952,9,3400000,650000,3350000,317100
1952,10,3250000,720000,3163000,233200
1952,11,3252000,575000,3163000,152100
1952,12,3345000,575000,2918000,152100
1953,1,3366000,574000,2809000,162100
1953,2,3960000,568000,3101000,181100
1953,3,4324000,672000,3059000,206100
1953,4,4552000,800000,3284000,268100
1953,5,4552000,975000,3538000,315100
1953,6,4500000,975000,3538000,317100
1953,7,4150000,950000,3538000,317100
1953,8,3700000,800000,3538000,317100
1953,9,3400000,650000,3350000,317100
1953,10,3250000,720000,3163000,233200
1953,11,3252000,575000,3115000,152100
1953,12,3364000,575000,3163000,152100
1954,1,3552000,575000,2918000,162100
1954,2,3661000,575000,2903000,181100
1954,3,4106000,672000,2943000,206100
1954,4,4546000,800000,3292000,268100
1954,5,4552000,975000,3538000,315100
1954,6,4500000,975000,3538000,317100
1954,7,4150000,950000,3538000,317100
1954,8,3700000,800000,3538000,317100
1954,9,3400000,650000,3350000,317100
1954,10,3250000,720000,3163000,233200
1954,11,3252000,575000,3163000,152100
1954,12,3360000,575000,3074000,152100
1955,1,3813000,575000,3095000,165100
1955,2,4234000,575000,3105000,188100
1955,3,4552000,675000,3163000,211100
1955,4,4552000,800000,3366000,270100
1955,5,4552000,975000,3538000,315100
1955,6,4500000,975000,3538000,317100
1955,7,4150000,950000,3538000,317100
1955,8,3700000,800000,3538000,317100
1955,9,3400000,650000,3350000,317100
1955,10,3250000,720000,3163000,233200
1955,11,3252000,575000,3157000,152100
1955,12,3252000,531000,2788000,152100
1956,1,3252000,393000,2788000,160100
1956,2,3288000,391000,2788000,169100
1956,3,4014000,597000,3018000,178100
1956,4,4552000,800000,3427000,250100
1956,5,4552000,975000,3538000,312100
1956,6,4500000,975000,3538000,317100
1956,7,4150000,950000,3538000,317100
1956,8,3700000,800000,3538000,317100
1956,9,3400000,650000,3350000,317100
1956,10,3250000,720000,3080000,233200
1956,11,3252000,575000,3163000,152100
1956,12,3370000,575000,3163000,152100
1957,1,3828000,575000,3116000,162100
1957,2,3675000,571000,2847000,181100
1957,3,4129000,667000,2990000,206100
1957,4,4552000,800000,3388000,268100
1957,5,4552000,975000,3538000,315100
1957,6,4500000,975000,3538000,317100
1957,7,4150000,950000,3538000,317100
1957,8,3700000,800000,3538000,317100
1957,9,3400000,650000,3350000,317100
1957,10,3250000,720000,3156000,233200
1957,11,3252000,575000,3163000,152100
1957,12,3338000,575000,2996000,152100
1958,1,3531000,575000,2860000,160100
1958,2,3252000,565000,2788000,169100
1958,3,3416000,671000,2788000,178100
1958,4,4173000,800000,3235000,250100
1958,5,4552000,975000,3538000,312100
1958,6,4500000,975000,3538000,317100
1958,7,4150000,950000,3538000,317100
1958,8,3700000,800000,3538000,317100
1958,9,3400000,650000,3350000,317100
1958,10,3250000,720000,3163000,233200
1958,11,3252000,575000,3163000,152100
1958,12,3370000,575000,3163000,152100
1959,1,3648000,575000,2978000,165100
1959,2,3777000,575000,2839000,188100
1959,3,4378000,673000,3054000,211100
1959,4,4552000,800000,3459000,270100
1959,5,4552000,975000,3538000,315100
1959,6,4500000,975000,3538000,317100
1959,7,4150000,950000,3538000,317100
1959,8,3700000,800000,3538000,317100
1959,9,3400000,650000,3350000,317100
1959,10,3250000,720000,3163000,233200
1959,11,3252000,575000,3163000,152100
1959,12,3370000,575000,3163000,152100
1960,1,3783000,575000,2965000,165100
1960,2,3994000,575000,2936000,188100
1960,3,4273000,669000,2909000,211100
1960,4,4552000,800000,3365000,270100
1960,5,4552000,975000,3538000,315100
1960,6,4500000,975000,3538000,317100
1960,7,4150000,950000,3538000,317100
1960,8,3700000,800000,3538000,317100
1960,9,3400000,650000,3350000,317100
1960,10,3250000,720000,3163000,233200
1960,11,3252000,575000,3001000,152100
1960,12,3350000,575000,3117000,152100
1961,1,3751000,575000,3055000,165100
1961,2,3914000,575000,3077000,188100
1961,3,4280000,674000,3021000,211100
1961,4,4552000,800000,3416000,270100
1961,5,4552000,975000,3538000,315100
1961,6,4500000,975000,3538000,317100
1961,7,4150000,950000,3538000,317100
1961,8,3700000,800000,3538000,317100
1961,9,3400000,650000,3350000,317100
1961,10,3250000,720000,3163000,233200
1961,11,3252000,575000,3081000,152100
1961,12,3356000,575000,3106000,152100
1962,1,3819000,575000,3116000,162100
1962,2,3675000,575000,2788000,181100
1962,3,4292000,675000,2936000,206100
1962,4,4552000,800000,3426000,268100
1962,5,4552000,975000,3538000,315100
1962,6,4500000,975000,3538000,317100
1962,7,4150000,950000,3538000,317100
1962,8,3700000,800000,3538000,317100
1962,9,3400000,650000,3350000,317100
1962,10,3250000,720000,2839000,233200
1962,11,3252000,575000,3010000,152100
1962,12,3349000,575000,3051000,152100
1963,1,3764000,554000,2940000,160100
1963,2,3944000,475000,3057000,177100
1963,3,4226000,623000,2927000,202100
1963,4,4137000,800000,3180000,269100
1963,5,4552000,975000,3538000,315100
1963,6,4500000,975000,3538000,317100
1963,7,4150000,950000,3538000,317100
1963,8,3700000,800000,3538000,317100
1963,9,3400000,650000,3350000,317100
1963,10,3250000,720000,3163000,233200
1963,11,3252000,575000,3024000,152100
1963,12,3366000,575000,3163000,152100
1964,1,3705000,575000,3034000,165100
1964,2,4194000,575000,3163000,188100
1964,3,4552000,674000,3163000,211100
1964,4,4552000,800000,3459000,270100
1964,5,4552000,975000,3538000,315100
1964,6,4500000,975000,3538000,317100
1964,7,4150000,950000,3538000,317100
1964,8,3700000,800000,3538000,317100
1964,9,3400000,650000,3350000,317100
1964,10,3250000,720000,3163000,233200
1964,11,3252000,575000,3068000,152100
1964,12,3252000,364000,2788000,152100
1965,1,3368000,360000,2788000,160100
1965,2,3913000,377000,2997000,169100
1965,3,4547000,595000,3096000,178100
1965,4,4500000,800000,3354000,250100
1965,5,4552000,975000,3538000,312100
1965,6,4500000,975000,3538000,317100
1965,7,4150000,950000,3538000,317100
1965,8,3700000,800000,3538000,317100
1965,9,3400000,650000,3350000,317100
1965,10,3250000,720000,3163000,233200
1965,11,3252000,575000,2943000,152100
1965,12,3359000,575000,2946000,152100
1966,1,3725000,575000,3015000,162100
1966,2,4037000,575000,3100000,181100
1966,3,4229000,674000,3163000,206100
1966,4,4552000,800000,3459000,268100
1966,5,4552000,975000,3538000,315100
1966,6,4500000,975000,3538000,317100
1966,7,4150000,950000,3538000,317100
1966,8,3700000,800000,3538000,317100
1966,9,3400000,650000,3350000,317100
1966,10,3250000,720000,3162000,233200
1966,11,3252000,575000,2913000,152100
1966,12,3335000,575000,2973000,152100
1967,1,3551000,571000,2787000,160100
1967,2,3920000,560000,2951000,169100
1967,3,4033000,642000,2847000,178100
1967,4,4479000,800000,3236000,250100
1967,5,4552000,975000,3538000,312100
1967,6,4500000,975000,3538000,317100
1967,7,4150000,950000,3538000,317100
1967,8,3700000,800000,3538000,317100
1967,9,3400000,650000,3350000,317100
1967,10,3250000,720000,3162000,233200
1967,11,3252000,575000,3162000,152100
1967,12,3370000,575000,3141000,152100
1968,1,3792000,575000,2922000,165100
1968,2,3654000,554000,2962000,188100
1968,3,4248000,650000,3036000,211100
1968,4,4552000,800000,3459000,270100
1968,5,4552000,975000,3538000,315100
1968,6,4500000,975000,3538000,317100
1968,7,4150000,950000,3538000,317100
1968,8,3700000,800000,3538000,317100
1968,9,3400000,650000,3162000,317100
1968,10,3250000,720000,3162000,233200
1968,11,3252000,575000,3097000,152100
1968,12,3354000,575000,2908000,152100
1969,1,3358000,550000,2788000,160100
1969,2,3480000,535000,2788000,169100
1969,3,4030000,645000,3027000,178100
1969,4,4434000,800000,3470000,250100
1969,5,4552000,975000,3538000,312100
1969,6,4500000,975000,3538000,317100
1969,7,4150000,950000,3538000,317100
1969,8,3700000,800000,3538000,317100
1969,9,3400000,650000,3162000,317100
1969,10,3250000,720000,3162000,233200
1969,11,3252000,575000,3162000,152100
1969,12,3317000,575000,2806000,152100
1970,1,3252000,387000,2787000,160100
1970,2,3431000,380000,2787000,177100
1970,3,4172000,594000,3163000,202100
1970,4,4552000,800000,3465000,269100
1970,5,4552000,975000,3538000,315100
1970,6,4500000,975000,3538000,317100
1970,7,4150000,950000,3538000,317100
1970,8,3700000,800000,3538000,317100
1970,9,3400000,650000,3350000,317100
1970,10,3250000,720000,3163000,233200
1970,11,3252000,575000,2957000,152100
1970,12,3319000,575000,2788000,152100
1971,1,3515000,575000,3004000,162100
1971,2,3966000,566000,3162000,181100
1971,3,3873000,663000,3162000,206100
1971,4,4552000,800000,3433000,268100
1971,5,4552000,975000,3538000,315100
1971,6,4500000,975000,3538000,317100
1971,7,4150000,950000,3538000,317100
1971,8,3700000,800000,3538000,317100
1971,9,3400000,650000,3162000,317100
1971,10,3250000,720000,3163000,233200
1971,11,3252000,575000,3163000,152100
1971,12,3365000,575000,3029000,152100
1972,1,3714000,575000,3088000,165100
1972,2,3979000,575000,3058000,188100
1972,3,4249000,660000,3163000,211100
1972,4,4552000,800000,3463000,270100
1972,5,4552000,975000,3538000,315100
1972,6,4500000,975000,3538000,317100
1972,7,4150000,950000,3538000,317100
1972,8,3700000,800000,3538000,317100
1972,9,3400000,650000,3338000,317100
1972,10,3250000,720000,3163000,233200
1972,11,3252000,575000,3053000,152100
1972,12,3346000,575000,3053000,152100
1973,1,3552000,567000,2788000,160100
1973,2,3636000,563000,2788000,177100
1973,3,4162000,669000,2951000,202100
1973,4,4552000,800000,3463000,269100
1973,5,4552000,975000,3538000,315100
1973,6,4500000,975000,3538000,317100
1973,7,4150000,950000,3538000,317100
1973,8,3700000,800000,3538000,317100
1973,9,3400000,650000,3338000,317100
1973,10,3250000,720000,3163000,233200
1973,11,3252000,575000,2788000,152100
1973,12,3267000,575000,2800000,152100
1974,1,3252000,495000,2870000,160100
1974,2,3694000,480000,3009000,169100
1974,3,3416000,606000,2788000,178100
1974,4,4289000,800000,3292000,250100
1974,5,4552000,975000,3538000,312100
1974,6,4500000,975000,3538000,317100
1974,7,4150000,950000,3538000,317100
1974,8,3700000,800000,3538000,317100
1974,9,3400000,650000,3338000,317100
1974,10,3250000,720000,3163000,233200
1974,11,3252000,575000,3163000,152100
1974,12,3372000,575000,3163000,152100
1975,1,3835000,575000,3163000,160100
1975,2,3936000,575000,2884000,169100
1975,3,3756000,674000,2833000,178100
1975,4,4532000,800000,3320000,250100
1975,5,4552000,975000,3538000,312100
1975,6,4500000,975000,3538000,317100
1975,7,4150000,950000,3538000,317100
1975,8,3700000,800000,3538000,317100
1975,9,3400000,650000,3338000,317100
1975,10,3250000,720000,3140000,233200
1975,11,3252000,575000,3163000,152100
1975,12,3372000,575000,3163000,152100
1976,1,3835000,575000,3163000,165100
1976,2,4146000,575000,3162000,188100
1976,3,4552000,675000,3163000,211100
1976,4,4552000,800000,3463000,270100
1976,5,4552000,975000,3538000,315100
1976,6,4500000,975000,3538000,317100
1976,7,4150000,950000,3538000,317100
1976,8,3700000,800000,3538000,317100
1976,9,3400000,650000,3338000,317100
1976,10,3250000,720000,3163000,233200
1976,11,3252000,575000,3163000,152100
1976,12,3372000,575000,3163000,152100
1977,1,3835000,575000,3163000,165100
1977,2,4253000,575000,3163000,188100
1977,3,4552000,675000,3163000,211100
1977,4,4552000,800000,3463000,270100
1977,5,4552000,975000,3538000,315100
1977,6,4500000,975000,3538000,317100
1977,7,4150000,950000,3538000,317100
1977,8,3700000,800000,3538000,317100
1977,9,3400000,650000,3338000,317100
1977,10,3250000,720000,3163000,233200
1977,11,3252000,575000,3163000,152100
1977,12,3350000,575000,2908000,152100
1978,1,3321000,569000,2788000,160100
1978,2,3567000,557000,2853000,169100
1978,3,4000000,623000,2944000,178100
1978,4,4552000,800000,3218000,250100
1978,5,4552000,975000,3538000,312100
1978,6,4500000,975000,3538000,317100
1978,7,4150000,950000,3538000,317100
1978,8,3700000,800000,3538000,317100
1978,9,3400000,650000,3338000,317100
1978,10,3250000,720000,3163000,233200
1978,11,3252000,575000,3163000,152100
1978,12,3368000,575000,3163000,152100
1979,1,3824000,575000,3111000,160100
1979,2,4100000,575000,2843000,177100
1979,3,4360000,672000,3001000,202100
1979,4,4552000,800000,3380000,269100
1979,5,4552000,975000,3538000,315100
1979,6,4500000,975000,3538000,317100
1979,7,4150000,950000,3538000,317100
1979,8,3700000,800000,3538000,317100
1979,9,3400000,650000,3351000,317100
1979,10,3250000,720000,3115000,233200
1979,11,3252000,575000,3107000,152100
1979,12,3367000,575000,2917000,152100
1980,1,3528000,433000,2813000,160100
1980,2,3292000,390000,2788000,169100
1980,3,4100000,602000,3028000,178100
1980,4,4552000,800000,3445000,250100
1980,5,4552000,975000,3538000,312100
1980,6,4500000,975000,3538000,317100
1980,7,4150000,950000,3538000,317100
1980,8,3700000,800000,3538000,317100
1980,9,3400000,650000,3351000,317100
1980,10,3250000,720000,3163000,233200
1980,11,3252000,575000,3163000,152100
1980,12,3370000,575000,3163000,152100
1981,1,3747000,575000,2947000,165100
1981,2,4030000,575000,3075000,188100
1981,3,4256000,674000,3024000,211100
1981,4,4552000,800000,3459000,270100
1981,5,4552000,975000,3538000,315100
1981,6,4500000,975000,3538000,317100
1981,7,4150000,950000,3538000,317100
1981,8,3700000,800000,3538000,317100
