"DATE / TIME (PDT)","STORAGE AF",""
"01/01/1950","--",""
"02/01/1950","--",""
"03/01/1950","--",""
"04/01/1950","--",""
"05/01/1950","--",""
"06/01/1950","--",""
"07/01/1950","--",""
"08/01/1950","--",""
"09/01/1950","--",""
"10/01/1950","--",""
"11/01/1950","--",""
"12/01/1950","--",""
"01/01/1951","--",""
"02/01/1951","--",""
"03/01/1951","--",""
"04/01/1951","--",""
"05/01/1951","--",""
"06/01/1951","--",""
"07/01/1951","--",""
"08/01/1951","--",""
"09/01/1951","--",""
"10/01/1951","--",""
"11/01/1951","--",""
"12/01/1951","--",""
"01/01/1952","--",""
"02/01/1952","--",""
"03/01/1952","--",""
"04/01/1952","--",""
"05/01/1952","--",""
"06/01/1952","--",""
"07/01/1952","--",""
"08/01/1952","--",""
"09/01/1952","--",""
"10/01/1952","--",""
"11/01/1952","--",""
"12/01/1952","--",""
"01/01/1953","--",""
"02/01/1953","--",""
"03/01/1953","--",""
"04/01/1953","--",""
"05/01/1953","--",""
"06/01/1953","--",""
"07/01/1953","--",""
"08/01/1953","--",""
"09/01/1953","--",""
"10/01/1953","--",""
"11/01/1953","--",""
"12/01/1953","--",""
"01/01/1954","--",""
"02/01/1954","--",""
"03/01/1954","--",""
"04/01/1954","--",""
"05/01/1954","--",""
"06/01/1954","--",""
"07/01/1954","--",""
"08/01/1954","--",""
"09/01/1954","--",""
"10/01/1954","--",""
"11/01/1954","--",""
"12/01/1954","--",""
"01/01/1955","--",""
"02/01/1955","--",""
"03/01/1955","--",""
"04/01/1955","--",""
"05/01/1955","--",""
"06/01/1955","--",""
"07/01/1955","--",""
"08/01/1955","--",""
"09/01/1955","--",""
"10/01/1955","--",""
"11/01/1955","--",""
"12/01/1955","--",""
"01/01/1956","--",""
"02/01/1956","--",""
"03/01/1956","--",""
"04/01/1956","--",""
"05/01/1956","--",""
"06/01/1956","--",""
"07/01/1956","--",""
"08/01/1956","--",""
"09/01/1956","--",""
"10/01/1956","--",""
"11/01/1956","--",""
"12/01/1956","--",""
"01/01/1957","--",""
"02/01/1957","--",""
"03/01/1957","--",""
"04/01/1957","--",""
"05/01/1957","--",""
"06/01/1957","--",""
"07/01/1957","--",""
"08/01/1957","--",""
"09/01/1957","--",""
"10/01/1957","--",""
"11/01/1957","--",""
"12/01/1957","--",""
"01/01/1958","--",""
"02/01/1958","--",""
"03/01/1958","--",""
"04/01/1958","--",""
"05/01/1958","--",""
"06/01/1958","--",""
"07/01/1958","--",""
"08/01/1958","--",""
"09/01/1958","--",""
"10/01/1958","--",""
"11/01/1958","--",""
"12/01/1958","--",""
"01/01/1959","--",""
"02/01/1959","--",""
"03/01/1959","--",""
"04/01/1959","--",""
"05/01/1959","--",""
"06/01/1959","--",""
"07/01/1959","--",""
"08/01/1959","--",""
"09/01/1959","--",""
"10/01/1959","--",""
"11/01/1959","--",""
"12/01/1959","--",""
"01/01/1960","--",""
"02/01/1960","--",""
"03/01/1960","--",""
"04/01/1960","--",""
"05/01/1960","--",""
"06/01/1960","--",""
"07/01/1960","--",""
"08/01/1960","--",""
"09/01/1960","--",""
"10/01/1960","--",""
"11/01/1960","--",""
"12/01/1960","--",""
"01/01/1961","--",""
"02/01/1961","--",""
"03/01/1961","--",""
"04/01/1961","--",""
"05/01/1961","--",""
"06/01/1961","--",""
"07/01/1961","--",""
"08/01/1961","--",""
"09/01/1961","--",""
"10/01/1961","--",""
"11/01/1961","--",""
"12/01/1961","--",""
"01/01/1962","--",""
"02/01/1962","--",""
"03/01/1962","--",""
"04/01/1962","--",""
"05/01/1962","--",""
"06/01/1962","--",""
"07/01/1962","--",""
"08/01/1962","--",""
"09/01/1962","--",""
"10/01/1962","--",""
"11/01/1962","--",""
"12/01/1962","--",""
"01/01/1963","--",""
"02/01/1963","--",""
"03/01/1963","--",""
"04/01/1963","--",""
"05/01/1963","--",""
"06/01/1963","--",""
"07/01/1963","--",""
"08/01/1963","--",""
"09/01/1963","--",""
"10/01/1963","--",""
"11/01/1963","--",""
"12/01/1963","--",""
"01/01/1964","--",""
"02/01/1964","--",""
"03/01/1964","--",""
"04/01/1964","--",""
"05/01/1964","--",""
"06/01/1964","--",""
"07/01/1964","--",""
"08/01/1964","--",""
"09/01/1964","--",""
"10/01/1964","--",""
"11/01/1964","--",""
"12/01/1964","--",""
"01/01/1965","--",""
"02/01/1965","--",""
"03/01/1965","--",""
"04/01/1965","--",""
"05/01/1965","--",""
"06/01/1965","--",""
"07/01/1965","--",""
"08/01/1965","--",""
"09/01/1965","--",""
"10/01/1965","--",""
"11/01/1965","--",""
"12/01/1965","--",""
"01/01/1966","--",""
"02/01/1966","--",""
"03/01/1966","--",""
"04/01/1966","--",""
"05/01/1966","--",""
"06/01/1966","--",""
"07/01/1966","--",""
"08/01/1966","--",""
"09/01/1966","--",""
"10/01/1966","--",""
"11/01/1966","--",""
"12/01/1966","--",""
"01/01/1967","--",""
"02/01/1967","--",""
"03/01/1967","--",""
"04/01/1967","--",""
"05/01/1967","--",""
"06/01/1967","--",""
"07/01/1967","--",""
"08/01/1967","--",""
"09/01/1967","--",""
"10/01/1967","--",""
"11/01/1967","--",""
"12/01/1967","--",""
"01/01/1968","--",""
"02/01/1968","--",""
"03/01/1968","--",""
"04/01/1968","--",""
"05/01/1968","--",""
"06/01/1968","--",""
"07/01/1968","--",""
"08/01/1968","--",""
"09/01/1968","--",""
"10/01/1968","--",""
"11/01/1968","--",""
"12/01/1968","--",""
"01/01/1969","--",""
"02/01/1969","--",""
"03/01/1969","--",""
"04/01/1969","--",""
"05/01/1969","--",""
"06/01/1969","--",""
"07/01/1969","--",""
"08/01/1969","--",""
"09/01/1969","--",""
"10/01/1969","--",""
"11/01/1969","--",""
"12/01/1969","--",""
"01/01/1970","--",""
"02/01/1970","--",""
"03/01/1970","--",""
"04/01/1970","--",""
"05/01/1970","--",""
"06/01/1970","--",""
"07/01/1970","--",""
"08/01/1970","--",""
"09/01/1970","145,340",""
"10/01/1970","145,340",""
"11/01/1970","242,450",""
"12/01/1970","281,970",""
"01/01/1971","295,950",""
"02/01/1971","314,480",""
"03/01/1971","341,570",""
"04/01/1971","370,050",""
"05/01/1971","404,830",""
"06/01/1971","489,480",""
"07/01/1971","439,380",""
"08/01/1971","369,420",""
"09/01/1971","364,750",""
"10/01/1971","341,190",""
"11/01/1971","384,540",""
"12/01/1971","409,830",""
"01/01/1972","511,080",""
"02/01/1972","576,020",""
"03/01/1972","542,420",""
"04/01/1972","541,920",""
"05/01/1972","559,830",""
"06/01/1972","508,160",""
"07/01/1972","437,630",""
"08/01/1972","376,490",""
"09/01/1972","362,430",""
"10/01/1972","343,060",""
"11/01/1972","359,730",""
"12/01/1972","412,340",""
"01/01/1973","541,920",""
"02/01/1973","700,790",""
"03/01/1973","873,100",""
"04/01/1973","963,530",""
"05/01/1973","1,055,600",""
"06/01/1973","1,171,550",""
"07/01/1973","1,056,400",""
"08/01/1973","959,080",""
"09/01/1973","913,080",""
"10/01/1973","905,350",""
"11/01/1973","976,210",""
"12/01/1973","1,078,760",""
"01/01/1974","1,171,550",""
"02/01/1974","1,228,860",""
"03/01/1974","1,352,530",""
"04/01/1974","1,472,240",""
"05/01/1974","1,615,020",""
"06/01/1974","1,792,740",""
"07/01/1974","1,710,640",""
"08/01/1974","1,588,010",""
"09/01/1974","1,461,120",""
"10/01/1974","1,403,570",""
"11/01/1974","1,366,830",""
"12/01/1974","1,312,170",""
"01/01/1975","1,258,270",""
"02/01/1975","1,351,580",""
"03/01/1975","1,476,290",""
"04/01/1975","1,537,120",""
"05/01/1975","1,630,300",""
"06/01/1975","1,847,910",""
"07/01/1975","1,762,340",""
"08/01/1975","1,676,820",""
"09/01/1975","1,596,620",""
"10/01/1975","1,539,220",""
"11/01/1975","1,505,960",""
"12/01/1975","1,448,060",""
"01/01/1976","1,386,080",""
"02/01/1976","1,377,400",""
"03/01/1976","1,276,360",""
"04/01/1976","1,164,740",""
"05/01/1976","1,115,360",""
"06/01/1976","984,480",""
"07/01/1976","845,040",""
"08/01/1976","727,980",""
"09/01/1976","686,570",""
"10/01/1976","670,110",""
"11/01/1976","655,147",""
"12/01/1976","635,324",""
"01/01/1977","619,177",""
"02/01/1977","614,218",""
"03/01/1977","581,829",""
"04/01/1977","524,368",""
"05/01/1977","525,361",""
"06/01/1977","458,063",""
"07/01/1977","383,248",""
"08/01/1977","319,623",""
"09/01/1977","306,790",""
"10/01/1977","303,949",""
"11/01/1977","322,140",""
"12/01/1977","364,751",""
"01/01/1978","549,037",""
"02/01/1978","744,743",""
"03/01/1978","1,025,024",""
"04/01/1978","1,205,178",""
"05/01/1978","1,271,234",""
"06/01/1978","1,610,675",""
"07/01/1978","1,661,185",""
"08/01/1978","1,570,906",""
"09/01/1978","1,575,169",""
"10/01/1978","1,562,408",""
"11/01/1978","1,525,639",""
"12/01/1978","1,506,988",""
"01/01/1979","1,536,076",""
"02/01/1979","1,564,529",""
"03/01/1979","1,612,846",""
"04/01/1979","1,631,394",""
"05/01/1979","1,825,925",""
"06/01/1979","1,876,601",""
"07/01/1979","1,755,379",""
"08/01/1979","1,647,894",""
"09/01/1979","1,606,339",""
"10/01/1979","1,566,653",""
"11/01/1979","1,568,884",""
"12/01/1979","1,596,615",""
"01/01/1980","1,697,054",""
"02/01/1980","1,753,064",""
"03/01/1980","1,624,829",""
"04/01/1980","1,589,084",""
"05/01/1980","1,726,630",""
