;DESCRIPTION: CalSim values for zone boundaries for Shasta and Trinity,,,,,,,,
;SOURCE: CalSimII through 2003; CalSim 3 through 2015 (CS3A2010Existing2017v3),,,,,,,,
;COLUMN HEADINGS: ,,,,,,,,
;UNITS: AF,,,,,,,,
;Column,0,1,2,3,4,5,6,
1934,12,500000,1000000,1850000,650000,2500000,3370000,3370000
1935,1,1100000,1500000,1900000,2000000,2500000,3788000,3788000
1935,2,1100000,1500000,2000000,2000000,2500000,4123000,4123000
1935,3,1100000,1500000,2100000,2000000,2500000,4482000,4482000
1935,4,1100000,1500000,2300000,2000000,2500000,4491000,4491000
1935,5,1100000,1100000,2420000,2000000,2990118.486,4552000,4552000
1935,6,1100000,1100000,2447000,2000000,2993584.804,3200000,4500000
1935,7,1100000,1100000,2270000,2000000,2690102.196,3200000,4150000
1935,8,1100000,1100000,2150000,2000000,2419405.196,3200000,3700000
1935,9,1100000,1100000,1975000,2000000,2178899.916,3200000,3400000
1935,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1935,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1935,12,1100000,1500000,1850000,2000000,2500000,3370000,3370000
1936,1,1100000,1500000,1900000,2000000,2500000,3698000,3698000
1936,2,1100000,1500000,2000000,2000000,2500000,3588000,3588000
1936,3,1100000,1500000,2100000,2000000,2500000,4410000,4410000
1936,4,1100000,1500000,2300000,2000000,2500000,4552000,4552000
1936,5,1100000,1351295.33,2420000,2000000,3645442.616,4552000,4552000
1936,6,1100000,1191270.031,2447000,2000000,3200000,3200000,4500000
1936,7,1100000,1100000,2270000,2000000,3173108.564,3200000,4150000
1936,8,1100000,1100000,2150000,2000000,2747623.928,3200000,3700000
1936,9,1100000,1100000,1975000,2000000,2500000,3200000,3400000
1936,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1936,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1936,12,1100000,1500000,1850000,2000000,2500000,3370000,3370000
1937,1,1100000,1500000,1900000,2000000,2500000,3828000,3828000
1937,2,1100000,1500000,2000000,2000000,2500000,4256000,4256000
1937,3,1100000,1500000,2100000,2000000,2500000,4279000,4279000
1937,4,1100000,1500000,2300000,2000000,2500000,4552000,4552000
1937,5,1100000,1339121.845,2420000,2000000,3641259.209,4552000,4552000
1937,6,1100000,1330205.982,2447000,2000000,3200000,3200000,4500000
1937,7,1100000,1301950.913,2270000,2000000,3200000,3200000,4150000
1937,8,1100000,1169872.931,2150000,2000000,2882496.11,3200000,3700000
1937,9,1100000,1100000,1975000,2000000,2500000,3200000,3400000
1937,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1937,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1937,12,1100000,1500000,1850000,2000000,2500000,3310000,3310000
1938,1,1100000,1600000,1900000,2000000,2500000,3668000,3668000
1938,2,1100000,1600000,2000000,2000000,2500000,3560000,3560000
1938,3,1100000,1600000,2100000,2000000,2500000,3416000,3416000
1938,4,1100000,1600000,2300000,2000000,2500000,4058000,4058000
1938,5,1100000,2359350.922,2420000,2000000,4279890.244,4552000,4552000
1938,6,1100000,2306948.017,2447000,2000000,3200000,3200000,4500000
1938,7,1100000,2084485.164,2270000,2000000,3200000,3200000,4150000
1938,8,1100000,1929867.743,2150000,2000000,3200000,3200000,3700000
1938,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1938,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1938,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1938,12,1100000,1600000,1850000,2000000,2500000,3370000,3370000
1939,1,700000,1300000,1900000,1700000,2500000,3828000,3828000
1939,2,700000,1300000,2000000,1700000,2500000,4256000,4256000
1939,3,700000,1300000,2100000,1700000,2500000,4495000,4495000
1939,4,700000,1300000,2300000,1700000,2500000,4552000,4552000
1939,5,700000,1938504.599,2420000,1700000,3493192.367,4552000,4552000
1939,6,700000,1783911.089,2447000,1700000,3200000,3200000,4500000
1939,7,700000,1592417.115,2270000,1700000,2928312.865,3200000,4150000
1939,8,700000,1401143.167,2150000,1700000,2539411.649,3200000,3700000
1939,9,700000,1273476.781,1975000,1700000,2377918.617,3200000,3400000
1939,10,700000,1300000,1850000,1700000,2500000,3200000,3250000
1939,11,700000,1300000,1850000,1700000,2500000,3200000,3252000
1939,12,700000,1300000,1850000,1700000,2500000,3370000,3370000
1940,1,1100000,1600000,1900000,2000000,2500000,3629000,3629000
1940,2,1100000,1600000,2000000,2000000,2500000,3252000,3252000
1940,3,1100000,1600000,2100000,2000000,2500000,3435000,3435000
1940,4,1100000,1600000,2300000,2000000,2500000,4534000,4534000
1940,5,1100000,2114726.452,2420000,2000000,3963815.168,4552000,4552000
1940,6,1100000,1940546.251,2447000,2000000,3200000,3200000,4500000
1940,7,1100000,1783488.608,2270000,2000000,3200000,3200000,4150000
1940,8,1100000,1641342.348,2150000,2000000,2827124.056,3200000,3700000
1940,9,1100000,1546211.341,1975000,2000000,2500000,3200000,3400000
1940,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1940,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1940,12,1100000,1600000,1850000,2000000,2500000,3293000,3293000
1941,1,1100000,1600000,1900000,2000000,2500000,3317000,3317000
1941,2,1100000,1600000,2000000,2000000,2500000,3423000,3423000
1941,3,1100000,1600000,2100000,2000000,2500000,3940000,3940000
1941,4,1100000,1600000,2300000,2000000,2500000,4456000,4456000
1941,5,1100000,2420000,2420000,2000000,4427021.497,4552000,4552000
1941,6,1100000,2415057.693,2447000,2000000,3200000,3200000,4500000
1941,7,1100000,2250144.633,2270000,2000000,3200000,3200000,4150000
1941,8,1100000,1943845.066,2150000,2000000,3200000,3200000,3700000
1941,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1941,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1941,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1941,12,1100000,1600000,1850000,2000000,2500000,3316000,3316000
1942,1,1100000,1600000,1900000,2000000,2500000,3389000,3389000
1942,2,1100000,1600000,2000000,2000000,2500000,3516000,3516000
1942,3,1100000,1600000,2100000,2000000,2500000,4360000,4360000
1942,4,1100000,1600000,2300000,2000000,2500000,4552000,4552000
1942,5,1100000,2352200.831,2420000,2000000,4391350.225,4552000,4552000
1942,6,1100000,2294886.749,2447000,2000000,3200000,3200000,4500000
1942,7,1100000,2163333.548,2270000,2000000,3200000,3200000,4150000
1942,8,1100000,1938653.053,2150000,2000000,3200000,3200000,3700000
1942,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1942,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1942,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1942,12,1100000,1600000,1850000,2000000,2500000,3356000,3356000
1943,1,1100000,1600000,1900000,2000000,2500000,3541000,3541000
1943,2,1100000,1600000,2000000,2000000,2500000,3848000,3848000
1943,3,1100000,1600000,2100000,2000000,2500000,4118000,4118000
1943,4,1100000,1600000,2300000,2000000,2500000,4552000,4552000
1943,5,1100000,2246730.055,2420000,2000000,4320124.295,4552000,4552000
1943,6,1100000,2076238.114,2447000,2000000,3200000,3200000,4500000
1943,7,1100000,1945679.683,2270000,2000000,3200000,3200000,4150000
1943,8,1100000,1779722.341,2150000,2000000,3108116.548,3200000,3700000
1943,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1943,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1943,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1943,12,1100000,1600000,1850000,2000000,2500000,3370000,3370000
1944,1,700000,1300000,1900000,1700000,2500000,3828000,3828000
1944,2,700000,1300000,2000000,1700000,2500000,4197000,4197000
1944,3,700000,1300000,2100000,1700000,2500000,4552000,4552000
1944,4,700000,1300000,2300000,1700000,2500000,4552000,4552000
1944,5,700000,1648685.431,2420000,1700000,3141412.323,4552000,4552000
1944,6,700000,1614338.605,2447000,1700000,3084290.99,3200000,4500000
1944,7,700000,1492205.556,2270000,1700000,2870462.287,3200000,4150000
1944,8,700000,1329986.348,2150000,1700000,2578526.837,3200000,3700000
1944,9,700000,1199188.099,1975000,1700000,2500000,3200000,3400000
1944,10,700000,1300000,1850000,1700000,2500000,3200000,3250000
1944,11,700000,1300000,1850000,1700000,2500000,3200000,3252000
1944,12,700000,1300000,1850000,1700000,2500000,3352000,3352000
1945,1,1100000,1500000,1900000,2000000,2500000,3791000,3791000
1945,2,1100000,1500000,2000000,2000000,2500000,3948000,3948000
1945,3,1100000,1500000,2100000,2000000,2500000,4454000,4454000
1945,4,1100000,1500000,2300000,2000000,2500000,4552000,4552000
1945,5,1100000,1721892.897,2420000,2000000,3939409.319,4552000,4552000
1945,6,1100000,1590039.335,2447000,2000000,3200000,3200000,4500000
1945,7,1100000,1482427.372,2270000,2000000,3200000,3200000,4150000
1945,8,1100000,1323398.311,2150000,2000000,3013394.283,3200000,3700000
1945,9,1100000,1187130.856,1975000,2000000,2500000,3200000,3400000
1945,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1945,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1945,12,1100000,1500000,1850000,2000000,2500000,3265000,3265000
1946,1,1100000,1500000,1900000,2000000,2500000,3622000,3622000
1946,2,1100000,1500000,2000000,2000000,2500000,4073000,4073000
1946,3,1100000,1500000,2100000,2000000,2500000,4453000,4453000
1946,4,1100000,1500000,2300000,2000000,2500000,4552000,4552000
1946,5,1100000,1994869.242,2420000,2000000,4115385.261,4552000,4552000
1946,6,1100000,1840760.623,2447000,2000000,3200000,3200000,4500000
1946,7,1100000,1699928.609,2270000,2000000,3200000,3200000,4150000
1946,8,1100000,1572859.516,2150000,2000000,2971693.59,3200000,3700000
1946,9,1100000,1500000,1975000,2000000,2500000,3200000,3400000
1946,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1946,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1946,12,1100000,1500000,1850000,2000000,2500000,3370000,3370000
1947,1,700000,1300000,1900000,1700000,2500000,3828000,3828000
1947,2,700000,1300000,2000000,1700000,2500000,4188000,4188000
1947,3,700000,1300000,2100000,1700000,2500000,4438000,4438000
1947,4,700000,1300000,2300000,1700000,2500000,4552000,4552000
1947,5,700000,1598293.157,2420000,1700000,3656703.835,4552000,4552000
1947,6,700000,1504846.096,2447000,1700000,3200000,3200000,4500000
1947,7,700000,1431530.873,2270000,1700000,3142218.787,3200000,4150000
1947,8,700000,1331879.592,2150000,1700000,2663649.298,3200000,3700000
1947,9,700000,1204559.587,1975000,1700000,2500000,3200000,3400000
1947,10,700000,1300000,1850000,1700000,2500000,3200000,3250000
1947,11,700000,1300000,1850000,1700000,2500000,3200000,3252000
1947,12,700000,1300000,1850000,1700000,2500000,3370000,3370000
1948,1,1100000,1500000,1900000,2000000,2500000,3752000,3752000
1948,2,1100000,1500000,2000000,2000000,2500000,4254000,4254000
1948,3,1100000,1500000,2100000,2000000,2500000,4479000,4479000
1948,4,1100000,1500000,2300000,2000000,2500000,4422000,4422000
1948,5,1100000,1687031.853,2420000,2000000,4413024.074,4552000,4552000
1948,6,1100000,1673775.12,2447000,2000000,3200000,3200000,4500000
1948,7,1100000,1601303.958,2270000,2000000,3200000,3200000,4150000
1948,8,1100000,1545545.187,2150000,2000000,3200000,3200000,3700000
1948,9,1100000,1489046.03,1975000,2000000,2500000,3200000,3400000
1948,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1948,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1948,12,1100000,1500000,1850000,2000000,2500000,3370000,3370000
1949,1,700000,1300000,1900000,1700000,2500000,3828000,3828000
1949,2,700000,1300000,2000000,1700000,2500000,4194000,4194000
1949,3,700000,1300000,2100000,1700000,2500000,4071000,4071000
1949,4,700000,1300000,2300000,1700000,2500000,4552000,4552000
1949,5,700000,1972004.432,2420000,1700000,4216965.77,4552000,4552000
1949,6,700000,1818774.665,2447000,1700000,3200000,3200000,4500000
1949,7,700000,1684510.512,2270000,1700000,3200000,3200000,4150000
1949,8,700000,1509550.181,2150000,1700000,2955576.093,3200000,3700000
1949,9,700000,1300000,1975000,1700000,2500000,3200000,3400000
1949,10,700000,1300000,1850000,1700000,2500000,3200000,3250000
1949,11,700000,1300000,1850000,1700000,2500000,3200000,3252000
1949,12,700000,1300000,1850000,1700000,2500000,3370000,3370000
1950,1,1100000,1500000,1900000,2000000,2500000,3763000,3763000
1950,2,1100000,1500000,2000000,2000000,2500000,4054000,4054000
1950,3,1100000,1500000,2100000,2000000,2500000,4366000,4366000
1950,4,1100000,1500000,2300000,2000000,2500000,4552000,4552000
1950,5,1100000,1760297.454,2420000,2000000,3928553.238,4552000,4552000
1950,6,1100000,1666379.97,2447000,2000000,3200000,3200000,4500000
1950,7,1100000,1600228.602,2270000,2000000,3200000,3200000,4150000
1950,8,1100000,1499385.492,2150000,2000000,2939946.893,3200000,3700000
1950,9,1100000,1371718.574,1975000,2000000,2500000,3200000,3400000
1950,10,1100000,1500000,1850000,2000000,2500000,3200000,3250000
1950,11,1100000,1500000,1850000,2000000,2500000,3200000,3252000
1950,12,1100000,1500000,1850000,2000000,2500000,3322000,3322000
1951,1,1100000,1600000,1900000,2000000,2500000,3624000,3624000
1951,2,1100000,1600000,2000000,2000000,2500000,3794000,3794000
1951,3,1100000,1600000,2100000,2000000,2500000,4352000,4352000
1951,4,1100000,1600000,2300000,2000000,2500000,4552000,4552000
1951,5,1100000,2258246.983,2420000,2000000,4194494.88,4552000,4552000
1951,6,1100000,2066026.68,2447000,2000000,3200000,3200000,4500000
1951,7,1100000,1924603.108,2270000,2000000,3200000,3200000,4150000
1951,8,1100000,1764263.864,2150000,2000000,2950050.311,3200000,3700000
1951,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1951,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1951,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1951,12,1100000,1600000,1850000,2000000,2500000,3306000,3306000
1952,1,1100000,1600000,1900000,2000000,2500000,3604000,3604000
1952,2,1100000,1600000,2000000,2000000,2500000,3739000,3739000
1952,3,1100000,1600000,2100000,2000000,2500000,4022000,4022000
1952,4,1100000,1600000,2300000,2000000,2500000,4290000,4290000
1952,5,1100000,2420000,2420000,2000000,4362083.188,4552000,4552000
1952,6,1100000,2331451.908,2447000,2000000,3200000,3200000,4500000
1952,7,1100000,2205689.773,2270000,2000000,3200000,3200000,4150000
1952,8,1100000,1939902.963,2150000,2000000,3200000,3200000,3700000
1952,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1952,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1952,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1952,12,1100000,1600000,1850000,2000000,2500000,3345000,3345000
1953,1,1100000,1600000,1900000,2000000,2500000,3366000,3366000
1953,2,1100000,1600000,2000000,2000000,2500000,3960000,3960000
1953,3,1100000,1600000,2100000,2000000,2500000,4324000,4324000
1953,4,1100000,1600000,2300000,2000000,2500000,4552000,4552000
1953,5,1100000,2254189.102,2420000,2000000,4324888.668,4552000,4552000
1953,6,1100000,2219321.27,2447000,2000000,3200000,3200000,4500000
1953,7,1100000,2132807.859,2270000,2000000,3200000,3200000,4150000
1953,8,1100000,1940631.01,2150000,2000000,3200000,3200000,3700000
1953,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1953,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1953,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1953,12,1100000,1600000,1850000,2000000,2500000,3364000,3364000
1954,1,1100000,1600000,1900000,2000000,2500000,3552000,3552000
1954,2,1100000,1600000,2000000,2000000,2500000,3661000,3661000
1954,3,1100000,1600000,2100000,2000000,2500000,4106000,4106000
1954,4,1100000,1600000,2300000,2000000,2500000,4546000,4546000
1954,5,1100000,2341581.716,2420000,2000000,4309085.147,4552000,4552000
1954,6,1100000,2157256.514,2447000,2000000,3200000,3200000,4500000
1954,7,1100000,2014491.978,2270000,2000000,3200000,3200000,4150000
1954,8,1100000,1835753.602,2150000,2000000,3083595.911,3200000,3700000
1954,9,1100000,1600000,1975000,2000000,2500000,3200000,3400000
1954,10,1100000,1600000,1850000,2000000,2500000,3200000,3250000
1954,11,1100000,1600000,1850000,2000000,2500000,3200000,3252000
1954,12,1100000,1600000,1850000,2000000,2500000,3360000,3360000
1955,1,700000,1300000,1900000,1700000,2500000,3813000,3813000
1955,2,700000,1300000,2000000,1700000,2500000,4234000,4234000
1955,3,700000,1300000,2100000,1700000,2500000,4552000,4552000
1955,4,700000,1300000,2300000,1700000,2500000,4552000,4552000
1955,5,700000,1929202.422,2420000,1700000,3711822.85,4552000,4552000
1955,6,700000,1815779.822,2447000,1700000,3200000,3200000,4500000
