"DATE / TIME (PDT)","STORAGE AF",""
"01/01/1950","120,000",""
"02/01/1950","203,000",""
"03/01/1950","205,000",""
"04/01/1950","287,000",""
"05/01/1950","403,000",""
"06/01/1950","380,000",""
"07/01/1950","238,000",""
"08/01/1950","120,000",""
"09/01/1950","77,600",""
"10/01/1950","78,000",""
"11/01/1950","267,000",""
"12/01/1950","393,000",""
"01/01/1951","379,000",""
"02/01/1951","343,000",""
"03/01/1951","360,000",""
"04/01/1951","364,000",""
"05/01/1951","449,000",""
"06/01/1951","438,000",""
"07/01/1951","289,000",""
"08/01/1951","158,000",""
"09/01/1951","146,000",""
"10/01/1951","141,000",""
"11/01/1951","149,000",""
"12/01/1951","244,000",""
"01/01/1952","385,000",""
"02/01/1952","303,000",""
"03/01/1952","268,000",""
"04/01/1952","153,000",""
"05/01/1952","293,000",""
"06/01/1952","396,000",""
"07/01/1952","242,000",""
"08/01/1952","259,000",""
"09/01/1952","189,000",""
"10/01/1952","148,000",""
"11/01/1952","163,000",""
"12/01/1952","239,000",""
"01/01/1953","342,000",""
"02/01/1953","365,000",""
"03/01/1953","314,000",""
"04/01/1953","346,000",""
"05/01/1953","404,000",""
"06/01/1953","479,000",""
"07/01/1953","400,000",""
"08/01/1953","256,000",""
"09/01/1953","158,000",""
"10/01/1953","139,000",""
"11/01/1953","156,000",""
"12/01/1953","187,000",""
"01/01/1954","208,000",""
"02/01/1954","251,000",""
"03/01/1954","317,000",""
"04/01/1954","454,000",""
"05/01/1954","513,000",""
"06/01/1954","475,000",""
"07/01/1954","329,000",""
"08/01/1954","184,000",""
"09/01/1954","143,000",""
"10/01/1954","148,000",""
"11/01/1954","173,000",""
"12/01/1954","229,000",""
"01/01/1955","291,000",""
"02/01/1955","335,000",""
"03/01/1955","307,000",""
"04/01/1955","328,000",""
"05/01/1955","457,000",""
"06/01/1955","487,000",""
"07/01/1955","356,000",""
"08/01/1955","204,000",""
"09/01/1955","139,000",""
"10/01/1955","138,600",""
"11/01/1955","157,900",""
"12/01/1955","467,100",""
