# Created by WEAP: 12/14/2020 6:01:59 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_CCSM4_r6i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

1950, 1, 4.639, 28.79
1950, 2, 3.751, 28.39
1950, 3, 6.996, 14.03
1950, 4, 11.81, 15.12
1950, 5, 14.65, 13.69
1950, 6, 18.35, 26.26
1950, 7, 22.28, 21.92
1950, 8, 20.66, 12.75
1950, 9, 18.29, 6.581
1950, 10, 9.548, 14.07
1950, 11, 3.67, 32.66
1950, 12, 3.289, 56.84
1951, 1, -2.843, 33.4
1951, 2, 4.677, 47.5
1951, 3, 6.602, 25.9
1951, 4, 9.204, 21.94
1951, 5, 12.23, 13.98
1951, 6, 20.4, 14.94
1951, 7, 21.24, 8.269
1951, 8, 21.79, 18.72
1951, 9, 17.37, 14.59
1951, 10, 5.563, 10.23
1951, 11, 2.137, 15.36
1951, 12, -2.173, 57.7
1952, 1, -5.042, 67.58
1952, 2, 0.3277, 16.64
1952, 3, 7.338, 13.97
1952, 4, 13.03, 10.74
1952, 5, 16.41, 8.173
1952, 6, 18.44, 18.97
1952, 7, 22.19, 4.617
1952, 8, 21.71, 1.498
1952, 9, 17.67, 1.933
1952, 10, 12.96, 6.922
1952, 11, -2.123, 15.01
1952, 12, -1.896, 33.17
1953, 1, -7.779, 25.59
1953, 2, -3.473, 18.23
1953, 3, 6.822, 43.98
1953, 4, 13.2, 1.895
1953, 5, 17.4, 23.96
1953, 6, 16.79, 25.45
1953, 7, 23.63, 1.915
1953, 8, 23.04, 1.935
1953, 9, 18.35, 4.003
1953, 10, 9.4, 14.03
1953, 11, 1.207, 10.39
1953, 12, -4.173, 30.29
1954, 1, -4.837, 52.87
1954, 2, 3.704, 12.5
1954, 3, 7.004, 39.99
1954, 4, 10.62, 19.85
1954, 5, 11.73, 29.82
1954, 6, 18.46, 5.383
1954, 7, 22.09, 5.85
1954, 8, 22.23, 9.531
1954, 9, 18.87, 2.607
1954, 10, 9.986, 28.8
1954, 11, 4.396, 25.89
1954, 12, 1.325, 46.66
1955, 1, -0.151, 20.73
1955, 2, 4.683, 17.72
1955, 3, 4.811, 13.51
1955, 4, 11.05, 19.02
1955, 5, 15.54, 21.26
1955, 6, 20.96, 5.819
1955, 7, 25.06, 0.4658
1955, 8, 24.66, 2.408
1955, 9, 16.82, 4.311
1955, 10, 10.22, 42.26
1955, 11, 3.152, 12.87
1955, 12, -3.202, 19.97
1956, 1, 0.694, 41.95
1956, 2, -4.687, 18.08
1956, 3, 6.033, 10.25
1956, 4, 10.42, 8.916
1956, 5, 15.44, 16.14
1956, 6, 21.36, 17.08
1956, 7, 21.45, 8.475
1956, 8, 21.13, 1.774
1956, 9, 17.49, 5.515
1956, 10, 9.873, 34.15
1956, 11, 4.305, 19.42
1956, 12, -0.01055, 51.55
1957, 1, -4.704, 19.53
1957, 2, 0.5325, 0.6863
1957, 3, 5.962, 12.67
1957, 4, 9.177, 12.09
1957, 5, 14.69, 11.75
1957, 6, 17.39, 5.145
1957, 7, 23.07, 19.28
1957, 8, 22.34, 31.23
1957, 9, 16.93, 1.443
1957, 10, 9.836, 30.3
1957, 11, 0.1273, 13.58
1957, 12, -2.454, 15.74
1958, 1, -2.499, 38.37
1958, 2, 4.401, 12.45
1958, 3, 8.848, 23.19
1958, 4, 8.468, 41.12
1958, 5, 13.34, 50.05
1958, 6, 18.94, 40.17
1958, 7, 22.25, 28.35
1958, 8, 22.23, 12.67
1958, 9, 18, 4.69
1958, 10, 8.114, 28.55
1958, 11, 2.928, 56.83
1958, 12, -5.207, 43.52
1959, 1, -11.57, 15.13
1959, 2, -3.003, 5.748
1959, 3, 5.088, 29.8
