# Created by WEAP: 12/14/2020 6:02:01 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_CCSM4_r6i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

1950, 1, 3.268, 333.3
1950, 2, 5.127, 521.4
1950, 3, 6.418, 316.2
1950, 4, 12.41, 40
1950, 5, 11.07, 152.8
1950, 6, 14.58, 18.98
1950, 7, 20.51, 10.52
1950, 8, 17.41, 2.28
1950, 9, 16.87, 0
1950, 10, 10.33, 159.6
1950, 11, 4.737, 387.3
1950, 12, 4.404, 244.7
1951, 1, 1.868, 328.2
1951, 2, 3.532, 759.8
1951, 3, 4.506, 452.3
1951, 4, 6.434, 172.1
1951, 5, 10.25, 63.78
1951, 6, 17.56, 3.019
1951, 7, 19.59, 0
1951, 8, 18.1, 0
1951, 9, 16.47, 1.429
1951, 10, 6.735, 75.56
1951, 11, 6.197, 108.6
1951, 12, 2.881, 624.1
1952, 1, 1.839, 404.5
1952, 2, 1.438, 309.6
1952, 3, 5.262, 113.8
1952, 4, 10.56, 235.2
1952, 5, 11.12, 74.87
1952, 6, 14.34, 5.511
1952, 7, 19.03, 14.33
1952, 8, 18.56, 0.0257
1952, 9, 18.06, 6.681
1952, 10, 16.5, 10.34
1952, 11, 2.78, 131.6
1952, 12, 2.735, 55.36
1953, 1, 0.4172, 135.6
1953, 2, 4.805, 244.7
1953, 3, 6.322, 175
1953, 4, 12.22, 12.76
1953, 5, 11.69, 198.4
1953, 6, 17.74, 1.085
1953, 7, 20.33, 15.77
1953, 8, 21.79, 9.235
1953, 9, 18.94, 8.577
1953, 10, 11.03, 177.1
1953, 11, 4.589, 203.2
1953, 12, 0.8763, 353.4
1954, 1, 1.741, 366.1
1954, 2, 6.82, 119.7
1954, 3, 5.605, 159.2
1954, 4, 8.204, 185.6
1954, 5, 9.219, 51.69
1954, 6, 15.62, 21.73
1954, 7, 18.91, 0
1954, 8, 19.13, 0.3394
1954, 9, 19.2, 21.31
1954, 10, 9.844, 54.83
1954, 11, 5.828, 363.8
1954, 12, 2.687, 755.4
1955, 1, 1.766, 692.2
1955, 2, 3.603, 443
1955, 3, 3.206, 205.6
1955, 4, 5.446, 252.4
1955, 5, 13.31, 36.95
1955, 6, 16.7, 74.06
1955, 7, 19.69, 33.06
1955, 8, 19.98, 0
1955, 9, 19.6, 0
1955, 10, 11.62, 132.1
1955, 11, 3.826, 177.8
1955, 12, 2.284, 139.7
1956, 1, 2.95, 652.8
1956, 2, -0.7413, 144.2
1956, 3, 6.396, 46.23
1956, 4, 10.03, 67.47
1956, 5, 12.31, 116.3
1956, 6, 18.69, 12.3
1956, 7, 19.36, 0.002266
1956, 8, 20.12, 0
1956, 9, 16.33, 14.43
1956, 10, 10.47, 84.4
1956, 11, 6.99, 230.2
1956, 12, 2.473, 251.2
1957, 1, 2.037, 137.4
1957, 2, 7.827, 8.556
1957, 3, 6.663, 51.94
1957, 4, 6.433, 254.6
1957, 5, 13.62, 3.148
1957, 6, 16.83, 5.883
1957, 7, 21.41, 0
1957, 8, 20.03, 9.894
1957, 9, 15.09, 11.01
1957, 10, 9.496, 118.4
1957, 11, 3.289, 102.5
1957, 12, 3.158, 255.9
1958, 1, 1.556, 301.2
1958, 2, 7.658, 104.9
1958, 3, 7.449, 334.4
1958, 4, 5.738, 234.4
1958, 5, 12.27, 132.8
1958, 6, 15.09, 17.57
1958, 7, 18.7, 8.796
1958, 8, 18.49, 0.01438
1958, 9, 16.81, 5.806
1958, 10, 8.231, 105.1
1958, 11, 5.153, 268.9
1958, 12, 1.377, 591.6
1959, 1, -1.826, 159.8
1959, 2, 0.5445, 262
1959, 3, 6.452, 377.5
1959, 4, 7.82, 70.62
1959, 5, 15.15, 29.34
1959, 6, 16.66, 36.05
1959, 7, 21.66, 18.56
1959, 8, 20.07, 0
1959, 9, 18.28, 6.864
1959, 10, 12.23, 142.1
1959, 11, 4.938, 117.4
1959, 12, 1.101, 620.6
1960, 1, 0.1276, 243.9
1960, 2, 4.29, 509.9
1960, 3, 7.659, 202.7
1960, 4, 7.898, 146.6
1960, 5, 13.61, 42.38
1960, 6, 12.32, 75.37
1960, 7, 21.75, 2.242
1960, 8, 19.71, 27.42
1960, 9, 14.2, 95.1
1960, 10, 14.87, 3.254
1960, 11, 6.658, 88.36
1960, 12, 1.282, 428.4
1961, 1, 4.725, 518.6
1961, 2, 3.635, 386
1961, 3, 3.327, 609.6
1961, 4, 6.465, 89.47
1961, 5, 9.132, 419.6
1961, 6, 17.36, 1.117
1961, 7, 19.76, 20.74
1961, 8, 19.28, 0.3217
1961, 9, 16.4, 49.04
1961, 10, 9.769, 433.6
1961, 11, 6.05, 424.8
1961, 12, 0.04462, 146.8
1962, 1, 1.595, 298.5
1962, 2, 3.393, 169.4
1962, 3, 3.967, 243.2
1962, 4, 9.863, 13.56
1962, 5, 8.333, 86.43
1962, 6, 15.15, 68.62
1962, 7, 20.21, 9.036
1962, 8, 20.02, 0
