# Created by WEAP: 12/14/2020 5:59:02 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_CCSM4_r6i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Upr Nisqually (76,281 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,338 ha),  1000 - 2000 m (25,455 ha),  2000 - 3000 m (2,311 ha),  3000 - 4000 m (912 ha),  4000 - 5000 m (265 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 3.851, 1.333, -8.537, -10.18, -10.75, 299.7, 360.3, 520.4, 518.8, 514.7
1950, 2, 4.186, 1.78, -8.348, -10, -10.55, 260.8, 289.1, 391.5, 388.5, 383.7
1950, 3, 5.569, 3.263, -7.058, -8.728, -9.277, 176.3, 207.3, 292.5, 289.2, 285.9
1950, 4, 8.601, 6.459, -3.548, -5.202, -5.761, 133.4, 137, 169.2, 168.3, 166.6
1950, 5, 10.11, 7.882, -2.589, -4.268, -4.794, 84.3, 117.5, 158.4, 155.9, 153.6
1950, 6, 13.43, 11.17, 0.4235, -1.264, -1.787, 104, 113.5, 115.1, 111.6, 109.6
1950, 7, 17.13, 14.84, 4.43, 2.761, 2.223, 46.29, 56.82, 68.9, 67.04, 66.32
1950, 8, 15.28, 12.99, 2.677, 1.01, 0.4711, 120.4, 128.9, 153.7, 149.9, 147.3
1950, 9, 14.79, 12.78, 2.879, 1.221, 0.6649, 84.49, 105.4, 140.9, 138.1, 135.2
1950, 10, 7.573, 5.531, -4.306, -5.957, -6.514, 191.4, 225.8, 293.3, 288.4, 285.8
1950, 11, 3.345, 1.233, -8.675, -10.32, -10.88, 288.5, 355.3, 463.5, 459.4, 455.1
1950, 12, 3.695, 1.347, -8.394, -10.03, -10.6, 341.9, 440.5, 676.3, 674.1, 672.2
1951, 1, 1.491, -1.014, -11.16, -12.82, -13.38, 380.4, 405.9, 543.7, 541.4, 537.5
1951, 2, 3.466, 0.852, -9.509, -11.18, -11.73, 400.7, 441.5, 588.8, 586.9, 580.1
1951, 3, 3.846, 1.475, -8.9, -10.57, -11.12, 205.9, 250.5, 357.5, 356.5, 352.8
1951, 4, 4.972, 2.475, -7.986, -9.657, -10.21, 170.5, 188.9, 250.2, 248.7, 245.1
1951, 5, 7.192, 4.629, -6.247, -7.932, -8.458, 96, 104.7, 115.7, 113, 111.1
1951, 6, 13.67, 11.64, 1.347, -0.3222, -0.8618, 70.84, 86.58, 112.4, 110.3, 108.5
1951, 7, 14.52, 12.53, 2.38, 0.7257, 0.1837, 48.43, 53.39, 57.43, 55.74, 55.29
1951, 8, 17.34, 15.45, 5.392, 3.737, 3.184, 81.05, 100.6, 119.5, 116, 114.2
1951, 9, 13.31, 11.21, 1.055, -0.5983, -1.151, 91.86, 113, 153.2, 150.7, 148.1
1951, 10, 4.602, 2.127, -8.366, -10.04, -10.58, 135.5, 147.4, 178.2, 174.8, 171.9
1951, 11, 3.25, 0.9114, -9.216, -10.87, -11.44, 181.2, 218.1, 284.3, 280.9, 279.2
1951, 12, 1.652, -0.6395, -10.46, -12.11, -12.67, 396.7, 476.7, 681.2, 676.1, 671.8
1952, 1, -0.7814, -3.194, -13.35, -15.02, -15.56, 642.3, 786.3, 1107, 1096, 1089
1952, 2, 1.165, -1.123, -11.34, -13.01, -13.56, 252.3, 293.5, 428.2, 427.1, 422.3
1952, 3, 5.161, 2.593, -7.826, -9.487, -10.04, 112.5, 142.5, 198.4, 197.8, 194.4
1952, 4, 10.67, 8.474, -1.64, -3.296, -3.85, 70.68, 76.87, 89.03, 87.04, 86.92
1952, 5, 11.17, 9.095, -1.033, -2.691, -3.245, 70.12, 82.18, 102.7, 101.4, 99.49
1952, 6, 12.34, 9.977, -0.6327, -2.303, -2.842, 85.55, 97.22, 99.18, 96.16, 94.87
1952, 7, 16.06, 13.94, 3.559, 1.892, 1.353, 17.9, 23.48, 24.82, 23.82, 23.83
1952, 8, 16.26, 14.42, 4.385, 2.742, 2.192, 14.84, 18.17, 24.71, 24, 23.57
1952, 9, 14.17, 12.63, 2.829, 1.183, 0.633, 27.55, 28.58, 30.56, 29.16, 28.96
1952, 10, 11.1, 9.603, 0.113, -1.511, -2.081, 79.05, 88, 108.1, 105.5, 104.4
1952, 11, 0.4716, -1.48, -11.37, -13.01, -13.58, 140.1, 167.7, 223.5, 220.5, 218.5
1952, 12, 1.018, -0.967, -10.28, -11.91, -12.5, 283.5, 315.3, 429.5, 426.2, 424.7
1953, 1, -1.977, -4.054, -13.94, -15.59, -16.16, 262.9, 302.4, 416, 412.9, 409.1
1953, 2, 2.345, 0.4659, -8.883, -10.51, -11.09, 110.3, 129.1, 190.5, 189.7, 187.1
1953, 3, 4.576, 2.386, -7.82, -9.486, -10.04, 322.7, 338.1, 441.5, 437, 431.7
1953, 4, 10.39, 8.309, -1.546, -3.18, -3.742, 32.84, 32.89, 42.92, 42.57, 42.07
1953, 5, 11.95, 9.764, -0.3303, -1.99, -2.548, 98.25, 117.4, 157.7, 155.8, 152.2
1953, 6, 11.17, 8.954, -1.549, -3.23, -3.772, 123, 139, 149.3, 145.7, 143.5
1953, 7, 16.73, 14.82, 4.519, 2.859, 2.312, 11.96, 14.16, 16.65, 15.96, 15.96
1953, 8, 17.34, 15.39, 5.226, 3.575, 3.032, 29.64, 37.52, 43.11, 41.93, 41.36
1953, 9, 14.59, 13.01, 3.194, 1.552, 0.9952, 51.13, 60.56, 63.28, 61.27, 60.24
1953, 10, 7.6, 5.319, -5.072, -6.741, -7.305, 174.2, 201.7, 258.8, 254.6, 251.1
1953, 11, 1.69, -0.4688, -10.46, -12.1, -12.68, 148.8, 206.8, 306.8, 303.5, 302
1953, 12, 0.7875, -1.18, -10.77, -12.41, -12.99, 301.3, 360, 525.6, 520.7, 517.6
1954, 1, -0.06407, -2.339, -12.26, -13.91, -14.46, 410.5, 518.7, 720.8, 714.6, 710.6
1954, 2, 5.059, 2.899, -6.968, -8.615, -9.179, 145.1, 177.9, 250.3, 248.8, 246.2
1954, 3, 4.79, 2.346, -7.998, -9.654, -10.2, 226.5, 277.7, 384.3, 382.2, 377.8
1954, 4, 7.243, 4.857, -5.547, -7.215, -7.761, 187.9, 206.8, 281.9, 280.7, 276.4
1954, 5, 6.578, 3.896, -6.822, -8.509, -9.031, 154.9, 174.4, 214.4, 210.6, 207.7
1954, 6, 12.64, 10.48, -0.2112, -1.891, -2.417, 61.33, 65.82, 62.55, 60.4, 59.75
1954, 7, 15.18, 13.36, 3.43, 1.794, 1.219, 3.592, 4.814, 5.959, 5.809, 5.756
1954, 8, 16.2, 14.29, 4.202, 2.547, 2, 43.22, 47.64, 54.89, 53.28, 52.33
1954, 9, 15.42, 13.5, 3.485, 1.84, 1.282, 67.56, 77.01, 91.4, 90.01, 88.41
