# Created by WEAP: 12/14/2020 5:59:08 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\monthly_CCSM4_r6i1p1.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Carbon (73,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (55,196 ha),  1000 - 2000 m (16,317 ha),  2000 - 3000 m (1,117 ha),  3000 - 4000 m (294 ha),  4000 - 5000 m (88 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 5.946, 0.6468, -4.789, -7.313, -10.95, 179.6, 297.4, 497.3, 505.4, 513.2
1950, 2, 5.615, 0.5218, -4.622, -7.129, -10.75, 146.9, 222.1, 361.2, 370.8, 382
1950, 3, 7.127, 1.949, -3.249, -5.797, -9.476, 122.9, 187, 269, 275.9, 284.8
1950, 4, 9.874, 4.806, 0.05432, -2.406, -5.963, 92.11, 140.8, 156.5, 160.5, 166
1950, 5, 11.56, 6.175, 1.199, -1.33, -4.984, 83.17, 143.3, 165.6, 160.6, 152.8
1950, 6, 14.39, 9.143, 4.233, 1.693, -1.975, 87.68, 159.7, 162.3, 141, 108.9
1950, 7, 17.71, 12.67, 8.038, 5.581, 2.029, 58.73, 89.84, 93.66, 82.63, 66.05
1950, 8, 16.36, 11.09, 6.4, 3.896, 0.277, 94.07, 155.5, 154.6, 151.2, 146.3
1950, 9, 15.2, 10.47, 6.264, 3.892, 0.4644, 58.09, 97.18, 125.5, 129, 134.2
1950, 10, 8.875, 3.848, -0.7778, -3.206, -6.715, 125.5, 202.7, 271.5, 277.2, 284.9
1950, 11, 5.074, -0.067, -5.109, -7.556, -11.09, 178.7, 276.1, 442.9, 448.5, 453.6
