# Created by WEAP: 4/20/2021 7:19:21 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_inmcm4_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2007 - December 2099 (1,116 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Upr Nisqually (76,281 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,338 ha),  1000 - 2000 m (25,455 ha),  2000 - 3000 m (2,311 ha),  3000 - 4000 m (912 ha),  4000 - 5000 m (265 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2007, 1, 1.751, -0.7532, -10.71, -12.36, -12.93, 451.6, 548.4, 758.6, 752.8, 746.4
2007, 2, -0.2677, -2.919, -13.44, -15.11, -15.66, 238.4, 286.5, 438.7, 436.9, 431.2
2007, 3, 4.11, 1.58, -9.042, -10.72, -11.26, 200.4, 241.8, 345.1, 343.1, 338.3
2007, 4, 7.811, 5.264, -5.173, -6.845, -7.388, 264.6, 290.5, 376.9, 375, 369.3
2007, 5, 9.111, 6.649, -4.016, -5.696, -6.225, 122.1, 138.7, 184.9, 182.3, 179.4
2007, 6, 14.51, 12.39, 2.119, 0.4511, -0.08754, 214.8, 217.8, 243.4, 238, 233.5
2007, 7, 15.77, 13.75, 3.435, 1.763, 1.219, 95.31, 101.1, 103.7, 101, 99.37
2007, 8, 18.33, 16.75, 7.15, 5.529, 4.952, 34.45, 37.56, 43.46, 42.27, 41.53
2007, 9, 13.97, 12.06, 2.081, 0.4324, -0.1177, 205.4, 230.9, 255.5, 248.7, 244.4
2007, 10, 9.16, 7.215, -2.824, -4.477, -5.038, 171, 218.6, 284, 278.6, 274.5
2007, 11, 5.582, 3.249, -6.838, -8.499, -9.056, 272.7, 318.5, 461.7, 458.6, 458.3
