# Created by WEAP: 4/20/2021 7:22:51 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_inmcm4_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2007 - December 2099 (1,116 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2007, 1, 1.139, 370.8
2007, 2, 2.575, 392.5
2007, 3, 5.821, 626.2
2007, 4, 7.832, 232.7
2007, 5, 10.51, 83.42
2007, 6, 14.29, 71.73
2007, 7, 20.36, 4.973
2007, 8, 22.93, 0.01199
2007, 9, 17.82, 18.42
2007, 10, 13.54, 36.88
2007, 11, 4.506, 55.15
2007, 12, 1.982, 577.5
2008, 1, 1.599, 415.2
2008, 2, 3.426, 257.2
2008, 3, 3.672, 285.2
2008, 4, 6.219, 203.4
2008, 5, 10.91, 53.46
2008, 6, 15.14, 26.84
2008, 7, 20.49, 3.864
2008, 8, 19.62, 0
2008, 9, 18.27, 32.57
2008, 10, 15.14, 28.38
2008, 11, 8.143, 334.1
2008, 12, -0.8574, 127.9
2009, 1, 1.599, 673.3
2009, 2, 2.101, 596.1
2009, 3, 3.325, 323.9
2009, 4, 9.433, 115.6
2009, 5, 14.02, 123.1
2009, 6, 15.75, 23.43
2009, 7, 19.94, 1.869
2009, 8, 20.78, 0
2009, 9, 19.37, 17.61
2009, 10, 15.67, 32.59
2009, 11, 1.386, 183.6
2009, 12, 2.445, 748.1
2010, 1, 1.663, 738.1
2010, 2, 2.038, 547
2010, 3, 4.526, 148.8
2010, 4, 9.451, 78.93
2010, 5, 11.06, 52.95
2010, 6, 15.58, 1.48
2010, 7, 19.45, 1.926
2010, 8, 20.46, 5.914
2010, 9, 17.71, 2.59
2010, 10, 14.37, 28.66
2010, 11, 8.764, 143.2
2010, 12, 5.33, 438.5
2011, 1, 3.383, 68.52
2011, 2, 0.9836, 282.9
2011, 3, 5.109, 428
2011, 4, 8.549, 253.8
2011, 5, 11, 51.52
2011, 6, 16.48, 45.06
2011, 7, 21.19, 7.802
2011, 8, 21.59, 34.5
2011, 9, 19.7, 2.664
2011, 10, 13.2, 177.3
2011, 11, 6.365, 199.9
2011, 12, 1.24, 472.6
2012, 1, 5.771, 36.89
2012, 2, 1.564, 381.6
2012, 3, 6.705, 34.67
2012, 4, 7.997, 207.1
2012, 5, 11.69, 30.84
2012, 6, 15.83, 179.9
2012, 7, 20.53, 0.5014
2012, 8, 19.37, 2.032
2012, 9, 18.68, 53.83
2012, 10, 11.6, 15.19
2012, 11, 6.418, 501.4
2012, 12, 3.367, 55.55
2013, 1, 6.308, 614.1
2013, 2, 5.042, 225.3
2013, 3, 5.985, 100.9
2013, 4, 7.414, 107.7
2013, 5, 10.04, 151.8
2013, 6, 17.05, 0.6473
2013, 7, 23.01, 3.454
2013, 8, 20.9, 13.78
2013, 9, 16.4, 29.9
2013, 10, 12.27, 16.62
2013, 11, 5.482, 588.7
2013, 12, 3.66, 473.5
2014, 1, 0.4463, 82.48
2014, 2, 3.316, 432.1
2014, 3, 8.471, 314.9
2014, 4, 11.81, 101.3
2014, 5, 10.39, 73.5
2014, 6, 19.67, 66.42
2014, 7, 18.83, 2.546
2014, 8, 19.85, 0.006451
2014, 9, 17.73, 0.04316
2014, 10, 14.46, 104.3
2014, 11, 4.88, 445.9
2014, 12, 2.837, 37.79
2015, 1, 4.925, 559.4
2015, 2, 4.467, 706.7
2015, 3, 4.808, 55.56
2015, 4, 11.06, 66.49
2015, 5, 12.5, 158.5
2015, 6, 15.55, 0.6029
2015, 7, 21.53, 4.603
2015, 8, 21.33, 5.82
2015, 9, 17.35, 11.56
2015, 10, 12.11, 36.99
2015, 11, 3.999, 263.5
2015, 12, 3.096, 238.1
2016, 1, 2.176, 1047
2016, 2, 2.96, 420.8
2016, 3, 5.848, 334.6
2016, 4, 8.429, 43.77
2016, 5, 10.82, 41.62
2016, 6, 21.8, 88.15
2016, 7, 22.01, 0.3021
2016, 8, 20.09, 0.1027
2016, 9, 17.65, 5.243
2016, 10, 10.25, 109.4
2016, 11, 4.255, 408.5
2016, 12, 3.152, 644.8
2017, 1, -0.3025, 644.8
2017, 2, 4.421, 480.8
2017, 3, 3.88, 295
2017, 4, 11.24, 297.4
2017, 5, 15.14, 29.39
2017, 6, 17.14, 0
2017, 7, 22.65, 1.993
2017, 8, 21.1, 0
2017, 9, 18.75, 4.475
2017, 10, 12.73, 8.772
2017, 11, 1.756, 440.3
2017, 12, 5.357, 446.7
2018, 1, 2.915, 217
2018, 2, 5.295, 703.5
2018, 3, 5.997, 159
2018, 4, 6.529, 58.53
2018, 5, 10.76, 70.02
2018, 6, 19.96, 7.003
2018, 7, 19.96, 1.063
2018, 8, 21.36, 0.5503
2018, 9, 18.57, 7.476
2018, 10, 15.37, 9.563
2018, 11, 7.386, 358.8
2018, 12, 0.5292, 157.8
2019, 1, 1.877, 178.3
2019, 2, 4.644, 180.2
2019, 3, 7.314, 54.19
2019, 4, 6.44, 88.14
2019, 5, 12.56, 65.55
2019, 6, 17.7, 20.7
2019, 7, 23.71, 9.306
2019, 8, 20.79, 0
2019, 9, 18.19, 24.36
2019, 10, 15.62, 277
2019, 11, 10.66, 403.7
2019, 12, 1.122, 299.7
2020, 1, 3.102, 321.8
2020, 2, 4.119, 106.5
2020, 3, 7.895, 179.9
2020, 4, 6.752, 248.5
2020, 5, 13.46, 60.79
2020, 6, 14.67, 9.184
2020, 7, 22.89, 3.546
2020, 8, 19.32, 0.01952
2020, 9, 18.04, 0
2020, 10, 10.5, 4.007
2020, 11, 5.017, 376.5
2020, 12, 2.186, 184.2
2021, 1, 0.2159, 381.1
2021, 2, 5.833, 85.56
2021, 3, 5.841, 212.1
2021, 4, 8.316, 132.9
2021, 5, 14.74, 76.73
2021, 6, 17.08, 12.46
2021, 7, 22.27, 2.074
2021, 8, 19.24, 12.14
2021, 9, 19.51, 62.08
2021, 10, 16.28, 6.925
2021, 11, 7.79, 263
2021, 12, 5.063, 240
2022, 1, -1.452, 278.8
2022, 2, 6.343, 64.55
2022, 3, 7.195, 120.1
2022, 4, 7.197, 157.8
2022, 5, 15.34, 24.87
2022, 6, 16.88, 6.507
2022, 7, 21.51, 1.968
2022, 8, 21.88, 0.1576
2022, 9, 17.42, 24.11
2022, 10, 16.61, 172.1
2022, 11, 7.474, 822.5
2022, 12, 1.139, 211.5
2023, 1, 3.206, 714.9
2023, 2, 3.637, 386.6
2023, 3, 6.67, 301
2023, 4, 4.46, 61.03
2023, 5, 12.77, 57.51
