# Created by WEAP: 4/20/2021 7:22:50 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_inmcm4_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2007 - December 2099 (1,116 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2007, 1, -0.325, 39.66
2007, 2, -2.176, 36.76
2007, 3, 6.834, 15.54
2007, 4, 11.85, 30.21
2007, 5, 14.9, 40.16
2007, 6, 19.71, 19.37
2007, 7, 22.41, 20.5
2007, 8, 24.17, 2.745
2007, 9, 17.83, 39.59
2007, 10, 11.5, 14.11
2007, 11, 5.396, 25.27
2007, 12, -0.3071, 34.62
2008, 1, -2.598, 47.04
2008, 2, 2.885, 56.24
2008, 3, 5.265, 35.19
2008, 4, 8.919, 8.024
2008, 5, 16.45, 37.21
2008, 6, 16.7, 7.516
2008, 7, 20.71, 10.46
2008, 8, 22.96, 14.66
2008, 9, 16.67, 12.54
2008, 10, 11.59, 15.85
2008, 11, 5.594, 49.59
2008, 12, -3.57, 20.2
2009, 1, -2.512, 24.88
2009, 2, 0.2443, 57.83
2009, 3, 6.641, 1.165
2009, 4, 10.48, 16.21
2009, 5, 12.25, 19.67
2009, 6, 18.89, 15.01
2009, 7, 23.09, 2.624
2009, 8, 22.67, 15.48
2009, 9, 20.42, 9.89
2009, 10, 11.08, 15.71
2009, 11, -3.843, 24
2009, 12, -2.742, 31.91
2010, 1, -3.37, 37.15
2010, 2, 2.501, 60.43
2010, 3, 6.197, 10.06
2010, 4, 11.36, 11.76
2010, 5, 15.52, 25.37
2010, 6, 18.33, 42.65
2010, 7, 23.67, 4.662
2010, 8, 23.48, 0.5308
2010, 9, 21.11, 3.34
2010, 10, 11.87, 2.198
2010, 11, 5.951, 38.26
2010, 12, 4.771, 20.82
2011, 1, 1.116, 14.23
2011, 2, -2.647, 29.35
2011, 3, 6.514, 36.84
2011, 4, 10.58, 22.47
2011, 5, 16.32, 11.81
2011, 6, 19.11, 42.65
2011, 7, 23.48, 18.71
2011, 8, 24.19, 6.894
2011, 9, 17.86, 8.17
2011, 10, 14.23, 25.96
2011, 11, 2.156, 27.42
2011, 12, -5.838, 34.71
2012, 1, 2.738, 7.233
2012, 2, -0.601, 15.22
2012, 3, 6.955, 13.62
2012, 4, 12.05, 12.58
2012, 5, 16.47, 12.72
2012, 6, 20.24, 8.627
2012, 7, 22.71, 0.6536
2012, 8, 21.13, 2.058
2012, 9, 16.46, 3.199
2012, 10, 11.57, 6.57
2012, 11, 4.944, 19.59
2012, 12, -0.4295, 50.97
2013, 1, 1.1, 58.65
2013, 2, 3.116, 5.861
2013, 3, 5.866, 2.596
2013, 4, 10.92, 11.69
2013, 5, 11.62, 33.52
2013, 6, 19.11, 8.89
2013, 7, 26, 9.86
2013, 8, 24.64, 3.043
2013, 9, 18.86, 2.313
2013, 10, 9.109, 1.446
2013, 11, 5.484, 16.08
2013, 12, 2.022, 45.79
2014, 1, -1.852, 3.696
2014, 2, 0.02312, 28.4
2014, 3, 4.794, 34.32
2014, 4, 12.21, 13.5
2014, 5, 13.11, 20.13
2014, 6, 18.89, 20.84
2014, 7, 19.42, 1.987
2014, 8, 22.84, 0.006663
2014, 9, 19.46, 6.555
2014, 10, 11.75, 21.83
2014, 11, 3.619, 43.4
2014, 12, 1.466, 21.88
2015, 1, -0.02081, 39.72
2015, 2, 1.679, 24.39
2015, 3, 7.826, 1.788
2015, 4, 11.58, 3.022
2015, 5, 15.36, 32.22
2015, 6, 20.43, 4.822
2015, 7, 23.66, 2.374
2015, 8, 25.5, 2.903
2015, 9, 18.44, 7.904
2015, 10, 10.25, 22.09
2015, 11, 3.708, 53.55
2015, 12, -0.4772, 34.79
2016, 1, -1.609, 38.43
2016, 2, 1.942, 13.62
2016, 3, 5.456, 16.94
2016, 4, 11.26, 6.861
2016, 5, 14.67, 6.552
2016, 6, 18.49, 2.831
2016, 7, 25.4, 1.506
2016, 8, 23.47, 1.657
2016, 9, 18.83, 7.61
2016, 10, 10.72, 46.31
2016, 11, 1.335, 60.99
2016, 12, 1.32, 47.68
2017, 1, -5.584, 21.12
2017, 2, 2.398, 52.78
2017, 3, 6.485, 18.86
2017, 4, 10.62, 14.94
2017, 5, 19.7, 15.73
2017, 6, 24.42, 3.256
2017, 7, 27.12, 9.709
2017, 8, 24.23, 32.81
2017, 9, 18.24, 23.57
2017, 10, 12.91, 13.7
2017, 11, -0.6818, 62.92
2017, 12, 2.188, 71.6
2018, 1, 3.263, 36.5
2018, 2, 5.946, 61.97
2018, 3, 7.128, 39.11
2018, 4, 11.32, 4.175
2018, 5, 14.35, 17.07
2018, 6, 18.26, 8.146
2018, 7, 23.04, 0.5049
2018, 8, 22.88, 7.632
2018, 9, 18.31, 1.308
2018, 10, 11.57, 14.17
2018, 11, 6.841, 26.4
2018, 12, -4.784, 42.34
2019, 1, -1.493, 43.94
2019, 2, 3.477, 4.034
2019, 3, 6.644, 10.92
2019, 4, 10.24, 11.01
2019, 5, 14.59, 21.3
2019, 6, 20.88, 32.71
2019, 7, 27.97, 0.3425
2019, 8, 22.6, 0.9508
2019, 9, 19.61, 6.994
2019, 10, 12.62, 21.54
2019, 11, 6.682, 46.95
2019, 12, -2.398, 56.14
2020, 1, 0.1463, 27.03
2020, 2, 3.675, 3.728
2020, 3, 6.438, 24.07
2020, 4, 10.67, 8.127
2020, 5, 16.78, 19.24
2020, 6, 17.26, 16.91
2020, 7, 23.26, 0.3015
2020, 8, 23.04, 3.323
2020, 9, 21.49, 10.65
2020, 10, 11.71, 8.463
2020, 11, 1.861, 19.38
2020, 12, 0.7683, 29.75
2021, 1, -0.7485, 44.22
2021, 2, 2.08, 18.49
2021, 3, 7.357, 24.24
2021, 4, 8.651, 12.33
2021, 5, 16.09, 14.61
2021, 6, 21.21, 4.743
2021, 7, 26.15, 16.85
2021, 8, 22.34, 1.249
2021, 9, 18.52, 4.56
2021, 10, 12.21, 3.424
2021, 11, 6.424, 46.09
2021, 12, 3.092, 42.72
2022, 1, -3.999, 27.43
2022, 2, 5.651, 33.08
2022, 3, 7.608, 23.63
2022, 4, 10.55, 35.42
2022, 5, 14.85, 9.243
2022, 6, 19.46, 30.57
2022, 7, 24.95, 1.007
2022, 8, 23.82, 2.973
2022, 9, 21, 14.69
2022, 10, 13.88, 17.01
2022, 11, 5.412, 32.96
2022, 12, -1.619, 29.96
2023, 1, 0.3745, 38.53
2023, 2, -1.248, 14.02
2023, 3, 8.257, 39.72
2023, 4, 8.616, 8.324
2023, 5, 14.52, 24.91
2023, 6, 18.22, 8.609
2023, 7, 23.11, 1.732
2023, 8, 23.18, 0.1241
2023, 9, 18.91, 8.109
2023, 10, 9.507, 18.22
2023, 11, -0.3053, 30.71
2023, 12, 1.731, 40.68
2024, 1, 2.276, 4.67
2024, 2, 2.938, 48.65
2024, 3, 9.15, 18.64
2024, 4, 11.51, 11.13
2024, 5, 16.22, 8.932
2024, 6, 19.09, 8.159
2024, 7, 23.61, 0.2479
2024, 8, 24.27, 10.86
2024, 9, 17.21, 1.094
2024, 10, 10.39, 18.98
2024, 11, 5.833, 15.78
2024, 12, -0.3839, 51.94
2025, 1, 2.137, 55.86
2025, 2, 4.612, 13.15
2025, 3, 8.039, 15.54
2025, 4, 13.11, 43.38
2025, 5, 15.99, 10.05
2025, 6, 24.54, 13.89
2025, 7, 26.67, 22.14
2025, 8, 25.74, 4.252
2025, 9, 20.48, 9.171
2025, 10, 10.79, 5.775
2025, 11, 2.396, 61.87
2025, 12, 2.067, 45.11
2026, 1, 1.278, 19.02
2026, 2, 3.279, 42.57
2026, 3, 7.798, 36.5
2026, 4, 9.984, 11.1
2026, 5, 15.58, 26.21
2026, 6, 18.47, 26.87
2026, 7, 22.81, 4.925
2026, 8, 21.29, 17.64
2026, 9, 21.33, 2.692
2026, 10, 10.8, 4.573
2026, 11, 5.047, 18.97
2026, 12, -1.047, 22.9
2027, 1, 0.6494, 18.12
2027, 2, 1.75, 19.48
2027, 3, 5.293, 23.81
2027, 4, 13.05, 33.08
2027, 5, 13.98, 13.67
2027, 6, 21.12, 16.37
2027, 7, 22.61, 0.07603
2027, 8, 22.72, 0.2519
2027, 9, 19.62, 16.64
2027, 10, 11.77, 4.252
2027, 11, 2.06, 24.6
2027, 12, 3.476, 17.58
2028, 1, 3.956, 39.79
2028, 2, 6.495, 33.92
2028, 3, 7.731, 17.67
2028, 4, 11.34, 15.51
2028, 5, 18.16, 26.14
2028, 6, 18.36, 21.41
2028, 7, 26.65, 0.354
2028, 8, 24.66, 8.208
2028, 9, 17.25, 12.57
2028, 10, 9.089, 16.67
2028, 11, 4.888, 23.71
2028, 12, -0.1156, 11.25
2029, 1, 0.8056, 16.62
2029, 2, 3.187, 15.53
2029, 3, 7.899, 9.348
2029, 4, 12.52, 11.35
2029, 5, 16.41, 16.65
2029, 6, 20.36, 16.76
2029, 7, 25.84, 27.55
2029, 8, 23.2, 23.53
2029, 9, 16.73, 10.92
2029, 10, 10.99, 21.66
2029, 11, 6.832, 33.14
2029, 12, 1.824, 47.47
2030, 1, -0.1993, 18.1
2030, 2, 2.842, 8.49
2030, 3, 8.637, 25.25
2030, 4, 11.09, 18.13
2030, 5, 15.04, 27.52
2030, 6, 20.96, 2.365
2030, 7, 25.58, 0.5896
2030, 8, 22.03, 1.062
2030, 9, 20.43, 4.327
2030, 10, 9.669, 14.67
2030, 11, 5.388, 19.44
2030, 12, 1.352, 40.77
2031, 1, -1.969, 15.91
2031, 2, 1.116, 25.42
2031, 3, 7.229, 10.84
2031, 4, 14.3, 16.48
2031, 5, 16.01, 39.24
2031, 6, 20.84, 10.57
2031, 7, 27.03, 6.121
2031, 8, 25.01, 5.017
2031, 9, 17.84, 0.408
2031, 10, 11.96, 18.47
2031, 11, 4.9, 39.52
2031, 12, -0.6332, 33.67
2032, 1, -1.109, 21.43
2032, 2, 0.5742, 20.55
2032, 3, 6.16, 37.6
2032, 4, 10.91, 24.6
2032, 5, 14.02, 16.74
2032, 6, 21.93, 14.27
2032, 7, 23.35, 5.112
2032, 8, 23.69, 3.458
2032, 9, 18.82, 11.35
2032, 10, 12.75, 14.88
2032, 11, 6.43, 44.95
2032, 12, 0.7078, 48.82
2033, 1, 3.548, 31.86
2033, 2, 5.039, 51.28
2033, 3, 8.995, 22.15
2033, 4, 11.63, 15.62
2033, 5, 13.83, 18.42
2033, 6, 18.44, 76.81
2033, 7, 23.57, 6.418
2033, 8, 22.73, 0.6381
2033, 9, 17.01, 19.7
2033, 10, 12.1, 13.45
2033, 11, 6.051, 47.01
2033, 12, 1.887, 46.68
2034, 1, -0.492, 20.38
2034, 2, 5.03, 43.36
2034, 3, 8.566, 15.48
2034, 4, 10.09, 22.18
2034, 5, 15.08, 16.86
2034, 6, 22.55, 22.32
2034, 7, 24.09, 8.405
