# Created by WEAP: 4/20/2021 7:23:19 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_inmcm4_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2007 - December 2099 (1,116 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2007, 1, 13.09, 30.99
2007, 2, 13.19, 222.5
2007, 3, 14.78, 279.8
2007, 4, 15.09, 17.54
2007, 5, 18.71, 0.4732
2007, 6, 18.73, 0.1236
2007, 7, 21.21, 0.04847
2007, 8, 24.7, 0.4432
2007, 9, 22.58, 0.2282
2007, 10, 21.35, 0.03112
2007, 11, 17.83, 6.705
2007, 12, 14.91, 43.4
2008, 1, 15.11, 70.75
2008, 2, 14.42, 11.24
2008, 3, 14.61, 13.57
2008, 4, 16.27, 5
2008, 5, 18.58, 0.8778
2008, 6, 18.92, 0.1034
2008, 7, 22.5, 0.0008125
2008, 8, 23.26, 0.06364
2008, 9, 23.69, 1.429
2008, 10, 21.56, 0
2008, 11, 18.65, 79.51
2008, 12, 12.57, 91.74
2009, 1, 15.42, 249.2
2009, 2, 13.79, 240.7
2009, 3, 17.16, 387.5
2009, 4, 18.23, 42.84
2009, 5, 18.33, 2.294
2009, 6, 19.09, 0.2182
2009, 7, 22.15, 0
2009, 8, 22.38, 0.2029
2009, 9, 26.89, 0.6988
2009, 10, 21.86, 0.1527
2009, 11, 15.5, 189.8
2009, 12, 13.08, 221.2
2010, 1, 12.97, 82.14
2010, 2, 13.99, 102.3
2010, 3, 14.59, 22.25
2010, 4, 16.51, 11.87
2010, 5, 16.95, 2.382
2010, 6, 20.62, 0.0009512
2010, 7, 21.45, 0.07179
2010, 8, 22.63, 0.1417
2010, 9, 22.9, 0.2869
2010, 10, 21.85, 21.12
2010, 11, 17.56, 79.02
2010, 12, 16.3, 45.36
2011, 1, 14.97, 1.305
2011, 2, 13.75, 60.94
2011, 3, 14.86, 28.52
2011, 4, 18.81, 75.41
2011, 5, 18.76, 3.719
2011, 6, 20.3, 0.2576
2011, 7, 22.66, 0.004317
2011, 8, 23.84, 0.4926
2011, 9, 24.31, 0.1663
2011, 10, 20.19, 4.09
2011, 11, 17.59, 22.32
2011, 12, 13.87, 97.65
2012, 1, 17.78, 4.832
2012, 2, 14.42, 363.1
2012, 3, 17.69, 0.0242
2012, 4, 17, 15.81
2012, 5, 18.86, 0.4917
2012, 6, 20.31, 1.384
2012, 7, 22.99, 0.04431
2012, 8, 22.7, 0.1648
2012, 9, 22.27, 0.4834
2012, 10, 20.74, 4.007
2012, 11, 17.84, 165.9
2012, 12, 14.91, 16.82
2013, 1, 19.75, 53.54
2013, 2, 16.58, 154.4
2013, 3, 16.63, 18.58
2013, 4, 17.14, 7.524
2013, 5, 18.68, 32.06
2013, 6, 19.86, 0
2013, 7, 24.04, 0
2013, 8, 22.05, 0
2013, 9, 21.68, 0.5213
2013, 10, 18.33, 54.53
2013, 11, 16.24, 44.14
2013, 12, 14.09, 28.99
2014, 1, 14.67, 7.681
2014, 2, 14.15, 206.8
2014, 3, 16.19, 39.46
2014, 4, 18.01, 10.79
2014, 5, 18.53, 0.2518
2014, 6, 20.76, 0.168
2014, 7, 20.44, 0.01082
2014, 8, 22.11, 0.3045
2014, 9, 22.83, 0.6279
2014, 10, 19.37, 4.535
2014, 11, 16.08, 50.23
2014, 12, 14.32, 11.39
2015, 1, 16.1, 124
2015, 2, 16.15, 318
2015, 3, 15.75, 138.1
2015, 4, 20.7, 16.75
2015, 5, 19.11, 20.02
2015, 6, 20.15, 0.3613
2015, 7, 21.37, 0.03439
2015, 8, 24.39, 2.905
2015, 9, 21.17, 0
2015, 10, 18.2, 0
2015, 11, 15.67, 29.34
2015, 12, 15.11, 0.002059
2016, 1, 14.27, 376
2016, 2, 15.12, 73.68
2016, 3, 14.13, 40.45
2016, 4, 15.97, 1.019
2016, 5, 18.95, 14.93
2016, 6, 20.66, 0.0345
2016, 7, 22, 0.3179
2016, 8, 21.97, 0.916
2016, 9, 23.69, 0.2545
2016, 10, 18.44, 0.006469
2016, 11, 15.94, 74.9
2016, 12, 17.16, 237
2017, 1, 12.26, 228.3
2017, 2, 14.85, 129.8
2017, 3, 14.28, 7.323
2017, 4, 18.28, 16.83
2017, 5, 17.47, 0.9119
2017, 6, 21.33, 0.01745
2017, 7, 23.63, 0.0073
2017, 8, 26.85, 0.2887
2017, 9, 24.07, 31.81
2017, 10, 22.93, 0.11
2017, 11, 16.72, 81.22
2017, 12, 15.64, 105.2
2018, 1, 14.74, 24.22
2018, 2, 17.21, 43.96
2018, 3, 15.69, 65.75
2018, 4, 17.57, 22.2
2018, 5, 17.64, 0.008776
2018, 6, 21.02, 0.06794
2018, 7, 22, 0.1704
2018, 8, 23.2, 0.002519
2018, 9, 23.98, 8.622
2018, 10, 21.41, 5.654
2018, 11, 18.92, 137.4
2018, 12, 14.55, 5.178
2019, 1, 14.44, 8.862
2019, 2, 15.06, 196.7
2019, 3, 18.22, 0.7446
2019, 4, 15.66, 30.11
2019, 5, 20.8, 0.1745
2019, 6, 20.42, 0.07032
2019, 7, 23.43, 0.03883
2019, 8, 23.6, 0.9996
2019, 9, 24.36, 3.715
2019, 10, 21.2, 34.24
2019, 11, 19.93, 67.88
2019, 12, 14.08, 64.84
2020, 1, 17.87, 27
2020, 2, 14.58, 86.83
2020, 3, 16.98, 0.5408
2020, 4, 15.62, 22.23
2020, 5, 18.14, 2.559
2020, 6, 20.83, 0.003571
2020, 7, 21.43, 0
2020, 8, 22.83, 0.08279
2020, 9, 23.64, 0.2062
2020, 10, 19.89, 3.668
2020, 11, 16.24, 108.1
2020, 12, 14.34, 76.37
2021, 1, 14.84, 44.09
2021, 2, 15.54, 0.7073
2021, 3, 17.71, 0.2166
2021, 4, 16.87, 11.17
2021, 5, 18.35, 0.1719
2021, 6, 20.37, 0.1712
2021, 7, 23.32, 0.2833
2021, 8, 22.96, 0.02748
2021, 9, 23.37, 0.968
2021, 10, 20.93, 0.1005
2021, 11, 16.84, 22.52
2021, 12, 18.19, 45.77
2022, 1, 13.3, 20.09
2022, 2, 19.3, 0.3012
2022, 3, 18.63, 54.6
2022, 4, 16.42, 17.81
2022, 5, 18.47, 1.165
2022, 6, 19.89, 0.0548
2022, 7, 22.67, 0.02387
2022, 8, 23.15, 0.7626
2022, 9, 22.05, 5.926
2022, 10, 21.44, 41.26
2022, 11, 17.74, 48.63
2022, 12, 13.46, 36.1
2023, 1, 16.44, 120.6
2023, 2, 17.85, 170.5
2023, 3, 17.5, 44.17
2023, 4, 16.29, 10.63
2023, 5, 18.9, 8.008
2023, 6, 19.7, 1.012
2023, 7, 22.06, 0
2023, 8, 22.98, 0
2023, 9, 23, 0.2073
2023, 10, 18.84, 10.13
2023, 11, 14.63, 54.99
2023, 12, 14.73, 0.9715
2024, 1, 16, 8.455
2024, 2, 15.37, 8.344
2024, 3, 17.11, 15.78
2024, 4, 17.02, 38.95
2024, 5, 18.35, 0.4383
2024, 6, 21.21, 0.09955
2024, 7, 25.05, 0.008674
2024, 8, 23.4, 1.571
2024, 9, 21.93, 1.804
