# Created by WEAP: 4/20/2021 7:20:48 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_inmcm4_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2007 - December 2099 (1,116 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_CEN_KIngs (301,056 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (46,690 ha),  1000 - 2000 m (61,276 ha),  2000 - 3000 m (96,982 ha),  3000 - 4000 m (95,816 ha),  4000 - 5000 m (292 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2007, 1, 6.389, 1.496, -4.813, -9.026, -10.87, 156.2, 209.7, 243.5, 250.6, 255.4
2007, 2, 8.74, 2.798, -3.461, -7.298, -8.999, 159.3, 221.2, 243.4, 232.1, 209.8
2007, 3, 11.37, 5.727, -0.1395, -3.416, -4.635, 198.8, 231.3, 232.9, 249.9, 240
2007, 4, 11.24, 5.707, 0.2431, -2.67, -3.632, 66.7, 88.32, 87.19, 81.82, 74.8
2007, 5, 18.37, 12.46, 6.866, 3.973, 2.965, 15.25, 25.34, 29.49, 37.2, 41.9
2007, 6, 20.61, 14.92, 9.525, 6.797, 5.938, 0.3726, 2.024, 4.367, 5.348, 6.187
2007, 7, 26.47, 20.87, 15.13, 12.13, 11.2, 1.006, 0.4148, 0.7741, 2.201, 3.519
2007, 8, 30.23, 24.92, 19.2, 15.86, 14.56, 0.03202, 0.2999, 1.296, 2.517, 3.155
2007, 9, 23.82, 18.09, 12.02, 8.32, 6.75, 0.5319, 2.886, 5.38, 7.433, 10.53
2007, 10, 19.38, 13.73, 7.577, 3.617, 1.827, 10.09, 11.97, 12.63, 11.62, 11.64
2007, 11, 10.21, 5.292, -0.6955, -4.521, -6.201, 12.71, 19.64, 24.84, 22.27, 21.12
2007, 12, 7.376, 2.955, -3.209, -7.451, -9.376, 152.7, 193.9, 201, 184, 164.8
2008, 1, 7.177, 2.377, -3.916, -8.183, -9.993, 192.1, 238.9, 245.9, 231.3, 220.1
2008, 2, 7.872, 2.485, -3.673, -7.601, -9.256, 60.43, 76.85, 78.24, 72.4, 65.06
2008, 3, 9.304, 3.462, -2.369, -5.745, -7.003, 53.62, 65.19, 60.03, 58.35, 56.58
2008, 4, 11.87, 6.399, 0.8823, -2.022, -2.99, 66.91, 82.73, 76.51, 62.28, 45.28
2008, 5, 17.51, 11.58, 5.842, 2.856, 1.816, 7.381, 12.91, 15.59, 24.39, 32.32
2008, 6, 22.09, 16.51, 11.05, 8.337, 7.427, 2.214, 10.73, 18.41, 29.78, 36.67
2008, 7, 27.41, 21.9, 16.31, 13.26, 12.16, 0.05087, 2.196, 8.948, 9.578, 7.206
2008, 8, 26.67, 21.17, 15.4, 12.14, 10.94, 0.3914, 1.109, 1.502, 1.067, 1.307
2008, 9, 25.57, 19.9, 13.86, 10.27, 8.716, 0.715, 3.657, 9.083, 16.72, 23.06
2008, 10, 21.33, 16.1, 9.992, 6.016, 4.263, 0.7639, 2.477, 4.381, 5.069, 5.004
2008, 11, 13.23, 8.557, 2.379, -1.68, -3.419, 226.9, 253.1, 245.9, 250.3, 256.7
2008, 12, 4.139, -1.044, -7.443, -11.78, -13.71, 61.85, 67.64, 67.39, 57.05, 50.35
2009, 1, 7.573, 2.732, -3.685, -7.863, -9.75, 307.3, 431.8, 489.2, 475.3, 427.4
2009, 2, 7.385, 1.961, -4.043, -7.644, -9.181, 114.4, 169.6, 185.1, 182.4, 162.3
2009, 3, 11.36, 6.303, 0.819, -2.399, -3.72, 212.6, 286.6, 307.4, 285.5, 261.9
2009, 4, 14.47, 9.021, 3.579, 0.7234, -0.4008, 34.73, 46.81, 47.43, 46.57, 41.97
2009, 5, 20.68, 15.08, 9.609, 6.821, 5.794, 98.85, 135.3, 133.1, 119.2, 129.2
2009, 6, 22.2, 16.58, 11.08, 8.437, 7.625, 3.057, 4.598, 5.515, 6.471, 5.098
2009, 7, 26.45, 21.05, 15.59, 12.58, 11.51, 0.4659, 0.6832, 0.8128, 1.35, 1.316
