$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1908-10-01,600
1908-10-02,600
1908-10-03,600
1908-10-04,600
1908-10-05,600
1908-10-06,600
1908-10-07,600
1908-10-08,600
1908-10-09,600
1908-10-10,600
1908-10-11,600
1908-10-12,640
1908-10-13,810
1908-10-14,900
1908-10-15,1050
1908-10-16,1240
1908-10-17,1650
1908-10-18,6620
1908-10-19,9140
1908-10-20,8730
1908-10-21,5790
1908-10-22,2230
1908-10-23,2230
1908-10-24,2100
1908-10-25,1830
1908-10-26,1720
1908-10-27,1620
1908-10-28,1540
1908-10-29,1800
1908-10-30,2220
1908-10-31,1540
1908-11-01,1500
1908-11-02,1450
1908-11-03,1400
1908-11-04,1350
1908-11-05,1300
1908-11-06,1250
1908-11-07,1200
1908-11-08,1200
1908-11-09,1150
1908-11-10,1140
1908-11-11,1090
1908-11-12,1090
1908-11-13,1090
1908-11-14,1090
1908-11-15,1090
1908-11-16,1050
1908-11-17,1010
1908-11-18,1180
1908-11-19,2260
1908-11-20,3200
1908-11-21,5700
1908-11-22,7460
1908-11-23,5920
1908-11-24,5500
1908-11-25,4500
1908-11-26,3610
1908-11-27,2900
1908-11-28,2470
1908-11-29,2330
1908-11-30,2070
1908-12-01,1890
1908-12-02,1780
1908-12-03,1730
1908-12-04,1630
1908-12-05,1580
1908-12-06,1530
1908-12-07,1480
1908-12-08,1480
1908-12-09,1430
1908-12-10,1380
1908-12-11,1380
1908-12-12,1280
1908-12-13,1580
1908-12-14,1950
1908-12-15,1780
1908-12-16,1680
1908-12-17,1630
1908-12-18,1430
1908-12-19,1380
1908-12-20,1430
1908-12-21,1480
1908-12-22,1680
1908-12-23,2400
1908-12-24,4500
1908-12-25,3120
1908-12-26,5710
1908-12-27,5710
1908-12-28,5000
1908-12-29,8660
1908-12-30,5200
1908-12-31,3860
1909-01-01,3120
1909-01-02,2970
1909-01-03,4500
1909-01-04,11700
1909-01-05,18900
1909-01-06,14700
1909-01-07,18300
1909-01-08,15900
1909-01-09,9200
1909-01-10,6340
1909-01-11,5100
1909-01-12,4310
1909-01-13,4310
1909-01-14,5710
1909-01-15,16900
1909-01-16,27400
1909-01-17,19600
1909-01-18,25200
1909-01-19,20600
1909-01-20,28200
1909-01-21,32400
1909-01-22,18900
1909-01-23,12000
1909-01-24,8180
1909-01-25,6340
1909-01-26,5100
1909-01-27,4500
1909-01-28,3860
1909-01-29,3610
1909-01-30,3360
1909-01-31,3860
1909-02-01,3040
1909-02-02,3200
1909-02-03,4310
1909-02-04,4310
1909-02-05,3950
1909-02-06,3700
1909-02-07,3610
1909-02-08,3280
1909-02-09,3950
1909-02-10,3700
1909-02-11,3780
1909-02-12,4310
1909-02-13,7940
1909-02-14,7700
1909-02-15,7700
1909-02-16,8660
1909-02-17,15900
1909-02-18,11300
1909-02-19,11100
1909-02-20,9140
1909-02-21,8180
1909-02-22,6340
1909-02-23,5500
1909-02-24,6560
1909-02-25,7940
1909-02-26,6780
1909-02-27,6340
1909-02-28,7230
1909-03-01,7230
1909-03-02,8180
1909-03-03,7460
1909-03-04,7000
1909-03-05,5920
1909-03-06,5500
1909-03-07,4700
1909-03-08,4700
1909-03-09,5500
1909-03-10,4900
1909-03-11,4500
1909-03-12,3950
1909-03-13,3780
1909-03-14,3950
1909-03-15,3950
1909-03-16,4500
1909-03-17,4500
1909-03-18,3950
1909-03-19,3700
1909-03-20,2820
1909-03-21,3200
1909-03-22,3040
1909-03-23,2900
1909-03-24,2900
1909-03-25,2820
1909-03-26,2970
1909-03-27,2970
1909-03-28,2970
1909-03-29,3280
1909-03-30,3200
1909-03-31,3280
1909-04-01,3440
1909-04-02,3780
1909-04-03,3610
1909-04-04,3360
1909-04-05,3280
1909-04-06,3120
1909-04-07,2900
1909-04-08,2820
1909-04-09,2820
1909-04-10,2970
1909-04-11,2900
1909-04-12,2750
1909-04-13,2750
1909-04-14,2900
1909-04-15,2900
1909-04-16,2900
1909-04-17,2820
1909-04-18,2820
1909-04-19,2820
1909-04-20,2900
1909-04-21,2540
1909-04-22,2470
1909-04-23,2470
1909-04-24,2400
1909-04-25,2400
1909-04-26,2470
1909-04-27,2900
1909-04-28,3280
1909-04-29,2970
1909-04-30,2750
1909-05-01,2610
1909-05-02,2820
1909-05-03,3200
1909-05-04,3610
1909-05-05,3280
1909-05-06,2970
1909-05-07,2820
1909-05-08,2750
1909-05-09,2680
1909-05-10,2680
1909-05-11,2820
1909-05-12,2680
1909-05-13,2470
1909-05-14,2400
1909-05-15,2400
1909-05-16,2260
1909-05-17,2260
1909-05-18,2200
1909-05-19,2130
1909-05-20,2130
1909-05-21,2130
1909-05-22,2130
1909-05-23,2070
1909-05-24,2010
1909-05-25,2010
1909-05-26,2130
1909-05-27,2820
1909-05-28,3200
1909-05-29,4130
1909-05-30,3610
1909-05-31,4310
1909-06-01,4130
1909-06-02,4130
1909-06-03,3700
1909-06-04,3440
1909-06-05,3200
1909-06-06,2900
1909-06-07,2680
1909-06-08,2540
1909-06-09,2400
1909-06-10,2400
1909-06-11,2330
1909-06-12,2330
1909-06-13,2260
1909-06-14,2200
1909-06-15,2130
1909-06-16,2260
1909-06-17,2130
1909-06-18,2130
1909-06-19,2010
1909-06-20,1950
1909-06-21,1840
1909-06-22,1780
1909-06-23,1780
1909-06-24,1780
1909-06-25,1780
1909-06-26,1730
1909-06-27,1730
1909-06-28,1680
1909-06-29,1680
1909-06-30,1580
1909-07-01,1580
1909-07-02,1580
1909-07-03,1530
1909-07-04,1530
1909-07-05,1480
1909-07-06,2130
1909-07-07,2130
1909-07-08,1780
1909-07-09,1680
1909-07-10,1580
1909-07-11,1580
1909-07-12,1530
1909-07-13,1480
1909-07-14,1430
1909-07-15,1380
1909-07-16,1380
1909-07-17,1330
1909-07-18,1330
1909-07-19,1380
1909-07-20,1330
1909-07-21,1280
1909-07-22,1280
1909-07-23,1280
1909-07-24,1230
1909-07-25,1230
1909-07-26,1230
1909-07-27,1280
1909-07-28,1280
1909-07-29,1180
1909-07-30,1180
1909-07-31,1180
1909-08-01,1180
1909-08-02,1180
1909-08-03,1140
1909-08-04,1140
1909-08-05,1140
1909-08-06,1090
1909-08-07,1090
1909-08-08,1180
1909-08-09,1050
1909-08-10,1090
1909-08-11,1090
1909-08-12,1090
1909-08-13,1090
1909-08-14,1090
1909-08-15,1010
1909-08-16,1010
1909-08-17,1050
1909-08-18,1010
1909-08-19,1010
1909-08-20,1010
1909-08-21,1010
1909-08-22,1010
1909-08-23,1010
1909-08-24,1010
1909-08-25,895
1909-08-26,1010
1909-08-27,970
1909-08-28,895
1909-08-29,970
1909-08-30,970
1909-08-31,970
1909-09-01,1010
1909-09-02,1010
1909-09-03,1050
1909-09-04,1010
1909-09-05,930
1909-09-06,1010
1909-09-07,930
1909-09-08,1010
1909-09-09,930
1909-09-10,930
1909-09-11,930
1909-09-12,970
1909-09-13,970
1909-09-14,970
1909-09-15,1010
1909-09-16,970
1909-09-17,930
1909-09-18,930
1909-09-19,825
1909-09-20,825
1909-09-21,860
1909-09-22,860
1909-09-23,860
1909-09-24,895
1909-09-25,930
1909-09-26,930
1909-09-27,970
1909-09-28,970
1909-09-29,1010
1909-09-30,1380
1909-10-01,1330
1909-10-02,1180
1909-10-03,1090
1909-10-04,1050
1909-10-05,970
1909-10-06,930
1909-10-07,1090
1909-10-08,1010
1909-10-09,1010
1909-10-10,930
1909-10-11,1050
1909-10-12,1050
1909-10-13,970
1909-10-14,930
1909-10-15,930
1909-10-16,930
1909-10-17,860
1909-10-18,970
1909-10-19,860
1909-10-20,1430
1909-10-21,1480
1909-10-22,1380
1909-10-23,1140
1909-10-24,1050
1909-10-25,1090
1909-10-26,1050
1909-10-27,1010
1909-10-28,930
1909-10-29,1180
1909-10-30,1530
1909-10-31,1630
1909-11-01,5600
1909-11-02,3440
1909-11-03,2900
1909-11-04,2070
1909-11-05,1840
1909-11-06,2610
1909-11-07,2200
1909-11-08,1890
1909-11-09,2750
1909-11-10,3950
1909-11-11,4700
1909-11-12,3200
1909-11-13,2750
1909-11-14,2540
1909-11-15,2130
1909-11-16,1890
1909-11-17,1780
1909-11-18,2010
1909-11-19,7700
1909-11-20,37000
1909-11-21,12500
1909-11-22,66800
1909-11-23,75500
1909-11-24,33200
1909-11-25,18600
1909-11-26,12000
1909-11-27,8180
1909-11-28,9720
1909-11-29,8940
1909-11-30,17600
1909-12-01,11100
1909-12-02,8420
1909-12-03,6780
1909-12-04,5710
1909-12-05,5500
1909-12-06,4700
1909-12-07,4700
1909-12-08,5100
1909-12-09,13800
1909-12-10,8660
1909-12-11,6780
1909-12-12,11300
1909-12-13,15700
1909-12-14,10100
1909-12-15,7700
1909-12-16,6130
1909-12-17,5500
1909-12-18,4900
1909-12-19,4500
1909-12-20,4130
1909-12-21,3700
1909-12-22,3440
1909-12-23,3120
1909-12-24,3040
1909-12-25,2970
1909-12-26,2900
1909-12-27,2750
1909-12-28,2470
1909-12-29,2540
1909-12-30,2540
1909-12-31,7460
1910-01-01,5100
1910-01-02,4130
1910-01-03,3440
1910-01-04,3200
1910-01-05,2970
1910-01-06,2900
1910-01-07,3040
1910-01-08,3040
1910-01-09,2820
1910-01-10,2680
1910-01-11,2610
1910-01-12,2540
1910-01-13,2400
1910-01-14,2540
1910-01-15,2470
1910-01-16,2400
1910-01-17,2540
1910-01-18,2400
1910-01-19,3700
1910-01-20,3120
1910-01-21,3040
1910-01-22,5710
1910-01-23,8900
1910-01-24,8660
1910-01-25,6780
1910-01-26,5710
1910-01-27,4900
1910-01-28,11600
1910-01-29,9620
1910-01-30,7230
1910-01-31,6560
1910-02-01,5920
1910-02-02,5100
1910-02-03,4500
1910-02-04,3950
1910-02-05,3780
1910-02-06,3520
1910-02-07,3360
1910-02-08,2470
1910-02-09,2400
1910-02-10,3440
1910-02-11,3610
1910-02-12,2470
1910-02-13,3950
1910-02-14,4310
1910-02-15,4130
1910-02-16,3860
1910-02-17,3610
1910-02-18,4130
1910-02-19,11300
1910-02-20,7940
1910-02-21,5920
1910-02-22,5500
1910-02-23,5300
1910-02-24,6130
1910-02-25,12300
1910-02-26,10300
1910-02-27,9620
1910-02-28,20400
1910-03-01,30100
1910-03-02,18300
1910-03-03,14400
1910-03-04,11800
1910-03-05,10100
1910-03-06,8180
1910-03-07,6780
1910-03-08,5920
1910-03-09,5500
1910-03-10,5300
1910-03-11,5500
1910-03-12,5500
1910-03-13,5920
1910-03-14,5920
1910-03-15,5710
1910-03-16,5500
1910-03-17,5300
1910-03-18,5100
1910-03-19,5500
1910-03-20,5100
1910-03-21,4700
1910-03-22,5500
1910-03-23,8420
1910-03-24,6340
1910-03-25,5300
1910-03-26,4900
1910-03-27,4500
1910-03-28,4130
1910-03-29,3860
1910-03-30,3440
1910-03-31,3440
1910-04-01,3440
1910-04-02,3610
1910-04-03,4310
1910-04-04,4310
1910-04-05,3950
1910-04-06,3950
1910-04-07,3780
1910-04-08,3520
1910-04-09,3780
1910-04-10,3780
1910-04-11,3700
1910-04-12,3610
1910-04-13,3440
1910-04-14,3200
1910-04-15,3120
