$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1948-03-01,11500
1948-03-02,11100
1948-03-03,10800
1948-03-04,10300
1948-03-05,9970
1948-03-06,9710
1948-03-07,9230
1948-03-08,9220
1948-03-09,8890
1948-03-10,8250
1948-03-11,7950
1948-03-12,7630
1948-03-13,7470
1948-03-14,5800
1948-03-15,7300
1948-03-16,7060
1948-03-17,6420
1948-03-18,5570
1948-03-19,5550
1948-03-20,5380
1948-03-21,5210
1948-03-22,5560
1948-03-23,8500
1948-03-24,8250
1948-03-25,7980
1948-03-26,8140
1948-03-27,7990
1948-03-28,7960
1948-03-29,7940
1948-03-30,8050
1948-03-31,8250
1948-04-01,8360
1948-04-02,8720
1948-04-03,10000
1948-04-04,10600
1948-04-05,11100
1948-04-06,11300
1948-04-07,11600
1948-04-08,12100
1948-04-09,11600
1948-04-10,11600
1948-04-11,11200
1948-04-12,10800
1948-04-13,10600
1948-04-14,10500
1948-04-15,10400
1948-04-16,10800
1948-04-17,11500
1948-04-18,13900
1948-04-19,16200
1948-04-20,18100
1948-04-21,20000
1948-04-22,21600
1948-04-23,24200
1948-04-24,26600
1948-04-25,28200
1948-04-26,29000
1948-04-27,29000
1948-04-28,28500
1948-04-29,28000
1948-04-30,27000
1948-05-01,26600
1948-05-02,26100
1948-05-03,25600
1948-05-04,25600
1948-05-05,24700
1948-05-06,24700
1948-05-07,24200
1948-05-08,25200
1948-05-09,29400
1948-05-10,29900
1948-05-11,29400
1948-05-12,29400
1948-05-13,29900
1948-05-14,29400
1948-05-15,29400
1948-05-16,29000
1948-05-17,29400
1948-05-18,29400
1948-05-19,29900
1948-05-20,30900
1948-05-21,32000
1948-05-22,33500
1948-05-23,40000
1948-05-24,44000
1948-05-25,42000
1948-05-26,39000
1948-05-27,39300
1948-05-28,40500
1948-05-29,41200
1948-05-30,41800
1948-05-31,41000
1948-06-01,40000
1948-06-02,39000
1948-06-03,37500
1948-06-04,36000
1948-06-05,35000
1948-06-06,34000
1948-06-07,33000
1948-06-08,32000
1948-06-09,30500
1948-06-10,29000
1948-06-11,28000
1948-06-12,27000
1948-06-13,26000
1948-06-14,25000
1948-06-15,23500
1948-06-16,23000
1948-06-17,22000
1948-06-18,21000
1948-06-19,20000
1948-06-20,19300
1948-06-21,19000
1948-06-22,17800
1948-06-23,17000
1948-06-24,16600
1948-06-25,16200
1948-06-26,15200
1948-06-27,14600
1948-06-28,13900
1948-06-29,13300
1948-06-30,11100
1948-07-01,5340
1948-07-02,3920
1948-07-03,3540
1948-07-04,2750
1948-07-05,3030
1948-07-06,3560
1948-07-07,3200
1948-07-08,3620
1948-07-09,3450
1948-07-10,2960
1948-07-11,3610
1948-07-12,4230
1948-07-13,4590
1948-07-14,3450
1948-07-15,3510
1948-07-16,3720
1948-07-17,3610
1948-07-18,3400
1948-07-19,3110
1948-07-20,4080
1948-07-21,4710
1948-07-22,4640
1948-07-23,4400
1948-07-24,3530
1948-07-25,3430
1948-07-26,3050
1948-07-27,3340
1948-07-28,3930
1948-07-29,4820
1948-07-30,6210
1948-07-31,4850
1948-08-01,4540
1948-08-02,4770
1948-08-03,4750
1948-08-04,4070
1948-08-05,4320
1948-08-06,3840
1948-08-07,3470
1948-08-08,2670
1948-08-09,2400
1948-08-10,3100
1948-08-11,3230
1948-08-12,3330
1948-08-13,2600
1948-08-14,2640
1948-08-15,2920
1948-08-16,2890
1948-08-17,2120
1948-08-18,1850
1948-08-19,2510
1948-08-20,2410
1948-08-21,2380
1948-08-22,1710
1948-08-23,2280
1948-08-24,2620
1948-08-25,2480
1948-08-26,1470
1948-08-27,1860
1948-08-28,1340
1948-08-29,946
1948-08-30,2610
1948-08-31,2130
1948-09-01,1610
1948-09-02,2200
1948-09-03,2500
1948-09-04,1470
1948-09-05,1400
1948-09-06,985
1948-09-07,1900
1948-09-08,2050
1948-09-09,2420
1948-09-10,2570
1948-09-11,1720
1948-09-12,432
1948-09-13,1790
1948-09-14,1410
1948-09-15,1640
1948-09-16,1720
1948-09-17,2470
1948-09-18,1500
1948-09-19,336
1948-09-20,1760
1948-09-21,1620
1948-09-22,2110
1948-09-23,2130
1948-09-24,2570
1948-09-25,1840
1948-09-26,932
1948-09-27,2710
1948-09-28,2310
1948-09-29,2410
1948-09-30,2160
1948-10-01,2410
1948-10-02,1540
1948-10-03,1140
1948-10-04,2930
1948-10-05,2830
1948-10-06,2980
1948-10-07,3030
1948-10-08,2620
1948-10-09,1980
1948-10-10,1540
1948-10-11,2600
1948-10-12,2320
1948-10-13,2930
1948-10-14,3110
1948-10-15,2800
1948-10-16,3690
1948-10-17,2450
1948-10-18,2450
1948-10-19,2630
1948-10-20,2990
1948-10-21,2970
1948-10-22,2890
1948-10-23,2360
1948-10-24,1880
1948-10-25,2560
1948-10-26,2660
1948-10-27,2760
1948-10-28,3150
1948-10-29,2650
1948-10-30,1390
1948-10-31,1730
1948-11-01,2670
1948-11-02,2440
1948-11-03,2930
1948-11-04,2570
1948-11-05,2550
1948-11-06,2340
1948-11-07,1810
1948-11-08,2800
1948-11-09,3030
1948-11-10,3100
1948-11-11,1780
1948-11-12,2530
1948-11-13,954
1948-11-14,748
1948-11-15,2320
1948-11-16,2460
1948-11-17,2400
1948-11-18,2820
