# Created by WEAP: 4/12/2021 4:40:58 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_ACCESS1-0_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_White (153,127 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (82,596 ha),  1000 - 2000 m (66,193 ha),  2000 - 3000 m (3,823 ha),  3000 - 4000 m (456 ha),  4000 - 5000 m (59 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 3.048, -2.658, -6.243, -10.26, -13.37, 312.5, 394.3, 582.4, 684.3, 686.5
2006, 2, 5.091, -0.447, -4.163, -8.277, -11.31, 153.2, 226.6, 346, 423.2, 400.5
2006, 3, 8.046, 2.801, -0.9709, -4.968, -8.016, 132, 149.1, 183.3, 227.9, 216.1
2006, 4, 10.83, 5.518, 1.666, -2.382, -5.435, 113.8, 140.7, 206.2, 258.5, 233.3
2006, 5, 13.12, 8.305, 4.52, 0.4955, -2.499, 28.84, 38.12, 54.06, 64, 57.84
2006, 6, 16.02, 11.34, 7.813, 3.816, 0.7599, 44.44, 54.61, 92.47, 113.2, 103.2
2006, 7, 16.86, 12.62, 9.568, 5.658, 2.587, 22.97, 15.75, 22.6, 24.13, 22.24
2006, 8, 15.91, 11.47, 8.205, 4.358, 1.322, 29.09, 25.25, 28.64, 35.02, 33.16
2006, 9, 15.35, 11.41, 8.139, 4.35, 1.166, 8.69, 7.216, 5.24, 6.063, 6.018
2006, 10, 10.76, 6.43, 3.498, -0.1229, -3.243, 113.8, 135.4, 203.7, 264.9, 247
2006, 11, 5.449, 0.002516, -3.608, -7.604, -10.75, 237.8, 278.5, 399.4, 492.8, 489.8
