# Created by WEAP: 4/12/2021 4:44:16 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_ACCESS1-0_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: MT_SE_LwrMid Yellowstone (2,178,252 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,175,882 ha),  1000 - 2000 m (945,122 ha),  2000 - 3000 m (57,232 ha),  3000 - 4000 m (15 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, -3.581, -3.758, -9.07, -11.91, 14.03, 22.41, 42.34, 59.05
2006, 2, 1.587, 2.566, -2.641, -5.243, 15.51, 23.25, 39.15, 51.36
2006, 3, 9.158, 7.815, -0.09919, -2.63, 11.42, 18.02, 27.49, 35.53
2006, 4, 9.119, 8.519, 1.21, -1.274, 16.22, 24.11, 91.78, 101.4
2006, 5, 16.69, 15.91, 9.066, 6.67, 42.81, 42.62, 71.33, 92.77
2006, 6, 19.86, 18.18, 10.69, 8.624, 26.75, 60.09, 141.3, 166.4
2006, 7, 24.75, 23.59, 16.39, 14.18, 12.51, 12.77, 26.96, 30.56
2006, 8, 25.6, 24.52, 16.73, 14.09, 2.347, 3.998, 2.924, 3.86
2006, 9, 16.19, 15.36, 8.369, 6.09, 32.66, 27.9, 42.94, 41.21
2006, 10, 10.68, 10.18, 3.642, 1.293, 11.85, 10.23, 17.47, 22.85
2006, 11, 2.238, 2.424, -4.059, -7.037, 13.7, 19.2, 23.51, 31.57
2006, 12, 1.706, 0.5663, -6.737, -10.03, 7.507, 11.35, 25.37, 37.14
2007, 1, 3.08, 1.377, -5.593, -9.134, 7.449, 10.14, 19.78, 28.21
2007, 2, 1.684, 0.9954, -4.848, -7.376, 12.31, 16.15, 30.07, 40.28
2007, 3, 3.066, 1.736, -5.35, -7.727, 17.77, 25.82, 46.06, 69.03
2007, 4, 9.952, 8.906, 1.181, -1.415, 25.57, 43.17, 62.4, 67.95
2007, 5, 13.23, 12.45, 5.122, 2.725, 104.4, 89.57, 81.18, 94.91
2007, 6, 23.28, 22.14, 14.74, 12.68, 28.65, 43.26, 63.46, 65.14
2007, 7, 26.7, 25.49, 18.05, 15.65, 16.67, 10.95, 20.76, 23.25
2007, 8, 25.37, 24.24, 16.5, 14.11, 13, 16.37, 17.93, 27.49
2007, 9, 19.59, 18.45, 10.88, 8.217, 5.188, 8.918, 35.22, 36.17
2007, 10, 9.233, 9.026, 2.384, -0.08918, 16.53, 29.87, 51.62, 55.04
2007, 11, -2.827, -2.587, -8.203, -10.62, 12.53, 19.78, 42.33, 58.3
2007, 12, -8.867, -6.954, -11.21, -13.89, 7.518, 15.23, 32.85, 53.03
2008, 1, -5.805, -5.311, -9.798, -12.86, 3.495, 4.999, 13.31, 20.62
2008, 2, -2.781, -3.144, -9.686, -12.51, 10.39, 18.69, 30.08, 43.54
2008, 3, -2.857, -1.778, -6.86, -8.472, 16.48, 25.88, 55.46, 61.72
2008, 4, 7.872, 7.153, -0.2638, -2.73, 41.87, 45.43, 69.24, 78.7
2008, 5, 17.6, 16.18, 8.982, 6.515, 92.41, 95.3, 81.93, 74.02
2008, 6, 24.83, 22.67, 14.56, 12.3, 19.41, 30.52, 48.67, 45.38
2008, 7, 25.79, 24.13, 16.4, 14.15, 33.7, 18.21, 25.41, 25.9
2008, 8, 25.44, 24.41, 16.89, 14.37, 4.646, 4.158, 3.913, 3.336
2008, 9, 18.23, 16.88, 9.675, 7.233, 24.38, 35.63, 42.32, 48.37
2008, 10, 9.457, 8.554, 1.4, -1.32, 5.032, 12.88, 43.98, 60.28
2008, 11, 5.297, 5.14, -2.188, -5.387, 6.205, 13.57, 20.11, 23.27
2008, 12, 2.388, 1.676, -5.079, -8.376, 7.305, 18.81, 33.82, 55.24
2009, 1, -1.66, -0.4514, -6.606, -10.21, 11.91, 10.47, 14.63, 22.89
2009, 2, -4.385, -2.46, -6.065, -8.317, 10.82, 12.91, 33.16, 53.72
2009, 3, 5.934, 4.573, -3.578, -6.132, 18.74, 29.32, 70.18, 94.86
2009, 4, 7.931, 7.723, 0.8886, -1.49, 105.9, 110.1, 126.2, 122.6
2009, 5, 21.02, 19.45, 11.41, 8.867, 26.23, 26.07, 41.92, 48.2
2009, 6, 20.41, 19.24, 12.05, 10.11, 148.8, 148.5, 158.1, 145.1
2009, 7, 26.1, 24.83, 17.75, 15.57, 6.483, 15.27, 17.51, 22.91
2009, 8, 25.08, 24.11, 16.69, 14.35, 16.27, 21.46, 23.82, 21.23
2009, 9, 17.34, 16.01, 8.529, 6.033, 61.92, 84.02, 127.9, 152.1
2009, 10, 10.78, 10.4, 3.119, 0.4364, 20.89, 36.19, 46.05, 48.86
2009, 11, 0.7697, -0.2467, -7.828, -10.43, 16.06, 30.86, 70.44, 87.87
2009, 12, -5.101, -4.723, -9.049, -11.8, 3.818, 7.138, 23.71, 33.77
2010, 1, -10.61, -9.402, -12.5, -14.87, 11.42, 18.45, 43.09, 66.08
2010, 2, -7.174, -6.716, -11.43, -13.81, 10.27, 19.46, 35.85, 49.35
2010, 3, 5.534, 4.603, -3.244, -5.971, 9.042, 18.01, 33.39, 37.72
