# Created by WEAP: 4/12/2021 4:40:55 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_ACCESS1-0_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Baker (20,544 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (12,898 ha),  1000 - 2000 m (7,334 ha),  2000 - 3000 m (298 ha),  3000 - 4000 m (14 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

2006, 1, -0.7307, -4.119, -11.53, -11.53, 715.9, 828.2, 1011, 1011
2006, 2, 1.101, -2.26, -9.409, -9.409, 267.9, 320.4, 424, 424
2006, 3, 5.464, 2.179, -4.841, -4.841, 181.3, 212.4, 239.4, 239.4
2006, 4, 9.801, 6.465, -0.7871, -0.7871, 159.4, 194.7, 261.6, 261.6
2006, 5, 12.22, 8.939, 2.003, 2.003, 82.65, 99.86, 142.5, 142.5
2006, 6, 14.76, 11.49, 4.397, 4.397, 39.97, 48.69, 68.65, 68.65
2006, 7, 15.82, 12.57, 5.533, 5.533, 73.86, 93.37, 106.7, 106.7
2006, 8, 15.86, 12.6, 5.334, 5.334, 69.66, 86.78, 127, 127
2006, 9, 14.13, 10.78, 3.496, 3.496, 17.13, 20.49, 32.02, 32.02
2006, 10, 9.15, 5.787, -1.767, -1.767, 240.2, 300, 414.3, 414.3
2006, 11, 2.848, -0.5534, -7.941, -7.941, 438.6, 513.8, 604.9, 604.9
2006, 12, 2.687, -0.6519, -7.799, -7.799, 532.1, 630.9, 780.7, 780.7
2007, 1, 0.2149, -3.057, -9.953, -9.953, 458.2, 522.9, 581.8, 581.8
2007, 2, 1.268, -2.081, -9.228, -9.228, 204.5, 238.8, 297.6, 297.6
2007, 3, 5.75, 2.347, -4.917, -4.917, 238.3, 271, 324, 324
2007, 4, 8.317, 5.026, -2.052, -2.052, 171.9, 203.6, 246.8, 246.8
2007, 5, 13.83, 10.48, 3.189, 3.189, 69.51, 81.79, 115, 115
2007, 6, 13.93, 10.61, 3.405, 3.405, 48.9, 58.78, 88.61, 88.61
2007, 7, 17.51, 14.28, 7.543, 7.543, 50.85, 61.48, 60.45, 60.45
2007, 8, 16.35, 13.13, 6.142, 6.142, 49.66, 66.04, 81.14, 81.14
2007, 9, 15.44, 12.09, 4.629, 4.629, 18.31, 22.15, 30.76, 30.76
2007, 10, 9.295, 5.944, -1.488, -1.488, 153.9, 187.4, 267.9, 267.9
2007, 11, 1.775, -1.652, -9.244, -9.244, 590.2, 708.8, 940.4, 940.4
2007, 12, -1.796, -5.241, -12.84, -12.84, 302.5, 368.5, 499.3, 499.3
2008, 1, -1.888, -5.181, -11.99, -11.99, 318.2, 357, 429, 429
2008, 2, 1.347, -2.018, -9.024, -9.024, 355.6, 411.6, 497.6, 497.6
2008, 3, 3.54, 0.1703, -6.977, -6.977, 233.4, 271.8, 318.4, 318.4
2008, 4, 11.72, 8.408, 1.406, 1.406, 41.01, 46.5, 67.95, 67.95
