# Created by WEAP: 5/10/2021 7:57:02 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CESM1-BGC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, -0.3313, 17.68
2006, 2, 2.631, 20.05
2006, 3, 8.626, 20.19
2006, 4, 12.93, 15.72
2006, 5, 13.32, 7.977
2006, 6, 20.57, 10.03
2006, 7, 25.95, 7.337
2006, 8, 24.92, 0.1899
2006, 9, 20.93, 29.34
2006, 10, 9.742, 17.94
2006, 11, 3.696, 20.48
2006, 12, -2.199, 31.64
2007, 1, -8.2, 12.73
2007, 2, -3.799, 33.4
2007, 3, 4.074, 10.43
2007, 4, 10.04, 16.68
2007, 5, 11.64, 97.66
2007, 6, 19.48, 13.26
2007, 7, 24.83, 1.136
2007, 8, 22.14, 6.987
2007, 9, 18.36, 16.22
2007, 10, 10.52, 17.94
2007, 11, 1.236, 21.46
2007, 12, 0.844, 28.39
2008, 1, 0.8521, 5.742
2008, 2, 3.23, 21.06
2008, 3, 7.716, 9.771
2008, 4, 11.59, 34.18
2008, 5, 14.87, 31.51
2008, 6, 21.32, 10.29
2008, 7, 24.9, 4.6
2008, 8, 24.87, 0.1793
2008, 9, 19.6, 0.1718
2008, 10, 12.51, 16.67
2008, 11, 5.746, 89.56
2008, 12, 0.5418, 38.38
2009, 1, 2.82, 20.81
2009, 2, 5.534, 19.79
2009, 3, 4.999, 14.99
2009, 4, 11.91, 8.76
2009, 5, 13.8, 53.87
2009, 6, 21.13, 20.06
2009, 7, 24.48, 10.87
2009, 8, 22.86, 11.26
2009, 9, 21.84, 0.03817
2009, 10, 10.68, 15.67
2009, 11, 3.463, 42.92
2009, 12, 1.915, 58.99
2010, 1, -7.936, 10.68
2010, 2, -1.269, 25.35
2010, 3, 7.725, 40.08
2010, 4, 10.63, 15.16
2010, 5, 14.02, 6.463
2010, 6, 17.98, 28.79
2010, 7, 24.04, 1.66
2010, 8, 23.19, 3.695
2010, 9, 21.6, 0.3597
2010, 10, 11.63, 3.248
2010, 11, 5.323, 36.84
2010, 12, -1.146, 14.1
2011, 1, -4.335, 45.47
2011, 2, 5.324, 27.89
2011, 3, 5.361, 41.76
2011, 4, 11.1, 11.29
2011, 5, 18.9, 9.142
2011, 6, 18.49, 43.7
2011, 7, 24.74, 25.24
2011, 8, 23.31, 4.244
2011, 9, 17.65, 5.038
2011, 10, 10.97, 20
2011, 11, 4.29, 17.13
2011, 12, 2.912, 47.57
2012, 1, -3.237, 18.29
2012, 2, 4.029, 38.33
2012, 3, 7.388, 46.48
2012, 4, 11.02, 11.24
2012, 5, 15.61, 9.314
2012, 6, 19.42, 26.59
2012, 7, 24.76, 8.629
2012, 8, 24.44, 1.648
2012, 9, 16.64, 6.595
2012, 10, 9.675, 45.45
2012, 11, 1.807, 41.87
2012, 12, 0.9714, 33.82
2013, 1, -4.855, 24.4
2013, 2, 2.403, 8.038
2013, 3, 6.643, 17.8
2013, 4, 8.764, 28.07
2013, 5, 17.25, 16.83
2013, 6, 20.99, 14.96
2013, 7, 25, 8.85
2013, 8, 24.59, 16.83
2013, 9, 17.25, 0.9293
2013, 10, 12.88, 33.65
2013, 11, 3.983, 28.58
2013, 12, -2.169, 82.75
2014, 1, 0.5053, 43.89
2014, 2, 4.907, 20.37
2014, 3, 9.426, 30.37
2014, 4, 12.14, 14.45
2014, 5, 16.83, 37.93
2014, 6, 20.24, 18.17
2014, 7, 21.62, 10.56
2014, 8, 23.84, 0.2121
2014, 9, 18.95, 0.02976
2014, 10, 12.58, 25.28
2014, 11, 3.604, 39.74
2014, 12, 2.742, 28.54
2015, 1, -0.001678, 19.78
2015, 2, 2.891, 8.918
2015, 3, 9.807, 26.93
2015, 4, 11.02, 7.718
2015, 5, 15.88, 26.61
2015, 6, 20.79, 7.862
2015, 7, 24.12, 2.111
2015, 8, 26.26, 13.2
2015, 9, 20.76, 8.584
2015, 10, 11.91, 43.72
2015, 11, 1.941, 28.43
2015, 12, 4.162, 77.52
2016, 1, 0.05262, 46.6
2016, 2, 5.06, 37.54
2016, 3, 7.004, 17.91
2016, 4, 9.053, 15.69
2016, 5, 13.83, 64.31
2016, 6, 20.52, 25.68
2016, 7, 25.19, 4.214
2016, 8, 23.84, 7.274
2016, 9, 17.71, 18.77
2016, 10, 12.42, 19.44
2016, 11, 8.366, 17.72
2016, 12, 3.307, 23.21
2017, 1, 2.712, 23.28
2017, 2, 2.794, 7.781
2017, 3, 6.494, 11.41
2017, 4, 12.72, 8.235
2017, 5, 16.03, 44.82
2017, 6, 18.3, 24.38
2017, 7, 27.13, 1.588
2017, 8, 22.63, 0.658
2017, 9, 21.01, 2.523
2017, 10, 11.77, 26.48
2017, 11, 4.825, 32.74
2017, 12, 1.543, 31.11
2018, 1, 0.3104, 34.49
2018, 2, 5.297, 53.02
2018, 3, 7.164, 21.85
2018, 4, 12.05, 27.73
2018, 5, 16.23, 32.18
2018, 6, 21.62, 3.705
2018, 7, 26.55, 3.066
2018, 8, 24.65, 27.67
2018, 9, 22.32, 5.828
2018, 10, 11.44, 46.18
2018, 11, 4.778, 67.71
2018, 12, -0.3462, 49.47
2019, 1, 0.6268, 29.14
2019, 2, 2.722, 26.22
2019, 3, 10.69, 11.91
2019, 4, 14.03, 9.437
2019, 5, 17.79, 15.7
2019, 6, 24.12, 27.54
2019, 7, 25.4, 6.855
2019, 8, 22.89, 3.416
2019, 9, 20.45, 7.214
2019, 10, 9.757, 11.51
2019, 11, 4.994, 38
2019, 12, 2.248, 38.94
2020, 1, 0.4273, 46.28
2020, 2, 5.898, 19.08
2020, 3, 6.267, 24.47
2020, 4, 8.307, 28.3
2020, 5, 14.61, 18.76
2020, 6, 21.82, 13.07
2020, 7, 24.82, 5.953
2020, 8, 20.81, 26.72
2020, 9, 19.17, 4.132
2020, 10, 10.88, 11.33
2020, 11, 4.722, 51.09
2020, 12, 0.3642, 29
2021, 1, 0.624, 32.02
2021, 2, 6.442, 20.76
2021, 3, 7.778, 43.07
2021, 4, 10.48, 16.55
2021, 5, 19.73, 8.108
2021, 6, 22.15, 29.51
2021, 7, 23.67, 13.98
2021, 8, 24.03, 9.506
2021, 9, 19.82, 5.694
2021, 10, 12.2, 5.615
2021, 11, 3.329, 38.62
2021, 12, 2.642, 40.76
2022, 1, -0.3848, 5.063
2022, 2, -6.98, 3.124
2022, 3, 4.071, 7.462
2022, 4, 10.9, 2.601
2022, 5, 17.3, 16.17
2022, 6, 21.46, 8.375
2022, 7, 24.32, 2.829
2022, 8, 23.98, 6.274
2022, 9, 21.23, 0.08013
2022, 10, 10.6, 14.01
2022, 11, 4.607, 16.85
2022, 12, 0.03501, 53.66
2023, 1, -3.63, 33.1
2023, 2, -1.881, 4.455
2023, 3, 2.72, 16.21
2023, 4, 8.522, 21.93
2023, 5, 16.98, 14.29
2023, 6, 18.42, 33.3
2023, 7, 24.87, 0.3126
2023, 8, 25.28, 2.394
2023, 9, 21.53, 6.039
2023, 10, 11.33, 25.96
2023, 11, 5.704, 31.2
2023, 12, 0.5958, 42.64
2024, 1, -3.912, 41.77
2024, 2, 4.412, 1.14
2024, 3, 9.755, 20.14
2024, 4, 11.95, 22.01
2024, 5, 18.28, 20.2
2024, 6, 18.78, 7.524
2024, 7, 27.14, 0.3197
2024, 8, 24.17, 4.786
2024, 9, 16.86, 35.23
2024, 10, 9.482, 3.482
2024, 11, 7.965, 37.02
2024, 12, 1.972, 38.19
2025, 1, -0.4429, 60.33
2025, 2, 4.169, 13.6
2025, 3, 6.349, 23.71
2025, 4, 10.94, 22.17
2025, 5, 13.99, 10.91
2025, 6, 19.74, 18.49
2025, 7, 27.56, 2.637
2025, 8, 25.69, 1.83
2025, 9, 18.63, 1.103
2025, 10, 12.8, 29.67
2025, 11, 4.148, 64.21
2025, 12, 0.5241, 27.25
2026, 1, -1.542, 20.87
2026, 2, 2.637, 24.78
2026, 3, 8.369, 15.65
2026, 4, 13.34, 6.95
2026, 5, 17.22, 21.51
2026, 6, 21.51, 45.58
2026, 7, 22.81, 4.953
2026, 8, 24.09, 1.552
2026, 9, 20.41, 16.56
2026, 10, 10.91, 30.5
2026, 11, 6.664, 41.54
2026, 12, 3.731, 16.13
2027, 1, 2.658, 16.73
2027, 2, 2.683, 16.68
2027, 3, 8.762, 6.782
2027, 4, 13.27, 13.76
2027, 5, 17.67, 9.588
2027, 6, 22.02, 47.12
2027, 7, 26.11, 31.51
2027, 8, 25.78, 13.09
2027, 9, 22.98, 0.3245
2027, 10, 13.32, 30.04
2027, 11, 6.279, 32.61
2027, 12, 2.806, 37.73
2028, 1, 1.751, 31.46
2028, 2, 5.893, 39.85
2028, 3, 9.209, 20.58
2028, 4, 10.08, 22.88
2028, 5, 17.43, 19.31
2028, 6, 23.22, 16.28
2028, 7, 24.2, 34.34
2028, 8, 25.58, 1.404
2028, 9, 20.02, 32.1
2028, 10, 13.15, 4.816
2028, 11, 2.996, 55.75
2028, 12, 1.126, 41.16
2029, 1, 0.4677, 39.04
2029, 2, -2.448, 4.377
2029, 3, 4.989, 19.78
2029, 4, 10.01, 27.94
2029, 5, 13.37, 15.09
2029, 6, 21.53, 1.727
2029, 7, 24.62, 6.59
2029, 8, 25.93, 2.674
2029, 9, 20.49, 3.187
2029, 10, 12.85, 24.2
2029, 11, 5.312, 26.62
2029, 12, 1.417, 40.64
2030, 1, -6.395, 10.12
2030, 2, -0.7693, 3.18
2030, 3, 9.995, 23.07
2030, 4, 12.51, 7.677
2030, 5, 18.34, 2.723
2030, 6, 21.91, 4.783
2030, 7, 27.29, 2.953
2030, 8, 22.69, 27.16
2030, 9, 20.12, 5.425
2030, 10, 14.46, 3.14
2030, 11, 7.468, 38.65
2030, 12, 4.623, 29.91
2031, 1, 4.786, 17.48
2031, 2, 4.327, 14.77
2031, 3, 7.056, 46.34
2031, 4, 11.94, 21.87
2031, 5, 16.12, 39.55
2031, 6, 23.78, 57.33
2031, 7, 23.92, 18.24
2031, 8, 28.02, 4.63
2031, 9, 19.64, 3.938
2031, 10, 11.63, 27.25
2031, 11, 4.723, 46.11
2031, 12, 2.434, 33.14
2032, 1, 2.669, 40.99
2032, 2, 3.074, 53.43
2032, 3, 7.312, 22.28
2032, 4, 11.9, 23.63
2032, 5, 15.12, 25.35
2032, 6, 19.29, 18.92
2032, 7, 26.1, 0.1971
2032, 8, 25.2, 0.7498
2032, 9, 19.98, 1.068
2032, 10, 11.41, 9.422
2032, 11, 5.097, 29.63
2032, 12, -0.9381, 51.4
2033, 1, -0.5021, 29.41
2033, 2, 2.931, 28.93
2033, 3, 9.601, 10.98
2033, 4, 9.489, 3.645
2033, 5, 18.1, 42.41
2033, 6, 22.24, 4.648
2033, 7, 24.79, 27.13
2033, 8, 25.68, 45.58
2033, 9, 22.8, 1.745
2033, 10, 14.37, 1.033
2033, 11, 4.513, 32.27
2033, 12, 0.2118, 25.04
2034, 1, 0.4843, 37.08
2034, 2, 5.303, 20.31
2034, 3, 12.42, 3.084
2034, 4, 10.29, 13.94
2034, 5, 16.73, 22.07
2034, 6, 22.02, 18.08
2034, 7, 24.1, 17.39
2034, 8, 26.56, 7.945
2034, 9, 18.11, 3.498
2034, 10, 11.35, 21.76
2034, 11, 8.345, 7.249
2034, 12, 2.179, 25.35
2035, 1, -1.223, 30
2035, 2, 6.783, 19.19
2035, 3, 6.699, 11.66
2035, 4, 12.2, 5.541
2035, 5, 16.65, 10
2035, 6, 20.99, 19.71
2035, 7, 23.41, 14.1
2035, 8, 23.44, 10.16
2035, 9, 20.73, 1.16
2035, 10, 12.45, 17.08
2035, 11, 4.847, 68.93
2035, 12, -2.227, 24.16
2036, 1, 1.811, 5.711
2036, 2, 6.897, 30.18
2036, 3, 10.76, 8.704
2036, 4, 12.66, 3.595
2036, 5, 14.65, 18.46
2036, 6, 21.15, 17.54
2036, 7, 27.15, 15.7
2036, 8, 24.84, 1.377
2036, 9, 20.05, 1.154
2036, 10, 15.14, 15.42
2036, 11, 6.713, 66.08
2036, 12, 0.4616, 51.44
2037, 1, -3.333, 37.93
2037, 2, 4.007, 35.69
2037, 3, 8.771, 25.61
2037, 4, 11.8, 19.83
2037, 5, 17.75, 19.69
2037, 6, 19.49, 38.1
2037, 7, 26.9, 0.07642
2037, 8, 24.26, 0.5912
2037, 9, 21.07, 3.609
2037, 10, 12.48, 16.81
2037, 11, 5.471, 58.72
2037, 12, -1.424, 23.08
2038, 1, -5.868, 18.19
2038, 2, -1.197, 13.66
2038, 3, 3.217, 2.084
2038, 4, 12.03, 12.53
2038, 5, 14.46, 33.65
2038, 6, 21.39, 13.81
2038, 7, 29.47, 1.513
2038, 8, 24.98, 5.842
2038, 9, 21.3, 1.208
2038, 10, 11.56, 24.51
2038, 11, 4.427, 35.46
2038, 12, 0.4451, 18.74
2039, 1, 3.909, 38.11
2039, 2, 4.728, 22.6
2039, 3, 7.039, 14.62
2039, 4, 13.77, 5.949
2039, 5, 20.41, 28.38
2039, 6, 19.32, 50.67
2039, 7, 27.37, 0.7736
2039, 8, 26.29, 1.364
2039, 9, 22.36, 2.512
2039, 10, 13.03, 12
2039, 11, 5.764, 47.18
2039, 12, 3.424, 28
2040, 1, 3.82, 38.06
2040, 2, 4.01, 35.35
2040, 3, 9.623, 40.94
2040, 4, 14.51, 6.509
2040, 5, 15.97, 42.52
2040, 6, 21.23, 31.03
2040, 7, 25.97, 9.442
2040, 8, 25.88, 2.174
2040, 9, 23.28, 12.48
2040, 10, 12.39, 14.17
2040, 11, 4.221, 14.21
2040, 12, 5.435, 71.06
2041, 1, 2.641, 10.44
2041, 2, 4.949, 22.62
2041, 3, 6.879, 55.55
2041, 4, 12.06, 22.59
2041, 5, 15.08, 22.15
2041, 6, 23.28, 21.41
2041, 7, 24.97, 22.56
2041, 8, 26.78, 10.41
2041, 9, 22.66, 2.801
2041, 10, 13.64, 18.62
2041, 11, 6.609, 36.56
2041, 12, 1.139, 28.36
2042, 1, 0.6103, 12.43
2042, 2, 5.487, 41.4
2042, 3, 6.922, 3.724
2042, 4, 11.64, 15.96
2042, 5, 12.89, 53.31
2042, 6, 19.14, 26.58
2042, 7, 26.43, 4.155
2042, 8, 24.95, 0.238
2042, 9, 20.31, 3.286
2042, 10, 13.45, 13.14
2042, 11, 6.109, 32.2
2042, 12, 3.391, 62.71
2043, 1, -2.615, 45.17
2043, 2, 0.8679, 15.81
2043, 3, 7.082, 33.61
2043, 4, 10.13, 34.27
2043, 5, 14.8, 38.72
2043, 6, 21.3, 58.62
2043, 7, 24.71, 2.148
2043, 8, 26.56, 9.603
2043, 9, 18.65, 16.04
2043, 10, 14.15, 21.45
2043, 11, 6.153, 28.85
2043, 12, 1.63, 30.67
2044, 1, -2.96, 20.49
2044, 2, -0.7171, 34.01
2044, 3, 8.481, 11.79
2044, 4, 12.55, 19.51
2044, 5, 16.39, 33.79
2044, 6, 20.17, 24.89
2044, 7, 25.53, 32.18
2044, 8, 25.8, 16.01
2044, 9, 20.55, 3.686
2044, 10, 14.06, 26.41
2044, 11, 2.938, 25
2044, 12, 2.211, 50.02
2045, 1, 0.03443, 27.1
2045, 2, 3.16, 12.63
2045, 3, 10.11, 39.39
2045, 4, 11.53, 14.11
2045, 5, 19.11, 28.12
2045, 6, 23.72, 5.737
2045, 7, 28.1, 6.662
2045, 8, 25.67, 0.03448
2045, 9, 20.89, 15.5
2045, 10, 12.28, 9.744
2045, 11, 6.792, 34.46
2045, 12, -2.998, 67.41
2046, 1, 3.737, 11.29
2046, 2, 2.46, 22.01
2046, 3, 4.816, 6.847
2046, 4, 11.92, 11.96
2046, 5, 16.36, 9.78
2046, 6, 23.65, 8.531
2046, 7, 26.53, 3.305
2046, 8, 24.13, 0.1615
2046, 9, 19.89, 3.352
2046, 10, 13.06, 56.17
2046, 11, 4.232, 26.79
2046, 12, 6.132, 23.25
2047, 1, -2.375, 70.37
2047, 2, -1.429, 6.634
2047, 3, 8.444, 6.366
2047, 4, 9.395, 17.98
2047, 5, 16.81, 26.54
2047, 6, 21.9, 2.893
2047, 7, 26.08, 6.596
2047, 8, 24.58, 16.47
2047, 9, 18.99, 13.21
2047, 10, 12.75, 11.94
2047, 11, 7.502, 27.9
2047, 12, 1.09, 34.8
2048, 1, 1.477, 40.05
2048, 2, 0.1467, 23.61
2048, 3, -0.1901, 20.81
2048, 4, 10.71, 33.38
2048, 5, 16.63, 12.47
2048, 6, 21.69, 15.77
2048, 7, 26.78, 1.556
2048, 8, 25.41, 0.4074
2048, 9, 19.84, 0.8671
2048, 10, 15.62, 5.464
2048, 11, 6.865, 12.22
2048, 12, 5.779, 55.17
2049, 1, -2.504, 41.83
2049, 2, -1.622, 5.613
2049, 3, 9.452, 26.82
2049, 4, 13.06, 22.12
2049, 5, 17.58, 20.15
2049, 6, 26.24, 3.399
2049, 7, 26.11, 25.02
2049, 8, 26.74, 1.179
2049, 9, 18.94, 1.562
2049, 10, 13.33, 7.571
2049, 11, 5.996, 9.775
2049, 12, 3.359, 35.23
2050, 1, 4.35, 59.33
2050, 2, 6.482, 47.52
2050, 3, 10.12, 16.97
2050, 4, 13.21, 6.803
2050, 5, 18.98, 25.23
2050, 6, 22.15, 39.14
