# Created by WEAP: 5/10/2021 7:55:28 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CESM1-BGC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Upr Nisqually (76,281 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,338 ha),  1000 - 2000 m (25,455 ha),  2000 - 3000 m (2,311 ha),  3000 - 4000 m (912 ha),  4000 - 5000 m (265 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 1.72, -0.6, -10.28, -11.93, -12.5, 169.6, 200.2, 272.6, 270.1, 268.1
2006, 2, 3.623, 0.9879, -9.311, -10.97, -11.53, 180.3, 223.6, 321.2, 320, 317.4
2006, 3, 6.75, 4.323, -5.829, -7.49, -8.053, 188.9, 243.1, 372.7, 372.2, 367.3
2006, 4, 8.436, 5.973, -4.356, -6.028, -6.566, 108, 115.1, 151, 150.5, 148.2
2006, 5, 8.998, 6.569, -4.198, -5.887, -6.409, 99.55, 124.7, 165.5, 163.2, 160.7
2006, 6, 14.74, 12.62, 2.066, 0.383, -0.1491, 43.56, 50.18, 52.25, 50.25, 49.7
2006, 7, 18.87, 17.31, 7.517, 5.872, 5.311, 35.9, 39.03, 40.5, 39.19, 38.86
2006, 8, 18.47, 16.9, 7.113, 5.48, 4.907, 13.45, 19.63, 26.8, 26.25, 25.75
2006, 9, 16.37, 14.75, 4.789, 3.138, 2.589, 147.2, 184.2, 212.6, 207.5, 204
2006, 10, 7.86, 5.544, -4.677, -6.33, -6.877, 146.5, 173.3, 216.3, 212.7, 208.4
2006, 11, 4.104, 1.932, -7.956, -9.618, -10.18, 211.6, 268.9, 370.7, 366, 362.9
2006, 12, 0.8994, -1.051, -10.56, -12.2, -12.76, 260.4, 297.9, 412.4, 409.9, 406.7
2007, 1, -2.042, -4.598, -14.8, -16.44, -17.01, 136.5, 174.8, 249, 246.5, 246.8
2007, 2, 0.05555, -2.323, -12.68, -14.35, -14.9, 286.7, 325.5, 445.6, 443.5, 439.2
2007, 3, 3.351, 0.9109, -9.716, -11.4, -11.93, 154.2, 178, 241.5, 241.2, 238.6
2007, 4, 6.09, 3.48, -7.009, -8.677, -9.213, 140.6, 160.7, 225.4, 225.2, 221.3
2007, 5, 6.965, 4.344, -6.403, -8.087, -8.617, 230.7, 254.3, 309, 304.5, 298.5
2007, 6, 14.75, 12.73, 2.368, 0.7065, 0.1611, 84.69, 101.5, 134.5, 132.2, 130.1
2007, 7, 18.31, 16.61, 6.705, 5.056, 4.508, 14.33, 17.08, 20.59, 19.74, 20.04
2007, 8, 17.13, 14.99, 4.797, 3.131, 2.593, 77.73, 102.3, 122.6, 119.7, 117.2
2007, 9, 13.73, 11.77, 1.601, -0.05953, -0.6095, 107.6, 126.2, 160.4, 157.9, 152.7
2007, 10, 9.217, 7.291, -2.542, -4.186, -4.75, 132.7, 153.6, 204.5, 201.9, 199.8
2007, 11, 2.66, 0.4231, -9.686, -11.35, -11.9, 169.4, 207.7, 287, 283, 281.4
2007, 12, 3.647, 1.424, -8.095, -9.735, -10.31, 228.2, 286.3, 395.6, 390.9, 389.7
2008, 1, 2.502, 0.275, -9.259, -10.91, -11.48, 77.03, 87.48, 122.5, 122, 120.8
2008, 2, 5.015, 2.717, -7.323, -8.976, -9.536, 269.4, 307.4, 418.3, 417.3, 414.9
2008, 3, 6.166, 3.673, -6.506, -8.156, -8.707, 66.9, 73.1, 94.64, 93.79, 92.85
