# Created by WEAP: 5/10/2021 7:56:54 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CESM1-BGC_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Pit River (273,146 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (160,042 ha),  1000 - 2000 m (103,687 ha),  2000 - 3000 m (8,514 ha),  3000 - 4000 m (888 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 6.195, 2.096, -3.658, -10.62, -10.62, 156, 126.3, 100.8, 126.7, 126.7
2006, 2, 7.109, 2.943, -2.563, -9.443, -9.443, 363.5, 285.8, 238.8, 301.5, 301.5
2006, 3, 13.65, 9.161, 3.373, -3.616, -3.616, 47.98, 53.28, 48.62, 73.12, 73.12
2006, 4, 13.47, 9.288, 3.681, -3.213, -3.213, 119.5, 108.1, 110, 158.5, 158.5
2006, 5, 16.85, 12.48, 6.902, 0.0392, 0.0392, 17.78, 19.54, 28.1, 42.45, 42.45
2006, 6, 22.58, 18.23, 12.46, 5.553, 5.553, 37.22, 31.1, 15.45, 18.12, 18.12
2006, 7, 26.57, 21.78, 15.84, 8.904, 8.904, 2.892, 3.426, 3.484, 4.583, 4.583
2006, 8, 27.11, 22.6, 17.04, 10.25, 10.25, 0, 0, 0, 0, 0
2006, 9, 22.88, 18.54, 13.15, 6.362, 6.362, 172.4, 130.2, 96.78, 124.4, 124.4
2006, 10, 13.35, 8.715, 2.714, -4.254, -4.254, 52.33, 57.96, 62.55, 84.67, 84.67
2006, 11, 9.953, 5.368, -0.7789, -7.833, -7.833, 4.046, 3.439, 3.085, 3.607, 3.607
2006, 12, 5.441, 1.36, -4.509, -11.39, -11.39, 450.6, 404.3, 327.1, 404.4, 404.4
2007, 1, 3.15, -1.214, -7.098, -14.18, -14.18, 160.1, 138.5, 113.5, 140.9, 140.9
2007, 2, 7.263, 3.325, -2.182, -9.113, -9.113, 253.7, 259.8, 234.8, 302.5, 302.5
2007, 3, 8.097, 3.86, -1.586, -8.497, -8.497, 110.8, 98.53, 97.68, 138.7, 138.7
2007, 4, 11.97, 7.812, 2.185, -4.704, -4.704, 136, 114.4, 107.6, 140.3, 140.3
2007, 5, 14.07, 9.634, 3.827, -3.095, -3.095, 132.5, 138.9, 167.8, 249.5, 249.5
