# Created by WEAP: 4/12/2021 7:37:41 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CNRM-CM5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 19.25, 30.7
2006, 2, 16.81, 176.9
2006, 3, 18.03, 0.5779
2006, 4, 17.11, 45.6
2006, 5, 18.45, 0.8801
2006, 6, 19.76, 0.09643
2006, 7, 20.84, 0.001021
2006, 8, 22.15, 0
2006, 9, 21.71, 0
2006, 10, 21.23, 1.066
2006, 11, 16.11, 1.507
2006, 12, 15.28, 12.71
2007, 1, 15.65, 159.4
2007, 2, 15.76, 33.6
2007, 3, 15.41, 75.42
2007, 4, 16.44, 6.766
2007, 5, 18.51, 0.4332
2007, 6, 20.19, 0.1036
2007, 7, 23.47, 0.03341
2007, 8, 23.62, 0.6324
2007, 9, 23.18, 14.28
2007, 10, 21.83, 12.22
2007, 11, 20.21, 8.334
2007, 12, 15.98, 0.505
2008, 1, 18.45, 0.3662
2008, 2, 17.37, 7.781
2008, 3, 17.22, 31.54
2008, 4, 19.54, 11.71
2008, 5, 18.09, 0.8821
2008, 6, 20.92, 0.09257
2008, 7, 21.87, 0.03203
2008, 8, 21.95, 0.01097
2008, 9, 23.9, 0.261
2008, 10, 20.62, 50.5
2008, 11, 14.51, 52.78
2008, 12, 15.01, 44.82
2009, 1, 16.13, 235.9
2009, 2, 16.2, 1.452
2009, 3, 16.25, 52.7
2009, 4, 17.58, 7.444
2009, 5, 18.25, 3.137
2009, 6, 20.91, 0.0227
2009, 7, 23.21, 0.02282
2009, 8, 22.63, 2.559
2009, 9, 24.39, 4.117
2009, 10, 24.22, 4.612
2009, 11, 17.97, 68.57
2009, 12, 17.69, 27.56
2010, 1, 16.57, 8.201
2010, 2, 15.79, 133.1
2010, 3, 17.18, 1.758
2010, 4, 18.99, 42.19
2010, 5, 17.84, 25.2
2010, 6, 21.21, 2.639
2010, 7, 22.56, 0.202
2010, 8, 22.65, 0
2010, 9, 23, 0.4872
2010, 10, 21.68, 36.04
2010, 11, 16.31, 173.6
2010, 12, 14.4, 76.67
2011, 1, 16.01, 66.6
2011, 2, 16.1, 167.6
2011, 3, 16.61, 28.3
2011, 4, 16.85, 42.97
2011, 5, 19.21, 1.119
2011, 6, 21.41, 0
2011, 7, 22.92, 0.01803
2011, 8, 22.28, 0.005041
2011, 9, 21.62, 25.28
2011, 10, 20.54, 0.05516
2011, 11, 15.71, 0.01334
2011, 12, 15.25, 26.43
2012, 1, 17.31, 56.05
2012, 2, 14.34, 212.4
2012, 3, 16.53, 10.88
2012, 4, 18.36, 0.02558
2012, 5, 19.3, 2.667
2012, 6, 20.14, 0.02415
2012, 7, 23.62, 0.04513
2012, 8, 23.9, 0.0598
2012, 9, 22.28, 5.583
2012, 10, 21.91, 0.009384
2012, 11, 19.06, 60.31
2012, 12, 16.13, 48.43
2013, 1, 13.89, 241.8
2013, 2, 14.19, 299.2
2013, 3, 16.11, 25.89
2013, 4, 17.83, 18.31
2013, 5, 18.19, 26.39
2013, 6, 21.79, 0.009418
2013, 7, 22.73, 0.002563
2013, 8, 22.08, 124.5
2013, 9, 22.94, 9.937
2013, 10, 21.79, 14.13
2013, 11, 19.8, 19.31
2013, 12, 16.43, 53.65
2014, 1, 15.66, 150.8
2014, 2, 15.75, 308.7
2014, 3, 18.06, 89.46
2014, 4, 16.41, 11.07
2014, 5, 19.11, 14.33
2014, 6, 20.58, 0.05974
2014, 7, 22.18, 0.01761
2014, 8, 23.83, 0.1016
2014, 9, 23.65, 0.5909
2014, 10, 22.12, 10.11
2014, 11, 17.39, 121.1
2014, 12, 16.07, 3.124
2015, 1, 14.58, 110
2015, 2, 15.06, 395.1
2015, 3, 13.95, 99.77
2015, 4, 18.87, 4.413
2015, 5, 17.2, 27.1
2015, 6, 19.69, 0.1168
2015, 7, 22.59, 0
2015, 8, 22.79, 1.108
2015, 9, 23.71, 0.5732
2015, 10, 20.56, 22.53
2015, 11, 16.08, 78.22
2015, 12, 15.42, 13.75
2016, 1, 17.57, 71.25
2016, 2, 16.26, 87.7
2016, 3, 15.55, 24.06
2016, 4, 15.72, 60.57
2016, 5, 18.27, 0.5254
2016, 6, 19.78, 0.03562
2016, 7, 23.81, 0.3196
2016, 8, 23.4, 0.09837
2016, 9, 21.92, 23.79
2016, 10, 20.65, 3.846
2016, 11, 18.27, 40.39
2016, 12, 14.55, 250.9
2017, 1, 13.91, 412.5
2017, 2, 15.85, 80.09
2017, 3, 18.11, 7.687
2017, 4, 17.3, 10.93
2017, 5, 19.19, 5.038
2017, 6, 20.01, 0.5448
2017, 7, 22.86, 0.4259
2017, 8, 23.68, 0.05651
2017, 9, 23.97, 0.5497
2017, 10, 23.12, 0.175
2017, 11, 17.42, 48.96
2017, 12, 17.28, 34.33
2018, 1, 15.34, 105.8
2018, 2, 18.46, 71.53
2018, 3, 15.73, 19.45
2018, 4, 17.26, 285.9
2018, 5, 18.33, 0.8371
2018, 6, 21.76, 0.006608
2018, 7, 22.88, 0.28
2018, 8, 23.04, 0.1533
2018, 9, 22.35, 0.07867
2018, 10, 23.94, 46.54
2018, 11, 17.29, 59.27
2018, 12, 15.46, 68.1
2019, 1, 15.33, 18.8
2019, 2, 14.45, 249.8
2019, 3, 15.84, 31.85
2019, 4, 16.74, 76.2
2019, 5, 18.16, 0.1712
2019, 6, 20.81, 0.02828
2019, 7, 22.58, 0.09843
2019, 8, 24.38, 4.13
2019, 9, 22.01, 1.842
2019, 10, 20.78, 53.65
2019, 11, 16.42, 52.29
2019, 12, 14.36, 63.69
2020, 1, 15.07, 32.8
2020, 2, 17.45, 13.97
2020, 3, 14.16, 223.8
2020, 4, 17.19, 16.47
2020, 5, 19.28, 0.8923
2020, 6, 19.91, 6.83E-5
2020, 7, 22.19, 0.01427
2020, 8, 23.82, 17.63
2020, 9, 22.32, 0.2209
2020, 10, 20.43, 0.5992
2020, 11, 19.04, 8.64
2020, 12, 14.16, 42.54
2021, 1, 13.87, 146.5
2021, 2, 12.89, 170
2021, 3, 16.78, 39.41
2021, 4, 17.26, 0.3141
2021, 5, 18.58, 0.1814
2021, 6, 21.1, 0.04992
2021, 7, 22.71, 0.6111
2021, 8, 23.34, 0
2021, 9, 23.31, 0.0979
2021, 10, 20.41, 9.874
2021, 11, 15.72, 14.55
2021, 12, 16.39, 6.618
2022, 1, 14.14, 435.9
2022, 2, 14.64, 206.4
2022, 3, 17.01, 48.62
2022, 4, 17.56, 18.35
2022, 5, 17.97, 8.384
2022, 6, 18.42, 7.885
2022, 7, 22.69, 0.09772
2022, 8, 23.13, 0.04634
2022, 9, 22.91, 0.07544
2022, 10, 23.33, 0.2356
2022, 11, 18.89, 29.57
2022, 12, 18.62, 19.05
2023, 1, 17.31, 376.4
2023, 2, 15.11, 171.5
2023, 3, 17.67, 0.0004223
2023, 4, 16.29, 81.35
2023, 5, 19.64, 2.159
2023, 6, 20.54, 0.02227
2023, 7, 22.49, 0.1402
2023, 8, 23.95, 0.003145
2023, 9, 21.9, 5.807
2023, 10, 22, 5.333
2023, 11, 19.88, 11.56
2023, 12, 17.36, 7.584
2024, 1, 18.4, 115
2024, 2, 16.08, 134.7
2024, 3, 15.6, 141.1
2024, 4, 16.38, 13.17
2024, 5, 19.03, 1.898
2024, 6, 20.1, 0.03056
2024, 7, 22.65, 0.01183
2024, 8, 23.45, 0.3471
2024, 9, 21.16, 4.813
2024, 10, 21.31, 0.003683
2024, 11, 18.21, 0
2024, 12, 15.74, 9.427
2025, 1, 16.04, 124.9
2025, 2, 18.15, 12.79
2025, 3, 17.07, 54.1
2025, 4, 17.39, 10.55
2025, 5, 19.34, 1.125
2025, 6, 21.5, 0.005786
2025, 7, 21.88, 0.07143
2025, 8, 22.9, 0
2025, 9, 22.46, 3.06
2025, 10, 21.56, 6.791
2025, 11, 18.46, 32.7
2025, 12, 14.42, 19.54
2026, 1, 15.05, 288.3
2026, 2, 16.39, 261.5
2026, 3, 16.73, 29.26
2026, 4, 17.56, 54.95
2026, 5, 16.81, 5.508
2026, 6, 21.08, 5.084
2026, 7, 22.75, 0.06383
2026, 8, 23.76, 0.1511
2026, 9, 22.59, 0
2026, 10, 19.06, 28.79
2026, 11, 17.22, 43.46
2026, 12, 15.62, 18.45
2027, 1, 14.13, 290.3
2027, 2, 14.09, 157
2027, 3, 14.78, 181.4
2027, 4, 17.33, 8.632
2027, 5, 19.93, 0
2027, 6, 20.02, 0.04993
2027, 7, 23.16, 0.3299
2027, 8, 22.9, 0.6604
2027, 9, 23.17, 1.18
2027, 10, 23.11, 3.077
2027, 11, 17.72, 0.979
2027, 12, 15.4, 27.05
2028, 1, 15.71, 28.92
2028, 2, 18.25, 30.29
2028, 3, 16.27, 66.21
2028, 4, 16.79, 27.8
2028, 5, 17.6, 1.822
2028, 6, 20.49, 0.003169
2028, 7, 22.95, 0.02634
2028, 8, 22.98, 0.01485
2028, 9, 24.46, 5.22
2028, 10, 24.91, 0.02394
2028, 11, 18.08, 89.66
2028, 12, 15.8, 153.7
2029, 1, 15.16, 257.5
2029, 2, 15.7, 68.68
2029, 3, 16.51, 56.53
2029, 4, 18.56, 16.71
2029, 5, 17.68, 0.342
2029, 6, 20.47, 0.03155
2029, 7, 23.15, 0.2769
2029, 8, 23.74, 0.03862
2029, 9, 23.98, 0
2029, 10, 20.73, 3.421
2029, 11, 18.97, 10.66
2029, 12, 16.24, 4.127
2030, 1, 15.7, 94.04
2030, 2, 19.22, 34.78
2030, 3, 16.26, 39.61
2030, 4, 17.67, 51.63
2030, 5, 17.17, 2.276
2030, 6, 20.57, 0.0897
2030, 7, 22.41, 0.02439
2030, 8, 22.9, 0.07326
2030, 9, 24.88, 0.3606
2030, 10, 19.67, 12.39
2030, 11, 18.14, 4.967
2030, 12, 13.64, 68.36
2031, 1, 14.23, 279
2031, 2, 14.61, 89.14
2031, 3, 17.49, 17.87
2031, 4, 17.69, 47.21
2031, 5, 19.69, 2.246
2031, 6, 20.44, 0.6972
2031, 7, 22.53, 0.02423
2031, 8, 24.5, 0.0009524
2031, 9, 24.53, 0.1909
2031, 10, 22.01, 56.63
2031, 11, 18.04, 164.1
2031, 12, 14.85, 347.4
