# Created by WEAP: 4/12/2021 7:32:17 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CNRM-CM5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_CEN_KIngs (301,056 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (46,690 ha),  1000 - 2000 m (61,276 ha),  2000 - 3000 m (96,982 ha),  3000 - 4000 m (95,816 ha),  4000 - 5000 m (292 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 12.58, 8.43, 2.181, -1.973, -3.74, 44.89, 51.96, 53.34, 49.9, 51.32
2006, 2, 9.996, 4.497, -1.745, -5.763, -7.473, 399.1, 518.1, 653.8, 767.2, 758.8
2006, 3, 15.19, 10.23, 4.584, 1.275, 0.03268, 10.65, 11.86, 10.17, 9.465, 8.509
2006, 4, 15.43, 9.722, 3.874, 0.8801, -0.04251, 69.53, 96.29, 110.9, 120, 111.4
2006, 5, 18.43, 12.46, 6.508, 3.359, 2.331, 25.08, 40.8, 50.81, 60.5, 66.1
2006, 6, 22.36, 16.74, 11.3, 8.553, 7.596, 0.2656, 0.8574, 1.669, 2.297, 2.855
2006, 7, 24.31, 18.76, 13.19, 10.29, 9.292, 0.3277, 0.2977, 0.06171, 0.1008, 0.1347
2006, 8, 25.76, 20.28, 14.55, 11.3, 10.04, 0.0008772, 0.03806, 0.1907, 0.6841, 2.24
2006, 9, 23.03, 17.54, 11.58, 7.917, 6.325, 1.559, 3.321, 4.29, 4.207, 4.337
2006, 10, 19.35, 14.17, 8.096, 4.18, 2.499, 5.859, 8.238, 8.773, 7.427, 6.637
2006, 11, 10.36, 5.64, -0.4656, -4.595, -6.497, 31.15, 48.35, 50.19, 45.35, 48.01
2006, 12, 8.788, 5.003, -0.8874, -5.176, -7.018, 83.94, 105.3, 118, 142.5, 163.3
2007, 1, 10.1, 5.726, -0.2913, -4.48, -6.306, 247.4, 329.9, 371.2, 370.5, 355.5
2007, 2, 9.864, 4.963, -0.8669, -4.598, -6.165, 87.5, 105.2, 106.5, 103.1, 95.74
2007, 3, 10.01, 4.543, -1.297, -4.702, -5.983, 121.4, 175.6, 202.8, 208.1, 205.2
2007, 4, 12.82, 7.169, 1.609, -1.24, -2.206, 100.4, 128.6, 119.1, 106.9, 105.2
2007, 5, 17.7, 11.66, 5.978, 3.267, 2.456, 28.74, 47.73, 56.44, 65.42, 71.69
2007, 6, 21.88, 16.18, 10.72, 7.973, 7.068, 0.8974, 4.773, 8.286, 10.03, 9.599
2007, 7, 27.4, 21.77, 15.97, 12.74, 11.59, 0.002758, 0.07349, 0.3077, 0.4592, 0.5555
2007, 8, 28.33, 22.71, 17.02, 13.67, 12.33, 0.8776, 2.135, 3.948, 6.183, 7.934
2007, 9, 22.96, 17.26, 11.33, 7.401, 5.649, 15.04, 23.84, 40.53, 52.31, 60.36
2007, 10, 18.55, 13.31, 7.373, 3.596, 1.935, 31.16, 35.42, 37.16, 32.91, 28.97
2007, 11, 13.78, 9.067, 2.853, -1.255, -3.105, 25.81, 44.14, 55.97, 64.72, 74.49
2007, 12, 9.107, 5.129, -1.109, -5.363, -7.206, 11.92, 14.62, 16.52, 19.11, 19.55
2008, 1, 13, 9.034, 2.602, -1.751, -3.449, 2.11, 1.979, 2.538, 3.691, 4.649
2008, 2, 12.41, 7.954, 1.975, -2.002, -3.706, 26.54, 35.66, 37.54, 39.04, 39.06
2008, 3, 15.69, 10.44, 4.624, 1.199, -0.08036, 45.56, 48.77, 45.38, 37.37, 35.72
2008, 4, 18.27, 12.82, 7.283, 4.214, 3.007, 58.76, 71.95, 75.63, 88.91, 103.1
2008, 5, 17.7, 12.16, 6.955, 4.39, 3.49, 23.07, 32.06, 32.36, 30.48, 28.65
2008, 6, 25.53, 19.89, 14.27, 11.26, 10.2, 0.3825, 1.009, 1.502, 2.656, 3.817
2008, 7, 26.75, 21.04, 15.35, 12.2, 10.99, 0.01585, 0.2146, 1.185, 2.245, 3.125
2008, 8, 25.43, 19.67, 13.8, 10.67, 9.506, 0, 0.02512, 0.1651, 0.44, 0.7453
2008, 9, 26.15, 20.43, 14.35, 10.68, 9.08, 3.789, 11.83, 21.77, 29.73, 35.3
2008, 10, 17.02, 11.53, 5.584, 1.88, 0.3484, 127.8, 168.9, 153.4, 132.1, 130.1
2008, 11, 7.074, 1.739, -4.05, -7.621, -9.122, 200.4, 284.1, 286, 247, 236.8
2008, 12, 7.832, 3.107, -3.12, -7.268, -9.178, 95.16, 131.9, 166.2, 206.7, 212.2
2009, 1, 9.909, 5.044, -1.237, -5.318, -7.12, 210.8, 267.9, 301.8, 340.1, 361.6
2009, 2, 10.64, 6.228, 0.5361, -3.112, -4.651, 12, 18.74, 20.33, 21.53, 20.82
2009, 3, 12.08, 6.473, 0.5792, -2.711, -3.964, 84.18, 99.3, 102.9, 100.5, 90.7
2009, 4, 15.11, 9.646, 4.178, 1.129, 0.01582, 64.22, 89.11, 83.92, 68.48, 64.38
2009, 5, 17.46, 11.61, 6.063, 3.369, 2.569, 35.24, 60.67, 74, 78.14, 86.35
2009, 6, 24.11, 18.41, 12.78, 9.858, 8.822, 0.1375, 0.9696, 2.541, 4.255, 4.098
2009, 7, 28.11, 22.46, 16.76, 13.72, 12.59, 0.01675, 0.06678, 0.4116, 1.382, 2.72
2009, 8, 26.08, 20.57, 14.91, 11.71, 10.52, 3.971, 11.49, 18.83, 20.86, 20.18
2009, 9, 24.85, 19.23, 13.3, 9.739, 8.27, 1.051, 2.119, 3.739, 5.926, 8.012
2009, 10, 22.46, 17.45, 11.52, 7.479, 5.654, 11.43, 10.22, 7.438, 6.839, 6.981
2009, 11, 11.56, 6.892, 0.8931, -2.874, -4.367, 68.1, 96.97, 101.5, 97.25, 89.68
2009, 12, 10.93, 6.94, 0.7664, -3.652, -5.516, 31.19, 40.55, 40.76, 34.7, 31.25
