# Created by WEAP: 4/12/2021 7:26:20 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CNRM-CM5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Carbon (73,012 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (55,196 ha),  1000 - 2000 m (16,317 ha),  2000 - 3000 m (1,117 ha),  3000 - 4000 m (294 ha),  4000 - 5000 m (88 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 6.784, 1.499, -3.762, -6.297, -9.954, 252.3, 391.1, 604.8, 607.8, 607.6
2006, 2, 7.532, 2.524, -2.246, -4.719, -8.292, 74.79, 117, 190.6, 194.5, 198.7
2006, 3, 8.647, 3.176, -1.958, -4.529, -8.241, 198.2, 305.4, 398.2, 403.7, 410
2006, 4, 11.51, 6.308, 1.029, -1.524, -5.208, 87.87, 121.2, 135.7, 137.5, 139.6
2006, 5, 12.33, 7.119, 2.266, -0.2147, -3.797, 90.02, 135.5, 133.5, 128.3, 120.8
2006, 6, 14.07, 8.897, 4.183, 1.655, -2, 126.4, 210.7, 245.3, 228.8, 203.8
2006, 7, 16.26, 11.13, 6.814, 4.358, 0.8056, 143.4, 208.9, 200.9, 178.7, 145.1
2006, 8, 15.96, 10.84, 6.046, 3.586, 0.03347, 34.98, 58.01, 61.56, 61.98, 62.53
2006, 9, 15.55, 10.72, 6.614, 4.285, 0.9167, 87.56, 125.7, 150.9, 149.7, 147.7
2006, 10, 10.39, 5.322, 0.8885, -1.473, -4.886, 121.1, 170.8, 226.8, 231.5, 238.1
2006, 11, 4.591, -1.121, -6.334, -8.878, -12.55, 231.7, 371.3, 589.3, 607.9, 631.8
2006, 12, 2.81, -2.313, -7.421, -9.888, -13.45, 232.7, 395.1, 646.1, 662, 681.3
2007, 1, 4.779, -0.683, -6.12, -8.671, -12.35, 223.2, 328.9, 493.3, 497.9, 500.9
2007, 2, 5.218, 0.01658, -5.261, -7.815, -11.5, 159.9, 247.5, 384.8, 392.5, 400.7
2007, 3, 5.285, -0.2593, -5.488, -8.066, -11.79, 104, 153.9, 186.8, 191.5, 197.7
2007, 4, 10.12, 4.654, -0.6321, -3.142, -6.761, 86.41, 139.1, 200.3, 201.3, 201.5
2007, 5, 13.03, 7.83, 3.183, 0.6979, -2.895, 68.1, 107.7, 112.3, 106.7, 98.13
2007, 6, 16.4, 11.64, 7.315, 4.886, 1.373, 67.37, 106.5, 82.75, 69.14, 49.19
2007, 7, 17.37, 12.5, 8.136, 5.726, 2.24, 52.59, 73.07, 78.95, 68.4, 52.47
2007, 8, 19.09, 14.64, 10.82, 8.532, 5.218, 22.4, 48.17, 66.87, 67.98, 69.59
2007, 9, 19.11, 14.68, 11.01, 8.78, 5.553, 18.2, 22.94, 23.6, 22.82, 21.64
2007, 10, 11.94, 7.231, 3.065, 0.7435, -2.613, 66.97, 96.04, 126.7, 131, 137.1
2007, 11, 7.796, 3.046, -1.268, -3.596, -6.958, 100.2, 137.2, 170.6, 174.1, 178.8
2007, 12, 4.44, -0.6275, -5.644, -8.095, -11.63, 161.6, 266.4, 437.1, 444.3, 451.9
2008, 1, 7.939, 2.719, -2.232, -4.668, -8.183, 87.04, 152, 270.5, 276.9, 284.2
2008, 2, 6.208, 0.6598, -4.854, -7.447, -11.19, 229.5, 369.7, 566.9, 586.5, 610.9
2008, 3, 6.543, 1.06, -4.2, -6.774, -10.49, 129.4, 186.8, 249.2, 255.9, 264.2
