# Created by WEAP: 4/12/2021 7:36:15 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CNRM-CM5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

2006, 1, 10.08, 121.1
2006, 2, 6.227, 597.9
2006, 3, 9.64, 140.7
2006, 4, 11.58, 81.68
2006, 5, 15.19, 34.89
2006, 6, 16.81, 23.24
2006, 7, 18.55, 37.16
2006, 8, 21.03, 0.5295
2006, 9, 18.18, 2.958
2006, 10, 14.4, 58.72
2006, 11, 6.036, 156.1
2006, 12, 5.695, 313.2
2007, 1, 6.189, 632.9
2007, 2, 5.649, 205.6
2007, 3, 5.441, 297
2007, 4, 7.842, 150.1
2007, 5, 15.08, 46.19
2007, 6, 17.69, 19.2
2007, 7, 22.63, 0.191
2007, 8, 23.54, 0
2007, 9, 19.22, 58.24
2007, 10, 14.31, 163.5
2007, 11, 12.13, 36.27
2007, 12, 8.012, 94.48
2008, 1, 11.87, 20.09
2008, 2, 7.749, 182.7
2008, 3, 9.044, 127.1
2008, 4, 12.37, 126.1
2008, 5, 10.9, 107.4
2008, 6, 19.9, 17.5
2008, 7, 21.19, 0.0003906
2008, 8, 19.25, 0.7549
2008, 9, 21.42, 9.804
2008, 10, 14.45, 93.76
2008, 11, 2.247, 425.3
2008, 12, 6.816, 174.8
2009, 1, 6.843, 496.8
2009, 2, 8.539, 151.9
2009, 3, 8.386, 283.9
2009, 4, 8.879, 141.2
2009, 5, 13.32, 97.37
2009, 6, 19.18, 14.14
2009, 7, 22.55, 2.509
2009, 8, 20.65, 1.603
2009, 9, 19.81, 26.66
2009, 10, 18.15, 31.75
2009, 11, 7.594, 140.5
2009, 12, 8.032, 106.7
2010, 1, 8.055, 84.01
2010, 2, 4.242, 286.3
2010, 3, 9.983, 14.02
2010, 4, 12.2, 219
2010, 5, 12.69, 106.2
2010, 6, 20.35, 9.255
2010, 7, 24.16, 8.191
2010, 8, 22.35, 0.004297
2010, 9, 19.97, 22.76
2010, 10, 12.45, 301.4
2010, 11, 6.145, 466.7
2010, 12, 2.3, 630.7
