# Created by WEAP: 4/12/2021 7:35:59 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CNRM-CM5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 5.857, 3.055, -0.155, -7.186, -7.567, 110, 106.6, 92.83, 106.5, 108.4
2006, 2, 7.386, 4.629, 1.204, -6.765, -7.152, 154.3, 174.1, 203.2, 383.2, 390.9
2006, 3, 9.95, 7.477, 4.471, -3.162, -3.555, 162.7, 171, 197.9, 231.9, 237
2006, 4, 12.18, 9.999, 7.151, 0.1092, -0.2763, 15.68, 15.06, 16.61, 16.71, 17.16
2006, 5, 15.51, 13.6, 10.86, 3.708, 3.324, 5.62, 6.562, 8.525, 10.73, 10.94
2006, 6, 16.11, 14.17, 11.26, 3.342, 2.957, 53.77, 62.99, 82.15, 152.4, 155.2
2006, 7, 18.62, 16.8, 13.92, 5.751, 5.363, 37.68, 40.3, 43.57, 48.24, 48.62
2006, 8, 19.1, 17.29, 14.27, 6.354, 5.975, 2.887, 3.388, 3.208, 5.144, 5.239
2006, 9, 17.53, 15.31, 12.01, 3.814, 3.426, 20.15, 20.65, 18.1, 19.17, 19.5
2006, 10, 12.78, 10.29, 6.988, -0.9593, -1.344, 139.3, 143.6, 159.4, 178.1, 181.8
2006, 11, 4.905, 1.987, -1.644, -9.287, -9.674, 138.4, 135.2, 124.2, 100.8, 102.7
2006, 12, 2.257, -0.6807, -4.182, -11.42, -11.79, 150.5, 149.3, 129.2, 118.5, 120.7
2007, 1, 5.032, 2.247, -0.9179, -8.581, -8.966, 397.5, 442.7, 463.2, 547.7, 557.1
2007, 2, 5.649, 2.937, -0.4507, -8.538, -8.924, 249.6, 251.1, 251.4, 317.2, 323.4
2007, 3, 6.204, 3.518, 0.05918, -8.428, -8.814, 177.3, 191.6, 221, 353.2, 360.7
2007, 4, 10.29, 7.809, 4.479, -3.687, -4.08, 64.7, 65.89, 68.49, 112.6, 115
2007, 5, 15.72, 13.53, 10.25, 2.225, 1.846, 7.954, 12.04, 22.1, 18.2, 18.47
2007, 6, 18.7, 16.83, 13.83, 5.621, 5.232, 28.57, 33.84, 42.73, 67.66, 68.91
