# Created by WEAP: 4/12/2021 7:37:06 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CNRM-CM5_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 2.741, 30.18
2006, 2, 3.896, 5.442
2006, 3, 9.187, 40.58
2006, 4, 13.32, 8.594
2006, 5, 16.27, 12.35
2006, 6, 18.59, 43.57
2006, 7, 22.1, 17.9
2006, 8, 19.68, 7.955
2006, 9, 18.49, 22.81
2006, 10, 11.21, 9.677
2006, 11, 1.84, 46.49
2006, 12, -1.58, 36.39
2007, 1, 1.137, 31.45
2007, 2, 4.348, 21.06
2007, 3, 5.426, 13.5
2007, 4, 11.48, 9.234
2007, 5, 15.56, 16.82
2007, 6, 22.13, 22.92
2007, 7, 22.83, 9.997
2007, 8, 24.6, 7.727
2007, 9, 21.82, 2.138
2007, 10, 12.43, 7.343
2007, 11, 6.205, 9.16
2007, 12, 0.2698, 31.29
2008, 1, 4.355, 14.69
2008, 2, 3.889, 30.78
2008, 3, 6.516, 26.37
2008, 4, 12.69, 18.16
2008, 5, 13.26, 36.11
2008, 6, 20.1, 14.32
2008, 7, 23.86, 6.107
2008, 8, 23.04, 33.49
2008, 9, 19.98, 7.906
2008, 10, 12.1, 8.608
2008, 11, 0.2427, 66.15
2008, 12, 1.103, 11.12
2009, 1, 0.181, 24.98
2009, 2, 2.544, 33.08
2009, 3, 8.522, 18.71
2009, 4, 13.17, 15.52
2009, 5, 17.7, 17.67
2009, 6, 19.11, 12.95
2009, 7, 25.62, 1.597
2009, 8, 21.64, 7.472
2009, 9, 17.65, 8.299
2009, 10, 13.46, 8.828
2009, 11, 3.887, 48.56
2009, 12, 1.8, 25.3
2010, 1, -4.144, 25.17
2010, 2, 3.065, 14.65
2010, 3, 8.109, 11.98
2010, 4, 13.01, 8.556
2010, 5, 20.18, 6.107
2010, 6, 19.53, 8.39
2010, 7, 27.75, 2.629
2010, 8, 25.05, 0.6272
2010, 9, 20.32, 5.558
2010, 10, 12.56, 22.07
2010, 11, 3.9, 20.73
2010, 12, -4.22, 39.57
2011, 1, 1.915, 28.26
2011, 2, 3.676, 20.15
2011, 3, 9.039, 37.24
2011, 4, 11.86, 24.51
2011, 5, 14.36, 38.67
2011, 6, 20.93, 5.653
2011, 7, 23.04, 0.9454
2011, 8, 23.03, 14.69
2011, 9, 20.52, 1.928
2011, 10, 12.97, 16.06
2011, 11, 1.049, 11.45
2011, 12, -2.144, 26.88
2012, 1, 3.891, 32.51
2012, 2, 3.221, 25.27
2012, 3, 7.733, 7.152
2012, 4, 10.27, 43.19
2012, 5, 14.04, 30.58
2012, 6, 18.94, 19.51
2012, 7, 23.93, 48.61
2012, 8, 24.03, 10.34
2012, 9, 18.5, 8.022
2012, 10, 13.25, 3.724
2012, 11, 7.558, 30.86
2012, 12, 1.741, 68.08
2013, 1, -6.379, 26.54
2013, 2, 0.4957, 35.44
2013, 3, 7.851, 16.83
2013, 4, 11.88, 17.95
2013, 5, 14.36, 29.79
2013, 6, 19.02, 12.75
2013, 7, 21.96, 5.11
2013, 8, 23.77, 6.66
2013, 9, 21.32, 4.131
2013, 10, 12.81, 1.245
2013, 11, 5.582, 19.59
2013, 12, 3.618, 57.29
2014, 1, 3.488, 67.82
2014, 2, 5.62, 13.15
2014, 3, 9.89, 39.87
2014, 4, 12.23, 9.815
2014, 5, 15.59, 26.83
2014, 6, 17.71, 14.65
2014, 7, 23.34, 10
2014, 8, 24.09, 8.832
2014, 9, 20.45, 5.459
2014, 10, 12.21, 35.94
2014, 11, 4.663, 8.041
2014, 12, 0.6572, 41.55
2015, 1, -0.1004, 14.16
2015, 2, 4.096, 20.83
2015, 3, 2.4, 17.69
2015, 4, 11.25, 22.18
2015, 5, 14.53, 47.44
2015, 6, 20.64, 16.16
2015, 7, 26.31, 4.564
2015, 8, 24.33, 0.9085
2015, 9, 22.72, 1.395
2015, 10, 11.8, 29.64
2015, 11, 1.779, 11.19
2015, 12, -3.137, 47.06
2016, 1, -0.4013, 23.03
2016, 2, 2.013, 16.67
2016, 3, 7.525, 23.5
2016, 4, 11.28, 21.2
2016, 5, 17.42, 30.24
2016, 6, 19.33, 28.78
2016, 7, 26.5, 9.449
2016, 8, 26.09, 1.038
2016, 9, 20.13, 16.44
2016, 10, 13.48, 9.276
2016, 11, 5.381, 35.47
2016, 12, -1.694, 37.92
2017, 1, -0.09863, 23.76
2017, 2, 4.829, 33.08
2017, 3, 9.512, 10.63
