# Created by WEAP: 5/11/2021 9:17:30 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CMS_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 4.22, 1.48, -1.57, -8.457, -8.835, 369.6, 395.9, 356.4, 379, 386.4
2006, 2, 2.682, -0.1651, -3.792, -11.6, -11.98, 174.9, 180.8, 177, 261.1, 266.1
2006, 3, 7.292, 4.637, 1.257, -6.922, -7.315, 198.8, 197.3, 204.6, 243.5, 248.6
2006, 4, 10.36, 8.028, 4.794, -2.885, -3.272, 40.67, 38.53, 41.45, 50.1, 51.15
2006, 5, 12.26, 10.04, 7.035, -0.7209, -1.1, 42.91, 43.3, 51.22, 65.67, 67.09
2006, 6, 17.45, 15.64, 12.65, 4.74, 4.355, 3.996, 4.99, 6.828, 14.84, 15.04
2006, 7, 20.17, 18.57, 15.79, 7.68, 7.288, 9.919, 9.878, 10.15, 3.542, 3.522
2006, 8, 21.45, 19.81, 16.83, 8.694, 8.308, 1.469, 2.384, 3.571, 0.6716, 0.6699
2006, 9, 18.61, 16.55, 13.43, 5.374, 4.99, 3.163, 4.74, 5.511, 3.889, 3.977
2006, 10, 11.65, 9.232, 5.905, -2.204, -2.587, 9.285, 7.053, 4.211, 1.087, 1.11
2006, 11, 7.466, 4.776, 1.492, -5.889, -6.267, 210.7, 227.4, 245.5, 306, 312.8
2006, 12, 2.983, 0.1037, -3.314, -11.08, -11.47, 312.5, 303.6, 264.4, 211.7, 215.7
2007, 1, 1.845, -1.226, -5.072, -13.09, -13.47, 211.1, 218.6, 196.6, 195, 199
2007, 2, 4.559, 1.739, -1.739, -9.87, -10.26, 138.4, 145.7, 149.4, 212.5, 216.8
2007, 3, 10.41, 7.924, 4.769, -3.158, -3.546, 72.6, 63.89, 55.6, 40.7, 41.58
2007, 4, 10.88, 8.566, 5.542, -2.096, -2.488, 36.93, 36.48, 30.78, 15.98, 16.34
2007, 5, 14.03, 12.09, 9.215, 1.461, 1.078, 10.66, 9.625, 8.02, 10.04, 10.22
2007, 6, 19.77, 18.03, 15.13, 7.211, 6.829, 2.923, 3.885, 3.994, 1.146, 1.168
2007, 7, 22.66, 21.09, 18.27, 10.48, 10.1, 4.986, 4.973, 6.073, 11.09, 11.17
2007, 8, 20.42, 18.72, 15.79, 7.492, 7.11, 0.1934, 0.3341, 0.5685, 0.4016, 0.4052
2007, 9, 18.19, 16.23, 13.34, 5.584, 5.203, 0.9666, 1.808, 2.433, 0, 0
2007, 10, 12.36, 9.933, 6.633, -1.537, -1.927, 61.89, 54.03, 43.06, 40.67, 41.68
2007, 11, 7.562, 4.97, 1.744, -5.984, -6.368, 233.9, 221.5, 196.5, 197.6, 201.7
2007, 12, 2.889, -0.07038, -3.605, -11.41, -11.79, 247.6, 243.1, 214.3, 236, 240.3
2008, 1, 4.114, 1.235, -2.206, -9.179, -9.557, 86.56, 81.1, 67.27, 66.64, 67.79
2008, 2, 6.955, 4.255, 0.9646, -6.425, -6.813, 187.5, 198.7, 197.8, 189, 192.7
2008, 3, 7.356, 4.629, 1.118, -6.91, -7.293, 79.86, 78.27, 77.72, 93, 95
2008, 4, 9.583, 7.243, 4.048, -3.953, -4.342, 47.47, 54.03, 69.31, 115.8, 118.4
2008, 5, 14.75, 12.73, 9.684, 2.01, 1.623, 10.09, 13.88, 22.63, 17.12, 17.43
2008, 6, 18.27, 16.35, 13.25, 5.592, 5.203, 25.51, 28.23, 31.57, 40.83, 41.53
2008, 7, 19.04, 17.34, 14.49, 6.437, 6.05, 21.86, 28.45, 40.74, 59.51, 60.43
2008, 8, 21.06, 19.44, 16.57, 8.462, 8.077, 2.163, 2.972, 3.863, 5.128, 5.249
2008, 9, 17.62, 15.73, 12.77, 4.815, 4.432, 3.648, 6.683, 9.311, 0, 0
2008, 10, 12.84, 10.53, 7.389, -0.4246, -0.8043, 4.936, 3.965, 3.17, 0.7747, 0.8028
2008, 11, 7.21, 4.62, 1.396, -6.415, -6.799, 272.4, 263.4, 235.6, 181.2, 185.4
2008, 12, 3.608, 0.7273, -2.609, -10.19, -10.57, 392.8, 417.7, 435.2, 545.1, 555.6
2009, 1, 4.441, 1.69, -1.585, -9.13, -9.508, 303.9, 322.3, 325.6, 390.2, 397
2009, 2, 4.604, 1.765, -1.841, -10.21, -10.6, 263.3, 271.2, 260.3, 285.7, 291.4
2009, 3, 8.363, 5.776, 2.414, -5.859, -6.249, 239.7, 255.8, 288, 385.8, 394.4
2009, 4, 10.96, 8.635, 5.48, -2.326, -2.719, 98.71, 98.58, 110.1, 170.7, 174.5
2009, 5, 13.65, 11.47, 8.395, 0.442, 0.05104, 74.92, 82.47, 107.7, 169.6, 173
2009, 6, 18.87, 16.95, 13.85, 5.813, 5.422, 13.5, 16.16, 21.38, 26.85, 27.1
2009, 7, 21.32, 19.66, 16.78, 8.839, 8.45, 2.088, 2.901, 4.889, 4.136, 4.114
2009, 8, 21.56, 19.95, 17.11, 9.041, 8.656, 0.6468, 1.21, 1.735, 0.3835, 0.3865
2009, 9, 19.87, 17.9, 14.86, 6.953, 6.567, 9.712, 10.2, 11.04, 3.871, 3.944
2009, 10, 13.26, 10.89, 7.774, 0.1046, -0.2777, 177.6, 180.3, 192.6, 283.9, 290.8
2009, 11, 7.713, 5.04, 1.776, -5.754, -6.138, 72.13, 66.13, 54.99, 45.78, 46.64
2009, 12, 4.196, 1.402, -1.935, -9.182, -9.568, 215, 226.6, 212.9, 283.5, 289.2
2010, 1, 4.479, 1.674, -1.547, -9.41, -9.793, 127.3, 124.9, 109.3, 144.4, 147.2
2010, 2, 5.969, 3.3, 0.08849, -7.589, -7.971, 276.6, 279.6, 274.6, 310.1, 316
2010, 3, 7.088, 4.404, 0.9281, -7.322, -7.705, 97.84, 93.02, 93.77, 122.1, 124.3
2010, 4, 7.512, 4.882, 1.547, -6.609, -7.009, 174.1, 176.9, 196.6, 363.7, 371.7
2010, 5, 12.13, 9.758, 6.539, -1.415, -1.802, 81.18, 88.21, 111.5, 165.8, 168.6
2010, 6, 18.55, 16.59, 13.49, 5.467, 5.085, 10.99, 14.18, 20.2, 16.64, 16.86
2010, 7, 21.04, 19.44, 16.59, 8.437, 8.05, 1.812, 3.168, 5.443, 2.761, 2.806
2010, 8, 21.45, 19.72, 16.67, 8.332, 7.942, 10.67, 13.82, 15.19, 9.758, 9.947
2010, 9, 18.65, 16.59, 13.54, 5.469, 5.072, 40.32, 51.56, 70.04, 92.69, 94.55
2010, 10, 15.47, 13.28, 10.41, 3.253, 2.869, 30.64, 33.97, 42.35, 68.37, 69.85
2010, 11, 7.084, 4.443, 1.308, -6.04, -6.422, 159.2, 159, 149.5, 136.2, 139
2010, 12, 2.797, -0.07219, -3.504, -10.69, -11.07, 157.7, 165.9, 163.4, 175.8, 179.6
2011, 1, 2.615, -0.3563, -4.076, -12.52, -12.91, 282.8, 289.7, 279.8, 339.3, 345.3
2011, 2, 4.482, 1.707, -1.845, -9.859, -10.24, 49.8, 45.36, 36.7, 46.05, 46.8
2011, 3, 4.723, 2.036, -1.379, -9.509, -9.895, 123.2, 117.3, 115.4, 130.6, 133.5
2011, 4, 9.234, 6.773, 3.369, -4.957, -5.349, 65.47, 58.71, 50.2, 47.76, 48.65
2011, 5, 12.93, 10.6, 7.515, -0.08138, -0.4607, 65.33, 69.17, 88.52, 95.16, 96.99
2011, 6, 20.74, 18.92, 15.84, 8.118, 7.732, 5.27, 8.807, 15.04, 8.676, 8.77
2011, 7, 23.56, 22, 19.12, 11.51, 11.13, 16.28, 19.49, 28.68, 32.37, 32.5
