# Created by WEAP: 5/11/2021 9:19:03 AM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_CMCC-CMS_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_LADWP_CoastalLA (36,256 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (36,256 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, 14.8, 94.67
2006, 2, 14.15, 84.07
2006, 3, 14.34, 39.49
2006, 4, 17.1, 100.3
2006, 5, 17.04, 0.5756
2006, 6, 18.88, 0.01126
2006, 7, 22.46, 0.001676
2006, 8, 22.61, 0.4744
2006, 9, 21.25, 0.4785
2006, 10, 19.94, 50.03
2006, 11, 17.47, 30.59
2006, 12, 16.97, 1.254
2007, 1, 13.08, 11.91
2007, 2, 14.21, 79.97
2007, 3, 18.11, 0.0009767
2007, 4, 19.04, 4.486
2007, 5, 18.35, 0.3651
2007, 6, 21, 0.09275
2007, 7, 22.44, 0.03655
2007, 8, 24.33, 0.01641
2007, 9, 25.05, 0
2007, 10, 20.45, 0
2007, 11, 17.89, 32.02
2007, 12, 13.64, 12.55
2008, 1, 15.31, 35.95
2008, 2, 18.33, 11.34
2008, 3, 17.15, 0.6338
2008, 4, 17.97, 38.38
2008, 5, 19.07, 0.01294
2008, 6, 20.7, 0.01048
2008, 7, 21.35, 0
2008, 8, 24.55, 0.005927
2008, 9, 25.24, 0.2257
2008, 10, 19.53, 0
2008, 11, 19.01, 0
2008, 12, 15.38, 99.42
2009, 1, 16.97, 81.33
2009, 2, 15.64, 7.745
2009, 3, 16.27, 26.32
2009, 4, 18.34, 35.3
2009, 5, 16.81, 18.76
2009, 6, 20.51, 0.1718
2009, 7, 21.57, 0.01515
2009, 8, 23.83, 0.004686
2009, 9, 25.98, 0
2009, 10, 21.87, 19.56
2009, 11, 20.22, 0.003548
2009, 12, 15.82, 43.32
2010, 1, 14.39, 104.1
2010, 2, 16.43, 23.92
2010, 3, 14.92, 56.69
2010, 4, 15.27, 27.96
2010, 5, 16.71, 23.36
2010, 6, 20.07, 0.1124
2010, 7, 22.72, 0.02441
2010, 8, 21.54, 0.421
2010, 9, 21.36, 0.1581
2010, 10, 23.25, 0
2010, 11, 19.68, 19.81
2010, 12, 16.45, 23.52
2011, 1, 15.32, 144.2
2011, 2, 14.01, 11.31
2011, 3, 15.65, 17.82
2011, 4, 17.07, 0.9178
2011, 5, 16.96, 0.2387
2011, 6, 20.92, 1.064
2011, 7, 24.1, 0.603
2011, 8, 25.07, 0.1536
2011, 9, 21.73, 2.051
2011, 10, 21.31, 0.000731
2011, 11, 18.12, 34.03
2011, 12, 18.21, 0.8883
2012, 1, 15.66, 16.21
2012, 2, 17.76, 18.26
2012, 3, 15.75, 180.8
2012, 4, 15.74, 56.79
2012, 5, 19.22, 2.353
2012, 6, 22.77, 0.03711
2012, 7, 23.38, 0.05157
2012, 8, 22.71, 5.587
2012, 9, 21.83, 0
2012, 10, 21.79, 0
2012, 11, 16.43, 46.61
2012, 12, 14.68, 0.8475
2013, 1, 15.43, 24.74
2013, 2, 13.03, 38.95
2013, 3, 17.51, 31.24
2013, 4, 14.68, 19.54
2013, 5, 17.04, 6.719
2013, 6, 20.82, 9.047E-5
2013, 7, 23.27, 0.02023
2013, 8, 23.99, 0.1145
2013, 9, 24.15, 0.06284
2013, 10, 20.48, 14.86
2013, 11, 18, 30.74
2013, 12, 15.93, 22.59
2014, 1, 15.61, 128.7
2014, 2, 13.33, 24.32
2014, 3, 15.24, 101
2014, 4, 16.65, 61.35
2014, 5, 18.28, 4.296
2014, 6, 21.95, 0.0002714
2014, 7, 22.94, 0.1069
2014, 8, 22.02, 1.213
2014, 9, 21.96, 0.2838
2014, 10, 19.29, 68.3
2014, 11, 16.87, 9.358
2014, 12, 14.55, 39.09
2015, 1, 15.23, 2.29
2015, 2, 15.67, 87.61
2015, 3, 16.16, 23.15
2015, 4, 17.57, 0.4918
2015, 5, 18.03, 0
2015, 6, 19.82, 0.007288
2015, 7, 21.87, 0.02109
2015, 8, 23.5, 0.1643
2015, 9, 23.58, 0.1464
2015, 10, 22.58, 0
2015, 11, 19.5, 83.29
2015, 12, 14.54, 56.83
2016, 1, 15.57, 36.15
2016, 2, 13.4, 81.97
2016, 3, 14.57, 99.98
2016, 4, 16.45, 1.565
2016, 5, 17.7, 0.7333
2016, 6, 19.09, 1.374
2016, 7, 22.51, 0.03718
2016, 8, 25.08, 0.1997
2016, 9, 21.43, 83.07
2016, 10, 20.8, 0
2016, 11, 16.93, 0.342
2016, 12, 16.13, 1.71
2017, 1, 19.41, 59.03
2017, 2, 15.59, 5.198
2017, 3, 15.28, 125.2
2017, 4, 19.08, 1.235
2017, 5, 16.76, 25.84
2017, 6, 21.08, 0.0152
2017, 7, 22.6, 4.428
2017, 8, 23.23, 0.08928
2017, 9, 24.14, 0
2017, 10, 20.9, 0.3994
2017, 11, 19.09, 20.93
2017, 12, 16.29, 0.2862
2018, 1, 15.3, 198.1
2018, 2, 19.33, 4.585
2018, 3, 16.39, 26.63
2018, 4, 16.92, 13.16
2018, 5, 21.44, 0.01208
2018, 6, 22.58, 0.05492
2018, 7, 24.32, 0.02721
2018, 8, 24.83, 0.5939
2018, 9, 23.51, 0.08846
2018, 10, 22.79, 2.142
2018, 11, 18.77, 41.95
2018, 12, 18.24, 66.82
2019, 1, 17.46, 0.2317
2019, 2, 15.91, 58.96
2019, 3, 16.74, 127.8
2019, 4, 16.75, 15.48
2019, 5, 17.7, 0.03777
2019, 6, 18.6, 0.09367
2019, 7, 22.55, 0.04573
2019, 8, 24.35, 0.004445
2019, 9, 23.65, 0.2224
2019, 10, 20.81, 5.062
2019, 11, 18.25, 0.04964
2019, 12, 16.46, 0.3681
2020, 1, 16.38, 54.26
2020, 2, 16.84, 6.257
2020, 3, 16.4, 77.76
2020, 4, 16.61, 6.662
2020, 5, 22.04, 0.01605
2020, 6, 19.56, 0.568
2020, 7, 21.34, 0.0127
2020, 8, 22.94, 0.4484
2020, 9, 25.23, 0.1589
2020, 10, 23.84, 0
2020, 11, 20.12, 11.26
2020, 12, 15.08, 115.5
2021, 1, 15.35, 227.6
2021, 2, 14.79, 311.5
2021, 3, 15.7, 98.37
2021, 4, 16.49, 32.75
2021, 5, 18.25, 4.329
2021, 6, 21.1, 0.1218
2021, 7, 21.54, 0.04446
