# Created by WEAP: 5/6/2021 11:59:39 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Fraser (47,375 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (17,895 ha),  3000 - 4000 m (29,481 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 81.02, 107.1, -10.26, -11.02
1950, 2, 32.13, 52.96, -8.739, -9.035
1950, 3, 38.13, 75.65, -6.038, -7.543
1950, 4, 74.82, 98.48, -0.07297, -1.739
1950, 5, 51.8, 62.15, 3.73, 1.517
1950, 6, 19.22, 20.08, 9.149, 7.268
1950, 7, 11.12, 24.24, 10.75, 8.801
1950, 8, 19.01, 21.34, 9.079, 7.534
1950, 9, 31.54, 36.1, 6.584, 4.808
1950, 10, 12.03, 14.3, 4.139, 3.142
1950, 11, 69.84, 98.63, -3.757, -5.164
1950, 12, 47.41, 61.91, -7.662, -8.583
1951, 1, 66.22, 78.58, -10.92, -12.43
1951, 2, 53.68, 61.86, -9.374, -10.25
1951, 3, 47.47, 56.98, -7.253, -8.775
1951, 4, 74.95, 98.94, -1.506, -3.325
1951, 5, 54.93, 75.33, 4.564, 2.619
1951, 6, 58.8, 74.05, 6.536, 4.655
1951, 7, 14.37, 29.85, 12, 10.4
1951, 8, 33.94, 48.14, 10.29, 8.728
1951, 9, 26.82, 35.41, 5.585, 4.329
1951, 10, 50.18, 59.44, 0.2202, -1.176
1951, 11, 44.52, 53.03, -8.269, -9.086
1951, 12, 171.3, 195.8, -11.33, -12.18
1952, 1, 64.29, 76.44, -12.82, -13.26
1952, 2, 24.91, 36.64, -11.91, -12.35
1952, 3, 72.92, 90.28, -10.2, -11.09
1952, 4, 49.73, 77.29, -0.8806, -2.465
1952, 5, 62.42, 80.92, 4.772, 2.817
1952, 6, 42.83, 38.96, 10.04, 8.639
1952, 7, 30.37, 51.79, 11.51, 9.876
1952, 8, 63.12, 70.32, 10.37, 8.946
1952, 9, 9.617, 16.49, 6.956, 5.985
1952, 10, 2.735, 6.234, 1.257, 0.535
1952, 11, 38.1, 50.7, -8.94, -9.994
1952, 12, 38.38, 59.46, -12.21, -12.63
1953, 1, 44.24, 65.81, -7.133, -8.145
1953, 2, 29.28, 44.2, -10.91, -11.79
1953, 3, 40.39, 57.17, -5.198, -6.329
1953, 4, 63.72, 90.5, -3.123, -4.742
1953, 5, 60.92, 85.32, 2.563, 0.5715
1953, 6, 49.97, 47.48, 9.924, 8.222
1953, 7, 75.53, 75.61, 12.65, 11.12
1953, 8, 31.01, 36.53, 10.3, 8.87
1953, 9, 3.605, 6.108, 6.883, 6.07
1953, 10, 22.16, 29.9, 1.701, 0.3885
1953, 11, 31.65, 43.25, -3.521, -4.617
1953, 12, 28.89, 43.3, -11.36, -12.19
1954, 1, 25, 31.51, -8.235, -8.899
1954, 2, 18.72, 26.25, -5.913, -6.555
1954, 3, 61.06, 76.32, -6.632, -8.26
1954, 4, 26.13, 35.92, 1.799, 0.1791
1954, 5, 43.3, 55.83, 5.359, 3.524
1954, 6, 19.61, 23.24, 8.819, 7.431
1954, 7, 51.27, 61.56, 12.98, 11.51
1954, 8, 28.12, 31.45, 10.18, 9.131
1954, 9, 56.26, 67.39, 7.069, 6.035
1954, 10, 33.5, 40.1, 2.082, 1.029
1954, 11, 31.58, 41.48, -3.193, -4.248
1954, 12, 36.61, 44.29, -13.24, -12.9
1955, 1, 53.94, 68.36, -14.49, -14.56
1955, 2, 65.65, 60.44, -14.42, -14.95
1955, 3, 80.48, 85.82, -8.91, -9.656
1955, 4, 38.82, 35.43, -2.96, -4.01
1955, 5, 62.01, 84.43, 3.386, 1.99
1955, 6, 25.63, 30.51, 6.65, 5.225
1955, 7, 35.52, 50.91, 11.01, 9.831
1955, 8, 65.95, 77.02, 11.03, 9.641
1955, 9, 9.981, 12.76, 5.995, 5.149
1955, 10, 41.71, 56.1, 0.1422, -0.3972
1955, 11, 95.98, 106.7, -7.93, -8.573
1955, 12, 48.68, 56.12, -8.822, -9.428
1956, 1, 96.12, 100.6, -9.521, -10.05
1956, 2, 79.42, 87.8, -14.03, -14.68
1956, 3, 33.05, 34.71, -8.085, -8.872
1956, 4, 79.44, 102.3, -1.987, -3.493
1956, 5, 40.87, 51.6, 5.63, 4.06
1956, 6, 13.53, 12.42, 9.756, 8.505
1956, 7, 54.74, 60.18, 10.89, 9.424
1956, 8, 46.24, 48.69, 9.068, 7.854
1956, 9, 1.733, 2.215, 6.214, 5.721
1956, 10, 31.34, 43.1, 0.5075, -0.06902
