# Created by WEAP: 5/6/2021 11:59:26 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_WA_BPA_Yakima (598,039 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (500,634 ha),  1000 - 2000 m (97,109 ha),  2000 - 3000 m (296 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 67.62, 175.2, 202, -10.71, -14.6, -16.15
1950, 2, 35.37, 82.38, 100.8, -1.745, -6.032, -7.615
1950, 3, 26.42, 83.26, 137.8, 4.015, -0.8682, -4.079
1950, 4, 11.69, 21.23, 27.35, 7.471, 2.468, -0.4955
1950, 5, 1.35, 4.311, 6.07, 12.44, 7.26, 4.247
1950, 6, 56.02, 76.06, 43.71, 16.97, 11.69, 8.475
1950, 7, 4.111, 6.412, 9.65, 20.9, 15.74, 12.61
1950, 8, 0.1073, 0.552, 3.34, 20.89, 15.9, 12.93
1950, 9, 2.528, 7.855, 11.24, 16.78, 12.15, 9.325
1950, 10, 71.19, 146.2, 118.9, 8.827, 4.378, 2.068
1950, 11, 39.53, 124.1, 168.3, 3.465, -0.8445, -3.003
1950, 12, 44.08, 101.8, 111.2, 1.862, -2.117, -3.608
1951, 1, 48.01, 135.9, 147.4, -1.233, -5.837, -8.075
1951, 2, 20.52, 69.45, 94.13, 1.58, -2.934, -5.973
1951, 3, 19.49, 70.63, 88.23, 2.973, -1.775, -4.518
1951, 4, 5.882, 10.35, 7.52, 10.34, 5.452, 2.643
1951, 5, 20.19, 39.96, 40.9, 13.62, 8.33, 5.434
1951, 6, 57.3, 54.16, 15.32, 17.58, 12.45, 10
1951, 7, 11.75, 17.37, 2.14, 20.57, 15.35, 13.12
1951, 8, 6.956, 10.92, 10.22, 19.55, 14.6, 12.29
1951, 9, 11.2, 28.53, 23.56, 16.53, 11.92, 9.395
1951, 10, 32.07, 108.2, 88.29, 8.854, 4.495, 2.606
1951, 11, 42.57, 138.3, 137.3, 2.624, -1.62, -3.972
1951, 12, 34.33, 97.49, 89.85, -3.149, -7.004, -8.884
1952, 1, 32.92, 75.35, 73.88, -5.287, -9.454, -11.66
1952, 2, 20.16, 49.33, 58.45, 1.385, -3.102, -5.796
1952, 3, 4.809, 12.51, 28.29, 4.693, -0.04329, -3.325
1952, 4, 2.363, 3.437, 8.14, 10.49, 5.6, 2.69
1952, 5, 12.01, 19.35, 17.04, 14.18, 9.05, 5.934
1952, 6, 32.26, 53.98, 35.34, 16.57, 11.44, 8.486
1952, 7, 0.1063, 0.2118, 0.13, 21.21, 16.24, 13.66
1952, 8, 6.097, 17.44, 29.82, 19.77, 15.21, 12.77
1952, 9, 1.865, 1.748, 1.18, 17.26, 12.85, 10.74
1952, 10, 0.4973, 2.446, 5.1, 12.46, 8.28, 6.65
1952, 11, 11.32, 21.02, 16.82, -0.103, -3.978, -4.947
1952, 12, 41.28, 110.7, 95.14, -0.2296, -4.476, -6.428
1953, 1, 78.8, 216.6, 273.6, 4.228, -0.2712, -2.614
1953, 2, 8.708, 44.3, 53.5, 3.864, -0.8233, -3.392
1953, 3, 8.088, 22.82, 34.19, 5.695, 0.9518, -1.681
1953, 4, 29.15, 53.32, 49.39, 8.234, 3.28, 0.395
1953, 5, 24.3, 47.39, 36.65, 11.97, 6.996, 4.275
1953, 6, 9.922, 26.81, 26.03, 14.33, 9.319, 6.263
1953, 7, 0.05454, 0.8058, 2.49, 20.21, 15.34, 12.7
1953, 8, 14.77, 16.97, 9.74, 19.5, 14.66, 12.04
1953, 9, 0.4055, 3.465, 7.59, 16.14, 11.49, 9.163
1953, 10, 7.411, 9.671, 11.53, 10.74, 6.316, 4.112
1953, 11, 36.95, 81.95, 82.41, 5.082, 1.021, -1.078
1953, 12, 43.78, 159.2, 179.3, 2.279, -1.402, -3.18
1954, 1, 77.33, 199.1, 216.1, -2.1, -6.213, -8.244
1954, 2, 15.64, 51.86, 77.78, 1.466, -2.918, -4.646
1954, 3, 16.04, 36.08, 46.24, 3.514, -1.291, -4.612
1954, 4, 7.037, 24.32, 42.75, 8.257, 3.44, 0.413
1954, 5, 7.977, 12.13, 13.01, 13.79, 8.825, 5.481
1954, 6, 11.78, 29.64, 36.95, 14.95, 9.972, 6.813
1954, 7, 6.811, 6.047, 9.57, 18.82, 13.91, 10.87
1954, 8, 6.995, 10.92, 11.18, 17.66, 12.95, 10.06
1954, 9, 14.99, 17.38, 16.7, 14.66, 10.22, 7.753
1954, 10, 13.94, 45.72, 57.79, 7.835, 3.768, 1.642
1954, 11, 28.67, 70.88, 92.4, 5.858, 1.911, 0.001167
1954, 12, 15.16, 55.01, 80.2, -0.5442, -4.476, -6.688
1955, 1, 15.01, 27.23, 31, -1.879, -5.373, -6.471
1955, 2, 13.75, 58.6, 95.35, 0.8525, -3.292, -5.617
1955, 3, 16.02, 63.04, 112, 2.244, -2.642, -5.926
1955, 4, 28.52, 50.8, 48.29, 6.033, 1.356, -1.546
1955, 5, 11.09, 16.68, 16.04, 11.31, 6.36, 3.334
1955, 6, 6.407, 7.899, 7.66, 17.38, 12.09, 9.107
1955, 7, 14.6, 16.32, 16.29, 18.59, 13.56, 10.54
1955, 8, 0, 0, 0, 19.15, 14.42, 11.76
1955, 9, 17.88, 31.45, 18.75, 15.26, 11.14, 8.581
1955, 10, 34.3, 124.4, 115.9, 9.354, 5.126, 2.869
1955, 11, 72.17, 162.5, 196.4, -0.8564, -4.827, -6.685
1955, 12, 95.28, 181.5, 161.4, -3.168, -7.122, -8.8
1956, 1, 84.16, 174.4, 177.5, -2.026, -6.166, -7.939
1956, 2, 25.1, 49.55, 59.08, -4.642, -8.253, -9.467
1956, 3, 9.147, 57.81, 129.3, 4.468, -0.7485, -4.608
1956, 4, 0.09044, 0.9432, 2.52, 10.68, 5.521, 2.01
1956, 5, 18.43, 33.3, 21.86, 15.35, 10.15, 6.762
1956, 6, 33.08, 41, 16.96, 15.4, 10.36, 7.111
1956, 7, 2.944, 8.859, 16.96, 21.42, 16.64, 13.35
1956, 8, 5.603, 10.13, 13.44, 19.82, 15.22, 11.96
1956, 9, 9.229, 24.08, 28.92, 15.85, 11.53, 8.283
1956, 10, 23.83, 43.53, 51.27, 8.833, 4.481, 1.797
1956, 11, 5.688, 21.56, 32.93, 1.293, -2.275, -4.033
1956, 12, 35.07, 117.1, 119.6, 0.06187, -2.741, -4.622
1957, 1, 19.71, 44.12, 39.77, -8.953, -11.85, -13.08
1957, 2, 29.54, 91.56, 93.35, 0.2515, -3.698, -6.356
1957, 3, 72.71, 146.8, 118.2, 4.612, 0.07361, -2.592
1957, 4, 23.34, 48.85, 41.61, 9.92, 5.235, 2.183
1957, 5, 33.35, 65.74, 52.62, 15.75, 10.78, 7.725
1957, 6, 22.76, 14.37, 13.37, 17.79, 12.93, 10.04
1957, 7, 2.53, 4.926, 7.91, 18.75, 13.98, 11.22
1957, 8, 3.469, 8.948, 9.53, 17.81, 12.99, 10.15
1957, 9, 22.32, 28.42, 5.83, 16.97, 12.85, 10.22
1957, 10, 46.66, 84.62, 52.75, 8.175, 3.691, 1.287
1957, 11, 17.44, 50.73, 54.11, 3.068, -0.5336, -3.023
