# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Lower Pit (84,675 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (38,302 ha),  1000 - 2000 m (46,357 ha),  2000 - 3000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 459.2, 363, 294.5, -2.469, -4.774, -5.595
1950, 2, 177.5, 151.2, 127.5, 2.66, 0.1351, -0.8559
1950, 3, 221.1, 191.4, 200.9, 4.821, 2.346, 1.385
1950, 4, 57.8, 55.03, 49.31, 9.491, 6.913, 5.89
1950, 5, 54.15, 48.94, 53.86, 13.46, 10.77, 9.68
1950, 6, 13.86, 17.84, 17.73, 16.09, 13.51, 12.45
1950, 7, 0.3137, 0.8387, 0.88, 21.88, 19.19, 18.23
1950, 8, 0, 0, 0, 20.32, 17.53, 16.53
1950, 9, 35.16, 34.75, 40.54, 16.76, 14.06, 13.07
1950, 10, 424.6, 350, 254.8, 11.08, 8.65, 7.902
1950, 11, 258.6, 212.6, 213.7, 7.205, 4.661, 3.786
1950, 12, 280.5, 232.9, 208, 4.126, 1.764, 1.017
1951, 1, 328.9, 275.1, 250.7, 0.9977, -1.379, -2.098
1951, 2, 259, 207.4, 196.6, 2.928, 0.4194, -0.4375
1951, 3, 129.4, 102.5, 91.28, 4.867, 2.197, 1.345
1951, 4, 59.49, 53.66, 50.38, 11.3, 8.786, 7.787
1951, 5, 70.34, 63.42, 62.78, 12.9, 10.44, 9.538
1951, 6, 0.1671, 0.2096, 0, 18.29, 15.77, 14.9
1951, 7, 0, 0, 0, 19.84, 17.3, 16.48
1951, 8, 5.513, 6.262, 4.9, 19.9, 17.22, 16.36
1951, 9, 1.398, 0.822, 0.2, 17.68, 14.95, 14.06
1951, 10, 163.2, 144.5, 142.2, 9.77, 7.042, 6.226
1951, 11, 343.5, 285.6, 273.6, 5.6, 3.02, 2.183
1951, 12, 511.4, 425.8, 353.3, 1.203, -1.414, -2.243
1952, 1, 347.3, 279.6, 208.1, -1.012, -3.598, -4.499
1952, 2, 294, 255.7, 287, 2.163, -0.5305, -1.408
1952, 3, 167.8, 151.1, 142.4, 3.241, 0.5504, -0.434
1952, 4, 38.24, 34.11, 34.41, 10.33, 7.921, 6.997
1952, 5, 72.83, 73.43, 74.78, 13.39, 10.89, 10.06
1952, 6, 62.94, 66.72, 69.59, 14.81, 12.38, 11.49
1952, 7, 14.99, 11.63, 10.48, 22, 19.55, 18.84
1952, 8, 0, 0, 0, 19.06, 16.36, 15.57
1952, 9, 6.78, 10.07, 8.7, 18.01, 15.35, 14.4
1952, 10, 20.79, 17.05, 16.64, 14.22, 11.51, 10.66
1952, 11, 97.66, 82.63, 79.63, 4.549, 1.68, 0.7485
1952, 12, 599.1, 499.5, 424.3, 1.221, -1.246, -1.996
1953, 1, 488.7, 403.2, 341.5, 3.987, 1.624, 1.057
1953, 2, 25.29, 19.26, 16.56, 4.279, 1.802, 0.8977
1953, 3, 187.1, 153.7, 126.7, 5.176, 2.66, 1.78
1953, 4, 132.5, 111.9, 108, 7.964, 5.58, 4.653
1953, 5, 166.5, 155.9, 193.1, 9.522, 7.145, 6.216
1953, 6, 85.98, 80.47, 106.5, 13.92, 11.4, 10.59
1953, 7, 0, 0, 0, 20.18, 17.52, 16.7
1953, 8, 20.38, 21.61, 25.6, 18, 15.48, 14.69
1953, 9, 0.2264, 0.1264, 0, 18.45, 15.8, 15.01
1953, 10, 47.45, 46.8, 39.78, 10.75, 8.075, 7.24
1953, 11, 267.4, 216.4, 209.4, 6.783, 4.423, 3.819
1953, 12, 112.7, 86.06, 79.45, 3.435, 0.822, 0.1994
1954, 1, 539.1, 443.6, 361.2, 1.974, -0.3734, -1.047
1954, 2, 196.5, 164.1, 129, 5.96, 3.393, 2.738
1954, 3, 215.6, 179.5, 162, 4.803, 2.418, 1.509
1954, 4, 168.6, 146.5, 145, 10.97, 8.49, 7.608
1954, 5, 1.83, 2.616, 3.56, 14.45, 11.98, 11.19
1954, 6, 59.66, 63.41, 81.25, 14.96, 12.55, 11.72
1954, 7, 0.5051, 0.4306, 0.4, 19.61, 17.04, 16.31
1954, 8, 66.33, 56.6, 44.32, 17.27, 14.75, 14.02
1954, 9, 9.506, 9.895, 12.55, 14.47, 11.79, 11.16
1954, 10, 43.21, 39.2, 42.26, 10.68, 8.053, 7.429
1954, 11, 242.7, 196.4, 187.6, 6.757, 4.387, 3.733
1954, 12, 280.7, 241, 212.1, 0.2191, -2.614, -3.518
1955, 1, 129.6, 91.92, 55.72, -0.6564, -3.539, -4.591
1955, 2, 66.07, 49.86, 33.92, 1.636, -1.125, -2.244
1955, 3, 44.52, 40.55, 36.24, 4.918, 2.298, 1.32
1955, 4, 250.7, 187.5, 153.4, 5.956, 3.625, 2.681
1955, 5, 7.817, 6.074, 4.86, 12.64, 10.11, 9.194
1955, 6, 0.8467, 1.118, 0.6, 16.6, 14.15, 13.29
1955, 7, 5.505, 4.704, 4.08, 17.82, 15.25, 14.46
1955, 8, 0, 0, 0, 19.68, 16.96, 16.13
1955, 9, 38.39, 35.5, 35.28, 16.15, 13.23, 12.37
1955, 10, 16.55, 14.8, 14.44, 11.83, 9.095, 8.263
1955, 11, 294.8, 223.8, 205.3, 4.269, 1.741, 1.01
1955, 12, 762.2, 585.2, 423.8, 2.38, -0.0323, -0.9452
1956, 1, 652.4, 487.3, 387.5, 2.198, -0.1195, -0.9803
1956, 2, 390.1, 296.2, 184.7, 0.525, -2.229, -3.326
1956, 3, 19.85, 21.66, 18.68, 5.697, 3.126, 2.064
1956, 4, 28.16, 24.99, 25.08, 9.293, 6.818, 5.73
1956, 5, 168.5, 143, 176.9, 13.06, 10.67, 9.716
1956, 6, 29.36, 29.38, 34.28, 16.5, 13.95, 13.12
1956, 7, 5.609, 10.9, 15.02, 20.93, 18.47, 17.58
1956, 8, 0.0374, 0.06996, 0.2, 18.59, 15.91, 15.05
1956, 9, 6.451, 8.195, 12.48, 16.19, 13.53, 12.87
1956, 10, 195.7, 182.9, 187.3, 9.978, 7.318, 6.427
1956, 11, 8.673, 6.445, 6, 6.356, 3.388, 2.411
1956, 12, 32.87, 28.01, 21.6, 2.651, -0.3313, -1.319
1957, 1, 210.2, 172.3, 123.1, -1.786, -4.689, -5.614
1957, 2, 363.2, 261.4, 175.2, 3.975, 1.3, 0.3389
1957, 3, 254.6, 190.8, 167.4, 6.452, 4.103, 3.105
1957, 4, 113.2, 92.15, 69.87, 8.919, 6.376, 5.439
1957, 5, 127, 116.7, 106.4, 12.4, 9.994, 9.078
1957, 6, 21.91, 20.46, 21.16, 18.08, 15.49, 14.7
1957, 7, 0.03172, 0.02219, 0, 19.33, 16.64, 15.81
1957, 8, 0, 0, 0, 17.18, 14.4, 13.46
1957, 9, 135.9, 115.9, 109.8, 17.33, 14.72, 14.21
1957, 10, 140.5, 126.8, 115.8, 9.55, 7.018, 6.173
1957, 11, 123.2, 101, 107.2, 4.382, 1.654, 0.731
1957, 12, 312.6, 221.3, 142.3, 3.311, 0.8514, 0.02952
1958, 1, 372.2, 283, 218.9, 2.507, -0.1077, -0.9792
1958, 2, 580.5, 423, 309.2, 5.439, 3.174, 2.288
1958, 3, 330, 248.3, 167.8, 3.564, 1.026, 0.003387
1958, 4, 196.4, 147.2, 104.2, 8.139, 5.581, 4.636
1958, 5, 53.21, 50.06, 51.18, 14.49, 12.1, 11.11
1958, 6, 142.9, 126.2, 115.2, 16.56, 14.13, 13.15
1958, 7, 26.81, 28.94, 37.01, 20.9, 18.39, 17.42
1958, 8, 8.645, 7.575, 6.78, 21.95, 19.19, 18.28
1958, 9, 25.97, 22.86, 21.05, 16.77, 13.87, 13.03
1958, 10, 27.69, 25.52, 21.7, 13.49, 10.7, 9.803
1958, 11, 40.25, 33.37, 29.87, 6.484, 3.785, 2.939
