# Created by WEAP: 5/6/2021 11:59:41 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_SW_Upr Arkansas (1,113,425 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (135,256 ha),  2000 - 3000 m (676,017 ha),  3000 - 4000 m (294,337 ha),  4000 - 5000 m (7,816 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 5.979, 16.18, 83.31, 122.2, 1.723, -3.874, -10.34, -12.93
1950, 2, 8.868, 14.99, 57.51, 74.13, 5.363, -1.041, -7.62, -10.13
1950, 3, 7.191, 11.76, 70.05, 101.5, 4.661, -0.7788, -6.999, -9.585
1950, 4, 16.29, 26.69, 71.16, 96.07, 9.985, 4.825, -0.9415, -3.303
1950, 5, 30.44, 29.77, 40.04, 41.18, 13.14, 7.689, 2.25, 0.1572
1950, 6, 41.05, 36.91, 29.31, 18.64, 19.64, 14.14, 9.095, 7.326
1950, 7, 64.89, 77.53, 66.46, 46.6, 20.47, 15.05, 10.25, 8.59
1950, 8, 14, 30.16, 27.52, 21.09, 20.48, 14.22, 9.076, 7.298
1950, 9, 17.8, 22.18, 44.71, 55.12, 16, 10.94, 6.104, 4.349
1950, 10, 4.627, 5.978, 8.709, 9.438, 15.41, 9.937, 4.843, 3.06
1950, 11, 5.129, 16.2, 67.02, 91.36, 5.317, 1.162, -3.848, -5.807
1950, 12, 1.394, 7.937, 76.34, 113.9, 4.168, -1.134, -7.189, -9.439
1951, 1, 12.1, 27.41, 89.08, 118.9, -0.3275, -5.395, -11.1, -13.3
1951, 2, 8.855, 16.26, 61.65, 78.93, 3.266, -2.483, -8.94, -11.35
1951, 3, 28.31, 32.57, 51.09, 54.47, 3.155, -1.456, -7.175, -9.385
1951, 4, 18.71, 31.5, 101.1, 134.3, 7.85, 2.991, -2.458, -4.542
1951, 5, 54.84, 42.01, 51.44, 52.7, 14.23, 8.747, 3.279, 1.232
1951, 6, 18.8, 18.68, 24.22, 23.24, 16.69, 11.46, 6.41, 4.579
1951, 7, 24.92, 28, 38.12, 40.61, 22.91, 17.45, 12.4, 10.6
1951, 8, 78.06, 67.56, 70.1, 64.34, 21.42, 15.6, 10.38, 8.545
1951, 9, 9.064, 9.747, 18.14, 23.07, 17.01, 11.58, 6.856, 5.14
1951, 10, 40.28, 32.67, 41.24, 45.2, 10.48, 5.208, 0.5462, -1.146
1951, 11, 25.4, 25.63, 69.03, 85.91, 4.154, -1.78, -7.541, -9.735
1951, 12, 10.52, 35.04, 188.4, 298.6, 0.766, -4.739, -11.49, -14.25
1952, 1, 0.4716, 19.31, 84.12, 122.2, 2.53, -3.738, -10.6, -13.24
1952, 2, 4.531, 8.248, 39.92, 54.17, 2.321, -4.193, -10.93, -13.41
1952, 3, 24.48, 26.61, 88.32, 127.9, 2.266, -3.212, -9.442, -11.85
1952, 4, 69.82, 68.92, 95.05, 91.69, 9.21, 4.103, -1.162, -3.118
1952, 5, 34.06, 47.52, 68.02, 67.09, 13.93, 8.348, 3.253, 1.404
1952, 6, 1.13, 3.692, 12.33, 18.14, 21.85, 15.57, 10.06, 8.055
1952, 7, 26.7, 65.54, 99.98, 113.6, 22.35, 16.19, 11.27, 9.592
1952, 8, 62.8, 60.61, 67.76, 70.06, 21.9, 15.69, 10.33, 8.41
1952, 9, 9.302, 20.91, 34.23, 38.81, 18.49, 12.1, 7.333, 5.739
1952, 10, 0.4159, 0.5638, 0.6198, 0.3652, 12.82, 7.032, 2.715, 1.278
1952, 11, 21.93, 35.11, 69.08, 81, 1.781, -3.768, -8.232, -9.877
1952, 12, 9.525, 11.93, 43.53, 61.06, 1.204, -5.849, -11.51, -13.52
1953, 1, 1.546, 6.584, 43.7, 61.39, 5.491, -0.9508, -7.131, -9.389
1953, 2, 4.255, 16.05, 48.15, 62.77, 2.04, -4.531, -10.47, -12.66
1953, 3, 15.12, 29.18, 76.63, 99.37, 6.777, 0.862, -4.93, -7.125
1953, 4, 40.94, 38.99, 73.98, 83.86, 7.362, 2.16, -3.219, -5.271
1953, 5, 46.22, 61.96, 97.86, 109.4, 12.18, 6.653, 1.725, -0.01563
1953, 6, 18.44, 24.66, 29.57, 28.78, 20.6, 14.75, 9.607, 7.781
1953, 7, 51.31, 84.54, 97.06, 92.81, 22.86, 16.67, 11.79, 10.13
1953, 8, 40.88, 37.97, 37.86, 33.11, 20.81, 14.81, 9.918, 8.214
1953, 9, 1.184, 3.62, 7.789, 9.239, 18.67, 12.41, 7.464, 5.734
1953, 10, 23.53, 40.77, 63.72, 74.59, 12, 6.204, 1.776, 0.3023
1953, 11, 20.65, 35.31, 67.47, 81.35, 6.231, 0.6423, -3.723, -5.219
1953, 12, 18.46, 25.67, 56.66, 72.62, 1.04, -5.382, -10.92, -12.84
1954, 1, 4.636, 10.16, 29.63, 42.13, 3.277, -2.115, -7.431, -9.388
1954, 2, 2.741, 8.934, 37.99, 54.67, 6.469, 1.03, -4.814, -7.055
1954, 3, 15.17, 18.87, 66.16, 98.68, 2.157, -1.956, -6.608, -8.429
1954, 4, 17.39, 21.1, 38.51, 47.12, 11.53, 6.453, 1.469, -0.4303
1954, 5, 23.14, 42.16, 64.87, 66.26, 13.17, 8.998, 4.98, 3.549
1954, 6, 15.38, 17.11, 19.65, 17.1, 20.27, 14.5, 9.616, 7.914
1954, 7, 34.62, 65.27, 91.19, 93.79, 23.83, 17.6, 12.66, 10.98
1954, 8, 28.91, 33.72, 35.41, 33.25, 21.83, 15.73, 10.85, 9.242
1954, 9, 13.66, 31.26, 59.69, 73.29, 19.09, 12.82, 7.91, 6.292
1954, 10, 8.945, 13.79, 35.19, 48.21, 12.08, 7.6, 3.226, 1.625
1954, 11, 9.265, 21.11, 57.22, 80.52, 7.949, 2.164, -2.621, -4.297
1954, 12, 13.3, 20.72, 46.5, 58.94, 3.378, -3.525, -9.895, -12.24
1955, 1, 2.988, 7.822, 31.84, 44.73, 0.5696, -5.67, -11.92, -14.28
1955, 2, 15.14, 44.95, 89.92, 110.3, -0.8131, -7.319, -13.03, -15.14
1955, 3, 9.381, 18.59, 62.18, 85.45, 4.873, -0.6918, -6.683, -8.929
1955, 4, 6.455, 19.25, 34.6, 34.94, 10.34, 4.154, -2.049, -4.381
1955, 5, 129.7, 111.5, 123.4, 101.8, 14.45, 8.413, 3.298, 1.499
1955, 6, 14.87, 12.49, 16.89, 17.75, 17.85, 12.3, 7.384, 5.649
1955, 7, 46.36, 49.11, 69.41, 82.57, 23.06, 16.85, 11.75, 10.01
1955, 8, 60.72, 120, 119.5, 108.6, 22.2, 16.14, 11.27, 9.553
1955, 9, 21.29, 18.19, 13.7, 9.703, 18.29, 12.47, 7.735, 6.089
1955, 10, 0.8697, 3.687, 24.86, 34.05, 13.19, 7.348, 2.563, 0.9383
1955, 11, 11.81, 15, 53.27, 72.14, 4.19, -0.3236, -5.558, -7.524
1955, 12, 4.828, 10.32, 42.19, 58.91, 3.19, -1.648, -7.258, -9.405
1956, 1, 21.8, 38.95, 113.1, 145.2, 1.868, -2.709, -7.983, -9.999
1956, 2, 7.399, 14.65, 64.04, 89.06, -0.8061, -6.151, -11.81, -13.92
1956, 3, 24.97, 27.65, 47.22, 57.85, 5.024, -0.2871, -5.964, -8.065
1956, 4, 75.94, 85.37, 126.4, 137.1, 8.174, 3.026, -1.984, -3.868
1956, 5, 48.21, 42.33, 48.94, 48.88, 16.06, 10.65, 5.728, 3.969
1956, 6, 29.8, 19.67, 31.08, 36.87, 21.34, 15.53, 10.47, 8.693
1956, 7, 66, 54.25, 51.41, 47.68, 21.22, 15.75, 11.15, 9.57
1956, 8, 36.21, 45.68, 43.43, 40.14, 20.25, 14.52, 9.581, 7.859
1956, 9, 0.7752, 2.147, 6.615, 7.273, 19, 13.14, 8.419, 6.804
1956, 10, 3.825, 14.27, 38.13, 49.75, 12.88, 6.95, 1.909, 0.08495
1956, 11, 21.88, 32.8, 59.33, 65.68, 3.442, -2.867, -8.347, -10.35
1956, 12, 13.64, 19.97, 55.45, 72.04, 2.837, -4.244, -10.05, -12.17
1957, 1, 12.16, 44.94, 136.9, 181.1, -0.7661, -5.635, -11.14, -13.33
1957, 2, 10.97, 11.65, 41.38, 53.1, 5.725, 0.2618, -5.716, -8.01
1957, 3, 18.35, 23.84, 66.24, 86.88, 4.459, -0.4423, -6.022, -8.176
1957, 4, 129.1, 129.9, 175.1, 179.6, 5.758, 1.305, -3.415, -5.257
1957, 5, 162.8, 155.3, 202.8, 214.1, 11.84, 6.782, 1.88, 0.09629
1957, 6, 45.69, 38.01, 42.23, 34.75, 18.09, 12.75, 7.861, 6.151
1957, 7, 93.06, 118, 114.5, 98.93, 22.12, 16.34, 11.49, 9.841
1957, 8, 61.98, 64.05, 65.94, 57.25, 21.51, 15.66, 10.87, 9.245
1957, 9, 14.12, 12.41, 11.68, 8.593, 16.49, 10.58, 6.023, 4.545
1957, 10, 29.74, 35.61, 42.82, 41.39, 11.49, 6.327, 1.8, 0.2554
1957, 11, 54.71, 77.11, 107.3, 107.5, 2.229, -3.814, -8.161, -9.587
1957, 12, 0.1565, 3.384, 46.39, 71.43, 4.195, -2.6, -8.678, -10.95
1958, 1, 12.2, 20.02, 42.86, 45.41, 1.479, -5.332, -11.54, -13.8
1958, 2, 7.029, 7.695, 54.81, 73.47, 3.79, -1.748, -7.291, -9.376
1958, 3, 44.71, 40.6, 79.58, 96.4, 0.5488, -3.644, -8.457, -10.32
1958, 4, 26.73, 41.66, 94.2, 116.1, 7.549, 2.186, -3.029, -4.957
1958, 5, 81.23, 45.91, 35.13, 22.4, 16.4, 10.71, 5.72, 3.958
1958, 6, 31.55, 25.19, 29.01, 26.49, 19.95, 14.71, 10.08, 8.508
1958, 7, 29.46, 24.62, 23.69, 17.63, 21.63, 16.01, 11.31, 9.744
1958, 8, 54.53, 58, 47.99, 40.3, 22.47, 16.62, 11.93, 10.32
1958, 9, 18.96, 23.55, 27.76, 29.5, 18.23, 12.55, 7.782, 6.163
1958, 10, 26.39, 25.57, 24.4, 21.83, 12.12, 6.728, 2.384, 0.9475
1958, 11, 10.09, 15.31, 32.9, 37.45, 6.783, 1.643, -3.295, -4.998
1958, 12, 6.683, 13.27, 45.48, 55.77, 4.368, -0.9844, -6.508, -8.536
1959, 1, 24.22, 26.9, 57.9, 61.36, 0.6701, -4.432, -9.708, -11.61
1959, 2, 13.96, 25.6, 83.84, 103.3, 1.303, -4.016, -9.694, -11.95
1959, 3, 34.79, 32.33, 54.61, 57.24, 4.521, -0.8214, -6.787, -9.076
1959, 4, 41.27, 50.94, 80.08, 78.61, 8.755, 3.457, -1.826, -3.753
1959, 5, 53.36, 45.65, 52.37, 47.3, 14.41, 9.276, 4.166, 2.295
1959, 6, 26.02, 34.8, 39.21, 33.53, 20.89, 15.22, 10.31, 8.62
1959, 7, 27.69, 36.13, 41.26, 37.26, 21.93, 16.23, 11.39, 9.767
1959, 8, 49.23, 56, 52.82, 44.73, 22.24, 16.31, 11.24, 9.534
1959, 9, 88.26, 86.58, 105.5, 111.3, 16.33, 10.87, 6.136, 4.479
1959, 10, 62.64, 76.05, 85.66, 83.44, 9.44, 4.175, -0.0419, -1.493
1959, 11, 6.238, 6.744, 21.21, 26.69, 5.465, 0.2263, -4.739, -6.496
1959, 12, 3.909, 6.955, 13.46, 13.31, 3.437, -2.402, -7.599, -9.465
1960, 1, 21.19, 22.11, 38.71, 37.6, -1.269, -6.287, -11.39, -13.23
1960, 2, 20.58, 38.26, 97.63, 115.1, -3.328, -7.8, -12.58, -14.32
