# Created by WEAP: 5/6/2021 11:59:33 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Upr Middle American (8,722 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,969 ha),  2000 - 3000 m (4,753 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 632.2, 588, -5.817, -6.842
1950, 2, 177.1, 167.3, -0.7828, -2.14
1950, 3, 289.4, 287.6, -0.6614, -1.974
1950, 4, 178.3, 182.6, 3.595, 2.341
1950, 5, 108.1, 107, 6.993, 5.686
1950, 6, 26.94, 29.72, 10.6, 9.519
1950, 7, 0.05799, 0.01474, 16.39, 15.25
1950, 8, 2.178, 2.567, 15.3, 14.06
1950, 9, 25.14, 26.08, 11.58, 10.41
1950, 10, 251.5, 243.8, 7.438, 6.305
1950, 11, 642.1, 648.2, 4.655, 3.209
1950, 12, 572.5, 554.5, 2.096, 0.6418
1951, 1, 349.5, 315, -3.001, -4.298
1951, 2, 192.1, 185.2, -1.998, -3.26
1951, 3, 136.1, 122.5, -0.1808, -1.569
1951, 4, 118.3, 130.1, 5.103, 4.059
1951, 5, 120.3, 118.6, 7.223, 6.068
1951, 6, 2.902, 3.542, 12.76, 11.39
1951, 7, 0, 0, 15.58, 14.38
1951, 8, 2.203, 2.35, 14.75, 13.41
1951, 9, 1.66, 2.958, 13.7, 12.13
1951, 10, 202.9, 191.1, 5.724, 4.305
1951, 11, 263, 259.9, 1.716, 0.3507
1951, 12, 662.8, 684.3, -3.72, -5.223
1952, 1, 615.5, 577.1, -5.787, -7.331
1952, 2, 278.6, 264.7, -3.203, -4.761
1952, 3, 329.4, 340, -3.238, -4.765
1952, 4, 66.37, 70.61, 4.596, 3.191
1952, 5, 48.69, 43.37, 7.327, 6.284
1952, 6, 44.75, 39.27, 8.97, 8.018
1952, 7, 22.62, 31.82, 16.37, 15.09
1952, 8, 1.606, 1.437, 14.58, 13.38
1952, 9, 21.36, 22.81, 12.75, 11.38
1952, 10, 3.127, 2.249, 10.41, 8.82
1952, 11, 138.9, 139.8, -0.2066, -1.611
1952, 12, 533.6, 523.1, -2.777, -4.17
1953, 1, 434.5, 377.8, -0.671, -2.28
1953, 2, 19.58, 18.95, -1.29, -2.895
1953, 3, 207.7, 192.2, -0.4077, -1.614
1953, 4, 237.6, 243.9, 2.269, 1.274
1953, 5, 183.4, 185.5, 2.876, 1.904
1953, 6, 44.02, 40.39, 8.254, 7.216
1953, 7, 6.241, 8.374, 15.7, 14.45
1953, 8, 9.019, 11.84, 13.16, 12.14
1953, 9, 1.722, 2.28, 14.01, 12.54
1953, 10, 46.88, 40.54, 6.961, 5.518
1953, 11, 152.6, 134.5, 2.854, 1.688
1953, 12, 101.9, 99.92, -0.7309, -2.402
1954, 1, 274.5, 246.5, -2.513, -3.657
1954, 2, 225.6, 224.1, 0.3067, -1.652
1954, 3, 264.4, 250.4, -1.93, -3.055
1954, 4, 149.6, 138.9, 5.331, 4.189
1954, 5, 3.237, 2.143, 9.665, 8.566
1954, 6, 35.19, 27.67, 10.38, 9.39
1954, 7, 0.384, 0.4705, 15.86, 14.77
1954, 8, 6.096, 4.98, 12.74, 11.72
1954, 9, 9.128, 7.839, 11.06, 9.87
1954, 10, 5.209, 2.778, 7.293, 6.023
1954, 11, 165.4, 151.2, 3.738, 2.484
1954, 12, 360.1, 342.8, -2.731, -4.239
1955, 1, 193.5, 172.1, -5.501, -7.068
1955, 2, 111.7, 107.7, -3.833, -5.316
1955, 3, 84.84, 84.18, -1.466, -2.68
1955, 4, 202.1, 202, -0.2008, -1.026
1955, 5, 45.96, 48.65, 6.758, 5.7
1955, 6, 6.858, 8.791, 11.28, 10.19
1955, 7, 1.945, 1.375, 13.61, 12.66
1955, 8, 0.116, 0.02947, 15.73, 14.62
1955, 9, 17.88, 21.71, 12.21, 10.93
1955, 10, 16.69, 13.88, 8.399, 7.19
1955, 11, 213.6, 210.1, 1.125, 0.2555
1955, 12, 1201, 1196, -1.714, -2.66
1956, 1, 535.3, 488.8, -2.137, -3.078
1956, 2, 274.5, 290.9, -5.237, -6.246
1956, 3, 75.25, 89.94, -0.6254, -1.649
1956, 4, 82.77, 85.58, 2.556, 1.5
1956, 5, 159.7, 154.5, 6.57, 5.597
1956, 6, 3.994, 3.7, 11.59, 10.38
1956, 7, 10.54, 15.03, 15.15, 14.1
1956, 8, 2.732, 3.588, 13.25, 12.13
1956, 9, 14.64, 17.04, 12.16, 11.21
1956, 10, 233, 227.4, 5.042, 4.026
1956, 11, 4.776, 4.257, 2.468, 0.4724
1956, 12, 110.4, 106.5, -0.723, -2.656
1957, 1, 220.5, 215.8, -6.048, -7.402
1957, 2, 303.9, 277, -0.629, -1.705
1957, 3, 191.2, 177.3, 0.7117, -0.02956
1957, 4, 113.7, 128, 4.046, 3.44
1957, 5, 217, 192.9, 6.363, 5.494
1957, 6, 1.11, 0.7297, 12.91, 12.01
1957, 7, 2.86, 5.187, 14.7, 13.82
1957, 8, 0, 0, 13.14, 12.48
1957, 9, 23.84, 20.81, 12.39, 11.38
1957, 10, 133.5, 129.5, 4.91, 3.934
1957, 11, 126.1, 128.7, 0.4313, -0.7857
1957, 12, 328, 330.7, -0.4936, -1.901
1958, 1, 263.8, 229.4, -2.679, -3.787
1958, 2, 446.3, 413, -0.2576, -1.252
1958, 3, 385.1, 352.3, -2.795, -3.703
1958, 4, 237, 225.6, 1.505, 0.3073
1958, 5, 32.03, 25.06, 8.593, 7.536
1958, 6, 52.51, 45.72, 10.83, 9.835
1958, 7, 11.56, 18.51, 14.49, 13.56
1958, 8, 20.16, 24.99, 16.97, 15.82
1958, 9, 24.08, 26.97, 12.54, 11.16
1958, 10, 13.75, 12.05, 9.098, 7.5
1958, 11, 70.33, 67.82, 2.343, 0.7966
1958, 12, 73.53, 73.08, 2.658, 1.084
1959, 1, 360.8, 316.9, 0.1026, -1.045
1959, 2, 321, 325, -2.459, -3.728
1959, 3, 57.13, 51.76, 2.378, 1.064
1959, 4, 64.12, 55.83, 6.313, 5.026
1959, 5, 76.46, 78.45, 5.524, 4.335
1959, 6, 0.08402, 0.1705, 12.43, 11.16
1959, 7, 0, 0, 17.27, 16.07
1959, 8, 4.489, 4.93, 14.67, 13.48
1959, 9, 79.56, 86.02, 10.55, 9.334
1959, 10, 0.116, 0.02947, 9.393, 7.964
1959, 11, 0, 0, 4.893, 3.205
1959, 12, 89.34, 82.87, -0.3487, -2.043
1960, 1, 311.9, 273.6, -3.497, -4.648
1960, 2, 365.1, 364, -2.203, -3.484
1960, 3, 285.5, 284.8, 1.901, 0.6764
1960, 4, 60.08, 53.42, 3.863, 2.865
1960, 5, 57.85, 47.04, 6.626, 5.61
1960, 6, 0.08402, 0.1705, 14.35, 13.03
1960, 7, 1.884, 3, 17.23, 16.13
1960, 8, 0, 0, 15.04, 13.83
1960, 9, 5.394, 2.937, 13.51, 12.12
1960, 10, 32.68, 32.94, 7.064, 5.617
1960, 11, 204.3, 192.1, 1.042, -0.0765
1960, 12, 106.3, 101.4, -1.165, -2.714
1961, 1, 56.06, 43.84, 0.5778, -1.091
1961, 2, 127.8, 139.8, 0.1443, -1.077
