# Created by WEAP: 5/6/2021 11:59:40 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_SW_Upr Rio Grande (1,002,236 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (857,165 ha),  3000 - 4000 m (144,353 ha),  4000 - 5000 m (718 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 7.74, 40.24, 41.9, -6.793, -9.798, -9.557
1950, 2, 5.202, 26.15, 19.5, -2.102, -5.577, -6.081
1950, 3, 4.162, 19.48, 14.51, -0.8049, -4.736, -5.001
1950, 4, 5.16, 17.22, 14.23, 5.526, 1.793, 1.058
1950, 5, 2.845, 8.587, 4.88, 8.389, 4.162, 3.453
1950, 6, 29.55, 47.14, 49.91, 14.4, 10.37, 9.361
1950, 7, 31.07, 58.09, 44.88, 15.49, 11.39, 10.12
1950, 8, 23.93, 26.86, 25.63, 14.19, 10.46, 9.364
1950, 9, 20.13, 33.04, 20.44, 11.5, 7.662, 7.166
1950, 10, 4.794, 8.875, 5.502, 9.537, 5.902, 5.665
1950, 11, 2.082, 11.41, 5.684, 0.6231, -2.541, -3.076
1950, 12, 5.041, 17.41, 19.16, -3.238, -6.07, -6.313
1951, 1, 8.62, 43.31, 33.46, -5.596, -9.113, -9.484
1951, 2, 6.4, 26.89, 15.8, -4.208, -7.567, -7.79
1951, 3, 9.347, 42.08, 54.98, -0.5948, -4.49, -5.362
1951, 4, 23.43, 69.37, 57.88, 4.071, 0.0867, -0.7927
1951, 5, 9.662, 28.51, 31.36, 9.994, 5.82, 4.971
1951, 6, 1.987, 8.609, 12.43, 13.36, 9.226, 8.535
1951, 7, 14.18, 20.93, 19.13, 18.78, 14.74, 14.09
1951, 8, 48.71, 70.5, 65.81, 16.54, 12.78, 12.15
1951, 9, 3.785, 9.071, 11.96, 12.66, 8.971, 8.482
1951, 10, 16.8, 40.02, 42.15, 6.229, 2.481, 2.057
1951, 11, 13.22, 62.49, 55.23, -2.969, -6.42, -6.931
1951, 12, 24.97, 104.4, 58.89, -7.086, -10.13, -9.674
1952, 1, 29.24, 99.99, 61.1, -7.79, -10.15, -9.646
1952, 2, 5.734, 33.72, 42.03, -6.549, -9.787, -9.441
1952, 3, 8.641, 41.22, 33.49, -3.092, -6.905, -7.124
1952, 4, 40.48, 114.6, 104.1, 5.182, 1.235, 0.07343
1952, 5, 33.11, 88.69, 126.6, 9.892, 5.813, 4.874
1952, 6, 5.479, 10.47, 7.817, 15.79, 11.96, 11.59
1952, 7, 39.98, 64.96, 66.52, 16.74, 12.96, 12.32
1952, 8, 53.08, 91.81, 101.6, 16.02, 12.45, 11.93
1952, 9, 35.9, 54.01, 68.82, 12.46, 8.816, 7.963
1952, 10, 1.255, 0.9986, 1.643, 7.177, 3.828, 3.237
1952, 11, 29, 90.23, 71.42, -3.831, -7.175, -7.801
1952, 12, 4.645, 18.16, 9.537, -10.29, -12.4, -12.13
1953, 1, 1.88, 10.32, 4.582, -3.756, -6.981, -6.837
1953, 2, 7.936, 27.12, 34.9, -4.973, -8.637, -9.08
1953, 3, 13.11, 38.42, 33.81, 0.7569, -2.895, -3.405
1953, 4, 21.62, 63.43, 52.55, 3.61, -0.1818, -0.9758
1953, 5, 42.6, 86.33, 104.2, 7.438, 3.423, 2.545
1953, 6, 21.99, 27.36, 34.81, 15.53, 11.71, 11.24
1953, 7, 56.89, 102.9, 117.5, 17.43, 13.57, 12.78
1953, 8, 22.32, 43, 60.46, 15.46, 11.82, 11.18
1953, 9, 0.5939, 1.417, 0.239, 12.63, 9.12, 8.524
1953, 10, 31.2, 59.69, 58.43, 6.615, 3.11, 2.219
1953, 11, 25.79, 82.9, 85.92, -0.6964, -3.733, -4.691
1953, 12, 11.13, 34.46, 20.48, -8.659, -11.15, -11.46
1954, 1, 8.87, 28.8, 24.57, -5.968, -8.561, -8.534
1954, 2, 2.78, 15.22, 19.37, 0.05238, -3.569, -4.254
1954, 3, 11.23, 56.64, 54.3, -0.3807, -4.503, -5.513
1954, 4, 8.779, 29.27, 39.37, 7.701, 3.732, 2.994
1954, 5, 39.14, 102.6, 137.4, 10.91, 6.51, 5.229
1954, 6, 3.739, 9.253, 6.901, 15.35, 11.29, 10.82
1954, 7, 48.14, 79.78, 89.66, 17.99, 14.09, 13.38
1954, 8, 37.84, 62.69, 75.52, 15.77, 12.17, 11.56
1954, 9, 26.61, 43.38, 30.53, 13.45, 9.741, 9.337
1954, 10, 9.594, 30.39, 39.8, 8.34, 4.618, 3.803
1954, 11, 3.932, 15.31, 16.23, 1.326, -1.912, -2.675
1954, 12, 5.936, 20.35, 17.19, -6.171, -8.776, -9.051
1955, 1, 6.021, 23.8, 24.11, -7.631, -10.92, -11.03
1955, 2, 9.379, 51.13, 56.07, -7.486, -11.01, -11.6
1955, 3, 2.67, 14.59, 20.79, -0.3988, -4.129, -4.724
1955, 4, 24.26, 77.76, 66.48, 3.78, -0.1274, -0.6443
1955, 5, 62.76, 176.1, 243.9, 9.011, 4.994, 4.244
1955, 6, 4.002, 11.57, 17.12, 13.46, 9.263, 8.539
