# Created by WEAP: 5/6/2021 11:59:27 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_S Frk American (119,142 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (28,561 ha),  1000 - 2000 m (56,125 ha),  2000 - 3000 m (34,439 ha),  3000 - 4000 m (17 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 413.1, 429.4, 456.8, 507.5, 1.505, -2.072, -6.182, -7.95
1950, 2, 132.9, 137, 119.4, 123.8, 6.58, 3.341, -1.603, -3.842
1950, 3, 173.4, 191.1, 238.7, 274.3, 7.241, 3.64, -1.158, -3.035
1950, 4, 108.4, 137.2, 150, 167.7, 12.11, 7.983, 2.262, -0.152
1950, 5, 55.56, 71.09, 72.18, 76.44, 14.92, 10.87, 5.629, 3.371
1950, 6, 5.522, 15.43, 36.05, 37.98, 17.94, 13.95, 9.179, 7.112
1950, 7, 0.1354, 1.384, 5.654, 8.68, 23.57, 19.89, 14.94, 12.79
1950, 8, 0, 1.457, 6.483, 6.18, 22.6, 19.11, 14.43, 12.28
1950, 9, 11.51, 14.08, 32.83, 39.42, 18.73, 15.07, 10.38, 8.542
1950, 10, 151.6, 178.6, 136.2, 129.6, 14.06, 11.49, 8.058, 6.543
1950, 11, 423.4, 479.6, 395.2, 397, 10.58, 8.127, 4.771, 3.569
1950, 12, 358.9, 383.7, 342.4, 321.9, 6.68, 4.814, 2.162, 1.169
1951, 1, 298.7, 280.2, 209, 219.4, 3.896, 1.019, -2.736, -4.23
1951, 2, 139.4, 146.5, 108.3, 110.6, 5.262, 2.203, -1.696, -3.289
1951, 3, 135.7, 127.9, 69.36, 64.11, 7.613, 4.291, -0.1757, -1.952
1951, 4, 71.44, 77.17, 97.42, 112.4, 11.49, 8.295, 3.89, 1.915
1951, 5, 81.9, 87.96, 64.35, 63.23, 14.46, 10.86, 6.264, 4.281
1951, 6, 0.07232, 1.731, 6.877, 6.1, 18.88, 15.54, 11.24, 9.306
1951, 7, 0, 0, 0, 0, 21.57, 18.81, 14.99, 12.91
1951, 8, 0, 1.322, 6.161, 6.38, 21.54, 18.11, 13.45, 11.36
1951, 9, 0, 0.003227, 0.1204, 0, 20.68, 17.54, 13.19, 11.34
1951, 10, 126.9, 149.5, 102.3, 99.34, 12.87, 9.942, 6, 4.52
1951, 11, 186.7, 199.6, 178.9, 183.6, 8.242, 5.433, 1.654, 0.328
1951, 12, 376.3, 418.6, 390.1, 390.6, 3.542, 0.3825, -3.788, -5.28
1952, 1, 423, 416.7, 423.6, 470, 2.208, -1.405, -6.059, -7.848
1952, 2, 200, 215.2, 169.9, 177.8, 5.502, 1.852, -2.9, -4.715
1952, 3, 214.9, 217.5, 258.2, 281.4, 5.444, 1.227, -3.886, -5.637
1952, 4, 52.09, 53.74, 60.6, 66.04, 11.15, 7.991, 4.048, 2.483
1952, 5, 31.86, 28.36, 22.51, 23.28, 15.69, 12.16, 8.013, 6.261
1952, 6, 25.79, 35.15, 29.02, 30.24, 15.55, 12.43, 8.692, 6.918
1952, 7, 1.596, 10.1, 36.43, 49.12, 23.57, 19.96, 15.58, 13.85
1952, 8, 0, 0.4303, 2.132, 0.9, 21.99, 18.8, 14.58, 12.68
1952, 9, 7.017, 17.72, 30.76, 33.53, 19.59, 16.66, 12.79, 11.28
1952, 10, 0, 0.5822, 2.676, 2.58, 16.33, 14.04, 10.76, 9.398
1952, 11, 73.08, 83.92, 81.37, 84.86, 7.299, 4.38, 0.2757, -1.076
1952, 12, 309.8, 340.1, 327.5, 330.6, 4.366, 1.261, -2.519, -3.993
1953, 1, 275.7, 262.5, 230.1, 247, 6.421, 4.018, 0.7236, -0.7474
1953, 2, 3.312, 12.2, 28.98, 35.35, 6.559, 3.531, -0.9398, -2.717
1953, 3, 136.4, 149.8, 134.6, 141.6, 7.057, 3.968, -0.3049, -2.128
1953, 4, 176.9, 156.1, 142.8, 158, 10.54, 6.657, 1.549, -0.5612
1953, 5, 87.96, 135.5, 156.4, 164.8, 11.23, 7.136, 2.207, 0.2574
1953, 6, 55.82, 65.3, 39.23, 36.23, 15.46, 11.95, 7.687, 5.775
1953, 7, 0.3308, 4.917, 10.13, 10.25, 23.1, 19.76, 15.81, 13.94
1953, 8, 0, 6.287, 27.75, 32.5, 19.89, 16.82, 13.08, 11.24
1953, 9, 0, 0.6433, 2.976, 3.38, 20.56, 17.67, 13.6, 11.78
1953, 10, 40.52, 43.92, 44.59, 48.66, 13.44, 10.51, 6.486, 4.905
1953, 11, 127.5, 120.8, 92.96, 96.21, 8.902, 6.354, 2.982, 1.615
1953, 12, 83.03, 81.79, 73.85, 73.71, 5.722, 3.497, 0.1651, -0.9845
1954, 1, 182.1, 198.5, 193.9, 206.2, 4.451, 1.694, -1.843, -3.297
1954, 2, 153.8, 177, 177.9, 191.1, 7.388, 5.48, 1.868, 0.4312
1954, 3, 244.2, 244.2, 256.2, 279.4, 6.226, 2.537, -2.477, -4.456
1954, 4, 126.3, 97.23, 60.19, 59.98, 12.8, 9.485, 4.922, 2.896
1954, 5, 16.94, 17.8, 11.02, 10.98, 15.43, 12.8, 9.364, 7.552
1954, 6, 44.24, 60.99, 37.78, 36.67, 17.01, 13.72, 9.827, 8.005
1954, 7, 0, 1.067, 5.404, 7.27, 22.93, 19.86, 15.72, 13.64
1954, 8, 4.973, 1.719, 0.003797, 0, 19.06, 16.44, 13.08, 11.33
1954, 9, 0.9628, 0.4694, 0, 0, 17.1, 14.59, 10.96, 9.104
1954, 10, 4.948, 1.94, 0.007595, 0, 12.96, 10.77, 7.231, 5.574
1954, 11, 96.9, 102.6, 122, 129.9, 8.582, 6.59, 2.858, 1.083
1954, 12, 290.2, 285.3, 232.7, 226.1, 3.984, 1.425, -2.706, -4.337
1955, 1, 187.5, 190.4, 169.3, 180, 2.024, -1.197, -6.088, -7.836
1955, 2, 88.96, 106, 124.1, 140.9, 5.57, 1.506, -3.83, -5.666
