# Created by WEAP: 5/6/2021 11:59:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Iron Canyon (2,903 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,882 ha),  1000 - 2000 m (1,022 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 534.2, 538.6, -2.614, -2.881
1950, 2, 204.8, 214.9, 2.499, 2.375
1950, 3, 230.4, 234.3, 4.558, 4.328
1950, 4, 65.19, 70.14, 9.203, 8.978
1950, 5, 52.47, 50.82, 13.2, 13.05
1950, 6, 13.42, 14.58, 15.88, 15.68
1950, 7, 0, 0, 21.53, 21.37
1950, 8, 0, 0, 19.91, 19.82
1950, 9, 37.66, 38.17, 16.31, 16.13
1950, 10, 487.3, 478.3, 10.74, 10.48
1950, 11, 275.3, 279.1, 6.979, 6.833
1950, 12, 316.8, 333.9, 4.182, 4.057
1951, 1, 364.6, 367.5, 0.7485, 0.5191
1951, 2, 291.4, 303.6, 2.537, 2.352
1951, 3, 143.8, 145.4, 4.341, 4.197
1951, 4, 64.77, 67.33, 11.06, 10.85
1951, 5, 72.52, 72.74, 12.59, 12.35
1951, 6, 0.3147, 0.3365, 18.01, 17.82
1951, 7, 0, 0, 19.51, 19.35
1951, 8, 5.75, 6.183, 19.44, 19.27
1951, 9, 1.804, 1.854, 17.24, 17.14
1951, 10, 168.6, 162.3, 9.222, 9.081
1951, 11, 375.2, 387.8, 5.293, 5.103
1951, 12, 588.4, 620.1, 0.8351, 0.6343
1952, 1, 411.9, 415.4, -1.162, -1.261
1952, 2, 306.6, 317.2, 1.841, 1.761
1952, 3, 181.7, 186.1, 2.861, 2.711
1952, 4, 42.37, 44.21, 10.13, 9.897
1952, 5, 75.72, 74.48, 13.14, 12.92
1952, 6, 62, 62.64, 14.59, 14.35
1952, 7, 18.16, 17.86, 21.72, 21.5
1952, 8, 0, 0, 18.63, 18.51
1952, 9, 8.008, 8.646, 17.75, 17.62
1952, 10, 21.18, 20.13, 13.95, 13.86
1952, 11, 103.5, 105.4, 4.171, 4.118
1952, 12, 714, 745.6, 0.9916, 0.7918
1953, 1, 586.7, 590.2, 3.594, 3.38
1953, 2, 30.23, 31.58, 4.064, 3.892
1953, 3, 220.7, 227.9, 4.84, 4.627
1953, 4, 148.8, 152, 7.803, 7.581
1953, 5, 151.5, 144.8, 9.346, 9.08
1953, 6, 78.99, 76.2, 13.57, 13.36
1953, 7, 0, 0, 19.85, 19.73
1953, 8, 19.19, 19.22, 17.77, 17.6
1953, 9, 0.3, 0.3, 18.1, 18
1953, 10, 56.23, 55.56, 10.43, 10.31
1953, 11, 300, 306.7, 6.59, 6.382
1953, 12, 135.2, 140.4, 3.24, 3.14
1954, 1, 651, 657.5, 1.643, 1.381
1954, 2, 239.1, 252, 5.647, 5.475
1954, 3, 246, 250, 4.644, 4.408
1954, 4, 196.7, 203.6, 10.73, 10.5
1954, 5, 1.424, 1.31, 14.24, 14.02
1954, 6, 54.35, 53.21, 14.78, 14.53
1954, 7, 0.6586, 0.7461, 19.32, 19.16
1954, 8, 74.4, 75.55, 16.93, 16.71
1954, 9, 8.387, 8.277, 14.01, 13.82
1954, 10, 43.31, 42.17, 10.24, 10.06
1954, 11, 267, 271.6, 6.678, 6.502
1954, 12, 330.8, 346.3, 0.1168, 0.1529
1955, 1, 157.8, 158.9, -0.8061, -0.8007
1955, 2, 80.32, 82.92, 1.452, 1.394
1955, 3, 49.33, 50.98, 4.561, 4.412
1955, 4, 292.6, 301.8, 5.709, 5.408
1955, 5, 8.703, 8.438, 12.42, 12.25
1955, 6, 1.059, 1.146, 16.44, 16.23
1955, 7, 6.739, 6.826, 17.52, 17.36
1955, 8, 0, 0, 19.36, 19.29
1955, 9, 43.25, 43.95, 15.68, 15.61
1955, 10, 18, 17.42, 11.55, 11.46
1955, 11, 323.1, 329.3, 3.917, 3.732
1955, 12, 922.9, 967, 2.367, 2.177
1956, 1, 760.9, 763.8, 2.185, 1.966
1956, 2, 497.4, 517.7, 0.303, 0.234
1956, 3, 19.67, 19.59, 5.429, 5.25
1956, 4, 29.41, 30.25, 9.211, 9.01
1956, 5, 151.2, 146.1, 13.02, 12.79
1956, 6, 28.15, 28.28, 16.23, 16.03
1956, 7, 3.59, 4.023, 20.85, 20.66
1956, 8, 0.1147, 0.1365, 18.25, 18.13
1956, 9, 4.347, 4.612, 15.88, 15.77
1956, 10, 203.6, 193.7, 9.677, 9.504
1956, 11, 9.75, 10.02, 6.218, 6.257
1956, 12, 37.9, 39.21, 2.67, 2.721
1957, 1, 253.2, 257.4, -2.099, -2.152
1957, 2, 457.9, 479.9, 3.756, 3.674
1957, 3, 289.9, 296.4, 6.393, 6.155
1957, 4, 135.5, 142.7, 8.73, 8.546
1957, 5, 133.1, 133.5, 12.24, 12.02
1957, 6, 20.61, 19.76, 17.8, 17.62
1957, 7, 0.1, 0.1, 18.94, 18.79
1957, 8, 0, 0, 16.86, 16.79
1957, 9, 162.3, 168, 16.96, 16.87
1957, 10, 147.9, 145.9, 9.247, 9.039
1957, 11, 125, 127.6, 4.222, 4.147
1957, 12, 373.4, 392.5, 3.377, 3.259
1958, 1, 439.5, 443.3, 2.41, 2.301
1958, 2, 720.1, 763.3, 5.325, 5.075
1958, 3, 389.2, 404.3, 3.313, 3.104
1958, 4, 242.7, 254.5, 7.796, 7.609
1958, 5, 49.23, 48.08, 14.46, 14.25
1958, 6, 145.1, 144, 16.44, 16.24
1958, 7, 31.98, 33.22, 20.82, 20.65
1958, 8, 9.099, 9.022, 21.66, 21.54
1958, 9, 30.98, 31.83, 16.29, 16.19
1958, 10, 29.75, 28.64, 13.17, 13.1
1958, 11, 43.88, 44.96, 6.29, 6.194
1958, 12, 137.5, 144.2, 5.386, 5.406
1959, 1, 603.1, 614.7, 3.305, 3.12
1959, 2, 438.8, 459.9, 2.639, 2.466
1959, 3, 135.7, 139.2, 6.698, 6.538
1959, 4, 48.22, 49.79, 10.79, 10.64
1959, 5, 28.39, 28.15, 11.08, 10.87
1959, 6, 7.034, 7.174, 17.7, 17.49
1959, 7, 0, 0, 21.25, 21.11
1959, 8, 2.512, 2.56, 19.12, 18.98
1959, 9, 220.8, 221.3, 14.6, 14.43
1959, 10, 4.375, 4.248, 12.16, 12.03
1959, 11, 0.1, 0.1, 6.917, 6.894
1959, 12, 103.2, 108.8, 2.021, 2.05
1960, 1, 394.5, 398.7, 0.1647, 0.04379
1960, 2, 402.2, 420.8, 2.91, 2.708
1960, 3, 337.5, 348.8, 7.04, 6.781
1960, 4, 76.7, 80.58, 7.869, 7.631
1960, 5, 152.7, 150, 10.81, 10.53
1960, 6, 1.068, 0.8714, 19.12, 18.93
1960, 7, 2.468, 2.451, 22.02, 21.78
1960, 8, 0, 0, 18.94, 18.78
1960, 9, 4.983, 4.987, 17.15, 17.04
1960, 10, 54.81, 53.67, 11.31, 11.15
1960, 11, 326.9, 333, 4.54, 4.36
1960, 12, 333, 352.4, 3.021, 2.943
1961, 1, 224.3, 222.4, 3.521, 3.42
1961, 2, 260, 270.1, 4.431, 4.237
1961, 3, 315.6, 321.6, 4.368, 4.108
1961, 4, 106.9, 109.8, 8.95, 8.728
1961, 5, 99.06, 95.84, 10.62, 10.33
1961, 6, 30.91, 30.95, 19.03, 18.84
1961, 7, 1.12, 1.448, 20.4, 20.23
1961, 8, 19.97, 18.64, 20.35, 20.16
1961, 9, 12.83, 13.05, 14.29, 14.19
1961, 10, 93.01, 88.52, 11.14, 10.98
1961, 11, 409.5, 417.8, 4.338, 4.16
1961, 12, 279.5, 291.8, 1.526, 1.409
1962, 1, 107.1, 107.3, 0.8961, 0.8832
1962, 2, 538.5, 566.9, 2.87, 2.641
1962, 3, 204.7, 209, 3.887, 3.661
1962, 4, 43.11, 43.07, 10.76, 10.56
1962, 5, 42.69, 42.57, 10.95, 10.7
1962, 6, 1.456, 1.57, 16.59, 16.43
1962, 7, 0, 0, 19.81, 19.68
1962, 8, 18.73, 19.56, 18.55, 18.36
1962, 9, 43.77, 44.2, 17.05, 16.88
1962, 10, 498.1, 474.7, 11.32, 11.16
1962, 11, 141.1, 145.8, 6.844, 6.647
1962, 12, 284.8, 295.4, 4.312, 4.266
1963, 1, 217.7, 216.6, 1.405, 1.361
1963, 2, 238.7, 251.3, 7.357, 7.169
1963, 3, 349.1, 355.7, 4.818, 4.57
1963, 4, 428.9, 439.1, 5.542, 5.244
1963, 5, 87.12, 85.93, 13.99, 13.72
1963, 6, 18.13, 17.79, 15.76, 15.5
1963, 7, 0, 0, 17.68, 17.5
1963, 8, 0.04397, 0.1095, 18.27, 18.13
1963, 9, 18.03, 18.23, 17.03, 16.85
1963, 10, 93.24, 91.34, 11.52, 11.3
1963, 11, 415.6, 421, 5.218, 5.023
1963, 12, 42.91, 45.09, 3.483, 3.381
1964, 1, 343.1, 344.6, 1.334, 1.146
1964, 2, 16.24, 17.07, 3.285, 3.219
1964, 3, 102.9, 104, 4.339, 4.121
1964, 4, 24.59, 24.45, 8.111, 7.937
1964, 5, 58.41, 56.77, 10.77, 10.56
1964, 6, 63.58, 63.63, 15.13, 14.88
1964, 7, 1.086, 1.243, 19.88, 19.67
1964, 8, 0, 0, 18.97, 18.79
1964, 9, 4.516, 4.435, 14.6, 14.48
1964, 10, 46.91, 45.46, 12.92, 12.81
1964, 11, 297.9, 299.6, 3.909, 3.754
1964, 12, 903.8, 941.2, 3.517, 3.248
1965, 1, 357.3, 355.9, 2.656, 2.5
1965, 2, 51.61, 53.6, 4.419, 4.249
1965, 3, 38.69, 38.28, 6.564, 6.399
