# Created by WEAP: 5/6/2021 11:59:35 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_CEN_Upr NF Mokelumne (43,557 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (7,524 ha),  2000 - 3000 m (36,017 ha),  3000 - 4000 m (17 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 432.3, 488.6, 470.8, -5.005, -6.646, -9.313
1950, 2, 123.5, 117.9, 106, 1.184, -1.302, -4.733
1950, 3, 211, 247.2, 248.9, 0.9878, -1.183, -4.222
1950, 4, 155.6, 176.9, 165.6, 5.318, 2.682, -0.904
1950, 5, 75.6, 86.32, 69.88, 8.159, 5.877, 2.599
1950, 6, 32.48, 36.13, 37.61, 10.96, 9.179, 6.337
1950, 7, 3.235, 4.379, 5.38, 17.28, 15.01, 11.79
1950, 8, 3.151, 6.794, 8.2, 16.62, 14.49, 11.42
1950, 9, 20.87, 32.77, 38.16, 12.22, 10.14, 7.254
1950, 10, 159.5, 158.3, 132.8, 9.335, 7.572, 4.996
1950, 11, 400.8, 425, 387, 6.22, 4.247, 1.595
1950, 12, 388.9, 407, 342.3, 3.048, 1.305, -1.105
1951, 1, 230, 232.7, 201.2, -1.262, -3.15, -5.894
1951, 2, 96.97, 95.05, 90.14, -0.3809, -2.19, -4.8
1951, 3, 98.31, 87.36, 60.57, 1.851, -0.3292, -3.332
1951, 4, 94.33, 113.7, 110.7, 5.734, 3.757, 0.8535
1951, 5, 79.46, 83, 59.13, 8.221, 6.166, 3.221
1951, 6, 3.274, 8.311, 9.97, 12.93, 11.04, 8.247
1951, 7, 0, 0, 0, 16.61, 14.89, 12.19
1951, 8, 2.546, 4.964, 6.72, 15.72, 13.56, 10.5
1951, 9, 0, 0.02057, 0.3, 15.18, 13.08, 10.16
1951, 10, 106.3, 106.6, 93.63, 7.671, 5.611, 2.829
1951, 11, 204.2, 200.8, 171.3, 3.108, 1.085, -1.659
1951, 12, 429.7, 441.5, 372.6, -2.104, -4.227, -7.121
1952, 1, 427.4, 462.3, 428.8, -4.146, -6.243, -9.326
1952, 2, 161.5, 154.2, 142, -0.9334, -3.096, -6.093
1952, 3, 242.1, 278, 271.1, -1.936, -4.099, -7.133
1952, 4, 70.22, 75.28, 66.84, 5.438, 3.63, 1.012
1952, 5, 33.03, 31.92, 21.13, 9.416, 7.666, 5.051
1952, 6, 27.75, 26.54, 25.4, 9.8, 8.295, 5.88
1952, 7, 20.67, 33.62, 40.29, 17.16, 15.27, 12.58
1952, 8, 1.069, 2.904, 3.38, 16.5, 14.44, 11.57
1952, 9, 29.49, 36.81, 35.68, 14.46, 12.45, 9.675
1952, 10, 1.531, 3.14, 3.88, 12.17, 10.22, 7.588
1952, 11, 83.32, 89.13, 80.88, 2.169, -0.2409, -3.236
1952, 12, 344.1, 358, 315.1, -1.392, -3.081, -5.614
1953, 1, 241.6, 254.2, 230.1, 1.981, 0.2429, -2.367
1953, 2, 14.74, 21.46, 27.92, 1.416, -1.065, -4.291
1953, 3, 149.8, 155.5, 134.8, 1.466, -0.6132, -3.495
1953, 4, 142.1, 168, 158.5, 3.681, 1.492, -1.566
1953, 5, 158.6, 188.8, 157.4, 3.759, 1.908, -0.8453
1953, 6, 41.76, 39.39, 34.13, 8.989, 7.352, 4.774
1953, 7, 15.92, 14.97, 12.48, 17.16, 15.49, 12.92
1953, 8, 14.25, 20.83, 27, 14.19, 12.62, 10.16
1953, 9, 2.294, 3.789, 3.96, 15.44, 13.38, 10.47
1953, 10, 44.25, 48.01, 45.14, 8.215, 6.081, 3.231
1953, 11, 96.96, 99.35, 89.1, 4.227, 2.422, -0.1662
1953, 12, 80.6, 81.15, 71.25, 1.906, -0.3759, -3.286
1954, 1, 206.3, 221.3, 198.2, -0.726, -2.471, -5.017
1954, 2, 151.5, 156.9, 159.5, 4.077, 1.618, -1.508
1954, 3, 253.4, 282.9, 267.4, -0.3529, -2.638, -5.73
1954, 4, 89.2, 84.54, 61.16, 6.985, 4.863, 1.892
1954, 5, 15.33, 15.06, 9.65, 10.49, 8.968, 6.489
1954, 6, 47.79, 38.26, 29.31, 10.9, 9.363, 6.915
1954, 7, 2.659, 4.912, 6.6, 17.45, 15.57, 12.74
1954, 8, 0, 0, 0, 14, 12.5, 10.11
1954, 9, 0, 0, 0, 12.53, 10.66, 7.901
1954, 10, 0, 0.0684, 0, 8.879, 6.818, 3.994
1954, 11, 122.4, 137.2, 129.4, 5.15, 2.786, -0.3982
1954, 12, 253.7, 257.7, 219.4, -0.4143, -2.88, -6.105
1955, 1, 182.6, 189.4, 168.1, -3.577, -6.236, -9.673
1955, 2, 98.47, 105.3, 111, -1.418, -3.966, -7.238
1955, 3, 48.93, 48.4, 42.61, 1.077, -1.521, -4.996
1955, 4, 142.7, 168.2, 163.6, 0.4664, -1.567, -4.572
1955, 5, 43.96, 64.02, 59.79, 7.295, 4.931, 1.653
1955, 6, 8.7, 14.92, 19.78, 11.56, 9.632, 6.696
1955, 7, 1.459, 3.631, 4.87, 14.13, 12.42, 9.834
1955, 8, 3.098, 4.42, 6, 17.76, 15.71, 12.77
1955, 9, 12.62, 27.4, 30.9, 14.02, 11.53, 8.174
1955, 10, 6.165, 9.005, 10.48, 10.53, 8.325, 5.385
1955, 11, 142.8, 165.9, 170.4, 2.771, 1.02, -1.501
1955, 12, 821.1, 924.1, 842.8, -0.4308, -2.168, -4.82
1956, 1, 371.3, 406.3, 376.7, -1.193, -3.028, -5.737
1956, 2, 108.8, 121.9, 129.9, -2.508, -5.044, -8.394
1956, 3, 26.82, 31.5, 31.61, 1.993, -0.3523, -3.658
1956, 4, 95.03, 107.5, 102.6, 3.387, 1.402, -1.51
1956, 5, 171.6, 199.6, 156.2, 7.438, 5.546, 2.742
1956, 6, 10.1, 12.43, 13.36, 11.93, 10.23, 7.575
1956, 7, 17.69, 26.54, 32.41, 15.92, 14.05, 11.25
1956, 8, 2.189, 3.451, 4.38, 14.23, 12.35, 9.549
1956, 9, 30.81, 36.31, 33.71, 13.88, 11.91, 9.23
1956, 10, 152.8, 175.9, 176.5, 6.202, 4.186, 1.421
1956, 11, 4.268, 6.247, 7.68, 5.566, 2.891, -0.2845
1956, 12, 75.11, 87.44, 88.71, 2.333, 0.1131, -2.704
1957, 1, 167.5, 186.8, 174.6, -3.6, -5.959, -9.055
1957, 2, 186.7, 193.8, 193.2, 1.552, -0.2981, -2.889
1957, 3, 202.4, 211.6, 192.3, 1.698, -0.2783, -3.097
1957, 4, 74.65, 88.06, 82.88, 4.463, 2.426, -0.3757
1957, 5, 194.8, 221.9, 176.3, 6.539, 4.816, 2.307
1957, 6, 8.224, 5.033, 2.38, 13.88, 12.15, 9.601
1957, 7, 5.05, 6.953, 8.78, 16.13, 14.57, 12.01
1957, 8, 0, 0, 0, 14.99, 13.42, 10.98
1957, 9, 12.78, 15.59, 12.66, 14.16, 12.28, 9.755
1957, 10, 44.76, 49.66, 48.94, 6.046, 4.198, 1.612
1957, 11, 84.86, 105.1, 117.6, 2.327, 0.191, -2.406
1957, 12, 180.2, 187.1, 176.7, 1.962, -0.2174, -2.797
1958, 1, 215.5, 213.3, 195.5, 0.8169, -1.486, -4.215
1958, 2, 282.4, 273.4, 276.8, 1.071, -0.689, -3.295
1958, 3, 327.8, 328, 300, -1.644, -3.683, -6.585
1958, 4, 227.6, 246, 237.4, 3.192, 1.008, -2.072
1958, 5, 56.59, 56.42, 42.18, 9.693, 8.033, 5.336
1958, 6, 55.24, 56.42, 55.16, 10.57, 9.315, 6.919
1958, 7, 26.78, 38.89, 49.06, 15.46, 13.87, 11.28
1958, 8, 15.6, 25.76, 32.25, 18.09, 16.12, 13.23
1958, 9, 28.28, 38.32, 40.52, 14.64, 12.39, 9.602
1958, 10, 7.75, 9.631, 10.58, 11.71, 9.154, 6.173
1958, 11, 55.55, 66.88, 73.56, 4.23, 1.889, -1.126
1958, 12, 51.56, 53.84, 47.28, 5.031, 2.437, -0.5169
1959, 1, 250.5, 246.5, 223.9, 0.7822, -1.522, -4.579
