# Created by WEAP: 5/6/2021 11:59:31 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_NF Feather (126,691 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (109,022 ha),  2000 - 3000 m (17,669 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 232.7, 239.4, -5.984, -7.507
1950, 2, 188.6, 186.1, -1.106, -2.526
1950, 3, 124.2, 144.2, 0.3717, -1.377
1950, 4, 87.88, 100.2, 5.462, 3.541
1950, 5, 76.35, 86.37, 9.502, 7.686
1950, 6, 32.02, 40.42, 12.44, 10.58
1950, 7, 0.5947, 0.5009, 18.2, 16.58
1950, 8, 1.657, 0.7504, 16.89, 15.24
1950, 9, 25.1, 29.17, 12.91, 11.02
1950, 10, 158.5, 168.3, 7.788, 6.075
1950, 11, 162.1, 185.1, 4.173, 2.644
1950, 12, 175.4, 193.6, 1.509, 0.2726
1951, 1, 180.5, 189.7, -2.583, -4.238
1951, 2, 153.7, 188.7, -1.08, -2.896
1951, 3, 33.42, 36.27, 0.6387, -1.051
1951, 4, 59.7, 55.15, 7.082, 5.13
1951, 5, 70.7, 77.46, 9.101, 7.118
1951, 6, 5.043, 4.523, 14.85, 13.11
1951, 7, 0, 0, 17.01, 15.3
1951, 8, 7.197, 7.14, 16.13, 14.52
1951, 9, 1.065, 1.399, 14.62, 13.06
1951, 10, 87.28, 96.7, 6.727, 5.001
1951, 11, 144.9, 162.1, 1.918, 0.5377
1951, 12, 330.2, 348.1, -3.333, -4.457
1952, 1, 316.9, 315.6, -5.207, -6.273
1952, 2, 211.2, 240.7, -2.699, -3.534
1952, 3, 131.8, 157.7, -2.357, -3.651
1952, 4, 18.28, 22.67, 5.069, 3.805
1952, 5, 52.16, 59.9, 9.714, 8.029
1952, 6, 38.78, 58.58, 11.14, 9.117
1952, 7, 19.88, 14.88, 18.72, 17.1
1952, 8, 0.2853, 0.5734, 16.23, 14.63
1952, 9, 15.76, 18.17, 14.3, 12.79
1952, 10, 9.799, 10.86, 10.85, 9.877
1952, 11, 59.16, 65, 0.4841, -0.4735
1952, 12, 321.6, 331.8, -2.498, -3.597
