# Created by WEAP: 5/6/2021 11:59:41 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_E_West Lost (91,132 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (88,768 ha),  2000 - 3000 m (2,365 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 110, 207.1, -6.014, -8.355
1950, 2, 46.55, 154.7, 0.2577, -2.325
1950, 3, 51.18, 77.75, 1.739, -0.8801
1950, 4, 24.07, 56.72, 5.585, 3.091
1950, 5, 11.22, 24.45, 9.774, 7.471
1950, 6, 47.42, 86.89, 12.99, 10.42
1950, 7, 0.6267, 0.8585, 18.05, 15.63
1950, 8, 3.844, 2.692, 17.39, 14.7
1950, 9, 16.2, 27.31, 13.01, 10.43
1950, 10, 116, 232.3, 8.026, 5.291
1950, 11, 39.62, 84.51, 4.173, 1.617
1950, 12, 69.91, 142.9, 1.879, -0.6959
1951, 1, 57.47, 146.4, -1.976, -4.61
1951, 2, 48.68, 118.7, -0.05276, -2.768
1951, 3, 15.29, 31.25, 1.057, -1.435
1951, 4, 23.08, 40.48, 8.155, 5.498
1951, 5, 35.63, 72.58, 9.744, 7.042
1951, 6, 0.11, 0.8421, 14.56, 12.13
1951, 7, 0.8281, 0.3596, 17.3, 14.45
1951, 8, 4.178, 4.831, 16.48, 13.67
1951, 9, 9.298, 7.665, 14.13, 11.44
1951, 10, 46.55, 59.42, 6.191, 3.555
1951, 11, 49.93, 110.7, 1.913, -0.5966
1951, 12, 129.9, 238.6, -5.251, -7.301
1952, 1, 63.79, 176.6, -5.154, -7.564
1952, 2, 61.04, 107.9, -1.703, -4.063
1952, 3, 35.16, 65.4, 0.128, -2.425
1952, 4, 9.375, 20.19, 6.851, 4.085
1952, 5, 28.99, 51.55, 10.11, 7.362
1952, 6, 56.95, 101.7, 11.6, 8.899
1952, 7, 16.68, 36.14, 17.9, 15.36
1952, 8, 1.69, 1.885, 15.25, 12.78
1952, 9, 13.49, 13.43, 14.52, 11.8
1952, 10, 3.442, 4.853, 10.09, 7.514
1952, 11, 20.65, 37.43, -0.2057, -2.638
1952, 12, 93.39, 235.8, -3.861, -6.241
1953, 1, 88.26, 183, 0.8341, -1.767
1953, 2, 37.28, 48.06, 1.045, -1.477
1953, 3, 38.47, 76.86, 1.74, -0.9078
1953, 4, 23.22, 45.43, 4.486, 1.848
1953, 5, 50.68, 80.96, 6.187, 3.538
1953, 6, 30.76, 48.37, 9.681, 7.116
1953, 7, 0, 0, 16.49, 13.92
1953, 8, 16.56, 19.2, 14.76, 12.17
1953, 9, 5.132, 3.389, 14.32, 11.75
1953, 10, 34.67, 44.36, 7.013, 4.369
1953, 11, 80.3, 131.7, 3.989, 1.355
1953, 12, 48.76, 64.39, -0.2852, -2.709
1954, 1, 87.14, 223.5, -1.615, -4.206
1954, 2, 34.98, 104.1, 1.935, -0.509
1954, 3, 41.52, 76.09, 0.8285, -1.733
1954, 4, 21.93, 52.32, 6.266, 3.785
1954, 5, 9.802, 11.62, 11.14, 8.389
1954, 6, 45.59, 78.16, 10.91, 8.512
1954, 7, 0.02523, 0.3875, 16.29, 13.58
1954, 8, 10.29, 19.89, 12.98, 10.42
1954, 9, 4.4, 4.218, 10.05, 7.487
1954, 10, 10.68, 14.59, 6.08, 3.415
1954, 11, 30.91, 76.63, 3.253, 0.6874
1954, 12, 43.99, 103.1, -2.37, -4.973
1955, 1, 19.81, 44.88, -5.03, -7.245
1955, 2, 13.38, 29.28, -2.34, -4.687
1955, 3, 24.33, 37.43, 1.387, -1.249
1955, 4, 30.38, 64.06, 2.467, -0.09244
1955, 5, 0.598, 2.312, 8.32, 5.863
1955, 6, 12.34, 14.42, 13.39, 10.78
1955, 7, 6.692, 15.85, 14.38, 11.74
1955, 8, 0.5484, 0.4428, 16.49, 13.77
1955, 9, 16.69, 21.94, 11.87, 9.252
1955, 10, 15.12, 14.02, 8.044, 5.562
1955, 11, 100.3, 141.3, 0.2208, -2.223
1955, 12, 152.6, 304.6, -0.7067, -3.033
1956, 1, 107, 222.8, -1.196, -3.557
1956, 2, 79.83, 190.9, -3.888, -6.147
1956, 3, 8.73, 9.346, 1.664, -0.734
1956, 4, 17.49, 26.4, 6.559, 3.832
1956, 5, 48.44, 85.81, 10.22, 7.48
