# Created by WEAP: 5/6/2021 11:59:28 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CAN_BC_Colubmia Headwaters (3,644,093 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (567,225 ha),  1000 - 2000 m (1,983,013 ha),  2000 - 3000 m (1,088,616 ha),  3000 - 4000 m (5,239 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 130.5, 151.9, 161.2, 160.4, -23.3, -26.61, -29.12, -30.38
1950, 2, 140.4, 163.2, 171.3, 169, -7.19, -9.763, -11.69, -13.61
1950, 3, 102.8, 129.7, 145.7, 152.7, -3.718, -6.337, -8.269, -10.26
1950, 4, 63.25, 86.36, 103.3, 109.5, 1.101, -1.536, -3.451, -5.488
1950, 5, 39.03, 49.69, 57.66, 58.63, 6.1, 3.389, 1.432, -0.7442
1950, 6, 37.04, 41.18, 42.65, 46.23, 12.6, 10.25, 8.552, 6.079
1950, 7, 44.68, 52.34, 56, 63.32, 14.4, 11.81, 9.907, 7.455
1950, 8, 63.98, 73.76, 78.93, 82.17, 13.09, 10.38, 8.38, 5.982
1950, 9, 31.65, 37.22, 40.59, 46.06, 9.891, 7.447, 5.664, 3.383
1950, 10, 156.2, 195.8, 215.8, 251.4, 1.661, -1.026, -2.978, -4.978
1950, 11, 141.5, 171.2, 184.3, 187.2, -5.31, -8.249, -10.43, -12.2
1950, 12, 168.9, 195.1, 201.9, 204.1, -5.731, -8.579, -10.74, -12.72
1951, 1, 215.4, 256.8, 279.1, 280, -11.51, -14.7, -17.15, -18.99
1951, 2, 166.2, 193.5, 204.9, 217.4, -9.127, -11.97, -14.15, -16.07
1951, 3, 65.24, 73.26, 74.08, 75.91, -6.079, -8.684, -10.59, -12.47
1951, 4, 30.7, 46.02, 62.75, 73.23, 2.161, -0.4544, -2.372, -4.469
1951, 5, 74.52, 95.66, 119.3, 145.9, 7.899, 5.22, 3.255, 0.9749
1951, 6, 38.92, 47.65, 54.52, 62.36, 10.32, 7.7, 5.796, 3.471
1951, 7, 45.3, 52.1, 54.89, 58.4, 14.95, 12.32, 10.43, 7.997
1951, 8, 61.17, 69.03, 74.05, 84.35, 12.98, 10.2, 8.165, 5.74
1951, 9, 77.28, 96.54, 110.2, 123.5, 8.042, 5.501, 3.621, 1.316
1951, 10, 134.1, 164, 179.2, 207.2, 1.466, -1.286, -3.306, -5.321
1951, 11, 121.7, 152.3, 171.7, 178.6, -4.297, -7.045, -9.093, -11.09
1951, 12, 169.7, 194.3, 202.3, 204.8, -12.34, -15.52, -17.97, -19.8
1952, 1, 196.8, 227.5, 239.2, 236.8, -11.8, -14.73, -16.91, -18.64
1952, 2, 95.24, 122.2, 140.2, 146.5, -6.077, -8.705, -10.63, -12.58
1952, 3, 63.89, 84.84, 97.01, 98.22, -2.982, -5.573, -7.46, -9.47
1952, 4, 60.39, 74.02, 82.7, 95.72, 2.768, 0.2785, -1.464, -3.354
1952, 5, 57.95, 65.98, 69.82, 76.34, 7.67, 5.152, 3.382, 1.274
1952, 6, 117, 138.5, 153.7, 176.7, 10.56, 7.903, 6.011, 3.753
1952, 7, 48.17, 56.24, 60.74, 64.65, 13.91, 11.15, 9.127, 6.737
1952, 8, 31.47, 37.98, 43.36, 50.17, 13.71, 10.88, 8.817, 6.461
1952, 9, 37.9, 47.84, 56.18, 62.43, 10.08, 7.27, 5.204, 2.974
1952, 10, 52.1, 65.69, 73.15, 80.1, 4.607, 1.782, -0.3202, -2.446
1952, 11, 80.28, 97.17, 103.7, 105.9, -4.15, -7.125, -9.396, -11.53
1952, 12, 166.3, 185.7, 184.9, 181.8, -5.833, -8.872, -11.21, -13.28
1953, 1, 269.2, 319.3, 341.5, 350.1, -6.362, -9.606, -12.01, -13.64
1953, 2, 91.32, 103, 103.8, 102.7, -4.626, -7.452, -9.577, -11.64
1953, 3, 75.46, 84.76, 81.12, 77.51, -1.697, -4.504, -6.575, -8.529
1953, 4, 67, 84.81, 97.7, 108.5, 1.439, -1.371, -3.425, -5.502
1953, 5, 46.65, 49.86, 49.69, 56.78, 7.953, 5.322, 3.425, 1.16
1953, 6, 103.7, 108.3, 102.7, 103.8, 10.3, 7.713, 5.866, 3.558
1953, 7, 58.74, 64.81, 66.08, 67.87, 13.34, 10.56, 8.531, 6.169
1953, 8, 93.1, 101.4, 99.69, 95.6, 13.46, 10.72, 8.758, 6.415
1953, 9, 79.82, 103.9, 123.2, 137.7, 8.276, 5.477, 3.417, 1.199
1953, 10, 91.74, 123.5, 145.9, 154, 3.778, 1.184, -0.7072, -2.801
1953, 11, 158, 206.6, 235.9, 251, -1.067, -3.866, -5.975, -8.147
1953, 12, 207.9, 269.5, 313.7, 325.8, -5.178, -8.19, -10.47, -12.57
1954, 1, 228.4, 270.1, 296.5, 319.3, -13.1, -16.28, -18.72, -20.37
1954, 2, 167.8, 231.4, 286.2, 309.1, -3.47, -6.254, -8.32, -10.32
1954, 3, 76.09, 95.31, 105.4, 103.1, -4.953, -7.887, -10.1, -12.05
1954, 4, 108.2, 148, 181.1, 190.6, -0.8335, -3.841, -6.062, -7.965
1954, 5, 72.1, 76.97, 76.73, 85.53, 7.236, 4.432, 2.421, 0.2772
1954, 6, 103.7, 116.6, 121.3, 130.4, 9.277, 6.587, 4.659, 2.411
1954, 7, 69.17, 75.14, 73.61, 71.76, 12.98, 10.3, 8.406, 6.133
1954, 8, 118.6, 133, 139.5, 155.4, 11.93, 9.171, 7.191, 4.916
1954, 9, 53.07, 59.49, 60.36, 62.55, 8.471, 5.745, 3.74, 1.455
1954, 10, 46.52, 59.11, 65.45, 71.47, 1.066, -1.693, -3.726, -5.725
1954, 11, 142.5, 173.8, 174.9, 164.1, -0.1365, -3.008, -5.184, -7.307
1954, 12, 138.9, 156, 154.9, 151.8, -6.228, -9.263, -11.59, -13.57
1955, 1, 107.7, 124, 128.1, 122.2, -8.767, -11.85, -14.29, -16.33
1955, 2, 104.5, 126.2, 136.4, 138.8, -9.105, -12.03, -14.27, -16.14
1955, 3, 124.2, 156.8, 178.1, 185.4, -7.888, -10.74, -12.85, -14.59
1955, 4, 70.8, 95.34, 114.9, 138.2, 0.8104, -1.763, -3.571, -5.458
1955, 5, 87.81, 102.8, 112.8, 124.1, 5.433, 2.713, 0.8057, -1.176
1955, 6, 84.72, 90.19, 86.74, 85.79, 11.28, 8.673, 6.866, 4.747
1955, 7, 97.2, 107.3, 107.7, 106.3, 13.78, 11.16, 9.327, 7.071
1955, 8, 14.95, 19.99, 24.84, 29.62, 13.18, 10.48, 8.601, 6.473
1955, 9, 49.76, 58.76, 63.51, 69.34, 8.931, 6.2, 4.256, 2.174
1955, 10, 133, 172, 198.8, 228.4, 2.661, -0.0766, -2.048, -4.032
1955, 11, 201, 249.2, 278, 288.3, -10.19, -13.41, -15.84, -17.44
1955, 12, 220.4, 262.6, 286.5, 300.6, -10.84, -13.74, -15.91, -17.53
1956, 1, 181.5, 211.1, 223.9, 225.4, -10.01, -13.14, -15.49, -17.09
