# Created by WEAP: 5/6/2021 11:59:38 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_SF Feather (31,747 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (15,544 ha),  1000 - 2000 m (16,203 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 479.7, 580.8, 2.344, -1.534
1950, 2, 258.8, 290.3, 7.761, 3.95
1950, 3, 216.8, 265, 8.148, 4.422
1950, 4, 108, 131.1, 13.1, 9.503
1950, 5, 77.42, 99.87, 16.41, 12.56
1950, 6, 4.01, 8.039, 19.47, 15.43
1950, 7, 0.185, 1.592, 25.1, 21.29
1950, 8, 0.7388, 0.7557, 24.71, 21.19
1950, 9, 3.534, 4.342, 20.33, 16.68
1950, 10, 225.3, 279.3, 15.37, 11.64
1950, 11, 411.9, 516.1, 11.28, 7.543
1950, 12, 400.3, 466.5, 8.116, 5.517
1951, 1, 401.6, 482, 5.034, 2.024
1951, 2, 187.1, 224.9, 6.653, 3.225
1951, 3, 139.5, 174.8, 9.228, 5.531
1951, 4, 56.58, 65.9, 13.27, 10.12
1951, 5, 77.04, 99.94, 16.19, 12.5
1951, 6, 0, 0.001429, 21.43, 18.31
1951, 7, 0, 0, 23.85, 20.62
1951, 8, 0.7193, 1.849, 23.33, 19.8
1951, 9, 2.914, 3.963, 22.38, 19.01
1951, 10, 148.2, 197.1, 14.43, 10.75
1951, 11, 249.5, 311.8, 9.748, 6.309
1951, 12, 530.2, 608.3, 5.289, 1.897
1952, 1, 554.4, 624.7, 3.489, -0.3984
1952, 2, 295.6, 386.7, 6.648, 2.749
1952, 3, 289, 319.7, 5.756, 1.369
1952, 4, 57.73, 68.1, 12.38, 8.722
1952, 5, 52.66, 65.24, 17.04, 13.39
1952, 6, 46.48, 59.05, 17.95, 14.82
1952, 7, 2.744, 8.551, 25.53, 22.07
1952, 8, 0.06916, 0.007158, 23.69, 19.97
1952, 9, 4.338, 8.858, 22.06, 18.21
1952, 10, 5.792, 5.319, 18.79, 15.53
1952, 11, 99.45, 125.5, 9.467, 5.842
1952, 12, 479.5, 568.2, 5.637, 2.185
1953, 1, 513.1, 622.5, 8.233, 5.183
1953, 2, 8.844, 13.95, 8.338, 5.104
1953, 3, 226.6, 268.1, 8.768, 5.213
1953, 4, 185.2, 207.8, 11.21, 7.538
1953, 5, 93.04, 119.4, 12.27, 8.648
1953, 6, 22.11, 31.59, 17.06, 13.4
1953, 7, 0, 0.009717, 24.6, 21.01
1953, 8, 5.292, 5.882, 20.94, 17.67
1953, 9, 0, 0.08224, 22.16, 19.4
1953, 10, 76.83, 99.82, 14.87, 11.59
1953, 11, 178.8, 236.7, 9.897, 6.905
1953, 12, 69.72, 87.27, 7.727, 5.247
1954, 1, 334.7, 389.8, 5.606, 2.64
1954, 2, 236.7, 294.9, 8.442, 6.963
1954, 3, 253.7, 308.2, 7.286, 3.966
1954, 4, 201.2, 222, 13.82, 10.87
1954, 5, 2.107, 1.587, 17.12, 14.27
1954, 6, 34.36, 42.39, 18.55, 14.93
1954, 7, 0.2918, 0.2835, 24.37, 20.88
1954, 8, 8.746, 13.42, 20.45, 17.08
1954, 9, 3.126, 4.511, 19.13, 15.98
1954, 10, 12.34, 14.36, 14.96, 12.04
1954, 11, 160.5, 210.4, 9.842, 7.789
1954, 12, 275.2, 328.7, 4.888, 2.57
1955, 1, 186, 222.8, 3.355, 0.5002
1955, 2, 101.8, 111.5, 6.039, 2.74
1955, 3, 41.67, 55.64, 9.099, 5.626
1955, 4, 193.5, 233.6, 8.244, 4.502
1955, 5, 28.71, 39.28, 15.62, 12.12
1955, 6, 2.909, 5.167, 19.56, 16.25
1955, 7, 0.5614, 0.7838, 21.84, 18.38
1955, 8, 0, 0, 23.96, 20.78
1955, 9, 28.54, 48.28, 20.62, 17.15
1955, 10, 45.49, 54.2, 16.09, 13.19
1955, 11, 151.1, 194.5, 8.611, 5.372
1955, 12, 956.8, 1174, 6.482, 3.323
1956, 1, 517.4, 615.9, 5.554, 2.294
1956, 2, 286.3, 357.5, 5.187, 1.776
1956, 3, 17.47, 29.32, 9.256, 6.143
1956, 4, 72.68, 87.66, 11.52, 8.183
1956, 5, 89.51, 114.6, 15.39, 12.16
1956, 6, 1.934, 2.062, 20.4, 17.08
1956, 7, 0, 0.579, 23.67, 20.72
1956, 8, 0, 0, 21.64, 18.7
1956, 9, 25.4, 32.94, 20.03, 17.05
1956, 10, 174.6, 234, 13.43, 9.851
1956, 11, 3.844, 4.225, 10.86, 8.488
1956, 12, 38.81, 54.48, 6.608, 4.747
1957, 1, 201.1, 245.1, 3.454, 0.03544
1957, 2, 308, 420.1, 8.08, 4.857
1957, 3, 187.9, 237.8, 8.636, 5.177
1957, 4, 105.3, 123.5, 11.81, 8.533
1957, 5, 228.2, 286.5, 14.08, 10.66
1957, 6, 1.451, 2.105, 21.86, 18.34
1957, 7, 0, 0, 23.44, 19.87
1957, 8, 0, 0, 21.42, 18.09
1957, 9, 66.27, 68.44, 20.47, 17.73
1957, 10, 135.2, 163.9, 12.5, 9.35
1957, 11, 80.96, 118.9, 8.518, 5.705
1957, 12, 310, 379.9, 6.145, 4.399
1958, 1, 309.2, 352.5, 5.889, 3.654
1958, 2, 512.2, 621, 8.259, 4.708
1958, 3, 334.2, 423.9, 6.347, 2.755
1958, 4, 226.1, 258.8, 11.1, 7.687
1958, 5, 37.24, 47.81, 17.15, 14.08
1958, 6, 33.72, 37.91, 18.99, 15.63
1958, 7, 1.824, 3.738, 23.27, 20.36
1958, 8, 0.6902, 1.034, 25.28, 22.31
1958, 9, 9.877, 13.71, 21.52, 18.42
1958, 10, 19.79, 25.92, 18.23, 15.32
1958, 11, 51.46, 78, 10.49, 7.393
1958, 12, 101.8, 123.1, 9.965, 7.429
1959, 1, 364.3, 444.2, 6.81, 4.121
1959, 2, 322.6, 394.1, 6.219, 2.842
1959, 3, 80.36, 97.96, 10.68, 7.555
1959, 4, 27.99, 37.77, 14.7, 11.82
1959, 5, 29.76, 38.03, 14.66, 11.14
1959, 6, 0.2048, 0.3454, 21.55, 18.19
1959, 7, 0, 0, 25.38, 22.64
1959, 8, 6.74, 12.79, 22.65, 19.91
1959, 9, 107.6, 150.6, 18.8, 15.72
1959, 10, 0.3368, 1.117, 16.98, 14.08
1959, 11, 0, 0, 12.1, 9.831
1959, 12, 85.53, 101.3, 7.232, 4.995
1960, 1, 352.1, 423.2, 4.222, 0.8782
1960, 2, 352.5, 459.2, 6.783, 3.392
1960, 3, 307.5, 366.3, 10.09, 6.978
1960, 4, 95.75, 108.9, 11.5, 8.121
1960, 5, 73.92, 93.71, 14.62, 10.93
1960, 6, 0, 0, 23.24, 19.61
1960, 7, 0.02605, 0.1288, 25.69, 22.25
1960, 8, 1.296, 2.927, 23.82, 20.09
1960, 9, 6.808, 5.656, 22.03, 18.85
1960, 10, 20.26, 24.24, 15.71, 12.5
1960, 11, 277.6, 347.1, 8.84, 5.045
1960, 12, 120.2, 141.6, 7.047, 4.721
1961, 1, 135.7, 148.6, 6.261, 5.43
1961, 2, 142.6, 162.8, 8.226, 4.97
1961, 3, 241.2, 290.1, 8.344, 4.648
1961, 4, 81.92, 98.04, 12.65, 8.942
1961, 5, 70.13, 91.89, 13.59, 9.907
1961, 6, 10.32, 13.64, 23.04, 19.39
1961, 7, 0, 0, 25.41, 21.51
1961, 8, 1.066, 3.734, 24.62, 20.83
1961, 9, 3.75, 5.024, 19.81, 16.08
1961, 10, 26.12, 39.52, 16.36, 12.93
1961, 11, 147, 187.4, 9.45, 5.888
1961, 12, 185, 208.3, 5.792, 3.092
1962, 1, 148.6, 169, 6.751, 4.018
1962, 2, 591.6, 712.7, 5.758, 1.897
