# Created by WEAP: 5/6/2021 11:59:41 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: OR_E_Upper Klamath (416,341 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (391,465 ha),  2000 - 3000 m (24,877 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m

1950, 1, 124.1, 133.4, -7.066, -8.731
1950, 2, 39.53, 60.86, -0.7258, -2.419
1950, 3, 88.23, 137.6, 0.1158, -1.979
1950, 4, 30.04, 36.87, 4.304, 2.36
1950, 5, 18.05, 25.8, 8.057, 5.992
1950, 6, 67.62, 77.4, 11.67, 9.91
1950, 7, 0.1922, 0.09212, 17.46, 15.7
1950, 8, 1.803, 2.338, 17.58, 15.81
1950, 9, 13.31, 14.3, 10.85, 9.58
1950, 10, 141.5, 149.4, 7.018, 5.766
1950, 11, 48.99, 69.01, 3.237, 1.826
1950, 12, 103.3, 100.9, 1.386, 0.1631
1951, 1, 62.49, 66.23, -3.784, -5.379
1951, 2, 63.42, 89.66, -0.4809, -2.405
1951, 3, 72.14, 102.6, -0.244, -2.433
1951, 4, 33.86, 45.13, 6.257, 4.644
1951, 5, 60.75, 69.14, 8.464, 6.872
1951, 6, 0.02856, 0.06669, 13.59, 11.58
1951, 7, 2.037, 1.455, 16.82, 15.33
1951, 8, 6.656, 11.42, 15.84, 14.07
1951, 9, 10.07, 7.661, 13.38, 11.63
1951, 10, 62.65, 51.83, 5.356, 3.634
1951, 11, 78.51, 100.6, 1.673, -0.5261
1951, 12, 142.2, 165.2, -5.164, -7.225
1952, 1, 62.85, 59.79, -4.956, -6.86
1952, 2, 70.87, 88.39, -2.397, -3.991
1952, 3, 42.98, 56.98, -1.68, -3.586
1952, 4, 24.42, 39.22, 6.289, 4.567
1952, 5, 35.97, 38.65, 9.221, 7.421
1952, 6, 74.53, 81.53, 10.88, 9.193
1952, 7, 15.65, 34.65, 17.8, 15.71
1952, 8, 7.239, 12.84, 15.98, 14.01
1952, 9, 23.05, 32.43, 14.39, 12.15
1952, 10, 3.284, 2.387, 10.02, 8.214
1952, 11, 26.52, 34.17, -1.238, -3.165
1952, 12, 100.4, 110.5, -3.317, -4.601
1953, 1, 127.8, 167.9, 0.301, -0.6325
1953, 2, 51.59, 65.83, -0.4775, -2.132
1953, 3, 54.4, 99.68, 0.9551, -0.7937
1953, 4, 36.45, 44.82, 3.544, 1.735
1953, 5, 85.86, 92.69, 5.371, 3.523
1953, 6, 36.96, 39.71, 8.813, 7.296
1953, 7, 0.07677, 0.25, 16.04, 14.78
1953, 8, 22.08, 31.73, 14.33, 13.15
1953, 9, 7.338, 5.407, 13.78, 12.48
1953, 10, 36.08, 37.37, 6.604, 5.04
1953, 11, 128.6, 140.9, 3.635, 1.984
1953, 12, 58.43, 53.02, -0.6435, -2.25
1954, 1, 110.2, 127.9, -2.253, -4.093
1954, 2, 33.92, 52.75, 0.8267, -0.82
1954, 3, 82.88, 147.9, -0.2914, -2.393
1954, 4, 39.88, 46.34, 5.356, 3.51
1954, 5, 15.43, 23.06, 9.835, 8.209
1954, 6, 53.76, 64.1, 10.01, 8.65
1954, 7, 0.004636, 0, 15.73, 14.48
1954, 8, 6.916, 6.551, 12.69, 11.4
1954, 9, 9.832, 9.73, 9.642, 8.457
1954, 10, 12.17, 11.75, 5.378, 4.42
1954, 11, 55.26, 79.36, 3.228, 1.695
1954, 12, 49.94, 41.62, -3.581, -5.074
1955, 1, 34.12, 32.44, -6.302, -7.539
1955, 2, 21.38, 25.91, -4.507, -5.587
1955, 3, 27.8, 41.55, -0.5139, -2.074
1955, 4, 71.31, 121.9, 1.247, -0.6333
1955, 5, 10.76, 25.39, 7.047, 5.449
1955, 6, 13.64, 14.75, 12.51, 11.23
1955, 7, 12.72, 20.49, 13.78, 12.58
1955, 8, 0.4327, 1.305, 16.31, 15.07
1955, 9, 26.82, 29.88, 11.13, 9.847
1955, 10, 25.29, 18.33, 7.301, 6.028
1955, 11, 114.1, 130, -0.4965, -1.92
1955, 12, 238.2, 321.7, -2.558, -3.89
1956, 1, 131.7, 142.8, -2.327, -3.825
1956, 2, 109.7, 146.7, -4.736, -6.429
1956, 3, 21.83, 27.36, -0.02903, -1.271
1956, 4, 43.67, 81, 5.242, 3.532
1956, 5, 65.31, 73.78, 9.178, 7.538
1956, 6, 42.75, 41.15, 10.71, 9.323
1956, 7, 48.08, 66.4, 16.25, 14.93
1956, 8, 5.088, 10.79, 13.84, 12.76
1956, 9, 9.535, 5.999, 11.16, 10.28
1956, 10, 82.21, 112.8, 5.04, 3.701
1956, 11, 6.036, 4.361, 1.468, -0.4357
1956, 12, 47.63, 36.35, -1.298, -3.072
1957, 1, 53.07, 43.99, -7.283, -8.844
1957, 2, 97.16, 139.9, -0.7001, -2.11
1957, 3, 132, 165.3, 1.708, 0.1532
1957, 4, 40, 62.41, 5.28, 2.967
1957, 5, 76.73, 107.7, 9.292, 7.099
1957, 6, 4.635, 7.441, 14.56, 12.09
1957, 7, 16.03, 22.45, 15.73, 13.76
1957, 8, 1.74, 2.103, 14.47, 12.41
1957, 9, 73.19, 78.68, 13.11, 11.69
1957, 10, 63, 70.78, 5.073, 3.156
1957, 11, 74.42, 67.34, -0.7647, -2.463
1957, 12, 94.72, 96.84, -1.057, -2.305
1958, 1, 88.27, 85.45, -2.022, -3.57
1958, 2, 131.3, 144.6, 2.112, 0.2783
1958, 3, 48.93, 72.28, -0.6723, -2.625
1958, 4, 28.59, 53.73, 3.518, 2.026
1958, 5, 55.43, 75.15, 11.09, 9.802
1958, 6, 76.83, 67.05, 12.34, 10.85
1958, 7, 36.95, 50.43, 16.73, 15.31
1958, 8, 8.996, 14.57, 17.33, 16.29
1958, 9, 23.55, 34.51, 10.75, 9.898
1958, 10, 12.62, 13.06, 8.411, 7.21
1958, 11, 35, 45.04, 2.445, 0.719
1958, 12, 38.47, 41.55, 1.587, 0.4591
1959, 1, 70.4, 68.21, -0.5611, -1.802
1959, 2, 57.28, 81.81, -1.616, -3.233
1959, 3, 35.98, 53.27, 1.614, 0.05064
1959, 4, 17.73, 33.7, 5.903, 4.404
1959, 5, 28.84, 39.71, 5.818, 4.607
1959, 6, 11.97, 14.56, 12.77, 11.79
1959, 7, 1.326, 2.752, 17.83, 16.41
1959, 8, 30.69, 30.1, 14.82, 13.36
1959, 9, 36.6, 43.62, 9.832, 8.336
1959, 10, 20.02, 20.68, 6.957, 5.586
1959, 11, 2.347, 2.976, 1.449, 0.07239
1959, 12, 24.91, 30.83, -3.825, -5.103
1960, 1, 58.35, 68.99, -4.039, -6.115
1960, 2, 92.38, 122.3, -2.2, -4.011
1960, 3, 95.37, 128.8, 2.879, 1.073
1960, 4, 38.87, 62.8, 4.412, 2.785
1960, 5, 74.09, 82.35, 6.525, 5.171
1960, 6, 1.047, 1.376, 13.27, 12.26
1960, 7, 10.05, 12.8, 18.05, 16.93
1960, 8, 1.349, 1.454, 14.03, 12.97
1960, 9, 5.929, 6.002, 12.53, 11.07
1960, 10, 24.05, 23.86, 6.438, 5.059
1960, 11, 125.1, 153.2, 0.03093, -1.94
1960, 12, 42.86, 33.42, -2.152, -3.637
1961, 1, 28.06, 29.37, -0.7723, -2.304
1961, 2, 95.7, 111.3, 0.4526, -0.9665
1961, 3, 69.64, 79.2, 0.9583, -0.6388
1961, 4, 15.61, 24.02, 4.304, 2.804
1961, 5, 60.27, 69.18, 6.85, 5.651
1961, 6, 22.53, 22.76, 15.11, 13.94
1961, 7, 5.48, 15.13, 16.9, 15.78
1961, 8, 23.06, 35.51, 17.54, 16.21
1961, 9, 24.36, 30.79, 9.478, 7.726
1961, 10, 54.12, 52.49, 6.348, 4.719
1961, 11, 73.19, 86.64, -0.3112, -2.155
1961, 12, 70.6, 69.84, -3.175, -4.457
1962, 1, 33.91, 38.91, -6.427, -7.821
1962, 2, 82.16, 127, -2.216, -4.227
1962, 3, 48.14, 71.28, -0.04208, -1.808
1962, 4, 14.46, 24.4, 6.173, 4.997
1962, 5, 62.49, 76.02, 6.127, 4.936
1962, 6, 2.552, 3.275, 11.72, 10.6
1962, 7, 3.091, 4.928, 15.06, 13.88
1962, 8, 14.15, 12.6, 14.22, 13.15
1962, 9, 26.59, 27.85, 13.07, 11.73
1962, 10, 196.7, 238.5, 6.684, 5.101
1962, 11, 65.17, 91.02, 2.378, 0.8212
1962, 12, 60.9, 62.27, -0.07274, -1.62
1963, 1, 50.4, 68.25, -4.134, -6.034
1963, 2, 60.36, 93.08, 3.338, 1.651
1963, 3, 66.1, 99.37, 0.7867, -1.004
1963, 4, 93.86, 126.5, 1.523, -0.06949
1963, 5, 51.51, 66.56, 9.345, 7.688
1963, 6, 26.62, 38.18, 11.13, 9.569
1963, 7, 8.105, 16.48, 13.64, 12.34
1963, 8, 17.42, 17.11, 14.47, 13.28
1963, 9, 15.27, 19.7, 13.89, 12.59
1963, 10, 32.1, 32.62, 7.078, 5.627
1963, 11, 91.68, 103.8, 1.484, -0.1445
1963, 12, 27.32, 26.45, -1.07, -2.621
1964, 1, 122.7, 140, -3.631, -4.907
1964, 2, 8.603, 6.267, -4.133, -4.338
1964, 3, 40.53, 55.64, -1.587, -2.634
1964, 4, 12.06, 21.96, 2.705, 1.109
1964, 5, 19.31, 24.12, 6.329, 5.024
1964, 6, 73.43, 85.09, 10.81, 9.341
1964, 7, 17.85, 22.88, 16.02, 14.68
1964, 8, 4.283, 8.064, 14.23, 13.06
1964, 9, 2.966, 4.729, 9.888, 8.66
1964, 10, 7.98, 8.164, 8.086, 6.464
1964, 11, 82.77, 82.91, -0.1756, -1.969
1964, 12, 365.1, 425.3, -1.86, -3.85
1965, 1, 104.6, 122.1, -1.984, -3.887
1965, 2, 10.04, 7.597, 0.1166, -1.396
1965, 3, 4.012, 5.881, 1.517, -0.5283
1965, 4, 55.82, 69.66, 5.255, 3.499
1965, 5, 11.43, 16.75, 7.101, 5.586
1965, 6, 63.68, 83.65, 11.8, 10.35
1965, 7, 7.69, 16.91, 15.45, 14.03
1965, 8, 50.58, 59.44, 14.37, 12.92
1965, 9, 3.53, 5.146, 9.553, 7.745
1965, 10, 7.874, 9.937, 8.63, 7.424
1965, 11, 82.5, 76.9, 1.81, 0.2094
1965, 12, 43.81, 50.7, -4.117, -5.35
1966, 1, 59.58, 54.8, -3.263, -4.522
1966, 2, 17.98, 26.7, -2.732, -3.975
1966, 3, 54.35, 74.01, 1.437, -0.2201
1966, 4, 19.33, 27.52, 5.386, 3.85
1966, 5, 18.58, 27.06, 10.06, 8.627
1966, 6, 30.11, 36.61, 10.83, 9.639
1966, 7, 25.92, 35.89, 14.42, 13.03
1966, 8, 17.29, 27.14, 15.98, 14.44
1966, 9, 18.89, 30.48, 13.08, 11.41
1966, 10, 7.886, 6.508, 6.362, 5.1
1966, 11, 124.3, 174.4, 1.972, 0.1629
1966, 12, 86.85, 109.5, -1.053, -2.774
1967, 1, 86.19, 85.4, -1.322, -2.936
1967, 2, 19.44, 23.25, 0.4474, -1.112
1967, 3, 86.05, 135.6, -0.02937, -1.818
1967, 4, 76.77, 94.83, 0.08894, -1.645
1967, 5, 48.12, 61.35, 8.597, 6.879
1967, 6, 29.46, 26.59, 12.6, 10.94
1967, 7, 2.357, 3.886, 17.61, 16.2
1967, 8, 0.9796, 3.053, 18.32, 17.06
1967, 9, 2.358, 3.301, 14.1, 12.63
1967, 10, 40.4, 41.96, 6.872, 5.571
1967, 11, 19.39, 21.94, 2.286, 0.55
1967, 12, 56.64, 59.84, -5.835, -6.814
1968, 1, 63.37, 78.38, -3.942, -4.758
1968, 2, 64.69, 75.47, 1.965, 0.2092
1968, 3, 33.78, 50.15, 2.999, 1.326
1968, 4, 12.61, 25.46, 3.466, 1.963
1968, 5, 49.56, 44.88, 8.154, 6.68
1968, 6, 15.88, 15.05, 12.64, 11.43
1968, 7, 7.891, 8.69, 18.19, 16.77
1968, 8, 61.44, 81.34, 14.21, 12.32
1968, 9, 3.985, 4.658, 11.9, 10.15
1968, 10, 46.28, 46.27, 6.6, 4.938
1968, 11, 85.48, 103.5, 1.075, -0.872
1968, 12, 97.59, 85.4, -3.534, -4.968
1969, 1, 165.6, 172, -4.157, -5.717
1969, 2, 36.46, 44.53, -2.89, -4.505
1969, 3, 27.39, 39.63, -0.3896, -1.502
1969, 4, 30.26, 42.41, 4.23, 2.486
1969, 5, 23.72, 27.09, 10.82, 9.109
1969, 6, 74.83, 81.1, 13.1, 11.49
1969, 7, 1.968, 1.31, 16.13, 14.45
1969, 8, 0, 0, 15.24, 13.88
1969, 9, 21.38, 29.64, 12.72, 11.15
1969, 10, 46.23, 46.07, 3.986, 2.092
1969, 11, 29.61, 40.92, 2.061, -0.002951
1969, 12, 152.2, 159.4, -1.196, -2.969
1970, 1, 167.3, 178.5, -1.398, -3.15
1970, 2, 50.47, 68.67, 1.252, -0.3687
1970, 3, 48.07, 70.92, 1.37, -0.5573
1970, 4, 18.43, 26.52, 1.237, -0.4393
1970, 5, 14.31, 14.18, 8.738, 7.255
1970, 6, 26.72, 29.68, 13.95, 12.42
1970, 7, 0.4112, 1.349, 17.31, 15.96
1970, 8, 0.06599, 0.1431, 16.24, 15.21
1970, 9, 4.481, 6.46, 9.484, 8.012
1970, 10, 50.27, 44.55, 5.553, 3.787
1970, 11, 152.6, 187.9, 1.945, 0.018
1970, 12, 73.25, 86.46, -4.668, -6.187
1971, 1, 62.91, 64.99, -2.576, -3.643
1971, 2, 22.01, 24.06, -0.5421, -2.203
1971, 3, 115.6, 160.4, -1.408, -3.282
1971, 4, 41.72, 63.27, 3.53, 1.875
1971, 5, 74.17, 77.11, 7.96, 6.295
1971, 6, 33.46, 31.18, 11, 9.334
1971, 7, 14.98, 23.63, 16.84, 15.34
1971, 8, 5.035, 5.812, 17.8, 16.7
1971, 9, 37.49, 47.75, 9.408, 7.88
1971, 10, 24.22, 31.02, 4.657, 2.923
1971, 11, 64.77, 72, 1.154, -0.5794
1971, 12, 58.86, 63.03, -5.168, -6.543
1972, 1, 85.5, 87.2, -4.567, -5.71
1972, 2, 60.48, 72.13, -0.1528, -1.707
1972, 3, 79.43, 74.99, 3.921, 2.3
1972, 4, 34.39, 43.94, 2.787, 1.07
1972, 5, 16.78, 17.12, 9.389, 7.799
1972, 6, 12.95, 8.84, 13.66, 12.07
1972, 7, 1.298, 2.554, 16.97, 15.42
1972, 8, 3.863, 3.384, 16.53, 14.93
1972, 9, 19.05, 17.48, 9.764, 8.114
1972, 10, 52.41, 65.36, 6.042, 4.113
1972, 11, 33.59, 35.23, 0.4952, -1.406
1972, 12, 71.04, 73.06, -5.978, -7.567
1973, 1, 53.46, 54.18, -3.822, -5.416
1973, 2, 38.29, 44.35, 0.549, -1.387
1973, 3, 40.54, 43.24, 0.3965, -1.373
1973, 4, 14.61, 20.22, 4.538, 2.952
1973, 5, 37.11, 55.12, 10.91, 9.183
1973, 6, 1.1, 0.4596, 13.35, 11.69
1973, 7, 5.013, 10.66, 17.25, 15.59
1973, 8, 3.85, 6.005, 16.44, 14.34
1973, 9, 27.36, 28.8, 11.66, 10.21
1973, 10, 55.44, 44.7, 6.31, 4.715
1973, 11, 185.9, 228.6, 0.4891, -1.264
1973, 12, 69.73, 68.46, -0.5352, -1.914
1974, 1, 87.03, 95.82, -4.686, -6.259
1974, 2, 53.4, 64.88, -1.719, -2.938
