# Created by WEAP: 5/6/2021 11:59:32 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Feather (395,493 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (386,252 ha),  1000 - 2000 m (9,241 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m

1950, 1, 266.8, 524.6, 5.009, -0.5272
1950, 2, 133.6, 214.4, 10.1, 5.288
1950, 3, 109.5, 236.8, 10.91, 6.025
1950, 4, 52.53, 113, 15.89, 10.92
1950, 5, 31.92, 86.8, 18.98, 13.99
1950, 6, 3.354, 15.98, 21.93, 16.73
1950, 7, 0.2601, 0.8508, 27.1, 22.25
1950, 8, 0.03807, 0.04215, 26.08, 21.18
1950, 9, 4.608, 9.266, 22.4, 17.21
1950, 10, 96.47, 201.1, 17.63, 12.78
1950, 11, 223.6, 556.2, 14.11, 9.329
1950, 12, 240.2, 450.2, 9.834, 6.198
1951, 1, 197.1, 370.8, 7.033, 2.724
1951, 2, 93.67, 172.4, 9, 4.025
1951, 3, 55.51, 177.3, 11.62, 6.625
1951, 4, 36.58, 70.19, 15.57, 11.2
1951, 5, 44.57, 98.38, 18.84, 13.62
1951, 6, 0, 0, 23.02, 18.8
1951, 7, 0, 0, 25.07, 21.07
1951, 8, 0.0366, 0.6486, 24.75, 20.04
1951, 9, 0.6329, 1.126, 23.64, 19.29
1951, 10, 96.94, 173.9, 16.57, 11.18
1951, 11, 115.8, 248.6, 11.68, 6.518
1951, 12, 242.2, 415.7, 7.201, 1.915
1952, 1, 344, 504.8, 5.718, 1.01
1952, 2, 118.3, 272.8, 8.979, 3.852
1952, 3, 151.5, 285.6, 9.263, 3.277
1952, 4, 31.58, 48.5, 14.97, 9.467
1952, 5, 15.86, 43.63, 19.42, 13.87
1952, 6, 21.59, 37.69, 19.47, 14.93
1952, 7, 2.075, 5.421, 26.76, 22.31
1952, 8, 0.006935, 0, 25.16, 20.73
1952, 9, 2.277, 14.91, 23.83, 18.89
1952, 10, 1.511, 1.025, 20.06, 15.46
1952, 11, 56.79, 120, 11.04, 5.626
1952, 12, 250.5, 438.7, 7.691, 2.694
1953, 1, 196.8, 366.4, 10.14, 5.049
1953, 2, 2.153, 10.92, 10.19, 5.762
1953, 3, 103.1, 239.9, 11.06, 6.157
1953, 4, 114.1, 184.5, 13.92, 8.948
1953, 5, 38.94, 121.2, 15.05, 9.267
1953, 6, 18.99, 42.79, 19.66, 14.04
1953, 7, 0, 0.04522, 26.61, 21.45
1953, 8, 5.323, 0.8121, 23.18, 18.41
1953, 9, 0, 0.1357, 23.94, 19.54
1953, 10, 30.33, 62.95, 17.13, 11.75
1953, 11, 92.23, 193.3, 12.24, 7.221
1953, 12, 38.1, 81.05, 9.469, 4.535
1954, 1, 160.9, 296.4, 7.84, 2.82
1954, 2, 116.6, 220.7, 9.886, 6.551
1954, 3, 139.4, 271.5, 9.977, 5.127
1954, 4, 95, 146, 16.23, 11.59
1954, 5, 4.988, 5.14, 19.39, 15.02
1954, 6, 11.11, 47.35, 21.11, 15.61
1954, 7, 0.02898, 0.01024, 26.14, 21.3
1954, 8, 4.804, 7.547, 22.36, 17.56
1954, 9, 0.6769, 4.971, 20.96, 15.68
1954, 10, 5.64, 13.75, 16.77, 12.05
1954, 11, 85.07, 156.5, 11.24, 7.297
1954, 12, 171.9, 320.9, 6.471, 2.482
1955, 1, 116.3, 189.6, 5.318, 0.5411
1955, 2, 48.81, 113.3, 8.111, 2.354
1955, 3, 19.59, 63.88, 11.37, 5.772
1955, 4, 95.45, 196.2, 11.07, 5.656
1955, 5, 13.53, 32.33, 18.2, 12.61
1955, 6, 0.7716, 3.169, 21.87, 16.33
1955, 7, 0.4187, 2.034, 24.1, 18.42
1955, 8, 0, 0, 25.68, 20.65
1955, 9, 11.91, 19.62, 22.82, 17.44
1955, 10, 25.17, 26.28, 17.95, 12.94
1955, 11, 75.52, 152.6, 10.89, 5.249
1955, 12, 480.8, 999.3, 9.102, 3.954
1956, 1, 304.5, 484.2, 8.018, 3.326
1956, 2, 104.4, 204, 7.486, 1.919
1956, 3, 3.888, 25.17, 11.67, 6.638
1956, 4, 58.58, 83.89, 14.03, 8.921
1956, 5, 52.51, 125.2, 17.92, 12.9
1956, 6, 0.8811, 0.8271, 22.52, 16.89
1956, 7, 0.001531, 0.3527, 25.21, 20.57
1956, 8, 0, 0, 23.61, 18.62
1956, 9, 13.08, 17.38, 22.23, 17.55
1956, 10, 75.91, 169.3, 16.09, 10.49
1956, 11, 2.528, 3.523, 12.35, 6.407
1956, 12, 20.21, 67.83, 7.995, 2.957
1957, 1, 105.7, 169.1, 5.928, 0.3568
1957, 2, 150.4, 315.2, 10.56, 5.085
1957, 3, 97.53, 260.3, 11.75, 6.914
1957, 4, 61.39, 116.2, 14.75, 9.45
1957, 5, 92.92, 272.1, 17.13, 12.06
1957, 6, 1.298, 3.699, 24.24, 18.42
1957, 7, 0.001345, 0.2162, 25.39, 19.72
1957, 8, 0, 0, 23.35, 18.19
1957, 9, 29.74, 44.64, 22.24, 17.54
1957, 10, 64.34, 117.7, 15.12, 9.982
1957, 11, 29.22, 100.3, 10.47, 5.453
1957, 12, 139, 272.3, 7.764, 5.725
1958, 1, 162.4, 281, 7.689, 3.421
1958, 2, 258.5, 466.8, 11.18, 5.979
1958, 3, 166.9, 410.4, 9.306, 3.861
1958, 4, 140.1, 241.1, 13.93, 8.078
1958, 5, 27.81, 49.61, 19.5, 14.5
1958, 6, 19.32, 38.46, 21.48, 16.11
1958, 7, 0.4488, 0.1014, 24.86, 20.19
1958, 8, 0.5692, 2.838, 27.11, 22.14
1958, 9, 6.02, 18.99, 23.37, 17.97
1958, 10, 10.26, 14.73, 19.91, 14.4
1958, 11, 18.27, 75.08, 12.39, 6.52
1958, 12, 54.38, 69.73, 11.34, 6.152
1959, 1, 179.1, 333.7, 9.028, 4.1
1959, 2, 163.9, 306, 8.625, 3.148
1959, 3, 40.62, 83.93, 13.22, 8.017
1959, 4, 19.09, 46.16, 17.14, 12.01
1959, 5, 7.615, 38.84, 17.26, 11.49
1959, 6, 0.0155, 0.007365, 23.78, 17.97
1959, 7, 0, 0, 27.12, 22.24
1959, 8, 1.086, 3.714, 24.45, 19.68
1959, 9, 44.14, 105.8, 21.04, 15.96
1959, 10, 0.003727, 0.2295, 18.99, 13.79
1959, 11, 0, 0, 13.17, 8.024
1959, 12, 53.86, 97.54, 8.539, 3.781
1960, 1, 173, 338.3, 6.754, 1.588
1960, 2, 149.3, 376.7, 9.282, 3.75
1960, 3, 125.6, 252.7, 12.61, 7.863
1960, 4, 56.28, 84.85, 14.18, 9.004
1960, 5, 27.98, 68.15, 17.18, 11.53
1960, 6, 0, 0, 25.44, 19.59
1960, 7, 0.132, 3.178, 27.32, 22
1960, 8, 0.4585, 0.4698, 25.3, 19.84
1960, 9, 1.839, 1.123, 23.36, 18.24
1960, 10, 8.296, 13.88, 17.63, 12.04
1960, 11, 152.4, 266.4, 11.12, 5.613
1960, 12, 57.69, 103, 8.088, 3.158
1961, 1, 80.79, 95.42, 6.974, 3.891
1961, 2, 79.67, 136.5, 10.65, 5.602
1961, 3, 114.8, 245.3, 11.11, 5.445
1961, 4, 43.32, 94.21, 15.18, 9.787
1961, 5, 23.78, 72.65, 16.34, 10.73
1961, 6, 7.191, 13.71, 25.18, 19.21
1961, 7, 0, 0, 27.21, 21.59
1961, 8, 0.8191, 2.733, 26.54, 21.11
1961, 9, 2.627, 6.83, 21.6, 15.91
1961, 10, 11.84, 52.23, 17.76, 12.05
1961, 11, 77.61, 161.4, 11.4, 6.006
1961, 12, 95.35, 162.1, 7.054, 2.423
1962, 1, 63.21, 134, 7.219, 2.711
1962, 2, 282.1, 578.4, 8.269, 2.798
1962, 3, 97.89, 231.2, 9.922, 3.793
1962, 4, 23.68, 48.69, 16.85, 11.3
1962, 5, 13.75, 28.63, 17.13, 11.51
1962, 6, 1.448, 0.7392, 23, 17.02
1962, 7, 0.06392, 0.4071, 25.86, 20
1962, 8, 2.628, 10.65, 24.56, 19.2
1962, 9, 2.613, 5.548, 22.48, 17.66
1962, 10, 303.8, 554.3, 17.02, 11.93
1962, 11, 36.81, 75, 13, 7.674
1962, 12, 107.7, 193, 9.032, 5.085
1963, 1, 110.5, 261.1, 6.194, 2.419
1963, 2, 75.44, 185.7, 13.43, 8.583
1963, 3, 128.3, 265.8, 10.68, 4.905
1963, 4, 174.2, 336, 11.4, 5.475
1963, 5, 36.76, 82.69, 17.91, 13.01
1963, 6, 10.92, 11.44, 21.75, 15.77
1963, 7, 0, 0, 24.06, 18.06
1963, 8, 0.02667, 0.1128, 24.68, 18.75
1963, 9, 7.432, 17.36, 23.27, 17.86
1963, 10, 61.55, 85.1, 17.43, 12.23
1963, 11, 169, 355.4, 10.48, 6.323
1963, 12, 19.4, 35.5, 6.41, 4.214
1964, 1, 152.3, 309.5, 6.839, 2.5
1964, 2, 11.68, 23.33, 10.08, 4.074
1964, 3, 61.96, 144.2, 10.63, 4.729
1964, 4, 25.99, 50.46, 14.24, 8.636
1964, 5, 32.01, 114, 16.8, 10.9
1964, 6, 16.17, 51.4, 21.05, 14.86
1964, 7, 0.4162, 0.2246, 25.46, 20
1964, 8, 1.238, 6.695, 25.39, 19.76
1964, 9, 1.474, 0.3734, 21.01, 16.17
1964, 10, 33.14, 42.41, 19.32, 14.44
1964, 11, 129.2, 289.1, 9.359, 4.052
1964, 12, 302.5, 935.3, 8.877, 4.205
1965, 1, 185.6, 377.6, 7.317, 3.049
1965, 2, 22.68, 52.5, 9.641, 5.252
1965, 3, 41.59, 102.5, 11.89, 6.703
1965, 4, 122, 221.6, 14.13, 8.406
1965, 5, 4.962, 14.61, 18.58, 12.36
1965, 6, 2.296, 18.01, 20.42, 15.44
