# Created by WEAP: 5/6/2021 11:59:38 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CO_NW_Upr South Platte (329,546 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (11,545 ha),  2000 - 3000 m (248,530 ha),  3000 - 4000 m (68,775 ha),  4000 - 5000 m (696 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, pr[mm/m]:Elevation 4000 to 5000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m, tas[C]:Elevation 4000 to 5000 m

1950, 1, 21.52, 20.08, 73.53, 112.8, -1.257, -4.345, -8.704, -10.36
1950, 2, 21.01, 18.55, 42.77, 73.29, 2.979, -1.696, -6.282, -7.786
1950, 3, 18.31, 14.39, 34.05, 39.41, 2.936, -0.5113, -4.997, -6.783
1950, 4, 87.29, 63.74, 127, 185.8, 7.563, 4.18, -0.1524, -1.8
1950, 5, 95.57, 63.11, 76.01, 91.97, 10.52, 6.957, 2.409, 0.8289
1950, 6, 35.07, 40.52, 47.2, 33.24, 17.93, 13.93, 8.872, 7.121
1950, 7, 39.41, 79.83, 71.78, 61.02, 19, 14.74, 10.11, 8.432
1950, 8, 12.75, 26.7, 29.47, 33.94, 18.87, 14.24, 9.479, 7.867
1950, 9, 26.66, 32.57, 34.55, 35.26, 14.46, 11.04, 6.566, 4.879
1950, 10, 6.135, 3.889, 7.005, 8.998, 14.34, 10.54, 5.942, 4.495
1950, 11, 38.2, 26.94, 90.48, 165.2, 3.606, 0.997, -3.078, -4.512
1950, 12, 3.669, 4.096, 47.95, 94.72, 2.507, -0.5902, -4.945, -6.607
1951, 1, 19.17, 20.86, 83.78, 131.4, -3.042, -6.099, -10.21, -11.79
1951, 2, 27.31, 19.71, 65.82, 106.5, 0.4156, -2.552, -6.982, -8.558
1951, 3, 43.97, 37.83, 58.75, 87.43, 1.369, -1.954, -6.52, -8.243
1951, 4, 45.95, 36.7, 77.75, 120.5, 5.854, 2.199, -1.996, -3.5
1951, 5, 62.22, 55.72, 86.83, 117.9, 12.78, 8.722, 4.088, 2.338
1951, 6, 42.93, 42.65, 52.81, 53.56, 14.52, 10.84, 6.332, 4.54
1951, 7, 67.13, 69.21, 100.2, 78.62, 21.02, 17.28, 12.4, 10.62
1951, 8, 63.1, 63.2, 60.58, 78.53, 19.7, 15.63, 10.8, 9.041
1951, 9, 19.42, 15.27, 23.96, 30.48, 15.55, 11.83, 7.081, 5.178
1951, 10, 45.25, 35.26, 48.15, 55.65, 8.682, 5.129, 0.7348, -0.7741
1951, 11, 19.24, 14.81, 46.36, 81.81, 2.511, -1.048, -5.738, -7.429
1951, 12, 14.03, 26.57, 133.4, 248.5, -2.096, -4.543, -9.177, -10.7
1952, 1, 0.07158, 3.635, 31.7, 52.63, 0.338, -3.335, -8.532, -10.57
1952, 2, 10.25, 12.24, 26.46, 42.77, 0.7812, -3.639, -8.338, -9.865
1952, 3, 41.67, 35.38, 65.7, 103, 0.03312, -3.466, -8.048, -9.64
1952, 4, 83.22, 78.73, 115.4, 168.7, 7.539, 3.654, -0.6352, -2.214
1952, 5, 99.79, 81.35, 91.29, 112.8, 12.43, 8.255, 3.897, 2.383
1952, 6, 2.352, 3.877, 9.315, 9.745, 20.49, 16.02, 10.96, 9.3
1952, 7, 31.24, 56.2, 76.06, 74.36, 21.09, 16.62, 11.64, 10.03
1952, 8, 39.11, 68.53, 68.6, 85.31, 20.26, 15.68, 10.69, 9.24
1952, 9, 5.915, 7.017, 8.026, 9.945, 17.23, 12.66, 8.046, 6.848
1952, 10, 1.97, 1.474, 2.161, 2.911, 11.16, 7.352, 3.077, 1.871
1952, 11, 30.39, 28.77, 79.76, 149.1, -0.1918, -3.614, -7.788, -9.078
1952, 12, 12.17, 12.62, 31.93, 46.25, -0.09173, -4.063, -8.573, -10.09
1953, 1, 7.474, 9.366, 41.3, 72.9, 3.491, -0.3727, -4.466, -6.301
1953, 2, 25.73, 21.21, 56.54, 105.9, -0.1442, -3.971, -8.284, -9.961
1953, 3, 34.45, 31.57, 60.68, 92.94, 5.334, 1.233, -3.273, -4.995
1953, 4, 49.35, 64.63, 122.4, 169.4, 5.22, 1.369, -3.036, -4.582
1953, 5, 75.45, 68.17, 87.83, 113.1, 10.3, 6.264, 1.771, 0.1297
1953, 6, 31.69, 37.48, 40.17, 47.26, 19.27, 14.87, 10.13, 8.378
1953, 7, 69.1, 98.82, 99.77, 97.33, 21.39, 17.13, 12.63, 11.17
1953, 8, 31.99, 52.09, 46.29, 52.04, 19.73, 15.2, 10.66, 9.122
1953, 9, 2.779, 3.236, 6.85, 8.694, 17.47, 13.27, 8.704, 7.335
1953, 10, 9.415, 19.28, 24.32, 27.95, 11.22, 6.908, 2.56, 1.035
1953, 11, 14.93, 18.04, 56.85, 102.1, 5.644, 1.951, -2.149, -3.651
1953, 12, 35.5, 27.17, 44.15, 58.59, -1.198, -4.702, -8.746, -10.32
1954, 1, 7.703, 8.887, 25.41, 37.42, 1.224, -1.868, -5.627, -6.931
1954, 2, 16.97, 15.96, 24.76, 31.52, 6.286, 1.788, -2.566, -4.118
1954, 3, 18.11, 20.33, 35.09, 56.55, 1.004, -2.15, -6.153, -7.726
1954, 4, 26.54, 22.28, 44.81, 66.41, 11.16, 6.829, 2.184, 0.4628
1954, 5, 28.42, 47.17, 60.83, 59.87, 12.39, 8.746, 4.848, 3.314
1954, 6, 9.31, 20.66, 28.98, 26.35, 19.1, 15.03, 10.12, 8.136
1954, 7, 79.36, 93.27, 99.83, 82.55, 22.64, 17.9, 13.23, 11.58
1954, 8, 34.58, 47.7, 43.62, 51.54, 20.69, 16.03, 11.48, 9.927
1954, 9, 49.92, 50.33, 67.69, 71.12, 17.39, 13.01, 8.448, 6.921
1954, 10, 3.377, 7.228, 24.07, 36.93, 10.79, 7.198, 3.436, 2.124
1954, 11, 24.17, 24.21, 52.45, 84.4, 6.153, 2.201, -1.777, -3.135
1954, 12, 14.59, 12.6, 29.53, 44.72, 1.041, -2.646, -6.997, -8.659
1955, 1, 5.291, 5.864, 16.99, 24.75, -2.832, -6.032, -9.917, -11.32
1955, 2, 22.85, 22.92, 49.25, 72.28, -3.337, -7.051, -11.13, -12.52
1955, 3, 31.31, 28.24, 46.4, 70.3, 1.962, -1.688, -6.064, -7.699
1955, 4, 26.73, 19.09, 19.12, 26.53, 8.575, 4.065, -0.8538, -2.682
1955, 5, 150.1, 113.8, 100, 120.7, 13.27, 8.584, 4.042, 2.408
1955, 6, 34.73, 24.66, 26.3, 22.78, 16.04, 12.05, 7.626, 5.874
1955, 7, 70.96, 71.85, 87.98, 98.6, 21.86, 17.3, 12.46, 10.73
1955, 8, 103.4, 130.9, 146.7, 170.6, 20.47, 16.09, 11.55, 9.929
1955, 9, 28.7, 28.88, 27.52, 27.54, 16.33, 12.15, 7.736, 6.222
1955, 10, 9.501, 6.852, 21.78, 33.84, 11.18, 6.971, 2.489, 1.125
1955, 11, 10.49, 12.95, 51.31, 89.08, 1.402, -1.039, -5.1, -6.737
1955, 12, 5.352, 7.005, 29.29, 55.7, 1.336, -1.242, -5.578, -7.261
1956, 1, 11.42, 15.42, 70.66, 128, 0.1914, -2.719, -6.665, -8.047
1956, 2, 20.48, 15.81, 48.54, 84.02, -3.941, -6.668, -11.09, -12.53
1956, 3, 25.56, 27.81, 41.54, 53.84, 3.174, -0.6714, -5.24, -6.917
1956, 4, 26.32, 49.66, 106.8, 175.2, 6.902, 2.78, -1.222, -2.788
1956, 5, 53.34, 57.56, 70.66, 85.64, 14.45, 10.33, 6.082, 4.494
1956, 6, 12.65, 16.96, 20.34, 20.24, 20.73, 15.81, 11.23, 9.571
1956, 7, 53.1, 61.92, 68.85, 70.54, 20.37, 15.67, 11.19, 9.716
1956, 8, 42.08, 54.42, 42.25, 50.43, 19.26, 14.01, 9.66, 8.389
1956, 9, 3.367, 2.27, 3.091, 3.718, 17.24, 12.65, 8.466, 7.343
1956, 10, 13.47, 13.37, 23.07, 32.73, 11.95, 7.256, 2.92, 1.631
1956, 11, 27.6, 26.55, 42.07, 55.9, 1.761, -2.118, -6.316, -7.591
1956, 12, 18.83, 18.33, 35.68, 53.75, 1.296, -2.937, -7.255, -8.393
1957, 1, 12.05, 24.6, 91.69, 151.7, -3.657, -5.963, -9.967, -11.31
1957, 2, 14.24, 15.96, 47.27, 85.49, 4.064, 0.08819, -4.162, -5.538
1957, 3, 28.04, 29.66, 57.28, 94.83, 2.948, -0.7629, -4.784, -6.368
1957, 4, 101.4, 114.5, 186.7, 285.6, 4.578, 0.8545, -3.233, -4.857
1957, 5, 155.5, 149.6, 179.2, 224.6, 10.58, 6.456, 2.451, 0.9226
1957, 6, 37.6, 47.47, 40.67, 32.23, 17.09, 12.57, 8.185, 6.715
1957, 7, 58.72, 111.3, 107.6, 102, 21.13, 16.39, 11.92, 10.56
1957, 8, 36.76, 64.26, 89.65, 128.4, 20.59, 15.76, 11.3, 9.847
1957, 9, 26.1, 27.16, 26.54, 30.99, 14.95, 10.57, 6.287, 4.962
1957, 10, 52.6, 47.46, 50.02, 57.71, 9.524, 6.137, 2.003, 0.6337
1957, 11, 28.39, 37.96, 41.39, 44.66, 1.907, -2.748, -7.284, -8.712
1957, 12, 5.337, 6.912, 27.42, 45.49, 2.81, -1.413, -6.596, -8.056
1958, 1, 19.06, 17.89, 36.81, 50.53, -0.9141, -4.947, -9.565, -10.73
