# Created by WEAP: 5/6/2021 11:59:20 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: CA_PGE_N_Trukee (636,142 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (460,481 ha),  2000 - 3000 m (174,861 ha),  3000 - 4000 m (800 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 118.4, 349.1, 397.5, -3.8, -6.741, -9.397
1950, 2, 22.47, 78.12, 81.99, 0.8907, -1.967, -4.286
1950, 3, 55.56, 161.1, 170.4, 1.681, -1.652, -3.894
1950, 4, 32.24, 101.8, 129.3, 6.832, 3.118, 0.8361
1950, 5, 19.41, 61.4, 68.58, 10.16, 6.411, 4
1950, 6, 19.86, 33.77, 43.77, 14.1, 10.17, 7.909
1950, 7, 1.28, 0.9864, 1.39, 19.72, 15.64, 13.03
1950, 8, 1.913, 2.718, 4.128, 18.23, 14.46, 11.96
1950, 9, 23.18, 25.33, 22.07, 13.59, 10.48, 8.103
1950, 10, 62.66, 133.5, 124.6, 9.492, 6.669, 4.408
1950, 11, 142.8, 339.6, 385.1, 5.271, 2.862, 0.5749
1950, 12, 96.49, 269.1, 286.5, 2.129, 0.05919, -2.273
1951, 1, 65.33, 170.1, 183.1, -1.107, -4.075, -6.541
1951, 2, 45.01, 94.87, 88.42, 0.5775, -2.549, -4.776
1951, 3, 12.99, 45.61, 38.19, 1.719, -1.274, -3.721
1951, 4, 40.63, 83.32, 96.02, 8.277, 4.583, 2.076
1951, 5, 25.22, 63.51, 75.29, 10.7, 6.759, 4.203
1951, 6, 10.67, 10.26, 17.97, 15.75, 11.76, 8.993
1951, 7, 0.07308, 0.02348, 0.004157, 19.68, 15.22, 12.6
1951, 8, 4.016, 7.168, 6.272, 17.41, 13.63, 11
1951, 9, 5.247, 6.25, 10.05, 15.49, 12.18, 9.482
1951, 10, 53.81, 107.7, 97.12, 7.185, 4.297, 1.84
1951, 11, 51.58, 147.2, 179.7, 2.578, 0.02569, -2.48
1951, 12, 120.7, 338.3, 349.6, -2.59, -5.582, -8.402
1952, 1, 132.1, 330.4, 339.6, -4.382, -7.61, -10.55
1952, 2, 48.58, 132.7, 133.9, -0.5658, -4.271, -6.856
1952, 3, 120.7, 242.7, 255.4, -0.9725, -4.872, -7.853
1952, 4, 42.39, 57.31, 63.47, 6.605, 3.084, 0.3439
1952, 5, 2.542, 12.59, 10.36, 11.17, 7.424, 5.142
1952, 6, 8.943, 20.12, 20.32, 12.79, 8.985, 6.838
1952, 7, 21.92, 30.51, 36.03, 19.24, 15.47, 13.17
1952, 8, 0.6447, 1.499, 2.078, 17.51, 13.83, 11.46
1952, 9, 15.03, 20.47, 21.59, 14.78, 11.43, 8.98
1952, 10, 3.013, 2.521, 2.731, 10.92, 8.442, 6.049
1952, 11, 29.26, 75.71, 88.29, 0.3113, -1.905, -4.442
1952, 12, 93.45, 257.8, 265.4, -0.6594, -3.975, -6.549
1953, 1, 64.35, 184, 183.7, 2.448, -1.297, -3.854
1953, 2, 6.373, 14.75, 19.76, 0.641, -2.437, -5.038
1953, 3, 25.1, 83.9, 76.17, 3.449, -0.5772, -3.12
1953, 4, 40.93, 124.6, 145.8, 5.839, 2.144, -0.1725
1953, 5, 61.17, 125.2, 155.8, 6.778, 2.893, 0.5816
1953, 6, 18.31, 23.69, 17.78, 12.06, 8.121, 5.777
1953, 7, 2.235, 3.841, 5.242, 19.71, 15.4, 12.86
1953, 8, 12.12, 18.69, 20.75, 16.7, 12.91, 10.59
1953, 9, 1.261, 1.711, 1.943, 16.22, 12.81, 10.29
1953, 10, 11.34, 27.3, 26.94, 8.518, 5.397, 2.945
1953, 11, 18.63, 61.63, 58.38, 4.68, 1.759, -0.5138
1953, 12, 23.05, 54.07, 56.71, -0.352, -2.698, -5.236
1954, 1, 61.87, 154.1, 155, 0.07348, -3.1, -5.417
1954, 2, 65.9, 140.8, 142.7, 2.516, -1.04, -3.556
1954, 3, 81.1, 171.1, 172.9, 1.217, -2.421, -4.876
1954, 4, 18.83, 53.03, 53.66, 8.762, 5.046, 2.764
1954, 5, 0.7676, 2.61, 2.487, 13.25, 9.329, 6.924
1954, 6, 9.221, 17.15, 14.18, 14.11, 10.03, 7.52
1954, 7, 1.302, 1.646, 2.582, 19.89, 15.58, 12.97
1954, 8, 0.2475, 1.224, 0.1075, 16.53, 12.49, 9.826
1954, 9, 0.6985, 2.542, 1.081, 13.46, 10.04, 7.371
1954, 10, 0.01819, 0.4383, 0, 8.849, 5.9, 3.241
1954, 11, 36.1, 93.44, 100.7, 4.569, 2.063, -0.3508
1954, 12, 74.54, 191.5, 207.4, -2.165, -4.594, -7.096
1955, 1, 38.24, 101.5, 94.41, -5.149, -7.8, -10.69
1955, 2, 26.95, 71.85, 74.26, -1.996, -5.3, -8.023
1955, 3, 18.26, 45.46, 39.84, 1.778, -2.083, -4.653
1955, 4, 26.96, 100.5, 108.4, 3.771, -0.2227, -2.613
1955, 5, 26.99, 51.98, 70.35, 10.3, 6.253, 3.732
1955, 6, 2.602, 7.642, 8.928, 15.55, 10.96, 8.387
1955, 7, 5.705, 4.864, 4.558, 17.83, 13.36, 10.72
1955, 8, 0.1305, 0.7107, 0.941, 20.14, 15.55, 12.87
1955, 9, 20.59, 20.63, 22.46, 14.66, 11.13, 8.423
1955, 10, 5.593, 11.01, 8.837, 9.918, 7.093, 4.577
1955, 11, 37.07, 109.3, 120.2, 2.873, 0.3255, -1.801
1955, 12, 306.7, 735.8, 793.2, 0.6371, -2.22, -4.287
1956, 1, 152.1, 334.1, 357.4, -0.194, -3.126, -5.529
1956, 2, 40.63, 128.9, 116.8, -3.583, -6.797, -9.743
1956, 3, 8.405, 29.52, 25.64, 3.248, -0.847, -3.367
1956, 4, 40.4, 66.36, 69.23, 6.364, 2.474, 0.1349
1956, 5, 48.34, 120.2, 153.4, 10.96, 6.694, 4.374
1956, 6, 1.587, 3.629, 4.673, 15.19, 10.96, 8.39
1956, 7, 12.31, 14.07, 16.18, 19.21, 14.79, 12.12
1956, 8, 0.8964, 3.091, 2.305, 17.33, 12.99, 10.26
1956, 9, 10.07, 16.36, 18.77, 15.35, 11.7, 9.022
1956, 10, 64.26, 148.1, 143.2, 7.631, 4.345, 1.836
1956, 11, 0.2801, 1.203, 0.901, 1.459, -0.3463, -2.919
1956, 12, 16.01, 54.55, 59.68, -1.78, -3.444, -6.077
1957, 1, 67.13, 151.2, 166.4, -5.218, -7.902, -10.87
1957, 2, 63.15, 157.6, 161.3, 1.919, -1.439, -4.004
1957, 3, 40.84, 120.3, 130.7, 3.922, 0.262, -2.207
1957, 4, 19.06, 50.8, 48.78, 6.191, 2.869, 0.3081
1957, 5, 56.59, 135, 165.2, 10.09, 6.018, 3.518
1957, 6, 2.333, 1.81, 1.835, 16.84, 12.5, 9.854
1957, 7, 1.942, 3.99, 5.257, 19.03, 14.49, 11.81
1957, 8, 0, 0, 0, 17.27, 12.86, 10.05
1957, 9, 13.28, 15.9, 13.5, 15.45, 11.82, 9.155
1957, 10, 49.36, 71.66, 57.2, 6.891, 4.015, 1.726
1957, 11, 33.39, 77.55, 82.8, 1.044, -1.105, -3.363
1957, 12, 73.9, 185, 194.5, 0.1652, -2.215, -4.662
1958, 1, 63.23, 156.6, 168.4, -0.9284, -3.816, -6.496
1958, 2, 100.9, 248.7, 251.4, 3.041, -0.6556, -3.126
1958, 3, 93.8, 228.5, 244.4, 0.3493, -3.487, -6.239
1958, 4, 76.54, 171.6, 197.1, 5.215, 1.159, -1.388
1958, 5, 10.94, 21.56, 27.86, 13.21, 8.804, 6.499
1958, 6, 28.38, 38.36, 36.18, 14.46, 10.42, 7.993
1958, 7, 16.74, 25.6, 36.58, 18.75, 14.44, 11.94
1958, 8, 21.84, 22.16, 21.11, 20.72, 16.46, 13.82
1958, 9, 10.79, 20.63, 22.99, 14.7, 11.37, 8.679
1958, 10, 2.513, 6.967, 6.103, 10.45, 7.627, 5.076
1958, 11, 19.96, 46.45, 51.22, 2.941, 0.6249, -1.749
1958, 12, 16.19, 38.89, 47.32, 2.173, 0.5065, -1.691
1959, 1, 63.52, 168.2, 187.6, 0.9243, -1.635, -3.969
1959, 2, 95.53, 207.4, 215.1, -0.6737, -3.973, -6.582
1959, 3, 9.058, 29.57, 29.05, 4.389, 1.172, -1.228
1959, 4, 7.646, 27.8, 28.58, 8.779, 5.184, 2.656
1959, 5, 53.77, 86.12, 111.8, 8.995, 5.14, 2.748
1959, 6, 0.6747, 0.3114, 0.2401, 17.09, 12.61, 10.02
1959, 7, 3.589, 2.048, 1.55, 21.34, 16.99, 14.23
1959, 8, 5.168, 6.993, 6.586, 18.45, 14.29, 11.52
1959, 9, 18.7, 50.7, 51.4, 13, 9.621, 7.037
1959, 10, 0.1294, 0.08909, 0.07538, 9.895, 7.122, 4.495
1959, 11, 0.0006578, 0.02052, 0.03266, 3.306, 1.681, -1.005
1959, 12, 20.3, 47.89, 49.75, -2.263, -3.448, -6.098
1960, 1, 65.01, 151.5, 148.8, -3.604, -5.728, -8.455
1960, 2, 88.3, 210.9, 222.3, -0.5886, -3.943, -6.729
1960, 3, 53.86, 145.5, 145.3, 4.826, 1.234, -1.277
1960, 4, 6.687, 24.11, 27.33, 7.015, 3.242, 0.8655
1960, 5, 6.793, 22.85, 24.19, 9.805, 5.955, 3.503
1960, 6, 0.07478, 0.2011, 0.3543, 17.94, 13.68, 10.97
1960, 7, 15.14, 10.1, 11.32, 20.91, 16.54, 13.66
1960, 8, 0.01778, 0.00262, 0, 18.45, 14.34, 11.51
1960, 9, 1.548, 4.521, 6.519, 15.86, 12.26, 9.43
1960, 10, 7.76, 17.44, 15.49, 8.77, 5.854, 3.577
1960, 11, 67.44, 139.5, 152.8, 2.752, -0.1784, -2.45
1960, 12, 22.08, 59.83, 67.14, -1.707, -3.42, -5.774
1961, 1, 24.73, 35.62, 36.31, -0.3136, -1.638, -3.726
1961, 2, 33.34, 87.01, 94.73, 2.5, -0.6613, -2.762
1961, 3, 41.51, 104.6, 112.2, 3.176, -0.3805, -2.518
1961, 4, 24.5, 68.62, 80.41, 6.722, 3.157, 0.957
1961, 5, 42.56, 72.81, 91.77, 10.06, 5.905, 3.608
1961, 6, 18.39, 23.47, 23.07, 18.31, 13.94, 11.42
1961, 7, 6.257, 6.862, 7.55, 20.02, 15.79, 13.07
1961, 8, 30.99, 28.15, 32.23, 19.32, 15.38, 13.02
1961, 9, 16.41, 26.96, 33.56, 12.3, 9.39, 6.87
1961, 10, 20.07, 54.49, 46.95, 8.246, 5.342, 2.801
1961, 11, 37.81, 82.87, 90.31, 1.019, -0.5548, -2.967
1961, 12, 14.48, 40.61, 34.53, -1.752, -3.525, -5.679
1962, 1, 33.63, 75.83, 75.86, -4.414, -5.631, -8.339
1962, 2, 176.6, 365.3, 409.6, -1.67, -4.328, -6.875
1962, 3, 65.06, 153.6, 155, 0.8237, -3.224, -5.673
1962, 4, 6.971, 29.2, 28.79, 8.524, 4.821, 2.71
