# Created by WEAP: 5/6/2021 11:59:25 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\gridded_obs.monthly.1950-1999.nc
# Raster grid: 222 rows x 462 columns, (53 N, 125 W) - (25 N, 67 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      pr: monthly_sum_pr[mm/m]
#      tas: monthly_avg_Tavg[C]

# WEAP Catchment: ID_S_OR_E_Snake (6,644,828 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,822,983 ha),  1000 - 2000 m (2,634,357 ha),  2000 - 3000 m (2,158,318 ha),  3000 - 4000 m (29,170 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, pr[mm/m]:Elevation 0 to 1000 m, pr[mm/m]:Elevation 1000 to 2000 m, pr[mm/m]:Elevation 2000 to 3000 m, pr[mm/m]:Elevation 3000 to 4000 m, tas[C]:Elevation 0 to 1000 m, tas[C]:Elevation 1000 to 2000 m, tas[C]:Elevation 2000 to 3000 m, tas[C]:Elevation 3000 to 4000 m

1950, 1, 68.54, 109.7, 156, 105.9, -10.19, -10.57, -12.67, -15.67
1950, 2, 50.5, 69.23, 76.62, 53.33, -0.4964, -3.898, -6.863, -10.24
1950, 3, 67.94, 97.31, 125, 90.31, 3.309, -1.273, -4.769, -7.545
1950, 4, 25.28, 47.38, 45.46, 22.87, 7.429, 2.705, -0.5447, -2.416
1950, 5, 21.41, 27.07, 20.04, 11.28, 11.4, 6.411, 3.191, 1.424
1950, 6, 76.92, 81.77, 70.68, 70.99, 15.77, 11.3, 8.365, 6.389
1950, 7, 9.274, 15.06, 17.74, 53.91, 20.14, 15.51, 12.47, 10.49
1950, 8, 8.461, 24.61, 40.83, 53.51, 20.2, 15.4, 12.21, 9.726
1950, 9, 9.519, 40.6, 86.01, 121.7, 15.82, 10.6, 7.424, 5.089
1950, 10, 89.81, 91.85, 94.68, 64.78, 9.55, 6.5, 3.796, 1.731
1950, 11, 51.36, 71.7, 81.49, 62.02, 3.852, -0.1287, -3.436, -5.824
1950, 12, 62.67, 89.26, 91.77, 51.28, 2.792, -2.307, -7.156, -10.88
1951, 1, 52.22, 93.7, 123.9, 58.56, -1.238, -7.408, -12.08, -15.58
1951, 2, 38.04, 80.86, 107.7, 77.83, 1.033, -3.851, -7.645, -10.7
1951, 3, 34.51, 76.05, 93.98, 59.45, 2.379, -2.858, -6.886, -9.536
1951, 4, 13.05, 25.93, 39.9, 65.26, 8.74, 4.629, 1.404, -0.5398
1951, 5, 23.07, 49.4, 68.73, 73.7, 12.73, 8.551, 5.486, 3.563
1951, 6, 55.49, 56.84, 54.08, 44.85, 15.37, 10.41, 6.98, 4.96
1951, 7, 8.91, 17.54, 33.85, 75.85, 20.8, 16.63, 13.5, 11.07
1951, 8, 11.39, 33.89, 69.89, 109.9, 19.16, 14.75, 11.42, 8.97
1951, 9, 13.74, 15.85, 14.35, 1.652, 15.62, 11.13, 7.595, 5.555
1951, 10, 76.81, 103, 113.7, 92.69, 8.467, 4.042, 0.6948, -1.47
1951, 11, 43.59, 73.18, 85.43, 57.46, 2.705, -1.962, -5.809, -8.561
1951, 12, 72.65, 120.8, 169.5, 100.9, -3.195, -7.156, -11.49, -15.03
1952, 1, 37.47, 67.19, 97.99, 115.8, -3.733, -8.061, -12.35, -16.99
1952, 2, 31.04, 66.8, 79.25, 57.1, 0.7462, -6.026, -10.93, -15.32
1952, 3, 23.59, 55.52, 73.67, 72.38, 3.381, -3.283, -7.896, -11.18
1952, 4, 27.24, 35.31, 28.57, 32.6, 10.27, 5.465, 1.601, -0.8091
1952, 5, 36.5, 92.06, 105.8, 103.6, 13.23, 8.704, 5.732, 3.963
1952, 6, 70.84, 113.1, 115.4, 115.8, 15.87, 11.74, 9.065, 7.299
1952, 7, 2.611, 18.58, 38.59, 52.79, 20.34, 15.53, 12.39, 10.35
1952, 8, 7.494, 11.3, 19.74, 27.8, 19.7, 15.41, 12.41, 10.32
1952, 9, 13.92, 14.89, 10.32, 13.81, 16.85, 12.53, 9.519, 7.293
1952, 10, 2.159, 5.015, 4.329, 2.077, 11.95, 7.735, 4.648, 2.456
1952, 11, 13.7, 27.7, 34.31, 32.12, 0.5057, -3.702, -7.235, -9.912
1952, 12, 57.21, 73.92, 96.09, 95.87, 0.3824, -4.792, -9.264, -13.18
1953, 1, 139.4, 179, 204.1, 92.79, 4.705, -0.2166, -4.337, -7.327
1953, 2, 43.14, 101.7, 114.8, 61.7, 2.58, -3.173, -7.429, -9.985
1953, 3, 42.49, 80.38, 82.43, 32.65, 5.097, 0.02604, -3.737, -5.772
1953, 4, 36.95, 78.46, 96, 89.98, 7.91, 2.841, -0.9442, -2.829
1953, 5, 45.69, 100.9, 107.9, 85.28, 11.06, 5.976, 2.545, 0.7656
1953, 6, 30.69, 68.95, 96.92, 123.6, 13.63, 9.884, 7.506, 5.813
1953, 7, 0.2066, 1.467, 3.062, 4.761, 19.57, 16.25, 13.9, 12.03
1953, 8, 27.88, 34.79, 36.05, 38.98, 19.48, 15.21, 12.39, 10.16
1953, 9, 5.481, 5.996, 8.038, 11.42, 16.56, 12.49, 9.374, 7.187
1953, 10, 14.16, 17.64, 10.35, 5.434, 10.63, 6.399, 3.556, 1.531
1953, 11, 58.98, 81.46, 91.23, 59.69, 5.663, 1.38, -1.98, -4.344
1953, 12, 62.69, 82.6, 81.6, 35.05, 1.778, -4.312, -9, -11.78
1954, 1, 71.34, 123.6, 172.1, 88.22, -1.218, -4.34, -8.2, -11.05
1954, 2, 22.62, 59.63, 94.45, 71.51, 2.778, -1.07, -5.442, -8.032
1954, 3, 30.88, 56.75, 77.58, 59.56, 2.896, -2.094, -6.195, -7.929
1954, 4, 30.53, 70.52, 72.21, 23.42, 7.468, 3.935, 0.7399, -0.5092
1954, 5, 36.09, 51.79, 36.42, 23.87, 12.91, 8.898, 6.057, 4.781
1954, 6, 44.03, 95.29, 134.9, 144.6, 13.84, 9.799, 7.097, 5.559
1954, 7, 15.51, 28.58, 50.92, 58.09, 19.26, 16.03, 13.78, 11.96
1954, 8, 37.18, 53.47, 47.8, 40.18, 17.38, 13.26, 10.86, 9.148
1954, 9, 23.75, 20.32, 20.89, 17.65, 14.52, 10.28, 7.725, 5.748
